Year,UNIT_MEASURE,Regions,Sex,Area,Age,Value
2015,Percent,Ontustik Kazakhstan,,,55-64,1.8
2015,Percent,Pavlodar,,,Y15,56.3
2015,Percent,Pavlodar,,,16-24,3.9
2015,Percent,Pavlodar,,,25-28,0.6
2015,Percent,Pavlodar,,,29-34,1.2
2015,Percent,Pavlodar,,,35-44,1.2
2015,Percent,Pavlodar,,,45-54,2.5
2015,Percent,Pavlodar,,,55-64,1.8
2015,Percent,Pavlodar,,,65 and older,0.2
2015,Percent,Soltustik Kazakhstan,,,Y15,29.5
2015,Percent,Soltustik Kazakhstan,,,16-24,4.6
2015,Percent,Soltustik Kazakhstan,,,25-28,3.5
2015,Percent,Soltustik Kazakhstan,,,29-34,2.6
2015,Percent,Soltustik Kazakhstan,,,35-44,2.0
2015,Percent,Soltustik Kazakhstan,,,45-54,1.8
2015,Percent,Soltustik Kazakhstan,,,55-64,1.6
2015,Percent,Soltustik Kazakhstan,,,65 and older,0.1
2015,Percent,Shygys Kazakhstan,,,Y15,62.5
2015,Percent,Shygys Kazakhstan,,,16-24,9.2
2015,Percent,Shygys Kazakhstan,,,25-28,5.6
2015,Percent,Shygys Kazakhstan,,,29-34,4.5
2015,Percent,Shygys Kazakhstan,,,35-44,4.7
2015,Percent,Shygys Kazakhstan,,,45-54,5.1
2015,Percent,Shygys Kazakhstan,,,55-64,4.6
2015,Percent,Shygys Kazakhstan,,,65 and older,8.0
2015,Percent,Nur-Sultan city,,,16-24,3.5
2015,Percent,Nur-Sultan city,,,25-28,0.5
2015,Percent,Nur-Sultan city,,,29-34,0.2
2015,Percent,Nur-Sultan city,,,35-44,0.4
2015,Percent,Nur-Sultan city,,,45-54,0.1
2015,Percent,Nur-Sultan city,,,55-64,0.5
2015,Percent,Almaty city,,,16-24,0.7
2015,Percent,Almaty city,,,25-28,0.8
2015,Percent,Almaty city,,,29-34,1.2
2015,Percent,Almaty city,,,35-44,1.0
2015,Percent,Almaty city,,,45-54,1.2
2015,Percent,Almaty city,,,55-64,0.8
2015,Percent,Almaty city,,,65 and older,0.9
2016,Percent,,,,,3.5
2016,Percent,Akmola,,,,4.1
2016,Percent,Aktobe,,,,5.0
2016,Percent,Almaty,,,,4.2
2016,Percent,Atyrau,,,,0.4
2016,Percent,Batys Kazakhstan,,,,4.1
2016,Percent,Zhambyl,,,,15.6
2016,Percent,Karagandy,,,,2.5
2016,Percent,Kostanay,,,,5.1
2016,Percent,Kyzylorda,,,,5.5
2016,Percent,Mangistau,,,,1.1
2016,Percent,Ontustik Kazakhstan,,,,2.1
2016,Percent,Pavlodar,,,,1.9
2016,Percent,Soltustik Kazakhstan,,,,1.7
2016,Percent,Shygys Kazakhstan,,,,3.5
2016,Percent,Nur-Sultan city,,,,0.0
2016,Percent,Almaty city,,,,0.7
2016,Percent,,Male,,,3.4
2016,Percent,Akmola,Male,,,3.0
2016,Percent,Aktobe,Male,,,5.4
2016,Percent,Almaty,Male,,,3.2
2016,Percent,Atyrau,Male,,,0.4
2016,Percent,Batys Kazakhstan,Male,,,3.9
2016,Percent,Zhambyl,Male,,,16.3
2016,Percent,Karagandy,Male,,,2.7
2016,Percent,Kostanay,Male,,,4.1
2016,Percent,Kyzylorda,Male,,,5.7
2016,Percent,Mangistau,Male,,,1.0
2016,Percent,Ontustik Kazakhstan,Male,,,1.9
2016,Percent,Pavlodar,Male,,,1.8
2016,Percent,Soltustik Kazakhstan,Male,,,1.1
2016,Percent,Shygys Kazakhstan,Male,,,3.8
2016,Percent,Nur-Sultan city,Male,,,0.0
2016,Percent,Almaty city,Male,,,1.0
2016,Percent,,Female,,,3.7
2016,Percent,Akmola,Female,,,5.2
2016,Percent,Aktobe,Female,,,4.6
2016,Percent,Almaty,Female,,,5.4
2016,Percent,Atyrau,Female,,,0.4
2016,Percent,Batys Kazakhstan,Female,,,4.2
2016,Percent,Zhambyl,Female,,,14.9
2016,Percent,Karagandy,Female,,,2.3
2016,Percent,Kostanay,Female,,,6.1
2016,Percent,Kyzylorda,Female,,,5.2
2016,Percent,Mangistau,Female,,,1.1
2016,Percent,Ontustik Kazakhstan,Female,,,2.3
2016,Percent,Pavlodar,Female,,,2.0
2016,Percent,Soltustik Kazakhstan,Female,,,2.4
2016,Percent,Shygys Kazakhstan,Female,,,3.1
2016,Percent,Nur-Sultan city,Female,,,0.1
2016,Percent,Almaty city,Female,,,0.5
2016,Percent,,,Population of urban areas,,2.1
2016,Percent,Akmola,,Population of urban areas,,1.7
2016,Percent,Aktobe,,Population of urban areas,,3.7
2016,Percent,Almaty,,Population of urban areas,,2.7
2016,Percent,Atyrau,,Population of urban areas,,0.1
2016,Percent,Batys Kazakhstan,,Population of urban areas,,2.5
2016,Percent,Zhambyl,,Population of urban areas,,17.7
2016,Percent,Karagandy,,Population of urban areas,,1.8
2016,Percent,Kostanay,,Population of urban areas,,7.8
2016,Percent,Kyzylorda,,Population of urban areas,,0.9
2016,Percent,Mangistau,,Population of urban areas,,1.6
2016,Percent,Ontustik Kazakhstan,,Population of urban areas,,0.0
2016,Percent,Pavlodar,,Population of urban areas,,0.6
2016,Percent,Soltustik Kazakhstan,,Population of urban areas,,1.4
2016,Percent,Shygys Kazakhstan,,Population of urban areas,,0.5
2016,Percent,Nur-Sultan city,,Population of urban areas,,0.0
2016,Percent,Almaty city,,Population of urban areas,,0.7
2016,Percent,,,Population of rural areas,,5.4
2016,Percent,Akmola,,Population of rural areas,,6.3
2016,Percent,Aktobe,,Population of rural areas,,7.2
2016,Percent,Almaty,,Population of rural areas,,4.7
2016,Percent,Atyrau,,Population of rural areas,,0.7
2016,Percent,Batys Kazakhstan,,Population of rural areas,,5.5
2016,Percent,Zhambyl,,Population of rural areas,,14.3
2016,Percent,Karagandy,,Population of rural areas,,5.1
2016,Percent,Kostanay,,Population of rural areas,,2.1
2016,Percent,Kyzylorda,,Population of rural areas,,9.1
2016,Percent,Mangistau,,Population of rural areas,,0.5
2016,Percent,Ontustik Kazakhstan,,Population of rural areas,,3.6
2016,Percent,Pavlodar,,Population of rural areas,,4.8
2016,Percent,Soltustik Kazakhstan,,Population of rural areas,,2.0
2016,Percent,Shygys Kazakhstan,,Population of rural areas,,8.0
2016,Percent,,,,Y15,45.7
2016,Percent,,,,16-24,4.7
2016,Percent,,,,25-28,2.9
2016,Percent,,,,29-34,2.8
2016,Percent,,,,35-44,3.0
2016,Percent,,,,45-54,3.2
2016,Percent,,,,55-64,5.5
2016,Percent,,,,65 and older,14.4
2016,Percent,Akmola,,,Y15,87.5
2016,Percent,Akmola,,,16-24,6.0
2016,Percent,Akmola,,,25-28,3.1
2016,Percent,Akmola,,,29-34,2.7
2016,Percent,Akmola,,,35-44,3.0
2016,Percent,Akmola,,,45-54,3.2
2016,Percent,Akmola,,,55-64,6.1
2016,Percent,Akmola,,,65 and older,18.4
2016,Percent,Aktobe,,,16-24,6.6
2016,Percent,Aktobe,,,25-28,5.5
2016,Percent,Aktobe,,,29-34,4.5
2016,Percent,Aktobe,,,35-44,5.3
2016,Percent,Aktobe,,,45-54,4.2
2016,Percent,Aktobe,,,55-64,4.7
2016,Percent,Aktobe,,,65 and older,6.3
2016,Percent,Almaty,,,Y15,100.0
2016,Percent,Almaty,,,16-24,3.1
2016,Percent,Almaty,,,25-28,3.0
2016,Percent,Almaty,,,29-34,3.6
2016,Percent,Almaty,,,35-44,3.9
2016,Percent,Almaty,,,45-54,4.0
2016,Percent,Almaty,,,55-64,9.3
2016,Percent,Almaty,,,65 and older,18.7
2016,Percent,Atyrau,,,16-24,0.3
2016,Percent,Atyrau,,,25-28,0.3
2016,Percent,Atyrau,,,29-34,0.4
2016,Percent,Atyrau,,,35-44,0.5
2016,Percent,Atyrau,,,45-54,0.5
2016,Percent,Atyrau,,,55-64,0.4
2016,Percent,Batys Kazakhstan,,,16-24,5.2
2016,Percent,Batys Kazakhstan,,,25-28,4.0
2016,Percent,Batys Kazakhstan,,,29-34,4.4
2016,Percent,Batys Kazakhstan,,,35-44,3.6
2016,Percent,Batys Kazakhstan,,,45-54,3.5
2016,Percent,Batys Kazakhstan,,,55-64,4.2
2016,Percent,Zhambyl,,,16-24,29.2
2016,Percent,Zhambyl,,,25-28,13.0
2016,Percent,Zhambyl,,,29-34,11.6
2016,Percent,Zhambyl,,,35-44,10.9
2016,Percent,Zhambyl,,,45-54,10.2
2016,Percent,Zhambyl,,,55-64,25.1
2016,Percent,Zhambyl,,,65 and older,45.7
2016,Percent,Karagandy,,,Y15,41.0
2016,Percent,Karagandy,,,16-24,2.4
2016,Percent,Karagandy,,,25-28,3.1
2016,Percent,Karagandy,,,29-34,1.9
2016,Percent,Karagandy,,,35-44,2.4
2016,Percent,Karagandy,,,45-54,2.6
2016,Percent,Karagandy,,,55-64,2.8
2016,Percent,Karagandy,,,65 and older,5.0
2016,Percent,Kostanay,,,16-24,7.2
2016,Percent,Kostanay,,,25-28,5.8
2016,Percent,Kostanay,,,29-34,4.1
2016,Percent,Kostanay,,,35-44,4.2
2016,Percent,Kostanay,,,45-54,3.8
2016,Percent,Kostanay,,,55-64,6.5
2016,Percent,Kostanay,,,65 and older,9.9
2016,Percent,Kyzylorda,,,Y15,100.0
2016,Percent,Kyzylorda,,,16-24,6.8
2016,Percent,Kyzylorda,,,25-28,4.4
2016,Percent,Kyzylorda,,,29-34,5.5
2016,Percent,Kyzylorda,,,35-44,4.9
2016,Percent,Kyzylorda,,,45-54,5.5
2016,Percent,Kyzylorda,,,55-64,6.4
2016,Percent,Mangistau,,,16-24,0.8
2016,Percent,Mangistau,,,25-28,0.3
2016,Percent,Mangistau,,,29-34,0.5
2016,Percent,Mangistau,,,35-44,1.6
2016,Percent,Mangistau,,,45-54,0.9
2016,Percent,Mangistau,,,55-64,3.1
2016,Percent,Ontustik Kazakhstan,,,16-24,1.8
2016,Percent,Ontustik Kazakhstan,,,25-28,1.9
2016,Percent,Ontustik Kazakhstan,,,29-34,1.8
2016,Percent,Ontustik Kazakhstan,,,35-44,2.4
2016,Percent,Ontustik Kazakhstan,,,45-54,2.2
2016,Percent,Ontustik Kazakhstan,,,55-64,2.1
2016,Percent,Ontustik Kazakhstan,,,65 and older,7.2
2016,Percent,Pavlodar,,,16-24,3.3
2016,Percent,Pavlodar,,,25-28,1.8
2016,Percent,Pavlodar,,,29-34,1.2
2016,Percent,Pavlodar,,,35-44,1.4
2016,Percent,Pavlodar,,,45-54,2.3
2016,Percent,Pavlodar,,,55-64,2.5
2016,Percent,Pavlodar,,,65 and older,0.3
2016,Percent,Soltustik Kazakhstan,,,Y15,43.8
2016,Percent,Soltustik Kazakhstan,,,16-24,4.5
2016,Percent,Soltustik Kazakhstan,,,25-28,1.3
2016,Percent,Soltustik Kazakhstan,,,29-34,2.1
2016,Percent,Soltustik Kazakhstan,,,35-44,1.1
2016,Percent,Soltustik Kazakhstan,,,45-54,1.2
2016,Percent,Soltustik Kazakhstan,,,55-64,1.8
2016,Percent,Soltustik Kazakhstan,,,65 and older,2.9
2016,Percent,Shygys Kazakhstan,,,Y15,100.0
2016,Percent,Shygys Kazakhstan,,,16-24,6.7
2016,Percent,Shygys Kazakhstan,,,25-28,2.3
2016,Percent,Shygys Kazakhstan,,,29-34,2.4
2016,Percent,Shygys Kazakhstan,,,35-44,3.2
2016,Percent,Shygys Kazakhstan,,,45-54,3.8
2016,Percent,Shygys Kazakhstan,,,55-64,4.0
2016,Percent,Shygys Kazakhstan,,,65 and older,12.1
2016,Percent,Nur-Sultan city,,,29-34,0.1
2016,Percent,Nur-Sultan city,,,45-54,0.1
2016,Percent,Almaty city,,,16-24,0.3
2016,Percent,Almaty city,,,25-28,0.4
2016,Percent,Almaty city,,,29-34,0.7
2016,Percent,Almaty city,,,35-44,0.6
2016,Percent,Almaty city,,,45-54,1.3
2016,Percent,Almaty city,,,55-64,1.1
2016,Percent,Almaty city,,,65 and older,2.6
2017,Percent,,,,,2.5
2017,Percent,Akmola,,,,4.1
2017,Percent,Aktobe,,,,1.8
2017,Percent,Almaty,,,,3.9
2017,Percent,Atyrau,,,,0.4
2017,Percent,Batys Kazakhstan,,,,3.8
2017,Percent,Zhambyl,,,,3.6
2017,Percent,Karagandy,,,,1.8
2017,Percent,Kostanay,,,,5.3
2017,Percent,Kyzylorda,,,,4.3
2017,Percent,Mangistau,,,,1.1
2017,Percent,Ontustik Kazakhstan,,,,1.7
2017,Percent,Pavlodar,,,,1.7
2017,Percent,Soltustik Kazakhstan,,,,0.8
2017,Percent,Shygys Kazakhstan,,,,4.9
2017,Percent,Nur-Sultan city,,,,0.0
2017,Percent,Almaty city,,,,0.6
2017,Percent,,Male,,,2.5
2017,Percent,Akmola,Male,,,4.4
2017,Percent,Aktobe,Male,,,2.1
2017,Percent,Almaty,Male,,,4.1
2017,Percent,Atyrau,Male,,,0.4
2017,Percent,Batys Kazakhstan,Male,,,3.8
2017,Percent,Zhambyl,Male,,,4.2
2017,Percent,Karagandy,Male,,,2.1
2017,Percent,Kostanay,Male,,,5.4
2017,Percent,Kyzylorda,Male,,,5.3
2017,Percent,Mangistau,Male,,,1.1
2017,Percent,Ontustik Kazakhstan,Male,,,0.3
2017,Percent,Pavlodar,Male,,,1.7
2017,Percent,Soltustik Kazakhstan,Male,,,0.9
2017,Percent,Shygys Kazakhstan,Male,,,5.2
2017,Percent,Nur-Sultan city,Male,,,0.0
2017,Percent,Almaty city,Male,,,0.7
2017,Percent,,Female,,,2.5
2017,Percent,Akmola,Female,,,3.8
2017,Percent,Aktobe,Female,,,1.5
2017,Percent,Almaty,Female,,,3.7
2017,Percent,Atyrau,Female,,,0.4
2017,Percent,Batys Kazakhstan,Female,,,3.8
2017,Percent,Zhambyl,Female,,,3.0
2017,Percent,Karagandy,Female,,,1.6
2017,Percent,Kostanay,Female,,,5.1
2017,Percent,Kyzylorda,Female,,,3.2
2017,Percent,Mangistau,Female,,,1.1
2017,Percent,Ontustik Kazakhstan,Female,,,3.3
2017,Percent,Pavlodar,Female,,,1.8
2017,Percent,Soltustik Kazakhstan,Female,,,0.8
2017,Percent,Shygys Kazakhstan,Female,,,4.6
2017,Percent,Nur-Sultan city,Female,,,0.0
2017,Percent,Almaty city,Female,,,0.5
2017,Percent,,,Population of urban areas,,1.5
2017,Percent,Akmola,,Population of urban areas,,2.3
2017,Percent,Aktobe,,Population of urban areas,,1.5
2017,Percent,Almaty,,Population of urban areas,,2.2
2017,Percent,Atyrau,,Population of urban areas,,0.1
2017,Percent,Batys Kazakhstan,,Population of urban areas,,1.7
2017,Percent,Zhambyl,,Population of urban areas,,3.0
2017,Percent,Karagandy,,Population of urban areas,,1.6
2017,Percent,Kostanay,,Population of urban areas,,8.9
2017,Percent,Kyzylorda,,Population of urban areas,,1.7
2017,Percent,Mangistau,,Population of urban areas,,0.9
2017,Percent,Ontustik Kazakhstan,,Population of urban areas,,0.3
2017,Percent,Pavlodar,,Population of urban areas,,0.4
2017,Percent,Soltustik Kazakhstan,,Population of urban areas,,1.3
2017,Percent,Shygys Kazakhstan,,Population of urban areas,,1.7
2017,Percent,Nur-Sultan city,,Population of urban areas,,0.0
2017,Percent,Almaty city,,Population of urban areas,,0.6
2017,Percent,,,Population of rural areas,,4.0
2017,Percent,Akmola,,Population of rural areas,,5.8
2017,Percent,Aktobe,,Population of rural areas,,2.4
2017,Percent,Almaty,,Population of rural areas,,4.4
2017,Percent,Atyrau,,Population of rural areas,,0.7
2017,Percent,Batys Kazakhstan,,Population of rural areas,,5.7
2017,Percent,Zhambyl,,Population of rural areas,,4.0
2017,Percent,Karagandy,,Population of rural areas,,2.7
2017,Percent,Kostanay,,Population of rural areas,,1.5
2017,Percent,Kyzylorda,,Population of rural areas,,6.4
2017,Percent,Mangistau,,Population of rural areas,,1.3
2017,Percent,Ontustik Kazakhstan,,Population of rural areas,,2.7
2017,Percent,Pavlodar,,Population of rural areas,,4.8
2017,Percent,Soltustik Kazakhstan,,Population of rural areas,,0.5
2017,Percent,Shygys Kazakhstan,,Population of rural areas,,9.9
2017,Percent,,,,Y15,41.0
2017,Percent,,,,16-24,3.6
2017,Percent,,,,25-28,2.4
2017,Percent,,,,29-34,2.2
2017,Percent,,,,35-44,2.1
2017,Percent,,,,45-54,2.6
2017,Percent,,,,55-64,3.0
2017,Percent,,,,65 and older,3.6
2017,Percent,Akmola,,,Y15,78.6
2017,Percent,Akmola,,,16-24,4.0
2017,Percent,Akmola,,,25-28,3.7
2017,Percent,Akmola,,,29-34,3.6
2017,Percent,Akmola,,,35-44,3.3
2017,Percent,Akmola,,,45-54,4.1
2017,Percent,Akmola,,,55-64,5.0
2017,Percent,Akmola,,,65 and older,8.6
2017,Percent,Aktobe,,,16-24,1.6
2017,Percent,Aktobe,,,25-28,2.3
2017,Percent,Aktobe,,,29-34,1.0
2017,Percent,Aktobe,,,35-44,1.6
2017,Percent,Aktobe,,,45-54,2.1
2017,Percent,Aktobe,,,55-64,3.1
2017,Percent,Almaty,,,Y15,41.8
2017,Percent,Almaty,,,16-24,3.5
2017,Percent,Almaty,,,25-28,4.1
2017,Percent,Almaty,,,29-34,2.4
2017,Percent,Almaty,,,35-44,3.6
2017,Percent,Almaty,,,45-54,4.6
2017,Percent,Almaty,,,55-64,7.0
2017,Percent,Almaty,,,65 and older,1.9
2017,Percent,Atyrau,,,16-24,0.3
2017,Percent,Atyrau,,,25-28,0.4
2017,Percent,Atyrau,,,29-34,0.0
2017,Percent,Atyrau,,,35-44,0.6
2017,Percent,Atyrau,,,45-54,0.5
2017,Percent,Atyrau,,,55-64,0.5
2017,Percent,Batys Kazakhstan,,,16-24,5.5
2017,Percent,Batys Kazakhstan,,,25-28,4.5
2017,Percent,Batys Kazakhstan,,,29-34,2.9
2017,Percent,Batys Kazakhstan,,,35-44,3.4
2017,Percent,Batys Kazakhstan,,,45-54,3.1
2017,Percent,Batys Kazakhstan,,,55-64,4.4
2017,Percent,Zhambyl,,,16-24,5.9
2017,Percent,Zhambyl,,,25-28,3.5
2017,Percent,Zhambyl,,,29-34,3.1
2017,Percent,Zhambyl,,,35-44,2.6
2017,Percent,Zhambyl,,,45-54,3.2
2017,Percent,Zhambyl,,,55-64,3.0
2017,Percent,Zhambyl,,,65 and older,4.8
2017,Percent,Karagandy,,,Y15,38.1
2017,Percent,Karagandy,,,16-24,3.2
2017,Percent,Karagandy,,,25-28,1.5
2017,Percent,Karagandy,,,29-34,1.8
2017,Percent,Karagandy,,,35-44,1.6
2017,Percent,Karagandy,,,45-54,1.4
2017,Percent,Karagandy,,,55-64,2.7
2017,Percent,Karagandy,,,65 and older,3.3
2017,Percent,Kostanay,,,16-24,8.5
2017,Percent,Kostanay,,,25-28,7.2
2017,Percent,Kostanay,,,29-34,8.6
2017,Percent,Kostanay,,,35-44,3.1
2017,Percent,Kostanay,,,45-54,4.2
2017,Percent,Kostanay,,,55-64,2.4
2017,Percent,Kostanay,,,65 and older,0.3
2017,Percent,Kyzylorda,,,16-24,6.9
2017,Percent,Kyzylorda,,,25-28,5.0
2017,Percent,Kyzylorda,,,29-34,5.0
2017,Percent,Kyzylorda,,,35-44,3.5
2017,Percent,Kyzylorda,,,45-54,3.3
2017,Percent,Kyzylorda,,,55-64,2.5
2017,Percent,Mangistau,,,16-24,1.1
2017,Percent,Mangistau,,,25-28,1.4
2017,Percent,Mangistau,,,29-34,1.0
2017,Percent,Mangistau,,,35-44,0.9
2017,Percent,Mangistau,,,45-54,1.1
2017,Percent,Mangistau,,,55-64,1.0
2017,Percent,Ontustik Kazakhstan,,,16-24,1.4
2017,Percent,Ontustik Kazakhstan,,,25-28,1.4
2017,Percent,Ontustik Kazakhstan,,,29-34,1.9
2017,Percent,Ontustik Kazakhstan,,,35-44,1.7
2017,Percent,Ontustik Kazakhstan,,,45-54,1.9
2017,Percent,Ontustik Kazakhstan,,,55-64,1.1
2017,Percent,Pavlodar,,,16-24,5.4
2017,Percent,Pavlodar,,,25-28,1.3
2017,Percent,Pavlodar,,,29-34,1.2
2017,Percent,Pavlodar,,,35-44,1.5
2017,Percent,Pavlodar,,,45-54,1.6
2017,Percent,Pavlodar,,,55-64,1.9
2017,Percent,Soltustik Kazakhstan,,,Y15,39.2
2017,Percent,Soltustik Kazakhstan,,,16-24,1.8
2017,Percent,Soltustik Kazakhstan,,,25-28,0.4
2017,Percent,Soltustik Kazakhstan,,,29-34,0.9
2017,Percent,Soltustik Kazakhstan,,,35-44,1.3
2017,Percent,Soltustik Kazakhstan,,,45-54,0.4
2017,Percent,Soltustik Kazakhstan,,,55-64,0.4
2017,Percent,Soltustik Kazakhstan,,,65 and older,0.4
2017,Percent,Shygys Kazakhstan,,,Y15,100.0
2017,Percent,Shygys Kazakhstan,,,16-24,10.4
2017,Percent,Shygys Kazakhstan,,,25-28,3.8
2017,Percent,Shygys Kazakhstan,,,29-34,2.5
2017,Percent,Shygys Kazakhstan,,,35-44,4.4
2017,Percent,Shygys Kazakhstan,,,45-54,5.8
2017,Percent,Shygys Kazakhstan,,,55-64,5.4
2017,Percent,Shygys Kazakhstan,,,65 and older,17.5
2017,Percent,Almaty city,,,16-24,0.3
2017,Percent,Almaty city,,,25-28,0.6
2017,Percent,Almaty city,,,29-34,0.6
2017,Percent,Almaty city,,,35-44,0.7
2017,Percent,Almaty city,,,45-54,0.8
2017,Percent,Almaty city,,,55-64,1.2
2018,Percent,,,,,2.2
2018,Percent,Akmola,,,,4.0
2018,Percent,Aktobe,,,,1.5
2018,Percent,Almaty,,,,3.8
2018,Percent,Atyrau,,,,0.4
2018,Percent,Batys Kazakhstan,,,,3.5
2018,Percent,Zhambyl,,,,1.9
2018,Percent,Karagandy,,,,1.6
2018,Percent,Kostanay,,,,4.6
2018,Percent,Kyzylorda,,,,3.8
2018,Percent,Mangistau,,,,1.7
2018,Percent,Pavlodar,,,,1.6
2018,Percent,Soltustik Kazakhstan,,,,0.7
2018,Percent,Turkistan,,,,2.9
2018,Percent,Shygys Kazakhstan,,,,3.3
2018,Percent,Nur-Sultan city,,,,0.0
2018,Percent,Almaty city,,,,0.5
2018,Percent,Shymkent city,,,,0.7
2018,Percent,,Male,,,2.3
2018,Percent,Akmola,Male,,,4.0
2018,Percent,Aktobe,Male,,,1.8
2018,Percent,Almaty,Male,,,3.6
2018,Percent,Atyrau,Male,,,0.4
2018,Percent,Batys Kazakhstan,Male,,,3.0
2018,Percent,Zhambyl,Male,,,1.8
2018,Percent,Karagandy,Male,,,1.9
2018,Percent,Kostanay,Male,,,4.6
2018,Percent,Kyzylorda,Male,,,4.9
2018,Percent,Mangistau,Male,,,1.9
2018,Percent,Pavlodar,Male,,,1.6
2018,Percent,Soltustik Kazakhstan,Male,,,0.8
2018,Percent,Turkistan,Male,,,2.3
2018,Percent,Shygys Kazakhstan,Male,,,3.5
2018,Percent,Nur-Sultan city,Male,,,0.1
2018,Percent,Almaty city,Male,,,0.5
2018,Percent,Shymkent city,Male,,,1.2
2018,Percent,,Female,,,2.2
2018,Percent,Akmola,Female,,,3.9
2018,Percent,Aktobe,Female,,,1.2
2018,Percent,Almaty,Female,,,4.0
2018,Percent,Atyrau,Female,,,0.4
2018,Percent,Batys Kazakhstan,Female,,,4.1
2018,Percent,Zhambyl,Female,,,1.9
2018,Percent,Karagandy,Female,,,1.4
2018,Percent,Kostanay,Female,,,4.7
2018,Percent,Kyzylorda,Female,,,2.5
2018,Percent,Mangistau,Female,,,1.5
2018,Percent,Pavlodar,Female,,,1.6
2018,Percent,Soltustik Kazakhstan,Female,,,0.6
2018,Percent,Turkistan,Female,,,3.6
2018,Percent,Shygys Kazakhstan,Female,,,3.1
2018,Percent,Nur-Sultan city,Female,,,0.0
2018,Percent,Almaty city,Female,,,0.5
2018,Percent,Shymkent city,Female,,,0.3
2018,Percent,,,Population of urban areas,,1.1
2018,Percent,Akmola,,Population of urban areas,,2.0
2018,Percent,Aktobe,,Population of urban areas,,0.9
2018,Percent,Almaty,,Population of urban areas,,2.9
2018,Percent,Atyrau,,Population of urban areas,,0.4
2018,Percent,Batys Kazakhstan,,Population of urban areas,,1.5
2018,Percent,Zhambyl,,Population of urban areas,,0.1
2018,Percent,Karagandy,,Population of urban areas,,1.9
2018,Percent,Kostanay,,Population of urban areas,,3.6
2018,Percent,Kyzylorda,,Population of urban areas,,1.5
2018,Percent,Mangistau,,Population of urban areas,,0.5
2018,Percent,Pavlodar,,Population of urban areas,,0.4
2018,Percent,Soltustik Kazakhstan,,Population of urban areas,,0.9
2018,Percent,Turkistan,,Population of urban areas,,1.9
2018,Percent,Shygys Kazakhstan,,Population of urban areas,,0.7
2018,Percent,Nur-Sultan city,,Population of urban areas,,0.0
2018,Percent,Almaty city,,Population of urban areas,,0.5
2018,Percent,Shymkent city,,Population of urban areas,,0.7
2018,Percent,,,Population of rural areas,,3.9
2018,Percent,Akmola,,Population of rural areas,,5.8
2018,Percent,Aktobe,,Population of rural areas,,2.9
2018,Percent,Almaty,,Population of rural areas,,4.0
2018,Percent,Atyrau,,Population of rural areas,,0.5
2018,Percent,Batys Kazakhstan,,Population of rural areas,,5.4
2018,Percent,Zhambyl,,Population of rural areas,,3.0
2018,Percent,Karagandy,,Population of rural areas,,0.9
2018,Percent,Kostanay,,Population of rural areas,,5.7
2018,Percent,Kyzylorda,,Population of rural areas,,5.5
2018,Percent,Mangistau,,Population of rural areas,,2.7
2018,Percent,Pavlodar,,Population of rural areas,,4.4
2018,Percent,Soltustik Kazakhstan,,Population of rural areas,,0.5
2018,Percent,Turkistan,,Population of rural areas,,3.1
2018,Percent,Shygys Kazakhstan,,Population of rural areas,,7.4
2018,Percent,,,,Y15,40.4
2018,Percent,,,,16-24,2.4
2018,Percent,,,,25-28,2.0
2018,Percent,,,,29-34,1.9
2018,Percent,,,,35-44,2.0
2018,Percent,,,,45-54,2.1
2018,Percent,,,,55-64,3.7
2018,Percent,,,,65 and older,6.7
2018,Percent,Akmola,,,16-24,4.1
2018,Percent,Akmola,,,25-28,3.7
2018,Percent,Akmola,,,29-34,3.6
2018,Percent,Akmola,,,35-44,3.3
2018,Percent,Akmola,,,45-54,3.8
2018,Percent,Akmola,,,55-64,4.6
2018,Percent,Akmola,,,65 and older,9.0
2018,Percent,Aktobe,,,16-24,2.7
2018,Percent,Aktobe,,,25-28,1.5
2018,Percent,Aktobe,,,29-34,1.4
2018,Percent,Aktobe,,,35-44,1.7
2018,Percent,Aktobe,,,45-54,1.1
2018,Percent,Aktobe,,,55-64,1.6
2018,Percent,Aktobe,,,65 and older,0.8
2018,Percent,Almaty,,,16-24,0.8
2018,Percent,Almaty,,,25-28,1.8
2018,Percent,Almaty,,,29-34,2.2
2018,Percent,Almaty,,,35-44,3.1
2018,Percent,Almaty,,,45-54,3.8
2018,Percent,Almaty,,,55-64,14.4
2018,Percent,Almaty,,,65 and older,14.9
2018,Percent,Atyrau,,,16-24,0.5
2018,Percent,Atyrau,,,25-28,0.1
2018,Percent,Atyrau,,,29-34,0.5
2018,Percent,Atyrau,,,35-44,0.4
2018,Percent,Atyrau,,,45-54,0.5
2018,Percent,Atyrau,,,55-64,0.4
2018,Percent,Batys Kazakhstan,,,16-24,5.2
2018,Percent,Batys Kazakhstan,,,25-28,4.1
2018,Percent,Batys Kazakhstan,,,29-34,2.5
2018,Percent,Batys Kazakhstan,,,35-44,2.8
2018,Percent,Batys Kazakhstan,,,45-54,2.9
2018,Percent,Batys Kazakhstan,,,55-64,4.7
2018,Percent,Zhambyl,,,16-24,2.2
2018,Percent,Zhambyl,,,25-28,1.8
2018,Percent,Zhambyl,,,29-34,2.4
2018,Percent,Zhambyl,,,35-44,1.8
2018,Percent,Zhambyl,,,45-54,1.9
2018,Percent,Zhambyl,,,55-64,1.0
2018,Percent,Karagandy,,,16-24,1.1
