Year,UNIT_MEASURE,Regions,Area,Sex,Age,Value
2013,Percent,Zhambyl,,,,5.2
2013,Percent,Karagandy,,,,5.0
2013,Percent,Kostanay,,,,5.2
2013,Percent,Kyzylorda,,,,5.2
2013,Percent,Mangistau,,,,5.5
2013,Percent,Ontustik Kazakhstan,,,,5.5
2013,Percent,Pavlodar,,,,5.0
2013,Percent,Soltustik Kazakhstan,,,,5.1
2013,Percent,Shygys Kazakhstan,,,,5.1
2013,Percent,Nur-Sultan city,,,,5.5
2013,Percent,Almaty city,,,,5.6
2013,Percent,,,Male,,4.6
2013,Percent,Akmola,,Male,,4.7
2013,Percent,Aktobe,,Male,,3.3
2013,Percent,Almaty,,Male,,5.9
2013,Percent,Atyrau,,Male,,4.7
2013,Percent,Batys Kazakhstan,,Male,,4.2
2013,Percent,Zhambyl,,Male,,5.1
2013,Percent,Karagandy,,Male,,4.8
2013,Percent,Kostanay,,Male,,4.4
2013,Percent,Kyzylorda,,Male,,4.1
2013,Percent,Mangistau,,Male,,2.7
2013,Percent,Ontustik Kazakhstan,,Male,,3.9
2013,Percent,Pavlodar,,Male,,4.2
2013,Percent,Soltustik Kazakhstan,,Male,,5.1
2013,Percent,Shygys Kazakhstan,,Male,,4.7
2013,Percent,Nur-Sultan city,,Male,,4.7
2013,Percent,Almaty city,,Male,,4.7
2013,Percent,,,Female,,5.9
2013,Percent,Akmola,,Female,,5.6
2013,Percent,Aktobe,,Female,,6.6
2013,Percent,Almaty,,Female,,3.9
2013,Percent,Atyrau,,Female,,5.3
2013,Percent,Batys Kazakhstan,,Female,,6.0
2013,Percent,Zhambyl,,Female,,5.3
2013,Percent,Karagandy,,Female,,5.2
2013,Percent,Kostanay,,Female,,5.9
2013,Percent,Kyzylorda,,Female,,6.4
2013,Percent,Mangistau,,Female,,8.8
2013,Percent,Ontustik Kazakhstan,,Female,,7.4
2013,Percent,Pavlodar,,Female,,5.8
2013,Percent,Soltustik Kazakhstan,,Female,,5.1
2013,Percent,Shygys Kazakhstan,,Female,,5.4
2013,Percent,Nur-Sultan city,,Female,,6.3
2013,Percent,Almaty city,,Female,,6.5
2013,Percent,,Population of urban areas,,,5.4
2013,Percent,Akmola,Population of urban areas,,,4.8
2013,Percent,Aktobe,Population of urban areas,,,5.4
2013,Percent,Almaty,Population of urban areas,,,4.7
2013,Percent,Atyrau,Population of urban areas,,,4.7
2013,Percent,Batys Kazakhstan,Population of urban areas,,,4.9
2013,Percent,Zhambyl,Population of urban areas,,,6.5
2013,Percent,Karagandy,Population of urban areas,,,4.9
2013,Percent,Kostanay,Population of urban areas,,,6.7
2013,Percent,Kyzylorda,Population of urban areas,,,5.0
2013,Percent,Mangistau,Population of urban areas,,,4.9
2013,Percent,Ontustik Kazakhstan,Population of urban areas,,,6.1
2013,Percent,Pavlodar,Population of urban areas,,,5.4
2013,Percent,Soltustik Kazakhstan,Population of urban areas,,,5.1
2013,Percent,Shygys Kazakhstan,Population of urban areas,,,5.4
2013,Percent,Nur-Sultan city,Population of urban areas,,,5.5
2013,Percent,Almaty city,Population of urban areas,,,5.6
2013,Percent,,Population of rural areas,,,4.9
2013,Percent,Akmola,Population of rural areas,,,5.5
2013,Percent,Aktobe,Population of rural areas,,,4.2
2013,Percent,Almaty,Population of rural areas,,,5.0
2013,Percent,Atyrau,Population of rural areas,,,5.3
2013,Percent,Batys Kazakhstan,Population of rural areas,,,5.2
2013,Percent,Zhambyl,Population of rural areas,,,4.4
2013,Percent,Karagandy,Population of rural areas,,,5.2
2013,Percent,Kostanay,Population of rural areas,,,3.7
2013,Percent,Kyzylorda,Population of rural areas,,,5.3
2013,Percent,Mangistau,Population of rural areas,,,6.3
2013,Percent,Ontustik Kazakhstan,Population of rural areas,,,5.2
2013,Percent,Pavlodar,Population of rural areas,,,4.2
2013,Percent,Soltustik Kazakhstan,Population of rural areas,,,5.0
2013,Percent,Shygys Kazakhstan,Population of rural areas,,,4.6
2013,Percent,,,,16-24,3.9
2013,Percent,,,,25-28,7.1
2013,Percent,,,,29-34,7.0
2013,Percent,,,,35-44,4.8
2013,Percent,,,,45-54,4.3
2013,Percent,,,,55-64,4.2
2013,Percent,Akmola,,,16-24,3.8
2013,Percent,Akmola,,,25-28,6.6
2013,Percent,Akmola,,,29-34,3.5
2013,Percent,Akmola,,,35-44,5.9
2013,Percent,Akmola,,,45-54,4.6
2013,Percent,Akmola,,,55-64,6.9
2013,Percent,Aktobe,,,16-24,2.5
2013,Percent,Aktobe,,,25-28,3.8
2013,Percent,Aktobe,,,29-34,4.8
2013,Percent,Aktobe,,,35-44,6.2
2013,Percent,Aktobe,,,45-54,7.0
2013,Percent,Aktobe,,,55-64,0.4
2013,Percent,Almaty,,,16-24,2.4
2013,Percent,Almaty,,,25-28,11.6
2013,Percent,Almaty,,,29-34,11.7
2013,Percent,Almaty,,,35-44,2.2
2013,Percent,Almaty,,,45-54,1.7
2013,Percent,Almaty,,,55-64,0.1
2013,Percent,Atyrau,,,16-24,1.0
2013,Percent,Atyrau,,,25-28,6.8
2013,Percent,Atyrau,,,29-34,6.8
2013,Percent,Atyrau,,,35-44,4.1
2013,Percent,Atyrau,,,45-54,6.4
2013,Percent,Atyrau,,,55-64,5.6
2013,Percent,Batys Kazakhstan,,,16-24,4.5
2013,Percent,Batys Kazakhstan,,,25-28,5.5
2013,Percent,Batys Kazakhstan,,,29-34,6.5
2013,Percent,Batys Kazakhstan,,,35-44,5.6
2013,Percent,Batys Kazakhstan,,,45-54,4.7
2013,Percent,Batys Kazakhstan,,,55-64,3.7
2013,Percent,Zhambyl,,,16-24,5.2
2013,Percent,Zhambyl,,,25-28,9.4
2013,Percent,Zhambyl,,,29-34,3.2
2013,Percent,Zhambyl,,,35-44,3.7
2013,Percent,Zhambyl,,,45-54,3.4
2013,Percent,Zhambyl,,,55-64,9.3
2013,Percent,Karagandy,,,16-24,5.2
2013,Percent,Karagandy,,,25-28,3.6
2013,Percent,Karagandy,,,29-34,8.3
2013,Percent,Karagandy,,,35-44,5.1
2013,Percent,Karagandy,,,45-54,4.0
2013,Percent,Karagandy,,,55-64,3.1
2013,Percent,Kostanay,,,16-24,4.6
2013,Percent,Kostanay,,,25-28,2.8
2013,Percent,Kostanay,,,29-34,6.5
2013,Percent,Kostanay,,,35-44,5.8
2013,Percent,Kostanay,,,45-54,6.2
2013,Percent,Kostanay,,,55-64,3.3
2013,Percent,Kyzylorda,,,16-24,6.7
2013,Percent,Kyzylorda,,,25-28,6.8
2013,Percent,Kyzylorda,,,29-34,4.6
2013,Percent,Kyzylorda,,,35-44,4.6
2013,Percent,Kyzylorda,,,45-54,4.5
2013,Percent,Kyzylorda,,,55-64,3.9
2013,Percent,Mangistau,,,16-24,7.9
2013,Percent,Mangistau,,,25-28,7.1
2013,Percent,Mangistau,,,29-34,4.1
2013,Percent,Mangistau,,,35-44,3.4
2013,Percent,Mangistau,,,45-54,6.7
2013,Percent,Mangistau,,,55-64,7.1
2013,Percent,Ontustik Kazakhstan,,,16-24,1.0
2013,Percent,Ontustik Kazakhstan,,,25-28,5.4
2013,Percent,Ontustik Kazakhstan,,,29-34,10.4
2013,Percent,Ontustik Kazakhstan,,,35-44,4.6
2013,Percent,Ontustik Kazakhstan,,,45-54,4.8
2013,Percent,Ontustik Kazakhstan,,,55-64,5.1
2013,Percent,Pavlodar,,,16-24,3.6
2013,Percent,Pavlodar,,,25-28,7.6
2013,Percent,Pavlodar,,,29-34,4.7
2013,Percent,Pavlodar,,,35-44,4.4
2013,Percent,Pavlodar,,,45-54,4.9
2013,Percent,Pavlodar,,,55-64,5.5
2013,Percent,Soltustik Kazakhstan,,,16-24,3.7
2013,Percent,Soltustik Kazakhstan,,,25-28,12.1
2013,Percent,Soltustik Kazakhstan,,,29-34,5.6
2013,Percent,Soltustik Kazakhstan,,,35-44,5.9
2013,Percent,Soltustik Kazakhstan,,,45-54,3.4
2013,Percent,Soltustik Kazakhstan,,,55-64,3.1
2013,Percent,Shygys Kazakhstan,,,16-24,3.7
2013,Percent,Shygys Kazakhstan,,,25-28,8.3
2013,Percent,Shygys Kazakhstan,,,29-34,8.6
2013,Percent,Shygys Kazakhstan,,,35-44,4.7
2013,Percent,Shygys Kazakhstan,,,45-54,2.7
2013,Percent,Shygys Kazakhstan,,,55-64,2.5
2013,Percent,Nur-Sultan city,,,16-24,7.7
2013,Percent,Nur-Sultan city,,,25-28,2.9
2013,Percent,Nur-Sultan city,,,29-34,3.0
2013,Percent,Nur-Sultan city,,,35-44,8.2
2013,Percent,Nur-Sultan city,,,45-54,5.9
2013,Percent,Nur-Sultan city,,,55-64,6.4
2013,Percent,Almaty city,,,16-24,5.9
2013,Percent,Almaty city,,,25-28,10.0
2013,Percent,Almaty city,,,29-34,4.9
2013,Percent,Almaty city,,,35-44,5.4
2013,Percent,Almaty city,,,45-54,3.6
2013,Percent,Almaty city,,,55-64,4.1
2014,Percent,,,,,5.0
2014,Percent,Akmola,,,,4.9
2014,Percent,Aktobe,,,,4.9
2014,Percent,Almaty,,,,4.9
2014,Percent,Atyrau,,,,5.0
2014,Percent,Batys Kazakhstan,,,,5.0
2014,Percent,Zhambyl,,,,4.9
2014,Percent,Karagandy,,,,4.9
2014,Percent,Kostanay,,,,5.0
2014,Percent,Kyzylorda,,,,5.0
2014,Percent,Mangistau,,,,5.0
2014,Percent,Ontustik Kazakhstan,,,,5.4
2014,Percent,Pavlodar,,,,4.8
2014,Percent,Soltustik Kazakhstan,,,,5.0
2014,Percent,Shygys Kazakhstan,,,,4.8
2014,Percent,Nur-Sultan city,,,,5.1
2014,Percent,Almaty city,,,,5.5
2014,Percent,,,Male,,4.3
2014,Percent,Akmola,,Male,,4.6
2014,Percent,Aktobe,,Male,,3.8
2014,Percent,Almaty,,Male,,4.0
2014,Percent,Atyrau,,Male,,5.2
2014,Percent,Batys Kazakhstan,,Male,,4.5
2014,Percent,Zhambyl,,Male,,4.0
2014,Percent,Karagandy,,Male,,3.6
2014,Percent,Kostanay,,Male,,5.1
2014,Percent,Kyzylorda,,Male,,4.5
2014,Percent,Mangistau,,Male,,3.9
2014,Percent,Ontustik Kazakhstan,,Male,,4.5
2014,Percent,Pavlodar,,Male,,4.5
2014,Percent,Soltustik Kazakhstan,,Male,,4.9
2014,Percent,Shygys Kazakhstan,,Male,,3.3
2014,Percent,Nur-Sultan city,,Male,,5.0
2014,Percent,Almaty city,,Male,,4.5
2014,Percent,,,Female,,5.8
2014,Percent,Akmola,,Female,,5.3
2014,Percent,Aktobe,,Female,,6.0
2014,Percent,Almaty,,Female,,5.9
2014,Percent,Atyrau,,Female,,4.9
2014,Percent,Batys Kazakhstan,,Female,,5.6
2014,Percent,Zhambyl,,Female,,5.9
2014,Percent,Karagandy,,Female,,6.2
2014,Percent,Kostanay,,Female,,5.0
2014,Percent,Kyzylorda,,Female,,5.7
2014,Percent,Mangistau,,Female,,6.3
2014,Percent,Ontustik Kazakhstan,,Female,,6.4
2014,Percent,Pavlodar,,Female,,5.0
2014,Percent,Soltustik Kazakhstan,,Female,,5.1
2014,Percent,Shygys Kazakhstan,,Female,,6.3
2014,Percent,Nur-Sultan city,,Female,,5.1
2014,Percent,Almaty city,,Female,,6.5
2014,Percent,,Population of urban areas,,,5.2
2014,Percent,Akmola,Population of urban areas,,,4.6
2014,Percent,Aktobe,Population of urban areas,,,5.1
2014,Percent,Almaty,Population of urban areas,,,5.0
2014,Percent,Atyrau,Population of urban areas,,,4.4
2014,Percent,Batys Kazakhstan,Population of urban areas,,,4.9
2014,Percent,Zhambyl,Population of urban areas,,,6.0
2014,Percent,Karagandy,Population of urban areas,,,5.1
2014,Percent,Kostanay,Population of urban areas,,,6.0
2014,Percent,Kyzylorda,Population of urban areas,,,4.7
2014,Percent,Mangistau,Population of urban areas,,,4.5
2014,Percent,Ontustik Kazakhstan,Population of urban areas,,,5.7
2014,Percent,Pavlodar,Population of urban areas,,,5.0
2014,Percent,Soltustik Kazakhstan,Population of urban areas,,,4.7
2014,Percent,Shygys Kazakhstan,Population of urban areas,,,4.8
2014,Percent,Nur-Sultan city,Population of urban areas,,,5.1
2014,Percent,Almaty city,Population of urban areas,,,5.5
2014,Percent,,Population of rural areas,,,4.9
2014,Percent,Akmola,Population of rural areas,,,5.3
2014,Percent,Aktobe,Population of rural areas,,,4.5
2014,Percent,Almaty,Population of rural areas,,,4.8
2014,Percent,Atyrau,Population of rural areas,,,5.6
2014,Percent,Batys Kazakhstan,Population of rural areas,,,5.1
2014,Percent,Zhambyl,Population of rural areas,,,4.1
2014,Percent,Karagandy,Population of rural areas,,,4.1
2014,Percent,Kostanay,Population of rural areas,,,4.0
2014,Percent,Kyzylorda,Population of rural areas,,,5.2
2014,Percent,Mangistau,Population of rural areas,,,5.6
2014,Percent,Ontustik Kazakhstan,Population of rural areas,,,5.3
2014,Percent,Pavlodar,Population of rural areas,,,4.2
2014,Percent,Soltustik Kazakhstan,Population of rural areas,,,5.2
2014,Percent,Shygys Kazakhstan,Population of rural areas,,,4.7
2014,Percent,,,,16-24,3.8
2014,Percent,,,,25-28,4.7
2014,Percent,,,,29-34,7.4
2014,Percent,,,,35-44,4.6
2014,Percent,,,,45-54,4.6
2014,Percent,,,,55-64,5.1
2014,Percent,Akmola,,,16-24,3.8
2014,Percent,Akmola,,,25-28,2.2
2014,Percent,Akmola,,,29-34,5.9
2014,Percent,Akmola,,,35-44,4.9
2014,Percent,Akmola,,,45-54,6.2
2014,Percent,Akmola,,,55-64,5.5
2014,Percent,Aktobe,,,16-24,3.0
2014,Percent,Aktobe,,,25-28,3.3
2014,Percent,Aktobe,,,29-34,6.1
2014,Percent,Aktobe,,,35-44,6.1
2014,Percent,Aktobe,,,45-54,5.3
2014,Percent,Aktobe,,,55-64,1.8
2014,Percent,Almaty,,,16-24,3.0
2014,Percent,Almaty,,,25-28,3.5
2014,Percent,Almaty,,,29-34,9.4
2014,Percent,Almaty,,,35-44,4.6
2014,Percent,Almaty,,,45-54,4.2
2014,Percent,Almaty,,,55-64,8.0
2014,Percent,Atyrau,,,16-24,1.3
2014,Percent,Atyrau,,,25-28,4.9
2014,Percent,Atyrau,,,29-34,6.2
2014,Percent,Atyrau,,,35-44,5.6
2014,Percent,Atyrau,,,45-54,5.5
2014,Percent,Atyrau,,,55-64,5.8
2014,Percent,Batys Kazakhstan,,,16-24,4.1
2014,Percent,Batys Kazakhstan,,,25-28,4.7
2014,Percent,Batys Kazakhstan,,,29-34,7.4
2014,Percent,Batys Kazakhstan,,,35-44,4.4
2014,Percent,Batys Kazakhstan,,,45-54,5.5
2014,Percent,Batys Kazakhstan,,,55-64,4.6
2014,Percent,Zhambyl,,,16-24,4.8
2014,Percent,Zhambyl,,,25-28,5.7
2014,Percent,Zhambyl,,,29-34,5.9
2014,Percent,Zhambyl,,,35-44,3.4
2014,Percent,Zhambyl,,,45-54,4.6
2014,Percent,Zhambyl,,,55-64,7.2
2014,Percent,Karagandy,,,16-24,5.1
2014,Percent,Karagandy,,,25-28,3.6
2014,Percent,Karagandy,,,29-34,6.9
2014,Percent,Karagandy,,,35-44,4.8
2014,Percent,Karagandy,,,45-54,4.8
2014,Percent,Karagandy,,,55-64,3.3
2014,Percent,Kostanay,,,16-24,3.8
2014,Percent,Kostanay,,,25-28,3.5
2014,Percent,Kostanay,,,29-34,10.0
2014,Percent,Kostanay,,,35-44,5.2
2014,Percent,Kostanay,,,45-54,3.6
2014,Percent,Kostanay,,,55-64,2.5
2014,Percent,Kyzylorda,,,16-24,5.8
2014,Percent,Kyzylorda,,,25-28,3.9
2014,Percent,Kyzylorda,,,29-34,7.3
2014,Percent,Kyzylorda,,,35-44,5.0
2014,Percent,Kyzylorda,,,45-54,3.6
2014,Percent,Kyzylorda,,,55-64,2.6
2014,Percent,Mangistau,,,16-24,6.4
2014,Percent,Mangistau,,,25-28,4.9
2014,Percent,Mangistau,,,29-34,9.4
2014,Percent,Mangistau,,,35-44,2.5
2014,Percent,Mangistau,,,45-54,2.3
2014,Percent,Mangistau,,,55-64,5.1
2014,Percent,Ontustik Kazakhstan,,,16-24,1.5
2014,Percent,Ontustik Kazakhstan,,,25-28,4.1
2014,Percent,Ontustik Kazakhstan,,,29-34,9.8
2014,Percent,Ontustik Kazakhstan,,,35-44,4.9
2014,Percent,Ontustik Kazakhstan,,,45-54,5.9
2014,Percent,Ontustik Kazakhstan,,,55-64,4.7
2014,Percent,Pavlodar,,,16-24,2.3
2014,Percent,Pavlodar,,,25-28,3.0
2014,Percent,Pavlodar,,,29-34,6.7
2014,Percent,Pavlodar,,,35-44,4.4
2014,Percent,Pavlodar,,,45-54,5.5
2014,Percent,Pavlodar,,,55-64,5.2
2014,Percent,Soltustik Kazakhstan,,,16-24,5.0
2014,Percent,Soltustik Kazakhstan,,,25-28,2.7
2014,Percent,Soltustik Kazakhstan,,,29-34,8.8
2014,Percent,Soltustik Kazakhstan,,,35-44,5.7
2014,Percent,Soltustik Kazakhstan,,,45-54,4.0
2014,Percent,Soltustik Kazakhstan,,,55-64,3.3
2014,Percent,Shygys Kazakhstan,,,16-24,3.9
2014,Percent,Shygys Kazakhstan,,,25-28,4.8
2014,Percent,Shygys Kazakhstan,,,29-34,7.9
2014,Percent,Shygys Kazakhstan,,,35-44,4.2
2014,Percent,Shygys Kazakhstan,,,45-54,3.4
2014,Percent,Shygys Kazakhstan,,,55-64,4.2
2014,Percent,Nur-Sultan city,,,16-24,8.0
2014,Percent,Nur-Sultan city,,,25-28,5.3
2014,Percent,Nur-Sultan city,,,29-34,4.4
2014,Percent,Nur-Sultan city,,,35-44,5.0
2014,Percent,Nur-Sultan city,,,45-54,4.3
2014,Percent,Nur-Sultan city,,,55-64,3.6
2014,Percent,Almaty city,,,16-24,5.6
2014,Percent,Almaty city,,,25-28,12.7
2014,Percent,Almaty city,,,29-34,4.5
2014,Percent,Almaty city,,,35-44,3.4
2014,Percent,Almaty city,,,45-54,4.0
2014,Percent,Almaty city,,,55-64,9.1
2015,Percent,,,,,5.1
2015,Percent,Akmola,,,,5.1
2015,Percent,Aktobe,,,,5.1
2015,Percent,Almaty,,,,5.0
2015,Percent,Atyrau,,,,5.0
2015,Percent,Batys Kazakhstan,,,,5.1
2015,Percent,Zhambyl,,,,5.1
2015,Percent,Karagandy,,,,5.3
2015,Percent,Kostanay,,,,5.1
2015,Percent,Kyzylorda,,,,5.1
2015,Percent,Mangistau,,,,5.1
2015,Percent,Ontustik Kazakhstan,,,,5.3
2015,Percent,Pavlodar,,,,4.9
2015,Percent,Soltustik Kazakhstan,,,,5.1
2015,Percent,Shygys Kazakhstan,,,,5.0
2015,Percent,Nur-Sultan city,,,,4.7
2015,Percent,Almaty city,,,,5.3
2015,Percent,,,Male,,4.4
2015,Percent,Akmola,,Male,,5.0
2015,Percent,Aktobe,,Male,,4.3
2015,Percent,Almaty,,Male,,4.0
2015,Percent,Atyrau,,Male,,5.4
2015,Percent,Batys Kazakhstan,,Male,,4.3
2015,Percent,Zhambyl,,Male,,4.1
2015,Percent,Karagandy,,Male,,3.8
2015,Percent,Kostanay,,Male,,4.5
2015,Percent,Kyzylorda,,Male,,4.7
2015,Percent,Mangistau,,Male,,2.6
2015,Percent,Ontustik Kazakhstan,,Male,,4.7
2015,Percent,Pavlodar,,Male,,4.7
2015,Percent,Soltustik Kazakhstan,,Male,,4.4
2015,Percent,Shygys Kazakhstan,,Male,,4.3
2015,Percent,Nur-Sultan city,,Male,,4.1
2015,Percent,Almaty city,,Male,,4.8
2015,Percent,,,Female,,5.9
2015,Percent,Akmola,,Female,,5.1
2015,Percent,Aktobe,,Female,,6.0
2015,Percent,Almaty,,Female,,6.1
2015,Percent,Atyrau,,Female,,4.7
2015,Percent,Batys Kazakhstan,,Female,,6.0
2015,Percent,Zhambyl,,Female,,6.1
2015,Percent,Karagandy,,Female,,6.9
2015,Percent,Kostanay,,Female,,5.7
2015,Percent,Kyzylorda,,Female,,5.6
2015,Percent,Mangistau,,Female,,7.9
2015,Percent,Ontustik Kazakhstan,,Female,,6.1
2015,Percent,Pavlodar,,Female,,5.1
2015,Percent,Soltustik Kazakhstan,,Female,,5.8
2015,Percent,Shygys Kazakhstan,,Female,,5.8
2015,Percent,Nur-Sultan city,,Female,,5.3
2015,Percent,Almaty city,,Female,,5.6
2015,Percent,,Population of urban areas,,,5.0
2015,Percent,Akmola,Population of urban areas,,,4.5
2015,Percent,Aktobe,Population of urban areas,,,4.9
2015,Percent,Almaty,Population of urban areas,,,5.0
2015,Percent,Atyrau,Population of urban areas,,,4.1
2015,Percent,Batys Kazakhstan,Population of urban areas,,,4.8
2015,Percent,Zhambyl,Population of urban areas,,,5.7
2015,Percent,Karagandy,Population of urban areas,,,5.1
2015,Percent,Kostanay,Population of urban areas,,,5.6
2015,Percent,Kyzylorda,Population of urban areas,,,4.8
2015,Percent,Mangistau,Population of urban areas,,,4.5
2015,Percent,Ontustik Kazakhstan,Population of urban areas,,,5.2
2015,Percent,Pavlodar,Population of urban areas,,,5.0
2015,Percent,Soltustik Kazakhstan,Population of urban areas,,,4.5
2015,Percent,Shygys Kazakhstan,Population of urban areas,,,5.1
2015,Percent,Nur-Sultan city,Population of urban areas,,,4.7
2015,Percent,Almaty city,Population of urban areas,,,5.3
2015,Percent,,Population of rural areas,,,4.9
2015,Percent,Akmola,Population of rural areas,,,5.2
2015,Percent,Aktobe,Population of rural areas,,,4.9
2015,Percent,Almaty,Population of rural areas,,,4.7
2015,Percent,Atyrau,Population of rural areas,,,6.0
2015,Percent,Batys Kazakhstan,Population of rural areas,,,5.0
2015,Percent,Zhambyl,Population of rural areas,,,4.5
2015,Percent,Karagandy,Population of rural areas,,,4.2
2015,Percent,Kostanay,Population of rural areas,,,4.2
2015,Percent,Kyzylorda,Population of rural areas,,,5.1
2015,Percent,Mangistau,Population of rural areas,,,5.8
2015,Percent,Ontustik Kazakhstan,Population of rural areas,,,5.3
2015,Percent,Pavlodar,Population of rural areas,,,4.2
2015,Percent,Soltustik Kazakhstan,Population of rural areas,,,5.2
2015,Percent,Shygys Kazakhstan,Population of rural areas,,,4.6
2015,Percent,,,,16-24,4.2
2015,Percent,,,,25-28,4.6
2015,Percent,,,,29-34,7.6
2015,Percent,,,,35-44,4.5
2015,Percent,,,,45-54,4.6
2015,Percent,,,,55-64,5.4
2015,Percent,Akmola,,,16-24,3.6
2015,Percent,Akmola,,,25-28,2.7
2015,Percent,Akmola,,,29-34,6.0
2015,Percent,Akmola,,,35-44,5.3
2015,Percent,Akmola,,,45-54,5.8
2015,Percent,Akmola,,,55-64,5.8
2015,Percent,Aktobe,,,16-24,3.5
2015,Percent,Aktobe,,,25-28,3.0
2015,Percent,Aktobe,,,29-34,7.8
2015,Percent,Aktobe,,,35-44,5.1
2015,Percent,Aktobe,,,45-54,4.2
2015,Percent,Aktobe,,,55-64,5.9
2015,Percent,Almaty,,,16-24,2.7
2015,Percent,Almaty,,,25-28,2.4
2015,Percent,Almaty,,,29-34,7.7
2015,Percent,Almaty,,,35-44,5.2
2015,Percent,Almaty,,,45-54,5.0
2015,Percent,Almaty,,,55-64,9.3
2015,Percent,Atyrau,,,16-24,1.4
2015,Percent,Atyrau,,,25-28,3.9
2015,Percent,Atyrau,,,29-34,5.8
2015,Percent,Atyrau,,,35-44,4.4
2015,Percent,Atyrau,,,45-54,5.1
2015,Percent,Atyrau,,,55-64,11.9
2015,Percent,Batys Kazakhstan,,,16-24,4.3
2015,Percent,Batys Kazakhstan,,,25-28,4.1
2015,Percent,Batys Kazakhstan,,,29-34,5.6
2015,Percent,Batys Kazakhstan,,,35-44,5.5
2015,Percent,Batys Kazakhstan,,,45-54,5.1
2015,Percent,Batys Kazakhstan,,,55-64,5.7
2015,Percent,Zhambyl,,,16-24,5.5
2015,Percent,Zhambyl,,,25-28,4.5
2015,Percent,Zhambyl,,,29-34,6.7
2015,Percent,Zhambyl,,,35-44,4.4
2015,Percent,Zhambyl,,,45-54,5.4
2015,Percent,Zhambyl,,,55-64,3.5
2015,Percent,Karagandy,,,16-24,6.4
2015,Percent,Karagandy,,,25-28,4.4
2015,Percent,Karagandy,,,29-34,7.0
2015,Percent,Karagandy,,,35-44,4.4
2015,Percent,Karagandy,,,45-54,5.7
2015,Percent,Karagandy,,,55-64,3.9
2015,Percent,Kostanay,,,16-24,3.3
2015,Percent,Kostanay,,,25-28,3.4
2015,Percent,Kostanay,,,29-34,9.3
2015,Percent,Kostanay,,,35-44,5.3
2015,Percent,Kostanay,,,45-54,4.2
2015,Percent,Kostanay,,,55-64,3.8
2015,Percent,Kyzylorda,,,16-24,5.6
2015,Percent,Kyzylorda,,,25-28,3.2
2015,Percent,Kyzylorda,,,29-34,8.5
2015,Percent,Kyzylorda,,,35-44,4.9
2015,Percent,Kyzylorda,,,45-54,3.4
2015,Percent,Kyzylorda,,,55-64,3.4
2015,Percent,Mangistau,,,16-24,5.4
2015,Percent,Mangistau,,,25-28,3.1
2015,Percent,Mangistau,,,29-34,6.7
2015,Percent,Mangistau,,,35-44,5.2
2015,Percent,Mangistau,,,45-54,4.4
2015,Percent,Mangistau,,,55-64,5.4
2015,Percent,Ontustik Kazakhstan,,,16-24,3.1
2015,Percent,Ontustik Kazakhstan,,,25-28,5.2
2015,Percent,Ontustik Kazakhstan,,,29-34,8.6
2015,Percent,Ontustik Kazakhstan,,,35-44,4.8
2015,Percent,Ontustik Kazakhstan,,,45-54,4.6
2015,Percent,Ontustik Kazakhstan,,,55-64,4.7
2015,Percent,Pavlodar,,,16-24,2.9
2015,Percent,Pavlodar,,,25-28,3.7
2015,Percent,Pavlodar,,,29-34,5.8
2015,Percent,Pavlodar,,,35-44,5.3
2015,Percent,Pavlodar,,,45-54,4.9
2015,Percent,Pavlodar,,,55-64,6.0
2015,Percent,Soltustik Kazakhstan,,,16-24,4.2
2015,Percent,Soltustik Kazakhstan,,,25-28,2.0
2015,Percent,Soltustik Kazakhstan,,,29-34,10.2
2015,Percent,Soltustik Kazakhstan,,,35-44,5.1
2015,Percent,Soltustik Kazakhstan,,,45-54,4.8
2015,Percent,Soltustik Kazakhstan,,,55-64,3.3
2015,Percent,Shygys Kazakhstan,,,16-24,4.1
2015,Percent,Shygys Kazakhstan,,,25-28,4.6
2015,Percent,Shygys Kazakhstan,,,29-34,8.0
2015,Percent,Shygys Kazakhstan,,,35-44,3.4
2015,Percent,Shygys Kazakhstan,,,45-54,4.5
2015,Percent,Shygys Kazakhstan,,,55-64,5.6
2015,Percent,Nur-Sultan city,,,16-24,7.2
2015,Percent,Nur-Sultan city,,,25-28,4.9
2015,Percent,Nur-Sultan city,,,29-34,6.0
2015,Percent,Nur-Sultan city,,,35-44,3.1
2015,Percent,Nur-Sultan city,,,45-54,3.4
2015,Percent,Nur-Sultan city,,,55-64,4.2
2015,Percent,Almaty city,,,16-24,5.3
2015,Percent,Almaty city,,,25-28,15.0
2015,Percent,Almaty city,,,29-34,9.0
2015,Percent,Almaty city,,,35-44,3.0
2015,Percent,Almaty city,,,45-54,3.0
2015,Percent,Almaty city,,,55-64,3.1
2016,Percent,,,,,5.0
2016,Percent,Akmola,,,,4.9
2016,Percent,Aktobe,,,,4.8
2016,Percent,Almaty,,,,4.8
2016,Percent,Atyrau,,,,4.9
2016,Percent,Batys Kazakhstan,,,,4.9
2016,Percent,Zhambyl,,,,4.9
2016,Percent,Karagandy,,,,5.0
2016,Percent,Kostanay,,,,4.9
2016,Percent,Kyzylorda,,,,4.9
2016,Percent,Mangistau,,,,5.0
2016,Percent,Ontustik Kazakhstan,,,,5.2
2016,Percent,Pavlodar,,,,4.8
2016,Percent,Soltustik Kazakhstan,,,,5.0
2016,Percent,Shygys Kazakhstan,,,,4.9
2016,Percent,Nur-Sultan city,,,,4.6
