Year,UNIT_MEASURE,Regions,Area,Sex,Value
2013,per 100000 population,Aktobe,Population of rural areas,,0.0
2013,per 100000 population,Almaty,Population of rural areas,,0.07
2013,per 100000 population,Atyrau,Population of rural areas,,0.34
2013,per 100000 population,Batys Kazakhstan,Population of rural areas,,0.63
2013,per 100000 population,Zhambyl,Population of rural areas,,0.47
2013,per 100000 population,Karagandy,Population of rural areas,,1.02
2013,per 100000 population,Kostanay,Population of rural areas,,0.47
2013,per 100000 population,Kyzylorda,Population of rural areas,,0.48
2013,per 100000 population,Mangistau,Population of rural areas,,0.0
2013,per 100000 population,Ontustik Kazakhstan,Population of rural areas,,0.79
2013,per 100000 population,Pavlodar,Population of rural areas,,0.0
2013,per 100000 population,Soltustik Kazakhstan,Population of rural areas,,0.3
2013,per 100000 population,Shygys Kazakhstan,Population of rural areas,,4.0
2013,per 100000 population,,,Male,0.74
2013,per 100000 population,Akmola,,Male,0.85
2013,per 100000 population,Aktobe,,Male,0.26
2013,per 100000 population,Almaty,,Male,0.31
2013,per 100000 population,Atyrau,,Male,0.0
2013,per 100000 population,Batys Kazakhstan,,Male,0.33
2013,per 100000 population,Zhambyl,,Male,0.38
2013,per 100000 population,Karagandy,,Male,0.15
2013,per 100000 population,Kostanay,,Male,0.48
2013,per 100000 population,Kyzylorda,,Male,0.55
2013,per 100000 population,Mangistau,,Male,0.0
2013,per 100000 population,Ontustik Kazakhstan,,Male,1.19
2013,per 100000 population,Pavlodar,,Male,0.57
2013,per 100000 population,Soltustik Kazakhstan,,Male,0.36
2013,per 100000 population,Shygys Kazakhstan,,Male,3.32
2013,per 100000 population,Nur-Sultan city,,Male,0.78
2013,per 100000 population,Almaty city,,Male,0.29
2013,per 100000 population,,Population of urban areas,Male,0.8
2013,per 100000 population,Akmola,Population of urban areas,Male,1.24
2013,per 100000 population,Aktobe,Population of urban areas,Male,0.43
2013,per 100000 population,Almaty,Population of urban areas,Male,0.92
2013,per 100000 population,Atyrau,Population of urban areas,Male,0.0
2013,per 100000 population,Batys Kazakhstan,Population of urban areas,Male,0.71
2013,per 100000 population,Zhambyl,Population of urban areas,Male,0.49
2013,per 100000 population,Karagandy,Population of urban areas,Male,0.0
2013,per 100000 population,Kostanay,Population of urban areas,Male,0.48
2013,per 100000 population,Kyzylorda,Population of urban areas,Male,0.0
2013,per 100000 population,Mangistau,Population of urban areas,Male,0.0
2013,per 100000 population,Ontustik Kazakhstan,Population of urban areas,Male,1.96
2013,per 100000 population,Pavlodar,Population of urban areas,Male,0.83
2013,per 100000 population,Soltustik Kazakhstan,Population of urban areas,Male,0.0
2013,per 100000 population,Shygys Kazakhstan,Population of urban areas,Male,2.65
2013,per 100000 population,Nur-Sultan city,Population of urban areas,Male,0.78
2013,per 100000 population,Almaty city,Population of urban areas,Male,0.29
2013,per 100000 population,,Population of rural areas,Male,0.68
2013,per 100000 population,Akmola,Population of rural areas,Male,0.52
2013,per 100000 population,Aktobe,Population of rural areas,Male,0.0
2013,per 100000 population,Almaty,Population of rural areas,Male,0.13
2013,per 100000 population,Atyrau,Population of rural areas,Male,0.0
2013,per 100000 population,Batys Kazakhstan,Population of rural areas,Male,0.0
2013,per 100000 population,Zhambyl,Population of rural areas,Male,0.31
2013,per 100000 population,Karagandy,Population of rural areas,Male,0.68
2013,per 100000 population,Kostanay,Population of rural areas,Male,0.48
2013,per 100000 population,Kyzylorda,Population of rural areas,Male,0.94
2013,per 100000 population,Mangistau,Population of rural areas,Male,0.0
2013,per 100000 population,Ontustik Kazakhstan,Population of rural areas,Male,0.72
2013,per 100000 population,Pavlodar,Population of rural areas,Male,0.0
2013,per 100000 population,Soltustik Kazakhstan,Population of rural areas,Male,0.6
2013,per 100000 population,Shygys Kazakhstan,Population of rural areas,Male,4.19
2013,per 100000 population,,,Female,0.58
2013,per 100000 population,Akmola,,Female,0.53
2013,per 100000 population,Aktobe,,Female,0.0
2013,per 100000 population,Almaty,,Female,0.0
2013,per 100000 population,Atyrau,,Female,0.7
2013,per 100000 population,Batys Kazakhstan,,Female,0.62
2013,per 100000 population,Zhambyl,,Female,0.36
2013,per 100000 population,Karagandy,,Female,0.83
2013,per 100000 population,Kostanay,,Female,0.22
2013,per 100000 population,Kyzylorda,,Female,0.0
2013,per 100000 population,Mangistau,,Female,0.34
2013,per 100000 population,Ontustik Kazakhstan,,Female,0.88
2013,per 100000 population,Pavlodar,,Female,0.0
2013,per 100000 population,Soltustik Kazakhstan,,Female,0.0
2013,per 100000 population,Shygys Kazakhstan,,Female,2.74
2013,per 100000 population,Nur-Sultan city,,Female,0.49
2013,per 100000 population,Almaty city,,Female,0.12
2013,per 100000 population,,Population of urban areas,Female,0.48
2013,per 100000 population,Akmola,Population of urban areas,Female,0.54
2013,per 100000 population,Aktobe,Population of urban areas,Female,0.0
2013,per 100000 population,Almaty,Population of urban areas,Female,0.0
2013,per 100000 population,Atyrau,Population of urban areas,Female,0.72
2013,per 100000 population,Batys Kazakhstan,Population of urban areas,Female,0.0
2013,per 100000 population,Zhambyl,Population of urban areas,Female,0.0
2013,per 100000 population,Karagandy,Population of urban areas,Female,0.7
2013,per 100000 population,Kostanay,Population of urban areas,Female,0.0
2013,per 100000 population,Kyzylorda,Population of urban areas,Female,0.0
2013,per 100000 population,Mangistau,Population of urban areas,Female,0.67
2013,per 100000 population,Ontustik Kazakhstan,Population of urban areas,Female,0.91
2013,per 100000 population,Pavlodar,Population of urban areas,Female,0.0
2013,per 100000 population,Soltustik Kazakhstan,Population of urban areas,Female,0.0
2013,per 100000 population,Shygys Kazakhstan,Population of urban areas,Female,2.03
2013,per 100000 population,Nur-Sultan city,Population of urban areas,Female,0.49
2013,per 100000 population,Almaty city,Population of urban areas,Female,0.12
2013,per 100000 population,,Population of rural areas,Female,0.7
2013,per 100000 population,Akmola,Population of rural areas,Female,0.51
2013,per 100000 population,Aktobe,Population of rural areas,Female,0.0
2013,per 100000 population,Almaty,Population of rural areas,Female,0.0
2013,per 100000 population,Atyrau,Population of rural areas,Female,0.68
2013,per 100000 population,Batys Kazakhstan,Population of rural areas,Female,1.27
2013,per 100000 population,Zhambyl,Population of rural areas,Female,0.62
2013,per 100000 population,Karagandy,Population of rural areas,Female,1.37
2013,per 100000 population,Kostanay,Population of rural areas,Female,0.46
2013,per 100000 population,Kyzylorda,Population of rural areas,Female,0.0
2013,per 100000 population,Mangistau,Population of rural areas,Female,0.0
2013,per 100000 population,Ontustik Kazakhstan,Population of rural areas,Female,0.86
2013,per 100000 population,Pavlodar,Population of rural areas,Female,0.0
2013,per 100000 population,Soltustik Kazakhstan,Population of rural areas,Female,0.0
2013,per 100000 population,Shygys Kazakhstan,Population of rural areas,Female,3.81
2014,per 100000 population,,,,0.57
2014,per 100000 population,Akmola,,,0.41
2014,per 100000 population,Aktobe,,,0.12
2014,per 100000 population,Almaty,,,0.15
2014,per 100000 population,Atyrau,,,0.35
2014,per 100000 population,Batys Kazakhstan,,,0.8
2014,per 100000 population,Zhambyl,,,0.27
2014,per 100000 population,Karagandy,,,0.73
2014,per 100000 population,Kostanay,,,0.23
2014,per 100000 population,Kyzylorda,,,0.13
2014,per 100000 population,Mangistau,,,0.67
2014,per 100000 population,Ontustik Kazakhstan,,,0.54
2014,per 100000 population,Pavlodar,,,0.13
2014,per 100000 population,Soltustik Kazakhstan,,,0.17
2014,per 100000 population,Shygys Kazakhstan,,,3.01
2014,per 100000 population,Nur-Sultan city,,,0.48
2014,per 100000 population,Almaty city,,,0.06
2014,per 100000 population,,Population of urban areas,,0.42
2014,per 100000 population,Akmola,Population of urban areas,,0.86
2014,per 100000 population,Aktobe,Population of urban areas,,0.2
2014,per 100000 population,Almaty,Population of urban areas,,0.0
2014,per 100000 population,Atyrau,Population of urban areas,,0.37
2014,per 100000 population,Batys Kazakhstan,Population of urban areas,,0.0
2014,per 100000 population,Zhambyl,Population of urban areas,,0.23
2014,per 100000 population,Karagandy,Population of urban areas,,0.37
2014,per 100000 population,Kostanay,Population of urban areas,,0.0
2014,per 100000 population,Kyzylorda,Population of urban areas,,0.0
2014,per 100000 population,Mangistau,Population of urban areas,,0.71
2014,per 100000 population,Ontustik Kazakhstan,Population of urban areas,,0.35
2014,per 100000 population,Pavlodar,Population of urban areas,,0.19
2014,per 100000 population,Soltustik Kazakhstan,Population of urban areas,,0.41
2014,per 100000 population,Shygys Kazakhstan,Population of urban areas,,2.06
2014,per 100000 population,Nur-Sultan city,Population of urban areas,,0.48
2014,per 100000 population,Almaty city,Population of urban areas,,0.06
2014,per 100000 population,,Population of rural areas,,0.76
2014,per 100000 population,Akmola,Population of rural areas,,0.0
2014,per 100000 population,Aktobe,Population of rural areas,,0.0
2014,per 100000 population,Almaty,Population of rural areas,,0.2
2014,per 100000 population,Atyrau,Population of rural areas,,0.33
2014,per 100000 population,Batys Kazakhstan,Population of rural areas,,1.58
2014,per 100000 population,Zhambyl,Population of rural areas,,0.31
2014,per 100000 population,Karagandy,Population of rural areas,,2.06
2014,per 100000 population,Kostanay,Population of rural areas,,0.47
2014,per 100000 population,Kyzylorda,Population of rural areas,,0.24
2014,per 100000 population,Mangistau,Population of rural areas,,0.63
2014,per 100000 population,Ontustik Kazakhstan,Population of rural areas,,0.69
2014,per 100000 population,Pavlodar,Population of rural areas,,0.0
2014,per 100000 population,Soltustik Kazakhstan,Population of rural areas,,0.0
2014,per 100000 population,Shygys Kazakhstan,Population of rural areas,,4.39
2014,per 100000 population,,,Male,0.47
2014,per 100000 population,Akmola,,Male,0.56
2014,per 100000 population,Aktobe,,Male,0.0
2014,per 100000 population,Almaty,,Male,0.1
2014,per 100000 population,Atyrau,,Male,0.0
2014,per 100000 population,Batys Kazakhstan,,Male,0.66
2014,per 100000 population,Zhambyl,,Male,0.56
2014,per 100000 population,Karagandy,,Male,0.31
2014,per 100000 population,Kostanay,,Male,0.24
2014,per 100000 population,Kyzylorda,,Male,0.27
2014,per 100000 population,Mangistau,,Male,1.01
2014,per 100000 population,Ontustik Kazakhstan,,Male,0.44
2014,per 100000 population,Pavlodar,,Male,0.28
2014,per 100000 population,Soltustik Kazakhstan,,Male,0.0
2014,per 100000 population,Shygys Kazakhstan,,Male,2.11
2014,per 100000 population,Nur-Sultan city,,Male,0.5
2014,per 100000 population,Almaty city,,Male,0.14
2014,per 100000 population,,Population of urban areas,Male,0.33
2014,per 100000 population,Akmola,Population of urban areas,Male,1.23
2014,per 100000 population,Aktobe,Population of urban areas,Male,0.0
2014,per 100000 population,Almaty,Population of urban areas,Male,0.0
2014,per 100000 population,Atyrau,Population of urban areas,Male,0.0
2014,per 100000 population,Batys Kazakhstan,Population of urban areas,Male,0.0
2014,per 100000 population,Zhambyl,Population of urban areas,Male,0.48
2014,per 100000 population,Karagandy,Population of urban areas,Male,0.2
2014,per 100000 population,Kostanay,Population of urban areas,Male,0.0
2014,per 100000 population,Kyzylorda,Population of urban areas,Male,0.0
2014,per 100000 population,Mangistau,Population of urban areas,Male,1.44
2014,per 100000 population,Ontustik Kazakhstan,Population of urban areas,Male,0.18
2014,per 100000 population,Pavlodar,Population of urban areas,Male,0.41
2014,per 100000 population,Soltustik Kazakhstan,Population of urban areas,Male,0.0
2014,per 100000 population,Shygys Kazakhstan,Population of urban areas,Male,1.05
2014,per 100000 population,Nur-Sultan city,Population of urban areas,Male,0.5
2014,per 100000 population,Almaty city,Population of urban areas,Male,0.14
2014,per 100000 population,,Population of rural areas,Male,0.63
2014,per 100000 population,Akmola,Population of rural areas,Male,0.0
2014,per 100000 population,Aktobe,Population of rural areas,Male,0.0
2014,per 100000 population,Almaty,Population of rural areas,Male,0.14
2014,per 100000 population,Atyrau,Population of rural areas,Male,0.0
2014,per 100000 population,Batys Kazakhstan,Population of rural areas,Male,1.25
2014,per 100000 population,Zhambyl,Population of rural areas,Male,0.61
2014,per 100000 population,Karagandy,Population of rural areas,Male,0.68
2014,per 100000 population,Kostanay,Population of rural areas,Male,0.48
2014,per 100000 population,Kyzylorda,Population of rural areas,Male,0.46
2014,per 100000 population,Mangistau,Population of rural areas,Male,0.63
2014,per 100000 population,Ontustik Kazakhstan,Population of rural areas,Male,0.62
2014,per 100000 population,Pavlodar,Population of rural areas,Male,0.0
2014,per 100000 population,Soltustik Kazakhstan,Population of rural areas,Male,0.0
2014,per 100000 population,Shygys Kazakhstan,Population of rural areas,Male,3.52
2014,per 100000 population,,,Female,0.66
2014,per 100000 population,Akmola,,Female,0.26
2014,per 100000 population,Aktobe,,Female,0.24
2014,per 100000 population,Almaty,,Female,0.2
2014,per 100000 population,Atyrau,,Female,0.68
2014,per 100000 population,Batys Kazakhstan,,Female,0.93
2014,per 100000 population,Zhambyl,,Female,0.0
2014,per 100000 population,Karagandy,,Female,1.1
2014,per 100000 population,Kostanay,,Female,0.22
2014,per 100000 population,Kyzylorda,,Female,0.0
2014,per 100000 population,Mangistau,,Female,0.33
2014,per 100000 population,Ontustik Kazakhstan,,Female,0.65
2014,per 100000 population,Pavlodar,,Female,0.0
2014,per 100000 population,Soltustik Kazakhstan,,Female,0.33
2014,per 100000 population,Shygys Kazakhstan,,Female,3.83
2014,per 100000 population,Nur-Sultan city,,Female,0.46
2014,per 100000 population,Almaty city,,Female,0.0
2014,per 100000 population,,Population of urban areas,Female,0.49
2014,per 100000 population,Akmola,Population of urban areas,Female,0.54
2014,per 100000 population,Aktobe,Population of urban areas,Female,0.38
2014,per 100000 population,Almaty,Population of urban areas,Female,0.0
2014,per 100000 population,Atyrau,Population of urban areas,Female,0.71
2014,per 100000 population,Batys Kazakhstan,Population of urban areas,Female,0.0
2014,per 100000 population,Zhambyl,Population of urban areas,Female,0.0
2014,per 100000 population,Karagandy,Population of urban areas,Female,0.52
2014,per 100000 population,Kostanay,Population of urban areas,Female,0.0
2014,per 100000 population,Kyzylorda,Population of urban areas,Female,0.0
2014,per 100000 population,Mangistau,Population of urban areas,Female,0.0
2014,per 100000 population,Ontustik Kazakhstan,Population of urban areas,Female,0.5
2014,per 100000 population,Pavlodar,Population of urban areas,Female,0.0
2014,per 100000 population,Soltustik Kazakhstan,Population of urban areas,Female,0.75
2014,per 100000 population,Shygys Kazakhstan,Population of urban areas,Female,2.92
2014,per 100000 population,Nur-Sultan city,Population of urban areas,Female,0.46
2014,per 100000 population,Almaty city,Population of urban areas,Female,0.0
2014,per 100000 population,,Population of rural areas,Female,0.89
2014,per 100000 population,Akmola,Population of rural areas,Female,0.0
2014,per 100000 population,Aktobe,Population of rural areas,Female,0.0
2014,per 100000 population,Almaty,Population of rural areas,Female,0.27
2014,per 100000 population,Atyrau,Population of rural areas,Female,0.66
2014,per 100000 population,Batys Kazakhstan,Population of rural areas,Female,1.9
2014,per 100000 population,Zhambyl,Population of rural areas,Female,0.0
2014,per 100000 population,Karagandy,Population of rural areas,Female,3.46
2014,per 100000 population,Kostanay,Population of rural areas,Female,0.46
2014,per 100000 population,Kyzylorda,Population of rural areas,Female,0.0
2014,per 100000 population,Mangistau,Population of rural areas,Female,0.63
2014,per 100000 population,Ontustik Kazakhstan,Population of rural areas,Female,0.76
2014,per 100000 population,Pavlodar,Population of rural areas,Female,0.0
2014,per 100000 population,Soltustik Kazakhstan,Population of rural areas,Female,0.0
2014,per 100000 population,Shygys Kazakhstan,Population of rural areas,Female,5.24
2015,per 100000 population,,,,0.67
2015,per 100000 population,Akmola,,,0.41
2015,per 100000 population,Aktobe,,,0.12
2015,per 100000 population,Almaty,,,0.26
2015,per 100000 population,Atyrau,,,0.85
2015,per 100000 population,Batys Kazakhstan,,,0.79
2015,per 100000 population,Zhambyl,,,0.18
2015,per 100000 population,Karagandy,,,1.23
2015,per 100000 population,Kostanay,,,0.11
2015,per 100000 population,Kyzylorda,,,0.4
2015,per 100000 population,Mangistau,,,0.49
2015,per 100000 population,Ontustik Kazakhstan,,,0.92
2015,per 100000 population,Pavlodar,,,0.4
2015,per 100000 population,Soltustik Kazakhstan,,,0.18
2015,per 100000 population,Shygys Kazakhstan,,,2.15
2015,per 100000 population,Nur-Sultan city,,,1.28
2015,per 100000 population,Almaty city,,,0.06
2015,per 100000 population,,Population of urban areas,,0.72
2015,per 100000 population,Akmola,Population of urban areas,,0.29
2015,per 100000 population,Aktobe,Population of urban areas,,0.19
2015,per 100000 population,Almaty,Population of urban areas,,0.43
2015,per 100000 population,Atyrau,Population of urban areas,,0.36
2015,per 100000 population,Batys Kazakhstan,Population of urban areas,,0.64
2015,per 100000 population,Zhambyl,Population of urban areas,,0.45
2015,per 100000 population,Karagandy,Population of urban areas,,0.92
2015,per 100000 population,Kostanay,Population of urban areas,,0.0
2015,per 100000 population,Kyzylorda,Population of urban areas,,0.61
2015,per 100000 population,Mangistau,Population of urban areas,,0.74
2015,per 100000 population,Ontustik Kazakhstan,Population of urban areas,,1.43
2015,per 100000 population,Pavlodar,Population of urban areas,,0.0
2015,per 100000 population,Soltustik Kazakhstan,Population of urban areas,,0.41
2015,per 100000 population,Shygys Kazakhstan,Population of urban areas,,2.16
2015,per 100000 population,Nur-Sultan city,Population of urban areas,,1.28
2015,per 100000 population,Almaty city,Population of urban areas,,0.06
2015,per 100000 population,,Population of rural areas,,0.59
2015,per 100000 population,Akmola,Population of rural areas,,0.51
2015,per 100000 population,Aktobe,Population of rural areas,,0.0
2015,per 100000 population,Almaty,Population of rural areas,,0.2
2015,per 100000 population,Atyrau,Population of rural areas,,1.29
2015,per 100000 population,Batys Kazakhstan,Population of rural areas,,0.94
2015,per 100000 population,Zhambyl,Population of rural areas,,0.0
2015,per 100000 population,Karagandy,Population of rural areas,,2.42
2015,per 100000 population,Kostanay,Population of rural areas,,0.24
2015,per 100000 population,Kyzylorda,Population of rural areas,,0.23
2015,per 100000 population,Mangistau,Population of rural areas,,0.29
2015,per 100000 population,Ontustik Kazakhstan,Population of rural areas,,0.52
2015,per 100000 population,Pavlodar,Population of rural areas,,1.33
2015,per 100000 population,Soltustik Kazakhstan,Population of rural areas,,0.0
2015,per 100000 population,Shygys Kazakhstan,Population of rural areas,,2.13
2015,per 100000 population,,,Male,0.57
2015,per 100000 population,Akmola,,Male,0.56
2015,per 100000 population,Aktobe,,Male,0.0
2015,per 100000 population,Almaty,,Male,0.11
2015,per 100000 population,Atyrau,,Male,0.35
2015,per 100000 population,Batys Kazakhstan,,Male,0.33
2015,per 100000 population,Zhambyl,,Male,0.18
2015,per 100000 population,Karagandy,,Male,1.07
2015,per 100000 population,Kostanay,,Male,0.24
2015,per 100000 population,Kyzylorda,,Male,0.79
2015,per 100000 population,Mangistau,,Male,0.65
2015,per 100000 population,Ontustik Kazakhstan,,Male,0.86
2015,per 100000 population,Pavlodar,,Male,0.28
2015,per 100000 population,Soltustik Kazakhstan,,Male,0.0
2015,per 100000 population,Shygys Kazakhstan,,Male,1.5
2015,per 100000 population,Nur-Sultan city,,Male,1.2
2015,per 100000 population,Almaty city,,Male,0.13
2015,per 100000 population,,Population of urban areas,Male,0.64
2015,per 100000 population,Akmola,Population of urban areas,Male,0.61
2015,per 100000 population,Aktobe,Population of urban areas,Male,0.0
2015,per 100000 population,Almaty,Population of urban areas,Male,0.0
2015,per 100000 population,Atyrau,Population of urban areas,Male,0.0
2015,per 100000 population,Batys Kazakhstan,Population of urban areas,Male,0.0
2015,per 100000 population,Zhambyl,Population of urban areas,Male,0.47
2015,per 100000 population,Karagandy,Population of urban areas,Male,0.79
2015,per 100000 population,Kostanay,Population of urban areas,Male,0.0
2015,per 100000 population,Kyzylorda,Population of urban areas,Male,1.24
2015,per 100000 population,Mangistau,Population of urban areas,Male,0.74
2015,per 100000 population,Ontustik Kazakhstan,Population of urban areas,Male,1.3
2015,per 100000 population,Pavlodar,Population of urban areas,Male,0.0
2015,per 100000 population,Soltustik Kazakhstan,Population of urban areas,Male,0.0
2015,per 100000 population,Shygys Kazakhstan,Population of urban areas,Male,1.83
2015,per 100000 population,Nur-Sultan city,Population of urban areas,Male,1.2
2015,per 100000 population,Almaty city,Population of urban areas,Male,0.13
2015,per 100000 population,,Population of rural areas,Male,0.47
2015,per 100000 population,Akmola,Population of rural areas,Male,0.52
2015,per 100000 population,Aktobe,Population of rural areas,Male,0.0
2015,per 100000 population,Almaty,Population of rural areas,Male,0.14
2015,per 100000 population,Atyrau,Population of rural areas,Male,0.64
2015,per 100000 population,Batys Kazakhstan,Population of rural areas,Male,0.62
2015,per 100000 population,Zhambyl,Population of rural areas,Male,0.0
2015,per 100000 population,Karagandy,Population of rural areas,Male,2.06
2015,per 100000 population,Kostanay,Population of rural areas,Male,0.49
2015,per 100000 population,Kyzylorda,Population of rural areas,Male,0.46
2015,per 100000 population,Mangistau,Population of rural areas,Male,0.58
2015,per 100000 population,Ontustik Kazakhstan,Population of rural areas,Male,0.51
2015,per 100000 population,Pavlodar,Population of rural areas,Male,0.89
2015,per 100000 population,Soltustik Kazakhstan,Population of rural areas,Male,0.0
2015,per 100000 population,Shygys Kazakhstan,Population of rural areas,Male,1.07
2015,per 100000 population,,,Female,0.76
2015,per 100000 population,Akmola,,Female,0.26
2015,per 100000 population,Aktobe,,Female,0.23
2015,per 100000 population,Almaty,,Female,0.41
2015,per 100000 population,Atyrau,,Female,1.34
2015,per 100000 population,Batys Kazakhstan,,Female,1.22
2015,per 100000 population,Zhambyl,,Female,0.18
2015,per 100000 population,Karagandy,,Female,1.37
2015,per 100000 population,Kostanay,,Female,0.0
2015,per 100000 population,Kyzylorda,,Female,0.0
2015,per 100000 population,Mangistau,,Female,0.32
2015,per 100000 population,Ontustik Kazakhstan,,Female,0.99
2015,per 100000 population,Pavlodar,,Female,0.5
2015,per 100000 population,Soltustik Kazakhstan,,Female,0.33
2015,per 100000 population,Shygys Kazakhstan,,Female,2.74
2015,per 100000 population,Nur-Sultan city,,Female,1.34
2015,per 100000 population,Almaty city,,Female,0.0
2015,per 100000 population,,Population of urban areas,Female,0.8
2015,per 100000 population,Akmola,Population of urban areas,Female,0.0
2015,per 100000 population,Aktobe,Population of urban areas,Female,0.37
2015,per 100000 population,Almaty,Population of urban areas,Female,0.82
2015,per 100000 population,Atyrau,Population of urban areas,Female,0.69
2015,per 100000 population,Batys Kazakhstan,Population of urban areas,Female,1.18
2015,per 100000 population,Zhambyl,Population of urban areas,Female,0.43
2015,per 100000 population,Karagandy,Population of urban areas,Female,1.03
2015,per 100000 population,Kostanay,Population of urban areas,Female,0.0
2015,per 100000 population,Kyzylorda,Population of urban areas,Female,0.0
2015,per 100000 population,Mangistau,Population of urban areas,Female,0.74
2015,per 100000 population,Ontustik Kazakhstan,Population of urban areas,Female,1.54
2015,per 100000 population,Pavlodar,Population of urban areas,Female,0.0
2015,per 100000 population,Soltustik Kazakhstan,Population of urban areas,Female,0.74
2015,per 100000 population,Shygys Kazakhstan,Population of urban areas,Female,2.45
2015,per 100000 population,Nur-Sultan city,Population of urban areas,Female,1.34
2015,per 100000 population,Almaty city,Population of urban areas,Female,0.0
2015,per 100000 population,,Population of rural areas,Female,0.71
2015,per 100000 population,Akmola,Population of rural areas,Female,0.51
2015,per 100000 population,Aktobe,Population of rural areas,Female,0.0
2015,per 100000 population,Almaty,Population of rural areas,Female,0.27
2015,per 100000 population,Atyrau,Population of rural areas,Female,1.95
2015,per 100000 population,Batys Kazakhstan,Population of rural areas,Female,1.26
2015,per 100000 population,Zhambyl,Population of rural areas,Female,0.0
2015,per 100000 population,Karagandy,Population of rural areas,Female,2.79
2015,per 100000 population,Kostanay,Population of rural areas,Female,0.0
2015,per 100000 population,Kyzylorda,Population of rural areas,Female,0.0
2015,per 100000 population,Mangistau,Population of rural areas,Female,0.0
2015,per 100000 population,Ontustik Kazakhstan,Population of rural areas,Female,0.52
2015,per 100000 population,Pavlodar,Population of rural areas,Female,1.77
2015,per 100000 population,Soltustik Kazakhstan,Population of rural areas,Female,0.0
2015,per 100000 population,Shygys Kazakhstan,Population of rural areas,Female,3.18
2016,per 100000 population,,,,0.8
2016,per 100000 population,Akmola,,,0.95
2016,per 100000 population,Aktobe,,,0.0
2016,per 100000 population,Almaty,,,0.2
2016,per 100000 population,Atyrau,,,1.0
2016,per 100000 population,Batys Kazakhstan,,,0.78
2016,per 100000 population,Zhambyl,,,0.54
2016,per 100000 population,Karagandy,,,0.58
2016,per 100000 population,Kostanay,,,0.57
2016,per 100000 population,Kyzylorda,,,0.39
2016,per 100000 population,Mangistau,,,1.26
2016,per 100000 population,Ontustik Kazakhstan,,,1.96
2016,per 100000 population,Pavlodar,,,0.92
2016,per 100000 population,Soltustik Kazakhstan,,,0.18
2016,per 100000 population,Shygys Kazakhstan,,,1.51
2016,per 100000 population,Nur-Sultan city,,,0.22
2016,per 100000 population,Almaty city,,,0.17
2016,per 100000 population,,Population of urban areas,,0.64
2016,per 100000 population,Akmola,Population of urban areas,,0.57
2016,per 100000 population,Aktobe,Population of urban areas,,0.0
2016,per 100000 population,Almaty,Population of urban areas,,0.42
2016,per 100000 population,Atyrau,Population of urban areas,,1.04
2016,per 100000 population,Batys Kazakhstan,Population of urban areas,,0.31
2016,per 100000 population,Zhambyl,Population of urban areas,,0.45
2016,per 100000 population,Karagandy,Population of urban areas,,0.18
2016,per 100000 population,Kostanay,Population of urban areas,,0.43
2016,per 100000 population,Kyzylorda,Population of urban areas,,0.0
2016,per 100000 population,Mangistau,Population of urban areas,,1.83
2016,per 100000 population,Ontustik Kazakhstan,Population of urban areas,,2.02
2016,per 100000 population,Pavlodar,Population of urban areas,,1.12
2016,per 100000 population,Soltustik Kazakhstan,Population of urban areas,,0.0
2016,per 100000 population,Shygys Kazakhstan,Population of urban areas,,1.08
2016,per 100000 population,Nur-Sultan city,Population of urban areas,,0.22
2016,per 100000 population,Almaty city,Population of urban areas,,0.17
2016,per 100000 population,,Population of rural areas,,1.01
2016,per 100000 population,Akmola,Population of rural areas,,1.28
2016,per 100000 population,Aktobe,Population of rural areas,,0.0
2016,per 100000 population,Almaty,Population of rural areas,,0.13
2016,per 100000 population,Atyrau,Population of rural areas,,0.96
2016,per 100000 population,Batys Kazakhstan,Population of rural areas,,1.26
2016,per 100000 population,Zhambyl,Population of rural areas,,0.6
2016,per 100000 population,Karagandy,Population of rural areas,,2.1
2016,per 100000 population,Kostanay,Population of rural areas,,0.73
2016,per 100000 population,Kyzylorda,Population of rural areas,,0.69
2016,per 100000 population,Mangistau,Population of rural areas,,0.83
2016,per 100000 population,Ontustik Kazakhstan,Population of rural areas,,1.91
2016,per 100000 population,Pavlodar,Population of rural areas,,0.45
2016,per 100000 population,Soltustik Kazakhstan,Population of rural areas,,0.32
2016,per 100000 population,Shygys Kazakhstan,Population of rural areas,,2.16
2016,per 100000 population,,,Male,0.81
2016,per 100000 population,Akmola,,Male,1.4
2016,per 100000 population,Aktobe,,Male,0.0
2016,per 100000 population,Almaty,,Male,0.1
2016,per 100000 population,Atyrau,,Male,1.01
2016,per 100000 population,Batys Kazakhstan,,Male,0.32
2016,per 100000 population,Zhambyl,,Male,0.91
2016,per 100000 population,Karagandy,,Male,0.46
2016,per 100000 population,Kostanay,,Male,0.72
2016,per 100000 population,Kyzylorda,,Male,0.52
2016,per 100000 population,Mangistau,,Male,1.58
2016,per 100000 population,Ontustik Kazakhstan,,Male,2.04
2016,per 100000 population,Pavlodar,,Male,0.56
2016,per 100000 population,Soltustik Kazakhstan,,Male,0.0
2016,per 100000 population,Shygys Kazakhstan,,Male,1.36
2016,per 100000 population,Nur-Sultan city,,Male,0.22
2016,per 100000 population,Almaty city,,Male,0.13
2016,per 100000 population,,Population of urban areas,Male,0.54
2016,per 100000 population,Akmola,Population of urban areas,Male,0.61
2016,per 100000 population,Aktobe,Population of urban areas,Male,0.0
2016,per 100000 population,Almaty,Population of urban areas,Male,0.44
2016,per 100000 population,Atyrau,Population of urban areas,Male,0.73
