Year,UNIT_MEASURE,Area,Sex,Regions,Value
2015,Percent,Population of urban areas,,Nur-Sultan city,64.1
2016,Percent,Population of urban areas,,Nur-Sultan city,64.6
2017,Percent,Population of urban areas,,Nur-Sultan city,68.4
2018,Percent,Population of urban areas,,Nur-Sultan city,77.0
2010,Percent,Population of urban areas,,Almaty city,61.1
2011,Percent,Population of urban areas,,Almaty city,60.0
2012,Percent,Population of urban areas,,Almaty city,71.4
2013,Percent,Population of urban areas,,Almaty city,66.9
2014,Percent,Population of urban areas,,Almaty city,73.1
2015,Percent,Population of urban areas,,Almaty city,79.9
2016,Percent,Population of urban areas,,Almaty city,68.5
2017,Percent,Population of urban areas,,Almaty city,67.2
2018,Percent,Population of urban areas,,Almaty city,67.9
2018,Percent,Population of urban areas,,Shymkent city,60.0
2010,Percent,Population of urban areas,Male,,37.6
2011,Percent,Population of urban areas,Male,,38.6
2012,Percent,Population of urban areas,Male,,41.9
2013,Percent,Population of urban areas,Male,,43.8
2014,Percent,Population of urban areas,Male,,48.3
2015,Percent,Population of urban areas,Male,,48.2
2016,Percent,Population of urban areas,Male,,47.8
2017,Percent,Population of urban areas,Male,,48.4
2018,Percent,Population of urban areas,Male,,49.5
2010,Percent,Population of urban areas,Male,Akmola,43.3
2011,Percent,Population of urban areas,Male,Akmola,31.7
2012,Percent,Population of urban areas,Male,Akmola,19.8
2013,Percent,Population of urban areas,Male,Akmola,29.7
2014,Percent,Population of urban areas,Male,Akmola,38.8
2015,Percent,Population of urban areas,Male,Akmola,32.8
2016,Percent,Population of urban areas,Male,Akmola,37.9
2017,Percent,Population of urban areas,Male,Akmola,35.0
2018,Percent,Population of urban areas,Male,Akmola,41.5
2010,Percent,Population of urban areas,Male,Aktobe,19.3
2011,Percent,Population of urban areas,Male,Aktobe,41.5
2012,Percent,Population of urban areas,Male,Aktobe,37.5
2013,Percent,Population of urban areas,Male,Aktobe,47.0
2014,Percent,Population of urban areas,Male,Aktobe,27.2
2015,Percent,Population of urban areas,Male,Aktobe,32.1
2016,Percent,Population of urban areas,Male,Aktobe,38.0
2017,Percent,Population of urban areas,Male,Aktobe,36.2
2018,Percent,Population of urban areas,Male,Aktobe,31.0
2010,Percent,Population of urban areas,Male,Almaty,22.9
2011,Percent,Population of urban areas,Male,Almaty,17.9
2012,Percent,Population of urban areas,Male,Almaty,24.0
2013,Percent,Population of urban areas,Male,Almaty,27.5
2014,Percent,Population of urban areas,Male,Almaty,35.4
2015,Percent,Population of urban areas,Male,Almaty,35.9
2016,Percent,Population of urban areas,Male,Almaty,35.7
2017,Percent,Population of urban areas,Male,Almaty,37.8
2018,Percent,Population of urban areas,Male,Almaty,35.5
2010,Percent,Population of urban areas,Male,Atyrau,30.4
2011,Percent,Population of urban areas,Male,Atyrau,34.3
2012,Percent,Population of urban areas,Male,Atyrau,43.3
2013,Percent,Population of urban areas,Male,Atyrau,40.5
2014,Percent,Population of urban areas,Male,Atyrau,59.8
2015,Percent,Population of urban areas,Male,Atyrau,36.3
2016,Percent,Population of urban areas,Male,Atyrau,55.7
2017,Percent,Population of urban areas,Male,Atyrau,43.2
2018,Percent,Population of urban areas,Male,Atyrau,55.1
2010,Percent,Population of urban areas,Male,Batys Kazakhstan,49.2
2011,Percent,Population of urban areas,Male,Batys Kazakhstan,46.6
2012,Percent,Population of urban areas,Male,Batys Kazakhstan,40.1
2013,Percent,Population of urban areas,Male,Batys Kazakhstan,36.6
2014,Percent,Population of urban areas,Male,Batys Kazakhstan,48.2
2015,Percent,Population of urban areas,Male,Batys Kazakhstan,46.1
2016,Percent,Population of urban areas,Male,Batys Kazakhstan,38.1
2017,Percent,Population of urban areas,Male,Batys Kazakhstan,45.5
2018,Percent,Population of urban areas,Male,Batys Kazakhstan,36.6
2010,Percent,Population of urban areas,Male,Zhambyl,17.8
2011,Percent,Population of urban areas,Male,Zhambyl,21.8
2012,Percent,Population of urban areas,Male,Zhambyl,38.2
2013,Percent,Population of urban areas,Male,Zhambyl,33.6
2014,Percent,Population of urban areas,Male,Zhambyl,35.3
2015,Percent,Population of urban areas,Male,Zhambyl,36.1
2016,Percent,Population of urban areas,Male,Zhambyl,36.1
2017,Percent,Population of urban areas,Male,Zhambyl,42.2
2018,Percent,Population of urban areas,Male,Zhambyl,39.6
2010,Percent,Population of urban areas,Male,Karagandy,32.7
2011,Percent,Population of urban areas,Male,Karagandy,34.9
2012,Percent,Population of urban areas,Male,Karagandy,32.3
2013,Percent,Population of urban areas,Male,Karagandy,35.1
2014,Percent,Population of urban areas,Male,Karagandy,40.2
2015,Percent,Population of urban areas,Male,Karagandy,35.8
2016,Percent,Population of urban areas,Male,Karagandy,41.6
2017,Percent,Population of urban areas,Male,Karagandy,37.5
2018,Percent,Population of urban areas,Male,Karagandy,38.6
2010,Percent,Population of urban areas,Male,Kostanay,35.8
2011,Percent,Population of urban areas,Male,Kostanay,26.8
2012,Percent,Population of urban areas,Male,Kostanay,26.9
2013,Percent,Population of urban areas,Male,Kostanay,33.3
2014,Percent,Population of urban areas,Male,Kostanay,44.7
2015,Percent,Population of urban areas,Male,Kostanay,32.5
2016,Percent,Population of urban areas,Male,Kostanay,34.6
2017,Percent,Population of urban areas,Male,Kostanay,38.6
2018,Percent,Population of urban areas,Male,Kostanay,32.3
2010,Percent,Population of urban areas,Male,Kyzylorda,37.5
2011,Percent,Population of urban areas,Male,Kyzylorda,40.0
2012,Percent,Population of urban areas,Male,Kyzylorda,39.2
2013,Percent,Population of urban areas,Male,Kyzylorda,38.7
2014,Percent,Population of urban areas,Male,Kyzylorda,38.2
2015,Percent,Population of urban areas,Male,Kyzylorda,43.0
2016,Percent,Population of urban areas,Male,Kyzylorda,37.6
2017,Percent,Population of urban areas,Male,Kyzylorda,36.1
2018,Percent,Population of urban areas,Male,Kyzylorda,39.1
2010,Percent,Population of urban areas,Male,Mangistau,22.0
2011,Percent,Population of urban areas,Male,Mangistau,26.8
2012,Percent,Population of urban areas,Male,Mangistau,34.0
2013,Percent,Population of urban areas,Male,Mangistau,34.9
2014,Percent,Population of urban areas,Male,Mangistau,45.4
2015,Percent,Population of urban areas,Male,Mangistau,29.3
2016,Percent,Population of urban areas,Male,Mangistau,33.6
2017,Percent,Population of urban areas,Male,Mangistau,30.2
2018,Percent,Population of urban areas,Male,Mangistau,37.3
2010,Percent,Population of urban areas,Male,Ontustik Kazakhstan,31.7
2011,Percent,Population of urban areas,Male,Ontustik Kazakhstan,35.9
2012,Percent,Population of urban areas,Male,Ontustik Kazakhstan,37.2
2013,Percent,Population of urban areas,Male,Ontustik Kazakhstan,45.5
2014,Percent,Population of urban areas,Male,Ontustik Kazakhstan,47.0
2015,Percent,Population of urban areas,Male,Ontustik Kazakhstan,43.3
2016,Percent,Population of urban areas,Male,Ontustik Kazakhstan,59.6
2017,Percent,Population of urban areas,Male,Ontustik Kazakhstan,57.9
2010,Percent,Population of urban areas,Male,Pavlodar,31.5
2011,Percent,Population of urban areas,Male,Pavlodar,26.1
2012,Percent,Population of urban areas,Male,Pavlodar,32.7
2013,Percent,Population of urban areas,Male,Pavlodar,25.9
2014,Percent,Population of urban areas,Male,Pavlodar,38.0
2015,Percent,Population of urban areas,Male,Pavlodar,32.5
2016,Percent,Population of urban areas,Male,Pavlodar,34.3
2017,Percent,Population of urban areas,Male,Pavlodar,37.9
2018,Percent,Population of urban areas,Male,Pavlodar,36.8
2010,Percent,Population of urban areas,Male,Soltustik Kazakhstan,27.7
2011,Percent,Population of urban areas,Male,Soltustik Kazakhstan,26.6
2012,Percent,Population of urban areas,Male,Soltustik Kazakhstan,20.7
2013,Percent,Population of urban areas,Male,Soltustik Kazakhstan,26.2
2014,Percent,Population of urban areas,Male,Soltustik Kazakhstan,35.4
2015,Percent,Population of urban areas,Male,Soltustik Kazakhstan,36.6
2016,Percent,Population of urban areas,Male,Soltustik Kazakhstan,49.5
2017,Percent,Population of urban areas,Male,Soltustik Kazakhstan,43.1
2018,Percent,Population of urban areas,Male,Soltustik Kazakhstan,35.4
2018,Percent,Population of urban areas,Male,Turkistan,40.1
2010,Percent,Population of urban areas,Male,Shygys Kazakhstan,30.9
2011,Percent,Population of urban areas,Male,Shygys Kazakhstan,32.7
2012,Percent,Population of urban areas,Male,Shygys Kazakhstan,40.1
2013,Percent,Population of urban areas,Male,Shygys Kazakhstan,19.1
2014,Percent,Population of urban areas,Male,Shygys Kazakhstan,41.1
2015,Percent,Population of urban areas,Male,Shygys Kazakhstan,36.3
2016,Percent,Population of urban areas,Male,Shygys Kazakhstan,34.9
2017,Percent,Population of urban areas,Male,Shygys Kazakhstan,38.7
2018,Percent,Population of urban areas,Male,Shygys Kazakhstan,40.8
2010,Percent,Population of urban areas,Male,Nur-Sultan city,51.8
2011,Percent,Population of urban areas,Male,Nur-Sultan city,64.8
2012,Percent,Population of urban areas,Male,Nur-Sultan city,54.3
2013,Percent,Population of urban areas,Male,Nur-Sultan city,73.8
2014,Percent,Population of urban areas,Male,Nur-Sultan city,61.1
2015,Percent,Population of urban areas,Male,Nur-Sultan city,61.3
2016,Percent,Population of urban areas,Male,Nur-Sultan city,59.9
2017,Percent,Population of urban areas,Male,Nur-Sultan city,63.0
2018,Percent,Population of urban areas,Male,Nur-Sultan city,73.7
2010,Percent,Population of urban areas,Male,Almaty city,57.7
2011,Percent,Population of urban areas,Male,Almaty city,53.6
2012,Percent,Population of urban areas,Male,Almaty city,71.4
2013,Percent,Population of urban areas,Male,Almaty city,64.7
2014,Percent,Population of urban areas,Male,Almaty city,74.2
2015,Percent,Population of urban areas,Male,Almaty city,78.9
2016,Percent,Population of urban areas,Male,Almaty city,65.2
2017,Percent,Population of urban areas,Male,Almaty city,65.1
2018,Percent,Population of urban areas,Male,Almaty city,66.4
2018,Percent,Population of urban areas,Male,Shymkent city,62.4
2010,Percent,Population of urban areas,Female,,48.3
2011,Percent,Population of urban areas,Female,,51.2
2012,Percent,Population of urban areas,Female,,54.3
2013,Percent,Population of urban areas,Female,,55.2
2014,Percent,Population of urban areas,Female,,57.0
2015,Percent,Population of urban areas,Female,,59.6
2016,Percent,Population of urban areas,Female,,58.2
2017,Percent,Population of urban areas,Female,,60.0
2018,Percent,Population of urban areas,Female,,58.1
2010,Percent,Population of urban areas,Female,Akmola,36.5
2011,Percent,Population of urban areas,Female,Akmola,33.9
2012,Percent,Population of urban areas,Female,Akmola,36.8
2013,Percent,Population of urban areas,Female,Akmola,33.1
2014,Percent,Population of urban areas,Female,Akmola,47.9
2015,Percent,Population of urban areas,Female,Akmola,42.3
2016,Percent,Population of urban areas,Female,Akmola,42.1
2017,Percent,Population of urban areas,Female,Akmola,42.3
2018,Percent,Population of urban areas,Female,Akmola,48.8
2010,Percent,Population of urban areas,Female,Aktobe,45.9
2011,Percent,Population of urban areas,Female,Aktobe,66.9
2012,Percent,Population of urban areas,Female,Aktobe,54.9
2013,Percent,Population of urban areas,Female,Aktobe,68.4
2014,Percent,Population of urban areas,Female,Aktobe,50.0
2015,Percent,Population of urban areas,Female,Aktobe,49.2
2016,Percent,Population of urban areas,Female,Aktobe,48.3
2017,Percent,Population of urban areas,Female,Aktobe,65.0
2018,Percent,Population of urban areas,Female,Aktobe,48.3
2010,Percent,Population of urban areas,Female,Almaty,38.5
2011,Percent,Population of urban areas,Female,Almaty,38.2
2012,Percent,Population of urban areas,Female,Almaty,32.5
2013,Percent,Population of urban areas,Female,Almaty,35.1
2014,Percent,Population of urban areas,Female,Almaty,45.4
2015,Percent,Population of urban areas,Female,Almaty,51.0
2016,Percent,Population of urban areas,Female,Almaty,49.9
2017,Percent,Population of urban areas,Female,Almaty,46.2
2018,Percent,Population of urban areas,Female,Almaty,52.0
2010,Percent,Population of urban areas,Female,Atyrau,36.9
2011,Percent,Population of urban areas,Female,Atyrau,43.8
2012,Percent,Population of urban areas,Female,Atyrau,64.9
2013,Percent,Population of urban areas,Female,Atyrau,58.1
2014,Percent,Population of urban areas,Female,Atyrau,68.0
2015,Percent,Population of urban areas,Female,Atyrau,48.0
2016,Percent,Population of urban areas,Female,Atyrau,62.2
2017,Percent,Population of urban areas,Female,Atyrau,57.3
2018,Percent,Population of urban areas,Female,Atyrau,61.6
2010,Percent,Population of urban areas,Female,Batys Kazakhstan,47.0
2011,Percent,Population of urban areas,Female,Batys Kazakhstan,48.7
2012,Percent,Population of urban areas,Female,Batys Kazakhstan,58.9
2013,Percent,Population of urban areas,Female,Batys Kazakhstan,52.2
2014,Percent,Population of urban areas,Female,Batys Kazakhstan,63.5
2015,Percent,Population of urban areas,Female,Batys Kazakhstan,58.3
2016,Percent,Population of urban areas,Female,Batys Kazakhstan,59.4
2017,Percent,Population of urban areas,Female,Batys Kazakhstan,57.0
2018,Percent,Population of urban areas,Female,Batys Kazakhstan,55.4
2010,Percent,Population of urban areas,Female,Zhambyl,33.4
2011,Percent,Population of urban areas,Female,Zhambyl,38.9
2012,Percent,Population of urban areas,Female,Zhambyl,50.8
2013,Percent,Population of urban areas,Female,Zhambyl,34.5
2014,Percent,Population of urban areas,Female,Zhambyl,42.5
2015,Percent,Population of urban areas,Female,Zhambyl,51.7
2016,Percent,Population of urban areas,Female,Zhambyl,55.4
2017,Percent,Population of urban areas,Female,Zhambyl,54.3
2018,Percent,Population of urban areas,Female,Zhambyl,47.2
2010,Percent,Population of urban areas,Female,Karagandy,39.2
2011,Percent,Population of urban areas,Female,Karagandy,41.2
2012,Percent,Population of urban areas,Female,Karagandy,46.7
2013,Percent,Population of urban areas,Female,Karagandy,48.0
2014,Percent,Population of urban areas,Female,Karagandy,50.4
2015,Percent,Population of urban areas,Female,Karagandy,58.8
2016,Percent,Population of urban areas,Female,Karagandy,47.9
2017,Percent,Population of urban areas,Female,Karagandy,52.5
2018,Percent,Population of urban areas,Female,Karagandy,51.5
2010,Percent,Population of urban areas,Female,Kostanay,56.4
2011,Percent,Population of urban areas,Female,Kostanay,40.1
2012,Percent,Population of urban areas,Female,Kostanay,36.3
2013,Percent,Population of urban areas,Female,Kostanay,38.1
2014,Percent,Population of urban areas,Female,Kostanay,49.2
2015,Percent,Population of urban areas,Female,Kostanay,43.0
2016,Percent,Population of urban areas,Female,Kostanay,50.1
2017,Percent,Population of urban areas,Female,Kostanay,47.9
2018,Percent,Population of urban areas,Female,Kostanay,41.8
2010,Percent,Population of urban areas,Female,Kyzylorda,53.7
2011,Percent,Population of urban areas,Female,Kyzylorda,54.6
2012,Percent,Population of urban areas,Female,Kyzylorda,48.7
2013,Percent,Population of urban areas,Female,Kyzylorda,44.5
2014,Percent,Population of urban areas,Female,Kyzylorda,46.1
2015,Percent,Population of urban areas,Female,Kyzylorda,55.1
2016,Percent,Population of urban areas,Female,Kyzylorda,52.0
2017,Percent,Population of urban areas,Female,Kyzylorda,51.6
2018,Percent,Population of urban areas,Female,Kyzylorda,51.8
2010,Percent,Population of urban areas,Female,Mangistau,33.1
2011,Percent,Population of urban areas,Female,Mangistau,47.8
2012,Percent,Population of urban areas,Female,Mangistau,48.7
2013,Percent,Population of urban areas,Female,Mangistau,30.5
2014,Percent,Population of urban areas,Female,Mangistau,49.4
2015,Percent,Population of urban areas,Female,Mangistau,37.6
2016,Percent,Population of urban areas,Female,Mangistau,55.9
2017,Percent,Population of urban areas,Female,Mangistau,44.1
2018,Percent,Population of urban areas,Female,Mangistau,44.5
2010,Percent,Population of urban areas,Female,Ontustik Kazakhstan,44.7
2011,Percent,Population of urban areas,Female,Ontustik Kazakhstan,48.2
2012,Percent,Population of urban areas,Female,Ontustik Kazakhstan,56.2
2013,Percent,Population of urban areas,Female,Ontustik Kazakhstan,54.7
2014,Percent,Population of urban areas,Female,Ontustik Kazakhstan,57.5
2015,Percent,Population of urban areas,Female,Ontustik Kazakhstan,52.5
2016,Percent,Population of urban areas,Female,Ontustik Kazakhstan,58.5
2017,Percent,Population of urban areas,Female,Ontustik Kazakhstan,65.6
2010,Percent,Population of urban areas,Female,Pavlodar,32.6
2011,Percent,Population of urban areas,Female,Pavlodar,40.8
2012,Percent,Population of urban areas,Female,Pavlodar,43.2
2013,Percent,Population of urban areas,Female,Pavlodar,34.2
2014,Percent,Population of urban areas,Female,Pavlodar,50.1
2015,Percent,Population of urban areas,Female,Pavlodar,45.1
2016,Percent,Population of urban areas,Female,Pavlodar,43.1
2017,Percent,Population of urban areas,Female,Pavlodar,53.1
2018,Percent,Population of urban areas,Female,Pavlodar,42.9
2010,Percent,Population of urban areas,Female,Soltustik Kazakhstan,41.9
2011,Percent,Population of urban areas,Female,Soltustik Kazakhstan,47.8
2012,Percent,Population of urban areas,Female,Soltustik Kazakhstan,55.2
2013,Percent,Population of urban areas,Female,Soltustik Kazakhstan,44.4
2014,Percent,Population of urban areas,Female,Soltustik Kazakhstan,48.9
2015,Percent,Population of urban areas,Female,Soltustik Kazakhstan,58.2
2016,Percent,Population of urban areas,Female,Soltustik Kazakhstan,61.0
2017,Percent,Population of urban areas,Female,Soltustik Kazakhstan,51.7
2018,Percent,Population of urban areas,Female,Soltustik Kazakhstan,37.2
2018,Percent,Population of urban areas,Female,Turkistan,49.1
2010,Percent,Population of urban areas,Female,Shygys Kazakhstan,44.1
2011,Percent,Population of urban areas,Female,Shygys Kazakhstan,43.3
2012,Percent,Population of urban areas,Female,Shygys Kazakhstan,45.0
2013,Percent,Population of urban areas,Female,Shygys Kazakhstan,58.0
2014,Percent,Population of urban areas,Female,Shygys Kazakhstan,56.9
2015,Percent,Population of urban areas,Female,Shygys Kazakhstan,49.9
2016,Percent,Population of urban areas,Female,Shygys Kazakhstan,51.4
2017,Percent,Population of urban areas,Female,Shygys Kazakhstan,55.1
2018,Percent,Population of urban areas,Female,Shygys Kazakhstan,52.0
2010,Percent,Population of urban areas,Female,Nur-Sultan city,72.2
2011,Percent,Population of urban areas,Female,Nur-Sultan city,71.8
2012,Percent,Population of urban areas,Female,Nur-Sultan city,67.3
2013,Percent,Population of urban areas,Female,Nur-Sultan city,77.8
2014,Percent,Population of urban areas,Female,Nur-Sultan city,62.6
2015,Percent,Population of urban areas,Female,Nur-Sultan city,66.9
2016,Percent,Population of urban areas,Female,Nur-Sultan city,69.6
2017,Percent,Population of urban areas,Female,Nur-Sultan city,74.5
2018,Percent,Population of urban areas,Female,Nur-Sultan city,80.5
2010,Percent,Population of urban areas,Female,Almaty city,64.6
2011,Percent,Population of urban areas,Female,Almaty city,66.2
2012,Percent,Population of urban areas,Female,Almaty city,71.3
2013,Percent,Population of urban areas,Female,Almaty city,68.8
2014,Percent,Population of urban areas,Female,Almaty city,72.1
2015,Percent,Population of urban areas,Female,Almaty city,80.8
2016,Percent,Population of urban areas,Female,Almaty city,71.8
2017,Percent,Population of urban areas,Female,Almaty city,69.3
2018,Percent,Population of urban areas,Female,Almaty city,69.2
2018,Percent,Population of urban areas,Female,Shymkent city,57.7
2010,Percent,Population of rural areas,,,19.1
2011,Percent,Population of rural areas,,,21.4
2012,Percent,Population of rural areas,,,24.7
2013,Percent,Population of rural areas,,,22.6
2014,Percent,Population of rural areas,,,28.5
2015,Percent,Population of rural areas,,,28.8
2016,Percent,Population of rural areas,,,29.9
2017,Percent,Population of rural areas,,,31.9
2018,Percent,Population of rural areas,,,32.5
2010,Percent,Population of rural areas,,Akmola,18.2
2011,Percent,Population of rural areas,,Akmola,17.8
2012,Percent,Population of rural areas,,Akmola,21.2
2013,Percent,Population of rural areas,,Akmola,22.3
2014,Percent,Population of rural areas,,Akmola,24.0
2015,Percent,Population of rural areas,,Akmola,26.2
2016,Percent,Population of rural areas,,Akmola,32.5
2017,Percent,Population of rural areas,,Akmola,30.1
2018,Percent,Population of rural areas,,Akmola,33.1
2010,Percent,Population of rural areas,,Aktobe,26.9
2011,Percent,Population of rural areas,,Aktobe,24.3
2012,Percent,Population of rural areas,,Aktobe,27.0
2013,Percent,Population of rural areas,,Aktobe,25.2
2014,Percent,Population of rural areas,,Aktobe,27.6
2015,Percent,Population of rural areas,,Aktobe,28.7
2016,Percent,Population of rural areas,,Aktobe,29.2
2017,Percent,Population of rural areas,,Aktobe,32.6
2018,Percent,Population of rural areas,,Aktobe,30.2
2010,Percent,Population of rural areas,,Almaty,27.7
2011,Percent,Population of rural areas,,Almaty,26.8
2012,Percent,Population of rural areas,,Almaty,26.3
2013,Percent,Population of rural areas,,Almaty,23.7
2014,Percent,Population of rural areas,,Almaty,25.6
2015,Percent,Population of rural areas,,Almaty,26.3
2016,Percent,Population of rural areas,,Almaty,26.0
2017,Percent,Population of rural areas,,Almaty,33.2
2018,Percent,Population of rural areas,,Almaty,32.4
2010,Percent,Population of rural areas,,Atyrau,18.1
2011,Percent,Population of rural areas,,Atyrau,21.7
2012,Percent,Population of rural areas,,Atyrau,34.8
2013,Percent,Population of rural areas,,Atyrau,31.8
2014,Percent,Population of rural areas,,Atyrau,30.6
2015,Percent,Population of rural areas,,Atyrau,31.2
2016,Percent,Population of rural areas,,Atyrau,39.2
2017,Percent,Population of rural areas,,Atyrau,32.7
2018,Percent,Population of rural areas,,Atyrau,46.9
2010,Percent,Population of rural areas,,Batys Kazakhstan,21.6
2011,Percent,Population of rural areas,,Batys Kazakhstan,20.8
2012,Percent,Population of rural areas,,Batys Kazakhstan,20.6
2013,Percent,Population of rural areas,,Batys Kazakhstan,26.6
2014,Percent,Population of rural areas,,Batys Kazakhstan,26.0
2015,Percent,Population of rural areas,,Batys Kazakhstan,25.7
2016,Percent,Population of rural areas,,Batys Kazakhstan,24.9
2017,Percent,Population of rural areas,,Batys Kazakhstan,22.3
2018,Percent,Population of rural areas,,Batys Kazakhstan,25.3
2010,Percent,Population of rural areas,,Zhambyl,13.8
2011,Percent,Population of rural areas,,Zhambyl,18.9
2012,Percent,Population of rural areas,,Zhambyl,21.7
2013,Percent,Population of rural areas,,Zhambyl,17.7
2014,Percent,Population of rural areas,,Zhambyl,23.9
2015,Percent,Population of rural areas,,Zhambyl,25.4
2016,Percent,Population of rural areas,,Zhambyl,22.5
2017,Percent,Population of rural areas,,Zhambyl,28.7
2018,Percent,Population of rural areas,,Zhambyl,32.11
2010,Percent,Population of rural areas,,Karagandy,20.6
2011,Percent,Population of rural areas,,Karagandy,26.3
2012,Percent,Population of rural areas,,Karagandy,44.6
2013,Percent,Population of rural areas,,Karagandy,34.5
2014,Percent,Population of rural areas,,Karagandy,23.0
2015,Percent,Population of rural areas,,Karagandy,28.1
2016,Percent,Population of rural areas,,Karagandy,28.5
2017,Percent,Population of rural areas,,Karagandy,30.7
2018,Percent,Population of rural areas,,Karagandy,26.8
2010,Percent,Population of rural areas,,Kostanay,17.8
2011,Percent,Population of rural areas,,Kostanay,19.6
2012,Percent,Population of rural areas,,Kostanay,26.2
2013,Percent,Population of rural areas,,Kostanay,21.3
2014,Percent,Population of rural areas,,Kostanay,25.6
2015,Percent,Population of rural areas,,Kostanay,27.3
2016,Percent,Population of rural areas,,Kostanay,25.6
2017,Percent,Population of rural areas,,Kostanay,28.1
2018,Percent,Population of rural areas,,Kostanay,25.8
2010,Percent,Population of rural areas,,Kyzylorda,21.8
2011,Percent,Population of rural areas,,Kyzylorda,27.9
2012,Percent,Population of rural areas,,Kyzylorda,32.7
2013,Percent,Population of rural areas,,Kyzylorda,31.4
2014,Percent,Population of rural areas,,Kyzylorda,29.3
2015,Percent,Population of rural areas,,Kyzylorda,31.8
2016,Percent,Population of rural areas,,Kyzylorda,37.5
2017,Percent,Population of rural areas,,Kyzylorda,36.5
2018,Percent,Population of rural areas,,Kyzylorda,32.4
2010,Percent,Population of rural areas,,Mangistau,21.9
2011,Percent,Population of rural areas,,Mangistau,29.4
2012,Percent,Population of rural areas,,Mangistau,44.1
2013,Percent,Population of rural areas,,Mangistau,30.5
2014,Percent,Population of rural areas,,Mangistau,37.6
2015,Percent,Population of rural areas,,Mangistau,28.6
2016,Percent,Population of rural areas,,Mangistau,30.9
2017,Percent,Population of rural areas,,Mangistau,27.0
2018,Percent,Population of rural areas,,Mangistau,27.5
2010,Percent,Population of rural areas,,Ontustik Kazakhstan,15.9
2011,Percent,Population of rural areas,,Ontustik Kazakhstan,18.3
2012,Percent,Population of rural areas,,Ontustik Kazakhstan,19.5
2013,Percent,Population of rural areas,,Ontustik Kazakhstan,18.7
2014,Percent,Population of rural areas,,Ontustik Kazakhstan,37.2
2015,Percent,Population of rural areas,,Ontustik Kazakhstan,36.0
2016,Percent,Population of rural areas,,Ontustik Kazakhstan,37.8
2017,Percent,Population of rural areas,,Ontustik Kazakhstan,39.9
2010,Percent,Population of rural areas,,Pavlodar,14.1
2011,Percent,Population of rural areas,,Pavlodar,13.8
2012,Percent,Population of rural areas,,Pavlodar,14.4
2013,Percent,Population of rural areas,,Pavlodar,19.1
2014,Percent,Population of rural areas,,Pavlodar,22.6
2015,Percent,Population of rural areas,,Pavlodar,22.1
2016,Percent,Population of rural areas,,Pavlodar,21.7
2017,Percent,Population of rural areas,,Pavlodar,21.6
2018,Percent,Population of rural areas,,Pavlodar,25.5
2010,Percent,Population of rural areas,,Soltustik Kazakhstan,11.2
2011,Percent,Population of rural areas,,Soltustik Kazakhstan,18.5
2012,Percent,Population of rural areas,,Soltustik Kazakhstan,18.0
2013,Percent,Population of rural areas,,Soltustik Kazakhstan,14.9
2014,Percent,Population of rural areas,,Soltustik Kazakhstan,24.0
2015,Percent,Population of rural areas,,Soltustik Kazakhstan,23.5
2016,Percent,Population of rural areas,,Soltustik Kazakhstan,17.6
2017,Percent,Population of rural areas,,Soltustik Kazakhstan,21.2
2018,Percent,Population of rural areas,,Soltustik Kazakhstan,20.5
2018,Percent,Population of rural areas,,Turkistan,40.4
2010,Percent,Population of rural areas,,Shygys Kazakhstan,15.8
2011,Percent,Population of rural areas,,Shygys Kazakhstan,17.1
2012,Percent,Population of rural areas,,Shygys Kazakhstan,18.6
2013,Percent,Population of rural areas,,Shygys Kazakhstan,17.8
2014,Percent,Population of rural areas,,Shygys Kazakhstan,22.0
2015,Percent,Population of rural areas,,Shygys Kazakhstan,26.0
2016,Percent,Population of rural areas,,Shygys Kazakhstan,29.6
2017,Percent,Population of rural areas,,Shygys Kazakhstan,27.9
2018,Percent,Population of rural areas,,Shygys Kazakhstan,27.7
2010,Percent,Population of rural areas,Male,,14.9
2011,Percent,Population of rural areas,Male,,17.3
2012,Percent,Population of rural areas,Male,,22.7
2013,Percent,Population of rural areas,Male,,19.5
2014,Percent,Population of rural areas,Male,,23.9
2015,Percent,Population of rural areas,Male,,23.3
2016,Percent,Population of rural areas,Male,,24.6
2017,Percent,Population of rural areas,Male,,27.1
2018,Percent,Population of rural areas,Male,,27.2
2010,Percent,Population of rural areas,Male,Akmola,17.3
2011,Percent,Population of rural areas,Male,Akmola,17.3
2012,Percent,Population of rural areas,Male,Akmola,11.1
2013,Percent,Population of rural areas,Male,Akmola,16.7
2014,Percent,Population of rural areas,Male,Akmola,19.0
2015,Percent,Population of rural areas,Male,Akmola,23.6
2016,Percent,Population of rural areas,Male,Akmola,28.8
2017,Percent,Population of rural areas,Male,Akmola,24.5
2018,Percent,Population of rural areas,Male,Akmola,27.5
2010,Percent,Population of rural areas,Male,Aktobe,20.3
2011,Percent,Population of rural areas,Male,Aktobe,20.9
2012,Percent,Population of rural areas,Male,Aktobe,32.6
2013,Percent,Population of rural areas,Male,Aktobe,21.9
2014,Percent,Population of rural areas,Male,Aktobe,18.4
2015,Percent,Population of rural areas,Male,Aktobe,19.1
2016,Percent,Population of rural areas,Male,Aktobe,21.3
2017,Percent,Population of rural areas,Male,Aktobe,26.5
2018,Percent,Population of rural areas,Male,Aktobe,19.8
2010,Percent,Population of rural areas,Male,Almaty,21.9
2011,Percent,Population of rural areas,Male,Almaty,20.8
2012,Percent,Population of rural areas,Male,Almaty,25.7
2013,Percent,Population of rural areas,Male,Almaty,24.8
