Year,UNIT_MEASURE,Regions,Area,Sex,Value
2013,per 100000 population,Aktobe,Population of rural areas,,25.68
2013,per 100000 population,Almaty,Population of rural areas,,21.11
2013,per 100000 population,Atyrau,Population of rural areas,,21.71
2013,per 100000 population,Batys Kazakhstan,Population of rural areas,,29.76
2013,per 100000 population,Zhambyl,Population of rural areas,,17.52
2013,per 100000 population,Karagandy,Population of rural areas,,40.24
2013,per 100000 population,Kostanay,Population of rural areas,,51.68
2013,per 100000 population,Kyzylorda,Population of rural areas,,18.1
2013,per 100000 population,Mangistau,Population of rural areas,,11.49
2013,per 100000 population,Ontustik Kazakhstan,Population of rural areas,,14.15
2013,per 100000 population,Pavlodar,Population of rural areas,,31.82
2013,per 100000 population,Soltustik Kazakhstan,Population of rural areas,,15.41
2013,per 100000 population,Shygys Kazakhstan,Population of rural areas,,40.17
2013,per 100000 population,,,Male,34.6
2013,per 100000 population,Akmola,,Male,61.76
2013,per 100000 population,Aktobe,,Male,36.44
2013,per 100000 population,Almaty,,Male,36.16
2013,per 100000 population,Atyrau,,Male,33.04
2013,per 100000 population,Batys Kazakhstan,,Male,46.7
2013,per 100000 population,Zhambyl,,Male,32.62
2013,per 100000 population,Karagandy,,Male,43.99
2013,per 100000 population,Kostanay,,Male,74.32
2013,per 100000 population,Kyzylorda,,Male,26.49
2013,per 100000 population,Mangistau,,Male,20.23
2013,per 100000 population,Ontustik Kazakhstan,,Male,20.26
2013,per 100000 population,Pavlodar,,Male,43.82
2013,per 100000 population,Soltustik Kazakhstan,,Male,19.26
2013,per 100000 population,Shygys Kazakhstan,,Male,54.59
2013,per 100000 population,Nur-Sultan city,,Male,21.33
2013,per 100000 population,Almaty city,,Male,8.98
2013,per 100000 population,,Population of urban areas,Male,30.11
2013,per 100000 population,Akmola,Population of urban areas,Male,55.05
2013,per 100000 population,Aktobe,Population of urban areas,Male,32.13
2013,per 100000 population,Almaty,Population of urban areas,Male,45.28
2013,per 100000 population,Atyrau,Population of urban areas,Male,29.07
2013,per 100000 population,Batys Kazakhstan,Population of urban areas,Male,39.69
2013,per 100000 population,Zhambyl,Population of urban areas,Male,39.19
2013,per 100000 population,Karagandy,Population of urban areas,Male,37.34
2013,per 100000 population,Kostanay,Population of urban areas,Male,61.35
2013,per 100000 population,Kyzylorda,Population of urban areas,Male,22.89
2013,per 100000 population,Mangistau,Population of urban areas,Male,21.21
2013,per 100000 population,Ontustik Kazakhstan,Population of urban areas,Male,18.59
2013,per 100000 population,Pavlodar,Population of urban areas,Male,38.75
2013,per 100000 population,Soltustik Kazakhstan,Population of urban areas,Male,8.28
2013,per 100000 population,Shygys Kazakhstan,Population of urban areas,Male,44.31
2013,per 100000 population,Nur-Sultan city,Population of urban areas,Male,21.33
2013,per 100000 population,Almaty city,Population of urban areas,Male,8.98
2013,per 100000 population,,Population of rural areas,Male,39.74
2013,per 100000 population,Akmola,Population of rural areas,Male,67.38
2013,per 100000 population,Aktobe,Population of rural areas,Male,43.0
2013,per 100000 population,Almaty,Population of rural areas,Male,33.52
2013,per 100000 population,Atyrau,Population of rural areas,Male,36.45
2013,per 100000 population,Batys Kazakhstan,Population of rural areas,Male,52.93
2013,per 100000 population,Zhambyl,Population of rural areas,Male,28.46
2013,per 100000 population,Karagandy,Population of rural areas,Male,66.45
2013,per 100000 population,Kostanay,Population of rural areas,Male,87.17
2013,per 100000 population,Kyzylorda,Population of rural areas,Male,29.06
2013,per 100000 population,Mangistau,Population of rural areas,Male,19.27
2013,per 100000 population,Ontustik Kazakhstan,Population of rural areas,Male,21.3
2013,per 100000 population,Pavlodar,Population of rural areas,Male,54.51
2013,per 100000 population,Soltustik Kazakhstan,Population of rural areas,Male,26.42
2013,per 100000 population,Shygys Kazakhstan,Population of rural areas,Male,68.13
2013,per 100000 population,,,Female,7.68
2013,per 100000 population,Akmola,,Female,13.96
2013,per 100000 population,Aktobe,,Female,6.5
2013,per 100000 population,Almaty,,Female,8.9
2013,per 100000 population,Atyrau,,Female,6.99
2013,per 100000 population,Batys Kazakhstan,,Female,7.47
2013,per 100000 population,Zhambyl,,Female,7.09
2013,per 100000 population,Karagandy,,Female,9.44
2013,per 100000 population,Kostanay,,Female,13.56
2013,per 100000 population,Kyzylorda,,Female,7.36
2013,per 100000 population,Mangistau,,Female,4.81
2013,per 100000 population,Ontustik Kazakhstan,,Female,6.89
2013,per 100000 population,Pavlodar,,Female,9.06
2013,per 100000 population,Soltustik Kazakhstan,,Female,2.64
2013,per 100000 population,Shygys Kazakhstan,,Female,10.12
2013,per 100000 population,Nur-Sultan city,,Female,4.37
2013,per 100000 population,Almaty city,,Female,2.83
2013,per 100000 population,,Population of urban areas,Female,6.78
2013,per 100000 population,Akmola,Population of urban areas,Female,13.07
2013,per 100000 population,Aktobe,Population of urban areas,Female,5.36
2013,per 100000 population,Almaty,Population of urban areas,Female,8.81
2013,per 100000 population,Atyrau,Population of urban areas,Female,7.17
2013,per 100000 population,Batys Kazakhstan,Population of urban areas,Female,8.54
2013,per 100000 population,Zhambyl,Population of urban areas,Female,7.89
2013,per 100000 population,Karagandy,Population of urban areas,Female,8.35
2013,per 100000 population,Kostanay,Population of urban areas,Female,9.76
2013,per 100000 population,Kyzylorda,Population of urban areas,Female,8.1
2013,per 100000 population,Mangistau,Population of urban areas,Female,6.04
2013,per 100000 population,Ontustik Kazakhstan,Population of urban areas,Female,6.94
2013,per 100000 population,Pavlodar,Population of urban areas,Female,8.88
2013,per 100000 population,Soltustik Kazakhstan,Population of urban areas,Female,0.0
2013,per 100000 population,Shygys Kazakhstan,Population of urban areas,Female,8.59
2013,per 100000 population,Nur-Sultan city,Population of urban areas,Female,4.37
2013,per 100000 population,Almaty city,Population of urban areas,Female,2.83
2013,per 100000 population,,Population of rural areas,Female,8.85
2013,per 100000 population,Akmola,Population of rural areas,Female,14.8
2013,per 100000 population,Aktobe,Population of rural areas,Female,8.43
2013,per 100000 population,Almaty,Population of rural areas,Female,8.92
2013,per 100000 population,Atyrau,Population of rural areas,Female,6.82
2013,per 100000 population,Batys Kazakhstan,Population of rural areas,Female,6.36
2013,per 100000 population,Zhambyl,Population of rural areas,Female,6.53
2013,per 100000 population,Karagandy,Population of rural areas,Female,13.72
2013,per 100000 population,Kostanay,Population of rural areas,Female,17.82
2013,per 100000 population,Kyzylorda,Population of rural areas,Female,6.78
2013,per 100000 population,Mangistau,Population of rural areas,Female,3.52
2013,per 100000 population,Ontustik Kazakhstan,Population of rural areas,Female,6.86
2013,per 100000 population,Pavlodar,Population of rural areas,Female,9.51
2013,per 100000 population,Soltustik Kazakhstan,Population of rural areas,Female,4.68
2013,per 100000 population,Shygys Kazakhstan,Population of rural areas,Female,12.46
2014,per 100000 population,,,,18.1
2014,per 100000 population,Akmola,,,36.54
2014,per 100000 population,Aktobe,,,18.14
2014,per 100000 population,Almaty,,,21.44
2014,per 100000 population,Atyrau,,,16.01
2014,per 100000 population,Batys Kazakhstan,,,23.76
2014,per 100000 population,Zhambyl,,,17.04
2014,per 100000 population,Karagandy,,,26.57
2014,per 100000 population,Kostanay,,,31.66
2014,per 100000 population,Kyzylorda,,,9.38
2014,per 100000 population,Mangistau,,,8.37
2014,per 100000 population,Ontustik Kazakhstan,,,13.11
2014,per 100000 population,Pavlodar,,,13.52
2014,per 100000 population,Soltustik Kazakhstan,,,11.33
2014,per 100000 population,Shygys Kazakhstan,,,28.32
2014,per 100000 population,Nur-Sultan city,,,8.4
2014,per 100000 population,Almaty city,,,6.71
2014,per 100000 population,,Population of urban areas,,14.85
2014,per 100000 population,Akmola,Population of urban areas,,30.56
2014,per 100000 population,Aktobe,Population of urban areas,,13.27
2014,per 100000 population,Almaty,Population of urban areas,,21.4
2014,per 100000 population,Atyrau,Population of urban areas,,12.6
2014,per 100000 population,Batys Kazakhstan,Population of urban areas,,23.24
2014,per 100000 population,Zhambyl,Population of urban areas,,15.47
2014,per 100000 population,Karagandy,Population of urban areas,,24.2
2014,per 100000 population,Kostanay,Population of urban areas,,24.7
2014,per 100000 population,Kyzylorda,Population of urban areas,,11.53
2014,per 100000 population,Mangistau,Population of urban areas,,7.48
2014,per 100000 population,Ontustik Kazakhstan,Population of urban areas,,9.58
2014,per 100000 population,Pavlodar,Population of urban areas,,12.32
2014,per 100000 population,Soltustik Kazakhstan,Population of urban areas,,6.19
2014,per 100000 population,Shygys Kazakhstan,Population of urban areas,,22.06
2014,per 100000 population,Nur-Sultan city,Population of urban areas,,8.4
2014,per 100000 population,Almaty city,Population of urban areas,,6.71
2014,per 100000 population,,Population of rural areas,,22.2
2014,per 100000 population,Akmola,Population of rural areas,,41.88
2014,per 100000 population,Aktobe,Population of rural areas,,26.04
2014,per 100000 population,Almaty,Population of rural areas,,21.46
2014,per 100000 population,Atyrau,Population of rural areas,,19.03
2014,per 100000 population,Batys Kazakhstan,Population of rural areas,,24.27
2014,per 100000 population,Zhambyl,Population of rural areas,,18.1
2014,per 100000 population,Karagandy,Population of rural areas,,35.39
2014,per 100000 population,Kostanay,Population of rural areas,,39.18
2014,per 100000 population,Kyzylorda,Population of rural areas,,7.76
2014,per 100000 population,Mangistau,Population of rural areas,,9.16
2014,per 100000 population,Ontustik Kazakhstan,Population of rural areas,,15.67
2014,per 100000 population,Pavlodar,Population of rural areas,,16.31
2014,per 100000 population,Soltustik Kazakhstan,Population of rural areas,,15.08
2014,per 100000 population,Shygys Kazakhstan,Population of rural areas,,37.37
2014,per 100000 population,,,Male,30.75
2014,per 100000 population,Akmola,,Male,64.7
2014,per 100000 population,Aktobe,,Male,31.49
2014,per 100000 population,Almaty,,Male,36.12
2014,per 100000 population,Atyrau,,Male,26.24
2014,per 100000 population,Batys Kazakhstan,,Male,40.28
2014,per 100000 population,Zhambyl,,Male,27.1
2014,per 100000 population,Karagandy,,Male,44.65
2014,per 100000 population,Kostanay,,Male,57.89
2014,per 100000 population,Kyzylorda,,Male,15.02
2014,per 100000 population,Mangistau,,Male,13.14
2014,per 100000 population,Ontustik Kazakhstan,,Male,20.94
2014,per 100000 population,Pavlodar,,Male,22.78
2014,per 100000 population,Soltustik Kazakhstan,,Male,19.75
2014,per 100000 population,Shygys Kazakhstan,,Male,49.26
2014,per 100000 population,Nur-Sultan city,,Male,14.42
2014,per 100000 population,Almaty city,,Male,12.45
2014,per 100000 population,,Population of urban areas,Male,25.78
2014,per 100000 population,Akmola,Population of urban areas,Male,54.17
2014,per 100000 population,Aktobe,Population of urban areas,Male,24.31
2014,per 100000 population,Almaty,Population of urban areas,Male,38.85
2014,per 100000 population,Atyrau,Population of urban areas,Male,18.63
2014,per 100000 population,Batys Kazakhstan,Population of urban areas,Male,38.35
2014,per 100000 population,Zhambyl,Population of urban areas,Male,26.94
2014,per 100000 population,Karagandy,Population of urban areas,Male,41.35
2014,per 100000 population,Kostanay,Population of urban areas,Male,44.92
2014,per 100000 population,Kyzylorda,Population of urban areas,Male,17.86
2014,per 100000 population,Mangistau,Population of urban areas,Male,12.27
2014,per 100000 population,Ontustik Kazakhstan,Population of urban areas,Male,16.75
2014,per 100000 population,Pavlodar,Population of urban areas,Male,20.59
2014,per 100000 population,Soltustik Kazakhstan,Population of urban areas,Male,11.86
2014,per 100000 population,Shygys Kazakhstan,Population of urban areas,Male,38.16
2014,per 100000 population,Nur-Sultan city,Population of urban areas,Male,14.42
2014,per 100000 population,Almaty city,Population of urban areas,Male,12.45
2014,per 100000 population,,Population of rural areas,Male,36.62
2014,per 100000 population,Akmola,Population of rural areas,Male,73.55
2014,per 100000 population,Aktobe,Population of rural areas,Male,42.53
2014,per 100000 population,Almaty,Population of rural areas,Male,35.27
2014,per 100000 population,Atyrau,Population of rural areas,Male,32.64
2014,per 100000 population,Batys Kazakhstan,Population of rural areas,Male,42.02
2014,per 100000 population,Zhambyl,Population of rural areas,Male,27.2
2014,per 100000 population,Karagandy,Population of rural areas,Male,55.96
2014,per 100000 population,Kostanay,Population of rural areas,Male,71.0
2014,per 100000 population,Kyzylorda,Population of rural areas,Male,12.96
2014,per 100000 population,Mangistau,Population of rural areas,Male,13.91
2014,per 100000 population,Ontustik Kazakhstan,Population of rural areas,Male,23.85
2014,per 100000 population,Pavlodar,Population of rural areas,Male,27.48
2014,per 100000 population,Soltustik Kazakhstan,Population of rural areas,Male,25.03
2014,per 100000 population,Shygys Kazakhstan,Population of rural areas,Male,64.11
2014,per 100000 population,,,Female,6.3
2014,per 100000 population,Akmola,,Female,10.25
2014,per 100000 population,Aktobe,,Female,5.69
2014,per 100000 population,Almaty,,Female,7.26
2014,per 100000 population,Atyrau,,Female,6.15
2014,per 100000 population,Batys Kazakhstan,,Female,8.33
2014,per 100000 population,Zhambyl,,Female,7.37
2014,per 100000 population,Karagandy,,Female,10.35
2014,per 100000 population,Kostanay,,Female,8.17
2014,per 100000 population,Kyzylorda,,Female,3.75
2014,per 100000 population,Mangistau,,Female,3.66
2014,per 100000 population,Ontustik Kazakhstan,,Female,5.4
2014,per 100000 population,Pavlodar,,Female,5.27
2014,per 100000 population,Soltustik Kazakhstan,,Female,3.66
2014,per 100000 population,Shygys Kazakhstan,,Female,9.3
2014,per 100000 population,Nur-Sultan city,,Female,2.78
2014,per 100000 population,Almaty city,,Female,1.9
2014,per 100000 population,,Population of urban areas,Female,5.18
2014,per 100000 population,Akmola,Population of urban areas,Female,9.76
2014,per 100000 population,Aktobe,Population of urban areas,Female,3.38
2014,per 100000 population,Almaty,Population of urban areas,Female,5.5
2014,per 100000 population,Atyrau,Population of urban areas,Female,7.09
2014,per 100000 population,Batys Kazakhstan,Population of urban areas,Female,10.22
2014,per 100000 population,Zhambyl,Population of urban areas,Female,5.18
2014,per 100000 population,Karagandy,Population of urban areas,Female,9.31
2014,per 100000 population,Kostanay,Population of urban areas,Female,7.65
2014,per 100000 population,Kyzylorda,Population of urban areas,Female,5.48
2014,per 100000 population,Mangistau,Population of urban areas,Female,2.82
2014,per 100000 population,Ontustik Kazakhstan,Population of urban areas,Female,2.85
2014,per 100000 population,Pavlodar,Population of urban areas,Female,5.27
2014,per 100000 population,Soltustik Kazakhstan,Population of urban areas,Female,1.51
2014,per 100000 population,Shygys Kazakhstan,Population of urban areas,Female,8.31
2014,per 100000 population,Nur-Sultan city,Population of urban areas,Female,2.78
2014,per 100000 population,Almaty city,Population of urban areas,Female,1.9
2014,per 100000 population,,Population of rural areas,Female,7.79
2014,per 100000 population,Akmola,Population of rural areas,Female,10.71
2014,per 100000 population,Aktobe,Population of rural areas,Female,9.62
2014,per 100000 population,Almaty,Population of rural areas,Female,7.85
2014,per 100000 population,Atyrau,Population of rural areas,Female,5.28
2014,per 100000 population,Batys Kazakhstan,Population of rural areas,Female,6.33
2014,per 100000 population,Zhambyl,Population of rural areas,Female,8.93
2014,per 100000 population,Karagandy,Population of rural areas,Female,14.53
2014,per 100000 population,Kostanay,Population of rural areas,Female,8.77
2014,per 100000 population,Kyzylorda,Population of rural areas,Female,2.39
2014,per 100000 population,Mangistau,Population of rural areas,Female,4.42
2014,per 100000 population,Ontustik Kazakhstan,Population of rural areas,Female,7.32
2014,per 100000 population,Pavlodar,Population of rural areas,Female,5.26
2014,per 100000 population,Soltustik Kazakhstan,Population of rural areas,Female,5.36
2014,per 100000 population,Shygys Kazakhstan,Population of rural areas,Female,10.84
2015,per 100000 population,,,,16.52
2015,per 100000 population,Akmola,,,33.9
2015,per 100000 population,Aktobe,,,20.39
2015,per 100000 population,Almaty,,,17.37
2015,per 100000 population,Atyrau,,,18.37
2015,per 100000 population,Batys Kazakhstan,,,19.1
2015,per 100000 population,Zhambyl,,,12.76
2015,per 100000 population,Karagandy,,,22.87
2015,per 100000 population,Kostanay,,,36.82
2015,per 100000 population,Kyzylorda,,,7.38
2015,per 100000 population,Mangistau,,,8.11
2015,per 100000 population,Ontustik Kazakhstan,,,11.12
2015,per 100000 population,Pavlodar,,,4.89
2015,per 100000 population,Soltustik Kazakhstan,,,16.65
2015,per 100000 population,Shygys Kazakhstan,,,26.72
2015,per 100000 population,Nur-Sultan city,,,12.98
2015,per 100000 population,Almaty city,,,5.68
2015,per 100000 population,,Population of urban areas,,13.49
2015,per 100000 population,Akmola,Population of urban areas,,30.06
2015,per 100000 population,Aktobe,Population of urban areas,,19.19
2015,per 100000 population,Almaty,Population of urban areas,,14.94
2015,per 100000 population,Atyrau,Population of urban areas,,13.27
2015,per 100000 population,Batys Kazakhstan,Population of urban areas,,15.24
2015,per 100000 population,Zhambyl,Population of urban areas,,14.57
2015,per 100000 population,Karagandy,Population of urban areas,,21.79
2015,per 100000 population,Kostanay,Population of urban areas,,27.81
2015,per 100000 population,Kyzylorda,Population of urban areas,,8.5
2015,per 100000 population,Mangistau,Population of urban areas,,7.04
2015,per 100000 population,Ontustik Kazakhstan,Population of urban areas,,6.89
2015,per 100000 population,Pavlodar,Population of urban areas,,3.19
2015,per 100000 population,Soltustik Kazakhstan,Population of urban areas,,12.19
2015,per 100000 population,Shygys Kazakhstan,Population of urban areas,,19.36
2015,per 100000 population,Nur-Sultan city,Population of urban areas,,12.98
2015,per 100000 population,Almaty city,Population of urban areas,,5.68
2015,per 100000 population,,Population of rural areas,,20.48
2015,per 100000 population,Akmola,Population of rural areas,,37.32
2015,per 100000 population,Aktobe,Population of rural areas,,22.38
2015,per 100000 population,Almaty,Population of rural areas,,18.14
2015,per 100000 population,Atyrau,Population of rural areas,,22.97
2015,per 100000 population,Batys Kazakhstan,Population of rural areas,,22.91
2015,per 100000 population,Zhambyl,Population of rural areas,,11.54
2015,per 100000 population,Karagandy,Population of rural areas,,26.99
2015,per 100000 population,Kostanay,Population of rural areas,,46.79
2015,per 100000 population,Kyzylorda,Population of rural areas,,6.52
2015,per 100000 population,Mangistau,Population of rural areas,,8.93
2015,per 100000 population,Ontustik Kazakhstan,Population of rural areas,,14.56
2015,per 100000 population,Pavlodar,Population of rural areas,,8.89
2015,per 100000 population,Soltustik Kazakhstan,Population of rural areas,,20.02
2015,per 100000 population,Shygys Kazakhstan,Population of rural areas,,37.59
2015,per 100000 population,,,Male,27.87
2015,per 100000 population,Akmola,,Male,57.3
2015,per 100000 population,Aktobe,,Male,37.21
2015,per 100000 population,Almaty,,Male,27.2
2015,per 100000 population,Atyrau,,Male,30.47
2015,per 100000 population,Batys Kazakhstan,,Male,33.98
2015,per 100000 population,Zhambyl,,Male,21.77
2015,per 100000 population,Karagandy,,Male,39.17
2015,per 100000 population,Kostanay,,Male,63.5
2015,per 100000 population,Kyzylorda,,Male,12.65
2015,per 100000 population,Mangistau,,Male,13.69
2015,per 100000 population,Ontustik Kazakhstan,,Male,17.3
2015,per 100000 population,Pavlodar,,Male,7.28
2015,per 100000 population,Soltustik Kazakhstan,,Male,27.2
2015,per 100000 population,Shygys Kazakhstan,,Male,46.8
2015,per 100000 population,Nur-Sultan city,,Male,22.59
2015,per 100000 population,Almaty city,,Male,10.72
2015,per 100000 population,,Population of urban areas,Male,23.09
2015,per 100000 population,Akmola,Population of urban areas,Male,51.31
2015,per 100000 population,Aktobe,Population of urban areas,Male,34.39
2015,per 100000 population,Almaty,Population of urban areas,Male,23.28
2015,per 100000 population,Atyrau,Population of urban areas,Male,22.49
2015,per 100000 population,Batys Kazakhstan,Population of urban areas,Male,26.75
2015,per 100000 population,Zhambyl,Population of urban areas,Male,25.56
2015,per 100000 population,Karagandy,Population of urban areas,Male,37.41
2015,per 100000 population,Kostanay,Population of urban areas,Male,49.91
2015,per 100000 population,Kyzylorda,Population of urban areas,Male,14.91
2015,per 100000 population,Mangistau,Population of urban areas,Male,11.83
2015,per 100000 population,Ontustik Kazakhstan,Population of urban areas,Male,10.91
2015,per 100000 population,Pavlodar,Population of urban areas,Male,4.08
2015,per 100000 population,Soltustik Kazakhstan,Population of urban areas,Male,19.73
2015,per 100000 population,Shygys Kazakhstan,Population of urban areas,Male,32.61
2015,per 100000 population,Nur-Sultan city,Population of urban areas,Male,22.59
2015,per 100000 population,Almaty city,Population of urban areas,Male,10.72
2015,per 100000 population,,Population of rural areas,Male,33.75
2015,per 100000 population,Akmola,Population of rural areas,Male,62.36
2015,per 100000 population,Aktobe,Population of rural areas,Male,41.64
2015,per 100000 population,Almaty,Population of rural areas,Male,28.4
2015,per 100000 population,Atyrau,Population of rural areas,Male,37.31
2015,per 100000 population,Batys Kazakhstan,Population of rural areas,Male,40.54
2015,per 100000 population,Zhambyl,Population of rural areas,Male,19.35
2015,per 100000 population,Karagandy,Population of rural areas,Male,45.29
2015,per 100000 population,Kostanay,Population of rural areas,Male,77.6
2015,per 100000 population,Kyzylorda,Population of rural areas,Male,10.99
2015,per 100000 population,Mangistau,Population of rural areas,Male,15.16
2015,per 100000 population,Ontustik Kazakhstan,Population of rural areas,Male,22.3
2015,per 100000 population,Pavlodar,Population of rural areas,Male,14.28
2015,per 100000 population,Soltustik Kazakhstan,Population of rural areas,Male,32.38
2015,per 100000 population,Shygys Kazakhstan,Population of rural areas,Male,66.13
2015,per 100000 population,,,Female,5.9
2015,per 100000 population,Akmola,,Female,12.02
2015,per 100000 population,Aktobe,,Female,4.67
2015,per 100000 population,Almaty,,Female,7.84
2015,per 100000 population,Atyrau,,Female,6.69
2015,per 100000 population,Batys Kazakhstan,,Female,5.19
2015,per 100000 population,Zhambyl,,Female,4.09
2015,per 100000 population,Karagandy,,Female,8.24
2015,per 100000 population,Kostanay,,Female,12.89
2015,per 100000 population,Kyzylorda,,Female,2.11
2015,per 100000 population,Mangistau,,Female,2.58
2015,per 100000 population,Ontustik Kazakhstan,,Female,5.01
2015,per 100000 population,Pavlodar,,Female,2.75
2015,per 100000 population,Soltustik Kazakhstan,,Female,7.03
2015,per 100000 population,Shygys Kazakhstan,,Female,8.48
2015,per 100000 population,Nur-Sultan city,,Female,4.03
2015,per 100000 population,Almaty city,,Female,1.43
2015,per 100000 population,,Population of urban areas,Female,4.96
2015,per 100000 population,Akmola,Population of urban areas,Female,11.32
2015,per 100000 population,Aktobe,Population of urban areas,Female,5.52
2015,per 100000 population,Almaty,Population of urban areas,Female,7.35
2015,per 100000 population,Atyrau,Population of urban areas,Female,4.81
2015,per 100000 population,Batys Kazakhstan,Population of urban areas,Female,5.32
2015,per 100000 population,Zhambyl,Population of urban areas,Female,4.68
2015,per 100000 population,Karagandy,Population of urban areas,Female,8.21
2015,per 100000 population,Kostanay,Population of urban areas,Female,9.15
2015,per 100000 population,Kyzylorda,Population of urban areas,Female,2.38
2015,per 100000 population,Mangistau,Population of urban areas,Female,2.23
2015,per 100000 population,Ontustik Kazakhstan,Population of urban areas,Female,3.08
2015,per 100000 population,Pavlodar,Population of urban areas,Female,2.44
2015,per 100000 population,Soltustik Kazakhstan,Population of urban areas,Female,5.94
2015,per 100000 population,Shygys Kazakhstan,Population of urban areas,Female,8.03
2015,per 100000 population,Nur-Sultan city,Population of urban areas,Female,4.03
2015,per 100000 population,Almaty city,Population of urban areas,Female,1.43
2015,per 100000 population,,Population of rural areas,Female,7.21
2015,per 100000 population,Akmola,Population of rural areas,Female,12.68
2015,per 100000 population,Aktobe,Population of rural areas,Female,3.19
2015,per 100000 population,Almaty,Population of rural areas,Female,8.0
2015,per 100000 population,Atyrau,Population of rural areas,Female,8.46
2015,per 100000 population,Batys Kazakhstan,Population of rural areas,Female,5.05
2015,per 100000 population,Zhambyl,Population of rural areas,Female,3.66
2015,per 100000 population,Karagandy,Population of rural areas,Female,8.38
2015,per 100000 population,Kostanay,Population of rural areas,Female,17.29
2015,per 100000 population,Kyzylorda,Population of rural areas,Female,1.89
2015,per 100000 population,Mangistau,Population of rural areas,Female,2.85
2015,per 100000 population,Ontustik Kazakhstan,Population of rural areas,Female,6.65
2015,per 100000 population,Pavlodar,Population of rural areas,Female,3.54
2015,per 100000 population,Soltustik Kazakhstan,Population of rural areas,Female,7.92
2015,per 100000 population,Shygys Kazakhstan,Population of rural areas,Female,9.2
2016,per 100000 population,,,,14.47
2016,per 100000 population,Akmola,,,27.18
2016,per 100000 population,Aktobe,,,17.73
2016,per 100000 population,Almaty,,,16.54
2016,per 100000 population,Atyrau,,,13.98
2016,per 100000 population,Batys Kazakhstan,,,17.52
2016,per 100000 population,Zhambyl,,,10.33
2016,per 100000 population,Karagandy,,,21.82
2016,per 100000 population,Kostanay,,,31.99
2016,per 100000 population,Kyzylorda,,,7.28
2016,per 100000 population,Mangistau,,,11.18
2016,per 100000 population,Ontustik Kazakhstan,,,8.71
2016,per 100000 population,Pavlodar,,,4.49
2016,per 100000 population,Soltustik Kazakhstan,,,17.48
2016,per 100000 population,Shygys Kazakhstan,,,22.69
2016,per 100000 population,Nur-Sultan city,,,10.51
2016,per 100000 population,Almaty city,,,4.75
2016,per 100000 population,,Population of urban areas,,11.95
2016,per 100000 population,Akmola,Population of urban areas,,26.0
2016,per 100000 population,Aktobe,Population of urban areas,,15.95
2016,per 100000 population,Almaty,Population of urban areas,,16.92
2016,per 100000 population,Atyrau,Population of urban areas,,13.56
2016,per 100000 population,Batys Kazakhstan,Population of urban areas,,14.33
2016,per 100000 population,Zhambyl,Population of urban areas,,10.47
2016,per 100000 population,Karagandy,Population of urban areas,,19.22
2016,per 100000 population,Kostanay,Population of urban areas,,23.5
2016,per 100000 population,Kyzylorda,Population of urban areas,,9.19
2016,per 100000 population,Mangistau,Population of urban areas,,10.07
2016,per 100000 population,Ontustik Kazakhstan,Population of urban areas,,5.66
2016,per 100000 population,Pavlodar,Population of urban areas,,4.12
2016,per 100000 population,Soltustik Kazakhstan,Population of urban areas,,12.44
2016,per 100000 population,Shygys Kazakhstan,Population of urban areas,,16.84
2016,per 100000 population,Nur-Sultan city,Population of urban areas,,10.51
2016,per 100000 population,Almaty city,Population of urban areas,,4.75
2016,per 100000 population,,Population of rural areas,,17.81
2016,per 100000 population,Akmola,Population of rural areas,,28.25
2016,per 100000 population,Aktobe,Population of rural areas,,20.72
2016,per 100000 population,Almaty,Population of rural areas,,16.41
2016,per 100000 population,Atyrau,Population of rural areas,,14.36
2016,per 100000 population,Batys Kazakhstan,Population of rural areas,,20.73
2016,per 100000 population,Zhambyl,Population of rural areas,,10.24
2016,per 100000 population,Karagandy,Population of rural areas,,31.8
2016,per 100000 population,Kostanay,Population of rural areas,,41.6
2016,per 100000 population,Kyzylorda,Population of rural areas,,5.79
2016,per 100000 population,Mangistau,Population of rural areas,,12.11
2016,per 100000 population,Ontustik Kazakhstan,Population of rural areas,,11.21
2016,per 100000 population,Pavlodar,Population of rural areas,,5.38
2016,per 100000 population,Soltustik Kazakhstan,Population of rural areas,,21.43
2016,per 100000 population,Shygys Kazakhstan,Population of rural areas,,31.49
2016,per 100000 population,,,Male,24.59
2016,per 100000 population,Akmola,,Male,48.39
2016,per 100000 population,Aktobe,,Male,31.01
2016,per 100000 population,Almaty,,Male,26.23
2016,per 100000 population,Atyrau,,Male,23.68
2016,per 100000 population,Batys Kazakhstan,,Male,32.04
2016,per 100000 population,Zhambyl,,Male,16.46
2016,per 100000 population,Karagandy,,Male,38.91
2016,per 100000 population,Kostanay,,Male,57.28
2016,per 100000 population,Kyzylorda,,Male,12.48
2016,per 100000 population,Mangistau,,Male,16.14
2016,per 100000 population,Ontustik Kazakhstan,,Male,13.36
2016,per 100000 population,Pavlodar,,Male,8.94
2016,per 100000 population,Soltustik Kazakhstan,,Male,29.22
2016,per 100000 population,Shygys Kazakhstan,,Male,39.94
2016,per 100000 population,Nur-Sultan city,,Male,18.44
2016,per 100000 population,Almaty city,,Male,7.98
2016,per 100000 population,,Population of urban areas,Male,20.57
2016,per 100000 population,Akmola,Population of urban areas,Male,46.87
2016,per 100000 population,Aktobe,Population of urban areas,Male,26.85
2016,per 100000 population,Almaty,Population of urban areas,Male,27.9
2016,per 100000 population,Atyrau,Population of urban areas,Male,23.22
