Year,UNIT_MEASURE,Жынысы,Аймақ,SERIES,Өңірлер,Value
2015,пайыз,,ауыл,"Күніне САҚП бойынша 3,2 АҚШ доллары",Солтүстік Қазақстан,2.6
2015,пайыз,,ауыл,"Күніне САҚП бойынша 3,2 АҚШ доллары",Түркістан,1.0
2015,пайыз,,ауыл,"Күніне САҚП бойынша 3,2 АҚШ доллары",Шығыс Қазақстан,2.3
2015,пайыз,,ауыл,"Күніне САҚП бойынша 5,5 АҚШ доллары",Ақмола,15.9
2015,пайыз,,ауыл,"Күніне САҚП бойынша 5,5 АҚШ доллары",Ақтөбе,23.2
2015,пайыз,,ауыл,"Күніне САҚП бойынша 5,5 АҚШ доллары",Алматы,8.7
2015,пайыз,,ауыл,"Күніне САҚП бойынша 5,5 АҚШ доллары",Атырау,18.4
2015,пайыз,,ауыл,"Күніне САҚП бойынша 5,5 АҚШ доллары",Батыс Қазақстан,30.9
2015,пайыз,,ауыл,"Күніне САҚП бойынша 5,5 АҚШ доллары",Жамбыл,39.7
2015,пайыз,,ауыл,"Күніне САҚП бойынша 5,5 АҚШ доллары",Қарағанды,20.4
2015,пайыз,,ауыл,"Күніне САҚП бойынша 5,5 АҚШ доллары",Қостанай,22.3
2015,пайыз,,ауыл,"Күніне САҚП бойынша 5,5 АҚШ доллары",Қызылорда,30.3
2015,пайыз,,ауыл,"Күніне САҚП бойынша 5,5 АҚШ доллары",Маңғыстау,7.8
2015,пайыз,,ауыл,"Күніне САҚП бойынша 5,5 АҚШ доллары",Павлодар,10.7
2015,пайыз,,ауыл,"Күніне САҚП бойынша 5,5 АҚШ доллары",Солтүстік Қазақстан,19.5
2015,пайыз,,ауыл,"Күніне САҚП бойынша 5,5 АҚШ доллары",Түркістан,40.3
2015,пайыз,,ауыл,"Күніне САҚП бойынша 5,5 АҚШ доллары",Шығыс Қазақстан,21.9
2016,пайыз,,,"Күніне САҚП бойынша 1,9 АҚШ доллары",,0.0
2016,пайыз,,,"Күніне САҚП бойынша 3,2 АҚШ доллары",,0.5
2016,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",,13.7
2016,пайыз,ерлер,,"Күніне САҚП бойынша 1,9 АҚШ доллары",,0.0
2016,пайыз,ерлер,,"Күніне САҚП бойынша 3,2 АҚШ доллары",,0.5
2016,пайыз,ерлер,,"Күніне САҚП бойынша 5,5 АҚШ доллары",,14.4
2016,пайыз,әйелдер,,"Күніне САҚП бойынша 1,9 АҚШ доллары",,0.0
2016,пайыз,әйелдер,,"Күніне САҚП бойынша 3,2 АҚШ доллары",,0.5
2016,пайыз,әйелдер,,"Күніне САҚП бойынша 5,5 АҚШ доллары",,13.1
2016,пайыз,,қала,"Күніне САҚП бойынша 1,9 АҚШ доллары",,0.0
2016,пайыз,,қала,"Күніне САҚП бойынша 3,2 АҚШ доллары",,0.2
2016,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",,7.9
2016,пайыз,,ауыл,"Күніне САҚП бойынша 1,9 АҚШ доллары",,0.0
2016,пайыз,,ауыл,"Күніне САҚП бойынша 3,2 АҚШ доллары",,0.9
2016,пайыз,,ауыл,"Күніне САҚП бойынша 5,5 АҚШ доллары",,21.5
2016,пайыз,,,"Күніне САҚП бойынша 1,9 АҚШ доллары",Қарағанды,0.0
2016,пайыз,,,"Күніне САҚП бойынша 1,9 АҚШ доллары",Солтүстік Қазақстан,0.4
2016,пайыз,,,"Күніне САҚП бойынша 1,9 АҚШ доллары",Түркістан,0.1
2016,пайыз,,,"Күніне САҚП бойынша 3,2 АҚШ доллары",Ақмола,0.8
2016,пайыз,,,"Күніне САҚП бойынша 3,2 АҚШ доллары",Ақтөбе,0.2
2016,пайыз,,,"Күніне САҚП бойынша 3,2 АҚШ доллары",Батыс Қазақстан,0.9
2016,пайыз,,,"Күніне САҚП бойынша 3,2 АҚШ доллары",Жамбыл,0.8
2016,пайыз,,,"Күніне САҚП бойынша 3,2 АҚШ доллары",Қарағанды,0.4
2016,пайыз,,,"Күніне САҚП бойынша 3,2 АҚШ доллары",Қостанай,0.9
2016,пайыз,,,"Күніне САҚП бойынша 3,2 АҚШ доллары",Қызылорда,0.4
2016,пайыз,,,"Күніне САҚП бойынша 3,2 АҚШ доллары",Маңғыстау,0.1
2016,пайыз,,,"Күніне САҚП бойынша 3,2 АҚШ доллары",Павлодар,0.3
2016,пайыз,,,"Күніне САҚП бойынша 3,2 АҚШ доллары",Солтүстік Қазақстан,1.4
2016,пайыз,,,"Күніне САҚП бойынша 3,2 АҚШ доллары",Түркістан,1.5
2016,пайыз,,,"Күніне САҚП бойынша 3,2 АҚШ доллары",Шығыс Қазақстан,0.3
2016,пайыз,,,"Күніне САҚП бойынша 3,2 АҚШ доллары",Алматы қаласы,0.1
2016,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",Ақмола,14.7
2016,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",Ақтөбе,13.2
2016,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",Алматы,5.7
2016,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",Атырау,9.4
2016,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",Батыс Қазақстан,17.9
2016,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",Жамбыл,33.1
2016,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",Қарағанды,9.5
2016,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",Қостанай,15.9
2016,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",Қызылорда,22.8
2016,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",Маңғыстау,3.3
2016,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",Павлодар,9.8
2016,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",Солтүстік Қазақстан,13.1
2016,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",Түркістан,34.5
2016,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",Шығыс Қазақстан,9.4
2016,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",Нұр-Сұлтан қаласы,0.8
2016,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",Алматы қаласы,2.1
2016,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",Шымкент қаласы,5.1
2016,пайыз,,қала,"Күніне САҚП бойынша 1,9 АҚШ доллары",Солтүстік Қазақстан,0.4
2016,пайыз,,қала,"Күніне САҚП бойынша 3,2 АҚШ доллары",Ақмола,0.8
2016,пайыз,,қала,"Күніне САҚП бойынша 3,2 АҚШ доллары",Жамбыл,0.8
2016,пайыз,,қала,"Күніне САҚП бойынша 3,2 АҚШ доллары",Қарағанды,0.1
2016,пайыз,,қала,"Күніне САҚП бойынша 3,2 АҚШ доллары",Қостанай,0.3
2016,пайыз,,қала,"Күніне САҚП бойынша 3,2 АҚШ доллары",Қызылорда,0.8
2016,пайыз,,қала,"Күніне САҚП бойынша 3,2 АҚШ доллары",Солтүстік Қазақстан,1.0
2016,пайыз,,қала,"Күніне САҚП бойынша 3,2 АҚШ доллары",Түркістан,0.4
2016,пайыз,,қала,"Күніне САҚП бойынша 3,2 АҚШ доллары",Шығыс Қазақстан,0.1
2016,пайыз,,қала,"Күніне САҚП бойынша 3,2 АҚШ доллары",Алматы қаласы,0.1
2016,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",Ақмола,12.8
2016,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",Ақтөбе,11.2
2016,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",Алматы,5.6
2016,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",Атырау,2.7
2016,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",Батыс Қазақстан,10.3
2016,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",Жамбыл,26.3
2016,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",Қарағанды,7.8
2016,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",Қостанай,11.5
2016,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",Қызылорда,20.3
2016,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",Маңғыстау,1.2
2016,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",Павлодар,8.3
2016,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",Солтүстік Қазақстан,10.2
2016,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",Түркістан,20.3
2016,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",Шығыс Қазақстан,4.3
2016,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",Нұр-Сұлтан қаласы,0.8
2016,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",Алматы қаласы,2.1
2016,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",Шымкент қаласы,5.1
2016,пайыз,,ауыл,"Күніне САҚП бойынша 1,9 АҚШ доллары",Қарағанды,0.1
2016,пайыз,,ауыл,"Күніне САҚП бойынша 1,9 АҚШ доллары",Қостанай,0.1
2016,пайыз,,ауыл,"Күніне САҚП бойынша 1,9 АҚШ доллары",Солтүстік Қазақстан,0.4
2016,пайыз,,ауыл,"Күніне САҚП бойынша 1,9 АҚШ доллары",Түркістан,0.1
2016,пайыз,,ауыл,"Күніне САҚП бойынша 3,2 АҚШ доллары",Ақмола,0.9
2016,пайыз,,ауыл,"Күніне САҚП бойынша 3,2 АҚШ доллары",Ақтөбе,0.5
2016,пайыз,,ауыл,"Күніне САҚП бойынша 3,2 АҚШ доллары",Батыс Қазақстан,1.7
2016,пайыз,,ауыл,"Күніне САҚП бойынша 3,2 АҚШ доллары",Жамбыл,0.8
2016,пайыз,,ауыл,"Күніне САҚП бойынша 3,2 АҚШ доллары",Қарағанды,1.8
2016,пайыз,,ауыл,"Күніне САҚП бойынша 3,2 АҚШ доллары",Қостанай,1.7
2016,пайыз,,ауыл,"Күніне САҚП бойынша 3,2 АҚШ доллары",Қызылорда,0.1
2016,пайыз,,ауыл,"Күніне САҚП бойынша 3,2 АҚШ доллары",Маңғыстау,0.1
2016,пайыз,,ауыл,"Күніне САҚП бойынша 3,2 АҚШ доллары",Павлодар,1.1
2016,пайыз,,ауыл,"Күніне САҚП бойынша 3,2 АҚШ доллары",Солтүстік Қазақстан,1.7
2016,пайыз,,ауыл,"Күніне САҚП бойынша 3,2 АҚШ доллары",Түркістан,1.9
2016,пайыз,,ауыл,"Күніне САҚП бойынша 3,2 АҚШ доллары",Шығыс Қазақстан,0.6
2016,пайыз,,ауыл,"Күніне САҚП бойынша 5,5 АҚШ доллары",Ақмола,16.4
2016,пайыз,,ауыл,"Күніне САҚП бойынша 5,5 АҚШ доллары",Ақтөбе,16.4
2016,пайыз,,ауыл,"Күніне САҚП бойынша 5,5 АҚШ доллары",Алматы,5.8
2016,пайыз,,ауыл,"Күніне САҚП бойынша 5,5 АҚШ доллары",Атырау,15.5
2016,пайыз,,ауыл,"Күніне САҚП бойынша 5,5 АҚШ доллары",Батыс Қазақстан,25.7
2016,пайыз,,ауыл,"Күніне САҚП бойынша 5,5 АҚШ доллары",Жамбыл,37.7
2016,пайыз,,ауыл,"Күніне САҚП бойынша 5,5 АҚШ доллары",Қарағанды,16.0
2016,пайыз,,ауыл,"Күніне САҚП бойынша 5,5 АҚШ доллары",Қостанай,21.0
2016,пайыз,,ауыл,"Күніне САҚП бойынша 5,5 АҚШ доллары",Қызылорда,24.5
2016,пайыз,,ауыл,"Күніне САҚП бойынша 5,5 АҚШ доллары",Маңғыстау,5.1
2016,пайыз,,ауыл,"Күніне САҚП бойынша 5,5 АҚШ доллары",Павлодар,13.3
2016,пайыз,,ауыл,"Күніне САҚП бойынша 5,5 АҚШ доллары",Солтүстік Қазақстан,15.3
2016,пайыз,,ауыл,"Күніне САҚП бойынша 5,5 АҚШ доллары",Түркістан,40.1
2016,пайыз,,ауыл,"Күніне САҚП бойынша 5,5 АҚШ доллары",Шығыс Қазақстан,17.1
2017,пайыз,,,"Күніне САҚП бойынша 1,9 АҚШ доллары",,0.0
2017,пайыз,,,"Күніне САҚП бойынша 3,2 АҚШ доллары",,0.5
2017,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",,11.4
2017,пайыз,ерлер,,"Күніне САҚП бойынша 1,9 АҚШ доллары",,0.0
2017,пайыз,ерлер,,"Күніне САҚП бойынша 3,2 АҚШ доллары",,0.5
2017,пайыз,ерлер,,"Күніне САҚП бойынша 5,5 АҚШ доллары",,11.9
2017,пайыз,әйелдер,,"Күніне САҚП бойынша 1,9 АҚШ доллары",,0.0
2017,пайыз,әйелдер,,"Күніне САҚП бойынша 3,2 АҚШ доллары",,0.5
2017,пайыз,әйелдер,,"Күніне САҚП бойынша 5,5 АҚШ доллары",,11.0
2017,пайыз,,қала,"Күніне САҚП бойынша 1,9 АҚШ доллары",,0.0
2017,пайыз,,қала,"Күніне САҚП бойынша 3,2 АҚШ доллары",,0.2
2017,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",,7.0
2017,пайыз,,ауыл,"Күніне САҚП бойынша 1,9 АҚШ доллары",,0.1
2017,пайыз,,ауыл,"Күніне САҚП бойынша 3,2 АҚШ доллары",,0.9
2017,пайыз,,ауыл,"Күніне САҚП бойынша 5,5 АҚШ доллары",,17.3
2017,пайыз,,,"Күніне САҚП бойынша 1,9 АҚШ доллары",Қарағанды,0.0
2017,пайыз,,,"Күніне САҚП бойынша 1,9 АҚШ доллары",Солтүстік Қазақстан,0.1
2017,пайыз,,,"Күніне САҚП бойынша 1,9 АҚШ доллары",Шығыс Қазақстан,0.3
2017,пайыз,,,"Күніне САҚП бойынша 3,2 АҚШ доллары",Ақмола,0.8
2017,пайыз,,,"Күніне САҚП бойынша 3,2 АҚШ доллары",Ақтөбе,0.3
2017,пайыз,,,"Күніне САҚП бойынша 3,2 АҚШ доллары",Батыс Қазақстан,0.7
2017,пайыз,,,"Күніне САҚП бойынша 3,2 АҚШ доллары",Жамбыл,1.4
2017,пайыз,,,"Күніне САҚП бойынша 3,2 АҚШ доллары",Қарағанды,0.5
2017,пайыз,,,"Күніне САҚП бойынша 3,2 АҚШ доллары",Қостанай,0.7
2017,пайыз,,,"Күніне САҚП бойынша 3,2 АҚШ доллары",Қызылорда,0.1
2017,пайыз,,,"Күніне САҚП бойынша 3,2 АҚШ доллары",Павлодар,0.1
2017,пайыз,,,"Күніне САҚП бойынша 3,2 АҚШ доллары",Солтүстік Қазақстан,1.1
2017,пайыз,,,"Күніне САҚП бойынша 3,2 АҚШ доллары",Түркістан,0.9
2017,пайыз,,,"Күніне САҚП бойынша 3,2 АҚШ доллары",Шығыс Қазақстан,1.1
2017,пайыз,,,"Күніне САҚП бойынша 3,2 АҚШ доллары",Алматы қаласы,0.1
2017,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",Ақмола,11.5
2017,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",Ақтөбе,13.0
2017,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",Алматы,6.4
2017,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",Атырау,6.8
2017,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",Батыс Қазақстан,17.0
2017,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",Жамбыл,21.9
2017,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",Қарағанды,8.7
2017,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",Қостанай,10.4
2017,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",Қызылорда,18.7
2017,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",Маңғыстау,3.2
2017,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",Павлодар,6.6
2017,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",Солтүстік Қазақстан,11.5
2017,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",Түркістан,29.2
2017,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",Шығыс Қазақстан,9.0
2017,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",Нұр-Сұлтан қаласы,0.8
2017,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",Алматы қаласы,1.5
2017,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",Шымкент қаласы,6.1
2017,пайыз,,қала,"Күніне САҚП бойынша 1,9 АҚШ доллары",Солтүстік Қазақстан,0.1
2017,пайыз,,қала,"Күніне САҚП бойынша 3,2 АҚШ доллары",Ақмола,0.6
2017,пайыз,,қала,"Күніне САҚП бойынша 3,2 АҚШ доллары",Ақтөбе,0.2
2017,пайыз,,қала,"Күніне САҚП бойынша 3,2 АҚШ доллары",Жамбыл,0.6
2017,пайыз,,қала,"Күніне САҚП бойынша 3,2 АҚШ доллары",Қарағанды,0.3
2017,пайыз,,қала,"Күніне САҚП бойынша 3,2 АҚШ доллары",Қостанай,0.3
2017,пайыз,,қала,"Күніне САҚП бойынша 3,2 АҚШ доллары",Қызылорда,0.3
2017,пайыз,,қала,"Күніне САҚП бойынша 3,2 АҚШ доллары",Солтүстік Қазақстан,1.1
2017,пайыз,,қала,"Күніне САҚП бойынша 3,2 АҚШ доллары",Шығыс Қазақстан,0.3
2017,пайыз,,қала,"Күніне САҚП бойынша 3,2 АҚШ доллары",Алматы қаласы,0.1
2017,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",Ақмола,10.2
2017,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",Ақтөбе,12.0
2017,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",Алматы,4.7
2017,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",Атырау,2.5
2017,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",Батыс Қазақстан,10.4
2017,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",Жамбыл,18.4
2017,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",Қарағанды,6.8
2017,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",Қостанай,7.7
2017,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",Қызылорда,15.9
2017,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",Маңғыстау,0.8
2017,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",Павлодар,5.0
2017,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",Солтүстік Қазақстан,10.3
2017,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",Түркістан,22.0
2017,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",Шығыс Қазақстан,5.3
2017,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",Нұр-Сұлтан қаласы,0.8
2017,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",Алматы қаласы,1.5
2017,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",Шымкент қаласы,6.1
2017,пайыз,,ауыл,"Күніне САҚП бойынша 1,9 АҚШ доллары",Қарағанды,0.1
2017,пайыз,,ауыл,"Күніне САҚП бойынша 1,9 АҚШ доллары",Солтүстік Қазақстан,0.1
2017,пайыз,,ауыл,"Күніне САҚП бойынша 1,9 АҚШ доллары",Шығыс Қазақстан,0.7
2017,пайыз,,ауыл,"Күніне САҚП бойынша 3,2 АҚШ доллары",Ақмола,0.9
2017,пайыз,,ауыл,"Күніне САҚП бойынша 3,2 АҚШ доллары",Ақтөбе,0.5
2017,пайыз,,ауыл,"Күніне САҚП бойынша 3,2 АҚШ доллары",Батыс Қазақстан,1.5
2017,пайыз,,ауыл,"Күніне САҚП бойынша 3,2 АҚШ доллары",Жамбыл,1.9
2017,пайыз,,ауыл,"Күніне САҚП бойынша 3,2 АҚШ доллары",Қарағанды,1.2
2017,пайыз,,ауыл,"Күніне САҚП бойынша 3,2 АҚШ доллары",Қостанай,1.2
2017,пайыз,,ауыл,"Күніне САҚП бойынша 3,2 АҚШ доллары",Павлодар,0.3
2017,пайыз,,ауыл,"Күніне САҚП бойынша 3,2 АҚШ доллары",Солтүстік Қазақстан,1.0
2017,пайыз,,ауыл,"Күніне САҚП бойынша 3,2 АҚШ доллары",Түркістан,1.3
2017,пайыз,,ауыл,"Күніне САҚП бойынша 3,2 АҚШ доллары",Шығыс Қазақстан,2.4
2017,пайыз,,ауыл,"Күніне САҚП бойынша 5,5 АҚШ доллары",Ақмола,12.7
2017,пайыз,,ауыл,"Күніне САҚП бойынша 5,5 АҚШ доллары",Ақтөбе,14.8
2017,пайыз,,ауыл,"Күніне САҚП бойынша 5,5 АҚШ доллары",Алматы,6.9
2017,пайыз,,ауыл,"Күніне САҚП бойынша 5,5 АҚШ доллары",Атырау,10.7
2017,пайыз,,ауыл,"Күніне САҚП бойынша 5,5 АҚШ доллары",Батыс Қазақстан,24.0
2017,пайыз,,ауыл,"Күніне САҚП бойынша 5,5 АҚШ доллары",Жамбыл,24.3
2017,пайыз,,ауыл,"Күніне САҚП бойынша 5,5 АҚШ доллары",Қарағанды,16.0
2017,пайыз,,ауыл,"Күніне САҚП бойынша 5,5 АҚШ доллары",Қостанай,13.5
2017,пайыз,,ауыл,"Күніне САҚП бойынша 5,5 АҚШ доллары",Қызылорда,20.6
2017,пайыз,,ауыл,"Күніне САҚП бойынша 5,5 АҚШ доллары",Маңғыстау,4.9
2017,пайыз,,ауыл,"Күніне САҚП бойынша 5,5 АҚШ доллары",Павлодар,10.6
2017,пайыз,,ауыл,"Күніне САҚП бойынша 5,5 АҚШ доллары",Солтүстік Қазақстан,12.4
2017,пайыз,,ауыл,"Күніне САҚП бойынша 5,5 АҚШ доллары",Түркістан,32.3
2017,пайыз,,ауыл,"Күніне САҚП бойынша 5,5 АҚШ доллары",Шығыс Қазақстан,14.7
2018,пайыз,,,"Күніне САҚП бойынша 1,9 АҚШ доллары",,0.0
2018,пайыз,,,"Күніне САҚП бойынша 3,2 АҚШ доллары",,0.3
2018,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",,8.5
2018,пайыз,ерлер,,"Күніне САҚП бойынша 1,9 АҚШ доллары",,0.0
2018,пайыз,ерлер,,"Күніне САҚП бойынша 3,2 АҚШ доллары",,0.3
2018,пайыз,ерлер,,"Күніне САҚП бойынша 5,5 АҚШ доллары",,8.9
2018,пайыз,әйелдер,,"Күніне САҚП бойынша 1,9 АҚШ доллары",,0.0
2018,пайыз,әйелдер,,"Күніне САҚП бойынша 3,2 АҚШ доллары",,0.3
2018,пайыз,әйелдер,,"Күніне САҚП бойынша 5,5 АҚШ доллары",,8.2
2018,пайыз,,қала,"Күніне САҚП бойынша 3,2 АҚШ доллары",,0.2
2018,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",,5.0
2018,пайыз,,ауыл,"Күніне САҚП бойынша 1,9 АҚШ доллары",,0.0
2018,пайыз,,ауыл,"Күніне САҚП бойынша 3,2 АҚШ доллары",,0.4
2018,пайыз,,ауыл,"Күніне САҚП бойынша 5,5 АҚШ доллары",,13.4
2018,пайыз,,,"Күніне САҚП бойынша 1,9 АҚШ доллары",Алматы,0.1
2018,пайыз,,,"Күніне САҚП бойынша 1,9 АҚШ доллары",Қарағанды,0.0
2018,пайыз,,,"Күніне САҚП бойынша 3,2 АҚШ доллары",Ақмола,0.6
2018,пайыз,,,"Күніне САҚП бойынша 3,2 АҚШ доллары",Ақтөбе,0.2
2018,пайыз,,,"Күніне САҚП бойынша 3,2 АҚШ доллары",Алматы,0.1
2018,пайыз,,,"Күніне САҚП бойынша 3,2 АҚШ доллары",Батыс Қазақстан,0.1
2018,пайыз,,,"Күніне САҚП бойынша 3,2 АҚШ доллары",Жамбыл,0.2
2018,пайыз,,,"Күніне САҚП бойынша 3,2 АҚШ доллары",Қарағанды,0.5
2018,пайыз,,,"Күніне САҚП бойынша 3,2 АҚШ доллары",Қостанай,1.0
2018,пайыз,,,"Күніне САҚП бойынша 3,2 АҚШ доллары",Қызылорда,0.1
2018,пайыз,,,"Күніне САҚП бойынша 3,2 АҚШ доллары",Маңғыстау,0.2
2018,пайыз,,,"Күніне САҚП бойынша 3,2 АҚШ доллары",Павлодар,0.1
2018,пайыз,,,"Күніне САҚП бойынша 3,2 АҚШ доллары",Солтүстік Қазақстан,0.5
2018,пайыз,,,"Күніне САҚП бойынша 3,2 АҚШ доллары",Түркістан,0.5
2018,пайыз,,,"Күніне САҚП бойынша 3,2 АҚШ доллары",Шығыс Қазақстан,0.5
2018,пайыз,,,"Күніне САҚП бойынша 3,2 АҚШ доллары",Нұр-Сұлтан қаласы,0.1
2018,пайыз,,,"Күніне САҚП бойынша 3,2 АҚШ доллары",Алматы қаласы,0.2
2018,пайыз,,,"Күніне САҚП бойынша 3,2 АҚШ доллары",Шымкент қаласы,0.5
2018,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",Ақмола,8.7
2018,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",Ақтөбе,12.0
2018,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",Алматы,4.7
2018,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",Атырау,5.2
2018,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",Батыс Қазақстан,11.8
2018,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",Жамбыл,13.8
2018,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",Қарағанды,5.1
2018,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",Қостанай,10.5
2018,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",Қызылорда,13.7
2018,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",Маңғыстау,4.1
2018,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",Павлодар,8.5
2018,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",Солтүстік Қазақстан,8.4
2018,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",Түркістан,21.7
2018,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",Шығыс Қазақстан,8.3
2018,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",Нұр-Сұлтан қаласы,0.8
2018,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",Алматы қаласы,2.4
2018,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",Шымкент қаласы,3.8
2018,пайыз,,қала,"Күніне САҚП бойынша 3,2 АҚШ доллары",Ақмола,0.5
2018,пайыз,,қала,"Күніне САҚП бойынша 3,2 АҚШ доллары",Ақтөбе,0.1
2018,пайыз,,қала,"Күніне САҚП бойынша 3,2 АҚШ доллары",Қарағанды,0.5
2018,пайыз,,қала,"Күніне САҚП бойынша 3,2 АҚШ доллары",Қостанай,0.7
2018,пайыз,,қала,"Күніне САҚП бойынша 3,2 АҚШ доллары",Солтүстік Қазақстан,0.8
2018,пайыз,,қала,"Күніне САҚП бойынша 3,2 АҚШ доллары",Түркістан,0.3
