Year,UNIT_MEASURE,Өңірлер,Жынысы,Аймақ,Жасы,Value
2015,пайыз,Жамбыл,,,55-64,13.3
2015,пайыз,Жамбыл,,,65 және одан үлкен,49.8
2015,пайыз,Қарағанды,,,Y15,95.0
2015,пайыз,Қарағанды,,,16-24,3.0
2015,пайыз,Қарағанды,,,25-28,1.6
2015,пайыз,Қарағанды,,,29-34,3.1
2015,пайыз,Қарағанды,,,35-44,3.9
2015,пайыз,Қарағанды,,,45-54,2.7
2015,пайыз,Қарағанды,,,55-64,1.7
2015,пайыз,Қарағанды,,,65 және одан үлкен,0.5
2015,пайыз,Қостанай,,,16-24,3.4
2015,пайыз,Қостанай,,,25-28,3.8
2015,пайыз,Қостанай,,,29-34,3.9
2015,пайыз,Қостанай,,,35-44,3.9
2015,пайыз,Қостанай,,,45-54,3.2
2015,пайыз,Қостанай,,,55-64,3.0
2015,пайыз,Қостанай,,,65 және одан үлкен,0.8
2015,пайыз,Қызылорда,,,16-24,16.2
2015,пайыз,Қызылорда,,,25-28,10.8
2015,пайыз,Қызылорда,,,29-34,10.2
2015,пайыз,Қызылорда,,,35-44,12.2
2015,пайыз,Қызылорда,,,45-54,13.1
2015,пайыз,Қызылорда,,,55-64,13.2
2015,пайыз,Маңғыстау,,,16-24,2.4
2015,пайыз,Маңғыстау,,,25-28,2.1
2015,пайыз,Маңғыстау,,,29-34,1.3
2015,пайыз,Маңғыстау,,,35-44,2.1
2015,пайыз,Маңғыстау,,,45-54,2.8
2015,пайыз,Маңғыстау,,,55-64,1.4
2015,пайыз,Маңғыстау,,,65 және одан үлкен,7.2
2015,пайыз,Оңтүстік Қазақстан,,,16-24,2.4
2015,пайыз,Оңтүстік Қазақстан,,,25-28,2.2
2015,пайыз,Оңтүстік Қазақстан,,,29-34,2.0
2015,пайыз,Оңтүстік Қазақстан,,,35-44,1.7
2015,пайыз,Оңтүстік Қазақстан,,,45-54,1.4
2015,пайыз,Оңтүстік Қазақстан,,,55-64,1.8
2015,пайыз,Павлодар,,,Y15,56.3
2015,пайыз,Павлодар,,,16-24,3.9
2015,пайыз,Павлодар,,,25-28,0.6
2015,пайыз,Павлодар,,,29-34,1.2
2015,пайыз,Павлодар,,,35-44,1.2
2015,пайыз,Павлодар,,,45-54,2.5
2015,пайыз,Павлодар,,,55-64,1.8
2015,пайыз,Павлодар,,,65 және одан үлкен,0.2
2015,пайыз,Солтүстік Қазақстан,,,Y15,29.5
2015,пайыз,Солтүстік Қазақстан,,,16-24,4.6
2015,пайыз,Солтүстік Қазақстан,,,25-28,3.5
2015,пайыз,Солтүстік Қазақстан,,,29-34,2.6
2015,пайыз,Солтүстік Қазақстан,,,35-44,2.0
2015,пайыз,Солтүстік Қазақстан,,,45-54,1.8
2015,пайыз,Солтүстік Қазақстан,,,55-64,1.6
2015,пайыз,Солтүстік Қазақстан,,,65 және одан үлкен,0.1
2015,пайыз,Шығыс Қазақстан,,,Y15,62.5
2015,пайыз,Шығыс Қазақстан,,,16-24,9.2
2015,пайыз,Шығыс Қазақстан,,,25-28,5.6
2015,пайыз,Шығыс Қазақстан,,,29-34,4.5
2015,пайыз,Шығыс Қазақстан,,,35-44,4.7
2015,пайыз,Шығыс Қазақстан,,,45-54,5.1
2015,пайыз,Шығыс Қазақстан,,,55-64,4.6
2015,пайыз,Шығыс Қазақстан,,,65 және одан үлкен,8.0
2015,пайыз,Нұр-Сұлтан қаласы,,,16-24,3.5
2015,пайыз,Нұр-Сұлтан қаласы,,,25-28,0.5
2015,пайыз,Нұр-Сұлтан қаласы,,,29-34,0.2
2015,пайыз,Нұр-Сұлтан қаласы,,,35-44,0.4
2015,пайыз,Нұр-Сұлтан қаласы,,,45-54,0.1
2015,пайыз,Нұр-Сұлтан қаласы,,,55-64,0.5
2015,пайыз,Алматы қаласы,,,16-24,0.7
2015,пайыз,Алматы қаласы,,,25-28,0.8
2015,пайыз,Алматы қаласы,,,29-34,1.2
2015,пайыз,Алматы қаласы,,,35-44,1.0
2015,пайыз,Алматы қаласы,,,45-54,1.2
2015,пайыз,Алматы қаласы,,,55-64,0.8
2015,пайыз,Алматы қаласы,,,65 және одан үлкен,0.9
2016,пайыз,,,,,3.5
2016,пайыз,Ақмола,,,,4.1
2016,пайыз,Ақтөбе,,,,5.0
2016,пайыз,Алматы,,,,4.2
2016,пайыз,Атырау,,,,0.4
2016,пайыз,Батыс Қазақстан,,,,4.1
2016,пайыз,Жамбыл,,,,15.6
2016,пайыз,Қарағанды,,,,2.5
2016,пайыз,Қостанай,,,,5.1
2016,пайыз,Қызылорда,,,,5.5
2016,пайыз,Маңғыстау,,,,1.1
2016,пайыз,Оңтүстік Қазақстан,,,,2.1
2016,пайыз,Павлодар,,,,1.9
2016,пайыз,Солтүстік Қазақстан,,,,1.7
2016,пайыз,Шығыс Қазақстан,,,,3.5
2016,пайыз,Нұр-Сұлтан қаласы,,,,0.0
2016,пайыз,Алматы қаласы,,,,0.7
2016,пайыз,,ерлер,,,3.4
2016,пайыз,Ақмола,ерлер,,,3.0
2016,пайыз,Ақтөбе,ерлер,,,5.4
2016,пайыз,Алматы,ерлер,,,3.2
2016,пайыз,Атырау,ерлер,,,0.4
2016,пайыз,Батыс Қазақстан,ерлер,,,3.9
2016,пайыз,Жамбыл,ерлер,,,16.3
2016,пайыз,Қарағанды,ерлер,,,2.7
2016,пайыз,Қостанай,ерлер,,,4.1
2016,пайыз,Қызылорда,ерлер,,,5.7
2016,пайыз,Маңғыстау,ерлер,,,1.0
2016,пайыз,Оңтүстік Қазақстан,ерлер,,,1.9
2016,пайыз,Павлодар,ерлер,,,1.8
2016,пайыз,Солтүстік Қазақстан,ерлер,,,1.1
2016,пайыз,Шығыс Қазақстан,ерлер,,,3.8
2016,пайыз,Нұр-Сұлтан қаласы,ерлер,,,0.0
2016,пайыз,Алматы қаласы,ерлер,,,1.0
2016,пайыз,,әйелдер,,,3.7
2016,пайыз,Ақмола,әйелдер,,,5.2
2016,пайыз,Ақтөбе,әйелдер,,,4.6
2016,пайыз,Алматы,әйелдер,,,5.4
2016,пайыз,Атырау,әйелдер,,,0.4
2016,пайыз,Батыс Қазақстан,әйелдер,,,4.2
2016,пайыз,Жамбыл,әйелдер,,,14.9
2016,пайыз,Қарағанды,әйелдер,,,2.3
2016,пайыз,Қостанай,әйелдер,,,6.1
2016,пайыз,Қызылорда,әйелдер,,,5.2
2016,пайыз,Маңғыстау,әйелдер,,,1.1
2016,пайыз,Оңтүстік Қазақстан,әйелдер,,,2.3
2016,пайыз,Павлодар,әйелдер,,,2.0
2016,пайыз,Солтүстік Қазақстан,әйелдер,,,2.4
2016,пайыз,Шығыс Қазақстан,әйелдер,,,3.1
2016,пайыз,Нұр-Сұлтан қаласы,әйелдер,,,0.1
2016,пайыз,Алматы қаласы,әйелдер,,,0.5
2016,пайыз,,,қала,,2.1
2016,пайыз,Ақмола,,қала,,1.7
2016,пайыз,Ақтөбе,,қала,,3.7
2016,пайыз,Алматы,,қала,,2.7
2016,пайыз,Атырау,,қала,,0.1
2016,пайыз,Батыс Қазақстан,,қала,,2.5
2016,пайыз,Жамбыл,,қала,,17.7
2016,пайыз,Қарағанды,,қала,,1.8
2016,пайыз,Қостанай,,қала,,7.8
2016,пайыз,Қызылорда,,қала,,0.9
2016,пайыз,Маңғыстау,,қала,,1.6
2016,пайыз,Оңтүстік Қазақстан,,қала,,0.0
2016,пайыз,Павлодар,,қала,,0.6
2016,пайыз,Солтүстік Қазақстан,,қала,,1.4
2016,пайыз,Шығыс Қазақстан,,қала,,0.5
2016,пайыз,Нұр-Сұлтан қаласы,,қала,,0.0
2016,пайыз,Алматы қаласы,,қала,,0.7
2016,пайыз,,,ауыл,,5.4
2016,пайыз,Ақмола,,ауыл,,6.3
2016,пайыз,Ақтөбе,,ауыл,,7.2
2016,пайыз,Алматы,,ауыл,,4.7
2016,пайыз,Атырау,,ауыл,,0.7
2016,пайыз,Батыс Қазақстан,,ауыл,,5.5
2016,пайыз,Жамбыл,,ауыл,,14.3
2016,пайыз,Қарағанды,,ауыл,,5.1
2016,пайыз,Қостанай,,ауыл,,2.1
2016,пайыз,Қызылорда,,ауыл,,9.1
2016,пайыз,Маңғыстау,,ауыл,,0.5
2016,пайыз,Оңтүстік Қазақстан,,ауыл,,3.6
2016,пайыз,Павлодар,,ауыл,,4.8
2016,пайыз,Солтүстік Қазақстан,,ауыл,,2.0
2016,пайыз,Шығыс Қазақстан,,ауыл,,8.0
2016,пайыз,,,,Y15,45.7
2016,пайыз,,,,16-24,4.7
2016,пайыз,,,,25-28,2.9
2016,пайыз,,,,29-34,2.8
2016,пайыз,,,,35-44,3.0
2016,пайыз,,,,45-54,3.2
2016,пайыз,,,,55-64,5.5
2016,пайыз,,,,65 және одан үлкен,14.4
2016,пайыз,Ақмола,,,Y15,87.5
2016,пайыз,Ақмола,,,16-24,6.0
2016,пайыз,Ақмола,,,25-28,3.1
2016,пайыз,Ақмола,,,29-34,2.7
2016,пайыз,Ақмола,,,35-44,3.0
2016,пайыз,Ақмола,,,45-54,3.2
2016,пайыз,Ақмола,,,55-64,6.1
2016,пайыз,Ақмола,,,65 және одан үлкен,18.4
2016,пайыз,Ақтөбе,,,16-24,6.6
2016,пайыз,Ақтөбе,,,25-28,5.5
2016,пайыз,Ақтөбе,,,29-34,4.5
2016,пайыз,Ақтөбе,,,35-44,5.3
2016,пайыз,Ақтөбе,,,45-54,4.2
2016,пайыз,Ақтөбе,,,55-64,4.7
2016,пайыз,Ақтөбе,,,65 және одан үлкен,6.3
2016,пайыз,Алматы,,,Y15,100.0
2016,пайыз,Алматы,,,16-24,3.1
2016,пайыз,Алматы,,,25-28,3.0
2016,пайыз,Алматы,,,29-34,3.6
2016,пайыз,Алматы,,,35-44,3.9
2016,пайыз,Алматы,,,45-54,4.0
2016,пайыз,Алматы,,,55-64,9.3
2016,пайыз,Алматы,,,65 және одан үлкен,18.7
2016,пайыз,Атырау,,,16-24,0.3
2016,пайыз,Атырау,,,25-28,0.3
2016,пайыз,Атырау,,,29-34,0.4
2016,пайыз,Атырау,,,35-44,0.5
2016,пайыз,Атырау,,,45-54,0.5
2016,пайыз,Атырау,,,55-64,0.4
2016,пайыз,Батыс Қазақстан,,,16-24,5.2
2016,пайыз,Батыс Қазақстан,,,25-28,4.0
2016,пайыз,Батыс Қазақстан,,,29-34,4.4
2016,пайыз,Батыс Қазақстан,,,35-44,3.6
2016,пайыз,Батыс Қазақстан,,,45-54,3.5
2016,пайыз,Батыс Қазақстан,,,55-64,4.2
2016,пайыз,Жамбыл,,,16-24,29.2
2016,пайыз,Жамбыл,,,25-28,13.0
2016,пайыз,Жамбыл,,,29-34,11.6
2016,пайыз,Жамбыл,,,35-44,10.9
2016,пайыз,Жамбыл,,,45-54,10.2
2016,пайыз,Жамбыл,,,55-64,25.1
2016,пайыз,Жамбыл,,,65 және одан үлкен,45.7
2016,пайыз,Қарағанды,,,Y15,41.0
2016,пайыз,Қарағанды,,,16-24,2.4
2016,пайыз,Қарағанды,,,25-28,3.1
2016,пайыз,Қарағанды,,,29-34,1.9
2016,пайыз,Қарағанды,,,35-44,2.4
2016,пайыз,Қарағанды,,,45-54,2.6
2016,пайыз,Қарағанды,,,55-64,2.8
2016,пайыз,Қарағанды,,,65 және одан үлкен,5.0
2016,пайыз,Қостанай,,,16-24,7.2
2016,пайыз,Қостанай,,,25-28,5.8
2016,пайыз,Қостанай,,,29-34,4.1
2016,пайыз,Қостанай,,,35-44,4.2
2016,пайыз,Қостанай,,,45-54,3.8
2016,пайыз,Қостанай,,,55-64,6.5
2016,пайыз,Қостанай,,,65 және одан үлкен,9.9
2016,пайыз,Қызылорда,,,Y15,100.0
2016,пайыз,Қызылорда,,,16-24,6.8
2016,пайыз,Қызылорда,,,25-28,4.4
2016,пайыз,Қызылорда,,,29-34,5.5
2016,пайыз,Қызылорда,,,35-44,4.9
2016,пайыз,Қызылорда,,,45-54,5.5
2016,пайыз,Қызылорда,,,55-64,6.4
2016,пайыз,Маңғыстау,,,16-24,0.8
2016,пайыз,Маңғыстау,,,25-28,0.3
2016,пайыз,Маңғыстау,,,29-34,0.5
2016,пайыз,Маңғыстау,,,35-44,1.6
2016,пайыз,Маңғыстау,,,45-54,0.9
2016,пайыз,Маңғыстау,,,55-64,3.1
2016,пайыз,Оңтүстік Қазақстан,,,16-24,1.8
2016,пайыз,Оңтүстік Қазақстан,,,25-28,1.9
2016,пайыз,Оңтүстік Қазақстан,,,29-34,1.8
2016,пайыз,Оңтүстік Қазақстан,,,35-44,2.4
2016,пайыз,Оңтүстік Қазақстан,,,45-54,2.2
2016,пайыз,Оңтүстік Қазақстан,,,55-64,2.1
2016,пайыз,Оңтүстік Қазақстан,,,65 және одан үлкен,7.2
2016,пайыз,Павлодар,,,16-24,3.3
2016,пайыз,Павлодар,,,25-28,1.8
2016,пайыз,Павлодар,,,29-34,1.2
2016,пайыз,Павлодар,,,35-44,1.4
2016,пайыз,Павлодар,,,45-54,2.3
2016,пайыз,Павлодар,,,55-64,2.5
2016,пайыз,Павлодар,,,65 және одан үлкен,0.3
2016,пайыз,Солтүстік Қазақстан,,,Y15,43.8
2016,пайыз,Солтүстік Қазақстан,,,16-24,4.5
2016,пайыз,Солтүстік Қазақстан,,,25-28,1.3
2016,пайыз,Солтүстік Қазақстан,,,29-34,2.1
2016,пайыз,Солтүстік Қазақстан,,,35-44,1.1
2016,пайыз,Солтүстік Қазақстан,,,45-54,1.2
2016,пайыз,Солтүстік Қазақстан,,,55-64,1.8
2016,пайыз,Солтүстік Қазақстан,,,65 және одан үлкен,2.9
2016,пайыз,Шығыс Қазақстан,,,Y15,100.0
2016,пайыз,Шығыс Қазақстан,,,16-24,6.7
2016,пайыз,Шығыс Қазақстан,,,25-28,2.3
2016,пайыз,Шығыс Қазақстан,,,29-34,2.4
2016,пайыз,Шығыс Қазақстан,,,35-44,3.2
2016,пайыз,Шығыс Қазақстан,,,45-54,3.8
2016,пайыз,Шығыс Қазақстан,,,55-64,4.0
2016,пайыз,Шығыс Қазақстан,,,65 және одан үлкен,12.1
2016,пайыз,Нұр-Сұлтан қаласы,,,29-34,0.1
2016,пайыз,Нұр-Сұлтан қаласы,,,45-54,0.1
2016,пайыз,Алматы қаласы,,,16-24,0.3
2016,пайыз,Алматы қаласы,,,25-28,0.4
2016,пайыз,Алматы қаласы,,,29-34,0.7
2016,пайыз,Алматы қаласы,,,35-44,0.6
2016,пайыз,Алматы қаласы,,,45-54,1.3
2016,пайыз,Алматы қаласы,,,55-64,1.1
2016,пайыз,Алматы қаласы,,,65 және одан үлкен,2.6
2017,пайыз,,,,,2.5
2017,пайыз,Ақмола,,,,4.1
2017,пайыз,Ақтөбе,,,,1.8
2017,пайыз,Алматы,,,,3.9
2017,пайыз,Атырау,,,,0.4
2017,пайыз,Батыс Қазақстан,,,,3.8
2017,пайыз,Жамбыл,,,,3.6
2017,пайыз,Қарағанды,,,,1.8
2017,пайыз,Қостанай,,,,5.3
2017,пайыз,Қызылорда,,,,4.3
2017,пайыз,Маңғыстау,,,,1.1
2017,пайыз,Оңтүстік Қазақстан,,,,1.7
2017,пайыз,Павлодар,,,,1.7
2017,пайыз,Солтүстік Қазақстан,,,,0.8
2017,пайыз,Шығыс Қазақстан,,,,4.9
2017,пайыз,Нұр-Сұлтан қаласы,,,,0.0
2017,пайыз,Алматы қаласы,,,,0.6
2017,пайыз,,ерлер,,,2.5
2017,пайыз,Ақмола,ерлер,,,4.4
2017,пайыз,Ақтөбе,ерлер,,,2.1
2017,пайыз,Алматы,ерлер,,,4.1
2017,пайыз,Атырау,ерлер,,,0.4
2017,пайыз,Батыс Қазақстан,ерлер,,,3.8
2017,пайыз,Жамбыл,ерлер,,,4.2
2017,пайыз,Қарағанды,ерлер,,,2.1
2017,пайыз,Қостанай,ерлер,,,5.4
2017,пайыз,Қызылорда,ерлер,,,5.3
2017,пайыз,Маңғыстау,ерлер,,,1.1
2017,пайыз,Оңтүстік Қазақстан,ерлер,,,0.3
2017,пайыз,Павлодар,ерлер,,,1.7
2017,пайыз,Солтүстік Қазақстан,ерлер,,,0.9
2017,пайыз,Шығыс Қазақстан,ерлер,,,5.2
2017,пайыз,Нұр-Сұлтан қаласы,ерлер,,,0.0
2017,пайыз,Алматы қаласы,ерлер,,,0.7
2017,пайыз,,әйелдер,,,2.5
2017,пайыз,Ақмола,әйелдер,,,3.8
2017,пайыз,Ақтөбе,әйелдер,,,1.5
2017,пайыз,Алматы,әйелдер,,,3.7
2017,пайыз,Атырау,әйелдер,,,0.4
2017,пайыз,Батыс Қазақстан,әйелдер,,,3.8
2017,пайыз,Жамбыл,әйелдер,,,3.0
2017,пайыз,Қарағанды,әйелдер,,,1.6
2017,пайыз,Қостанай,әйелдер,,,5.1
2017,пайыз,Қызылорда,әйелдер,,,3.2
2017,пайыз,Маңғыстау,әйелдер,,,1.1
2017,пайыз,Оңтүстік Қазақстан,әйелдер,,,3.3
2017,пайыз,Павлодар,әйелдер,,,1.8
2017,пайыз,Солтүстік Қазақстан,әйелдер,,,0.8
2017,пайыз,Шығыс Қазақстан,әйелдер,,,4.6
2017,пайыз,Нұр-Сұлтан қаласы,әйелдер,,,0.0
2017,пайыз,Алматы қаласы,әйелдер,,,0.5
2017,пайыз,,,қала,,1.5
2017,пайыз,Ақмола,,қала,,2.3
2017,пайыз,Ақтөбе,,қала,,1.5
2017,пайыз,Алматы,,қала,,2.2
2017,пайыз,Атырау,,қала,,0.1
2017,пайыз,Батыс Қазақстан,,қала,,1.7
2017,пайыз,Жамбыл,,қала,,3.0
2017,пайыз,Қарағанды,,қала,,1.6
2017,пайыз,Қостанай,,қала,,8.9
2017,пайыз,Қызылорда,,қала,,1.7
2017,пайыз,Маңғыстау,,қала,,0.9
2017,пайыз,Оңтүстік Қазақстан,,қала,,0.3
2017,пайыз,Павлодар,,қала,,0.4
2017,пайыз,Солтүстік Қазақстан,,қала,,1.3
2017,пайыз,Шығыс Қазақстан,,қала,,1.7
2017,пайыз,Нұр-Сұлтан қаласы,,қала,,0.0
2017,пайыз,Алматы қаласы,,қала,,0.6
2017,пайыз,,,ауыл,,4.0
2017,пайыз,Ақмола,,ауыл,,5.8
2017,пайыз,Ақтөбе,,ауыл,,2.4
2017,пайыз,Алматы,,ауыл,,4.4
2017,пайыз,Атырау,,ауыл,,0.7
2017,пайыз,Батыс Қазақстан,,ауыл,,5.7
2017,пайыз,Жамбыл,,ауыл,,4.0
2017,пайыз,Қарағанды,,ауыл,,2.7
2017,пайыз,Қостанай,,ауыл,,1.5
2017,пайыз,Қызылорда,,ауыл,,6.4
2017,пайыз,Маңғыстау,,ауыл,,1.3
2017,пайыз,Оңтүстік Қазақстан,,ауыл,,2.7
2017,пайыз,Павлодар,,ауыл,,4.8
2017,пайыз,Солтүстік Қазақстан,,ауыл,,0.5
2017,пайыз,Шығыс Қазақстан,,ауыл,,9.9
2017,пайыз,,,,Y15,41.0
2017,пайыз,,,,16-24,3.6
2017,пайыз,,,,25-28,2.4
2017,пайыз,,,,29-34,2.2
2017,пайыз,,,,35-44,2.1
2017,пайыз,,,,45-54,2.6
2017,пайыз,,,,55-64,3.0
2017,пайыз,,,,65 және одан үлкен,3.6
2017,пайыз,Ақмола,,,Y15,78.6
2017,пайыз,Ақмола,,,16-24,4.0
2017,пайыз,Ақмола,,,25-28,3.7
2017,пайыз,Ақмола,,,29-34,3.6
2017,пайыз,Ақмола,,,35-44,3.3
2017,пайыз,Ақмола,,,45-54,4.1
2017,пайыз,Ақмола,,,55-64,5.0
2017,пайыз,Ақмола,,,65 және одан үлкен,8.6
2017,пайыз,Ақтөбе,,,16-24,1.6
2017,пайыз,Ақтөбе,,,25-28,2.3
2017,пайыз,Ақтөбе,,,29-34,1.0
2017,пайыз,Ақтөбе,,,35-44,1.6
2017,пайыз,Ақтөбе,,,45-54,2.1
2017,пайыз,Ақтөбе,,,55-64,3.1
2017,пайыз,Алматы,,,Y15,41.8
2017,пайыз,Алматы,,,16-24,3.5
2017,пайыз,Алматы,,,25-28,4.1
2017,пайыз,Алматы,,,29-34,2.4
2017,пайыз,Алматы,,,35-44,3.6
2017,пайыз,Алматы,,,45-54,4.6
2017,пайыз,Алматы,,,55-64,7.0
2017,пайыз,Алматы,,,65 және одан үлкен,1.9
2017,пайыз,Атырау,,,16-24,0.3
2017,пайыз,Атырау,,,25-28,0.4
2017,пайыз,Атырау,,,29-34,0.0
2017,пайыз,Атырау,,,35-44,0.6
2017,пайыз,Атырау,,,45-54,0.5
2017,пайыз,Атырау,,,55-64,0.5
2017,пайыз,Батыс Қазақстан,,,16-24,5.5
2017,пайыз,Батыс Қазақстан,,,25-28,4.5
2017,пайыз,Батыс Қазақстан,,,29-34,2.9
2017,пайыз,Батыс Қазақстан,,,35-44,3.4
2017,пайыз,Батыс Қазақстан,,,45-54,3.1
2017,пайыз,Батыс Қазақстан,,,55-64,4.4
2017,пайыз,Жамбыл,,,16-24,5.9
2017,пайыз,Жамбыл,,,25-28,3.5
2017,пайыз,Жамбыл,,,29-34,3.1
2017,пайыз,Жамбыл,,,35-44,2.6
2017,пайыз,Жамбыл,,,45-54,3.2
2017,пайыз,Жамбыл,,,55-64,3.0
2017,пайыз,Жамбыл,,,65 және одан үлкен,4.8
2017,пайыз,Қарағанды,,,Y15,38.1
2017,пайыз,Қарағанды,,,16-24,3.2
2017,пайыз,Қарағанды,,,25-28,1.5
2017,пайыз,Қарағанды,,,29-34,1.8
2017,пайыз,Қарағанды,,,35-44,1.6
2017,пайыз,Қарағанды,,,45-54,1.4
2017,пайыз,Қарағанды,,,55-64,2.7
2017,пайыз,Қарағанды,,,65 және одан үлкен,3.3
2017,пайыз,Қостанай,,,16-24,8.5
2017,пайыз,Қостанай,,,25-28,7.2
2017,пайыз,Қостанай,,,29-34,8.6
2017,пайыз,Қостанай,,,35-44,3.1
2017,пайыз,Қостанай,,,45-54,4.2
2017,пайыз,Қостанай,,,55-64,2.4
2017,пайыз,Қостанай,,,65 және одан үлкен,0.3
2017,пайыз,Қызылорда,,,16-24,6.9
2017,пайыз,Қызылорда,,,25-28,5.0
2017,пайыз,Қызылорда,,,29-34,5.0
2017,пайыз,Қызылорда,,,35-44,3.5
2017,пайыз,Қызылорда,,,45-54,3.3
2017,пайыз,Қызылорда,,,55-64,2.5
2017,пайыз,Маңғыстау,,,16-24,1.1
2017,пайыз,Маңғыстау,,,25-28,1.4
2017,пайыз,Маңғыстау,,,29-34,1.0
2017,пайыз,Маңғыстау,,,35-44,0.9
2017,пайыз,Маңғыстау,,,45-54,1.1
2017,пайыз,Маңғыстау,,,55-64,1.0
2017,пайыз,Оңтүстік Қазақстан,,,16-24,1.4
2017,пайыз,Оңтүстік Қазақстан,,,25-28,1.4
2017,пайыз,Оңтүстік Қазақстан,,,29-34,1.9
2017,пайыз,Оңтүстік Қазақстан,,,35-44,1.7
2017,пайыз,Оңтүстік Қазақстан,,,45-54,1.9
2017,пайыз,Оңтүстік Қазақстан,,,55-64,1.1
2017,пайыз,Павлодар,,,16-24,5.4
2017,пайыз,Павлодар,,,25-28,1.3
2017,пайыз,Павлодар,,,29-34,1.2
2017,пайыз,Павлодар,,,35-44,1.5
2017,пайыз,Павлодар,,,45-54,1.6
2017,пайыз,Павлодар,,,55-64,1.9
2017,пайыз,Солтүстік Қазақстан,,,Y15,39.2
2017,пайыз,Солтүстік Қазақстан,,,16-24,1.8
2017,пайыз,Солтүстік Қазақстан,,,25-28,0.4
2017,пайыз,Солтүстік Қазақстан,,,29-34,0.9
2017,пайыз,Солтүстік Қазақстан,,,35-44,1.3
2017,пайыз,Солтүстік Қазақстан,,,45-54,0.4
2017,пайыз,Солтүстік Қазақстан,,,55-64,0.4
2017,пайыз,Солтүстік Қазақстан,,,65 және одан үлкен,0.4
2017,пайыз,Шығыс Қазақстан,,,Y15,100.0
2017,пайыз,Шығыс Қазақстан,,,16-24,10.4
2017,пайыз,Шығыс Қазақстан,,,25-28,3.8
2017,пайыз,Шығыс Қазақстан,,,29-34,2.5
2017,пайыз,Шығыс Қазақстан,,,35-44,4.4
2017,пайыз,Шығыс Қазақстан,,,45-54,5.8
2017,пайыз,Шығыс Қазақстан,,,55-64,5.4
2017,пайыз,Шығыс Қазақстан,,,65 және одан үлкен,17.5
2017,пайыз,Алматы қаласы,,,16-24,0.3
2017,пайыз,Алматы қаласы,,,25-28,0.6
2017,пайыз,Алматы қаласы,,,29-34,0.6
2017,пайыз,Алматы қаласы,,,35-44,0.7
2017,пайыз,Алматы қаласы,,,45-54,0.8
2017,пайыз,Алматы қаласы,,,55-64,1.2
2018,пайыз,,,,,2.2
2018,пайыз,Ақмола,,,,4.0
2018,пайыз,Ақтөбе,,,,1.5
2018,пайыз,Алматы,,,,3.8
2018,пайыз,Атырау,,,,0.4
2018,пайыз,Батыс Қазақстан,,,,3.5
2018,пайыз,Жамбыл,,,,1.9
2018,пайыз,Қарағанды,,,,1.6
2018,пайыз,Қостанай,,,,4.6
2018,пайыз,Қызылорда,,,,3.8
2018,пайыз,Маңғыстау,,,,1.7
2018,пайыз,Павлодар,,,,1.6
2018,пайыз,Солтүстік Қазақстан,,,,0.7
2018,пайыз,Түркістан,,,,2.9
2018,пайыз,Шығыс Қазақстан,,,,3.3
2018,пайыз,Нұр-Сұлтан қаласы,,,,0.0
2018,пайыз,Алматы қаласы,,,,0.5
2018,пайыз,Шымкент қаласы,,,,0.7
2018,пайыз,,ерлер,,,2.3
2018,пайыз,Ақмола,ерлер,,,4.0
2018,пайыз,Ақтөбе,ерлер,,,1.8
2018,пайыз,Алматы,ерлер,,,3.6
2018,пайыз,Атырау,ерлер,,,0.4
2018,пайыз,Батыс Қазақстан,ерлер,,,3.0
2018,пайыз,Жамбыл,ерлер,,,1.8
2018,пайыз,Қарағанды,ерлер,,,1.9
2018,пайыз,Қостанай,ерлер,,,4.6
2018,пайыз,Қызылорда,ерлер,,,4.9
2018,пайыз,Маңғыстау,ерлер,,,1.9
2018,пайыз,Павлодар,ерлер,,,1.6
2018,пайыз,Солтүстік Қазақстан,ерлер,,,0.8
2018,пайыз,Түркістан,ерлер,,,2.3
2018,пайыз,Шығыс Қазақстан,ерлер,,,3.5
2018,пайыз,Нұр-Сұлтан қаласы,ерлер,,,0.1
2018,пайыз,Алматы қаласы,ерлер,,,0.5
2018,пайыз,Шымкент қаласы,ерлер,,,1.2
2018,пайыз,,әйелдер,,,2.2
2018,пайыз,Ақмола,әйелдер,,,3.9
2018,пайыз,Ақтөбе,әйелдер,,,1.2
2018,пайыз,Алматы,әйелдер,,,4.0
2018,пайыз,Атырау,әйелдер,,,0.4
2018,пайыз,Батыс Қазақстан,әйелдер,,,4.1
2018,пайыз,Жамбыл,әйелдер,,,1.9
2018,пайыз,Қарағанды,әйелдер,,,1.4
2018,пайыз,Қостанай,әйелдер,,,4.7
2018,пайыз,Қызылорда,әйелдер,,,2.5
2018,пайыз,Маңғыстау,әйелдер,,,1.5
2018,пайыз,Павлодар,әйелдер,,,1.6
2018,пайыз,Солтүстік Қазақстан,әйелдер,,,0.6
2018,пайыз,Түркістан,әйелдер,,,3.6
2018,пайыз,Шығыс Қазақстан,әйелдер,,,3.1
2018,пайыз,Нұр-Сұлтан қаласы,әйелдер,,,0.0
2018,пайыз,Алматы қаласы,әйелдер,,,0.5
2018,пайыз,Шымкент қаласы,әйелдер,,,0.3
2018,пайыз,,,қала,,1.1
2018,пайыз,Ақмола,,қала,,2.0
2018,пайыз,Ақтөбе,,қала,,0.9
2018,пайыз,Алматы,,қала,,2.9
2018,пайыз,Атырау,,қала,,0.4
2018,пайыз,Батыс Қазақстан,,қала,,1.5
2018,пайыз,Жамбыл,,қала,,0.1
