Year,UNIT_MEASURE,Өңірлер,Жынысы,Аймақ,Жасы,Value
2014,пайыз,Атырау,,,65 және одан үлкен,17.1
2014,пайыз,Батыс Қазақстан,,,Y15,100.0
2014,пайыз,Батыс Қазақстан,,,16-24,29.1
2014,пайыз,Батыс Қазақстан,,,25-28,26.1
2014,пайыз,Батыс Қазақстан,,,29-34,29.6
2014,пайыз,Батыс Қазақстан,,,35-44,30.1
2014,пайыз,Батыс Қазақстан,,,45-54,32.3
2014,пайыз,Батыс Қазақстан,,,55-64,35.5
2014,пайыз,Батыс Қазақстан,,,65 және одан үлкен,71.8
2014,пайыз,Жамбыл,,,Y15,87.4
2014,пайыз,Жамбыл,,,16-24,54.2
2014,пайыз,Жамбыл,,,25-28,40.9
2014,пайыз,Жамбыл,,,29-34,33.5
2014,пайыз,Жамбыл,,,35-44,35.1
2014,пайыз,Жамбыл,,,45-54,33.2
2014,пайыз,Жамбыл,,,55-64,49.7
2014,пайыз,Жамбыл,,,65 және одан үлкен,78.7
2014,пайыз,Қарағанды,,,Y15,86.8
2014,пайыз,Қарағанды,,,16-24,33.5
2014,пайыз,Қарағанды,,,25-28,21.8
2014,пайыз,Қарағанды,,,29-34,23.3
2014,пайыз,Қарағанды,,,35-44,19.9
2014,пайыз,Қарағанды,,,45-54,20.1
2014,пайыз,Қарағанды,,,55-64,26.6
2014,пайыз,Қарағанды,,,65 және одан үлкен,71.9
2014,пайыз,Қостанай,,,Y15,100.0
2014,пайыз,Қостанай,,,16-24,46.0
2014,пайыз,Қостанай,,,25-28,35.3
2014,пайыз,Қостанай,,,29-34,33.7
2014,пайыз,Қостанай,,,35-44,30.9
2014,пайыз,Қостанай,,,45-54,31.1
2014,пайыз,Қостанай,,,55-64,37.1
2014,пайыз,Қостанай,,,65 және одан үлкен,87.8
2014,пайыз,Қызылорда,,,16-24,26.0
2014,пайыз,Қызылорда,,,25-28,16.5
2014,пайыз,Қызылорда,,,29-34,17.7
2014,пайыз,Қызылорда,,,35-44,19.0
2014,пайыз,Қызылорда,,,45-54,17.4
2014,пайыз,Қызылорда,,,55-64,17.6
2014,пайыз,Қызылорда,,,65 және одан үлкен,90.8
2014,пайыз,Маңғыстау,,,16-24,11.3
2014,пайыз,Маңғыстау,,,25-28,6.2
2014,пайыз,Маңғыстау,,,29-34,6.2
2014,пайыз,Маңғыстау,,,35-44,7.4
2014,пайыз,Маңғыстау,,,45-54,7.5
2014,пайыз,Маңғыстау,,,55-64,5.1
2014,пайыз,Маңғыстау,,,65 және одан үлкен,4.2
2014,пайыз,Оңтүстік Қазақстан,,,Y15,100.0
2014,пайыз,Оңтүстік Қазақстан,,,16-24,24.0
2014,пайыз,Оңтүстік Қазақстан,,,25-28,22.2
2014,пайыз,Оңтүстік Қазақстан,,,29-34,23.4
2014,пайыз,Оңтүстік Қазақстан,,,35-44,21.3
2014,пайыз,Оңтүстік Қазақстан,,,45-54,22.1
2014,пайыз,Оңтүстік Қазақстан,,,55-64,20.9
2014,пайыз,Оңтүстік Қазақстан,,,65 және одан үлкен,2.2
2014,пайыз,Павлодар,,,Y15,97.2
2014,пайыз,Павлодар,,,16-24,44.8
2014,пайыз,Павлодар,,,25-28,24.9
2014,пайыз,Павлодар,,,29-34,27.8
2014,пайыз,Павлодар,,,35-44,25.6
2014,пайыз,Павлодар,,,45-54,26.7
2014,пайыз,Павлодар,,,55-64,46.0
2014,пайыз,Павлодар,,,65 және одан үлкен,97.3
2014,пайыз,Солтүстік Қазақстан,,,Y15,100.0
2014,пайыз,Солтүстік Қазақстан,,,16-24,39.7
2014,пайыз,Солтүстік Қазақстан,,,25-28,28.8
2014,пайыз,Солтүстік Қазақстан,,,29-34,30.9
2014,пайыз,Солтүстік Қазақстан,,,35-44,31.1
2014,пайыз,Солтүстік Қазақстан,,,45-54,32.2
2014,пайыз,Солтүстік Қазақстан,,,55-64,48.2
2014,пайыз,Солтүстік Қазақстан,,,65 және одан үлкен,92.7
2014,пайыз,Шығыс Қазақстан,,,Y15,100.0
2014,пайыз,Шығыс Қазақстан,,,16-24,42.0
2014,пайыз,Шығыс Қазақстан,,,25-28,28.6
2014,пайыз,Шығыс Қазақстан,,,29-34,28.2
2014,пайыз,Шығыс Қазақстан,,,35-44,29.2
2014,пайыз,Шығыс Қазақстан,,,45-54,33.0
2014,пайыз,Шығыс Қазақстан,,,55-64,41.3
2014,пайыз,Шығыс Қазақстан,,,65 және одан үлкен,80.3
2014,пайыз,Нұр-Сұлтан қаласы,,,16-24,36.9
2014,пайыз,Нұр-Сұлтан қаласы,,,25-28,22.9
2014,пайыз,Нұр-Сұлтан қаласы,,,29-34,20.7
2014,пайыз,Нұр-Сұлтан қаласы,,,35-44,21.8
2014,пайыз,Нұр-Сұлтан қаласы,,,45-54,21.2
2014,пайыз,Нұр-Сұлтан қаласы,,,55-64,11.9
2014,пайыз,Нұр-Сұлтан қаласы,,,65 және одан үлкен,35.6
2014,пайыз,Алматы қаласы,,,16-24,16.7
2014,пайыз,Алматы қаласы,,,25-28,14.0
2014,пайыз,Алматы қаласы,,,29-34,14.5
2014,пайыз,Алматы қаласы,,,35-44,16.1
2014,пайыз,Алматы қаласы,,,45-54,12.0
2014,пайыз,Алматы қаласы,,,55-64,13.2
2014,пайыз,Алматы қаласы,,,65 және одан үлкен,29.7
2015,пайыз,,,,,22.9
2015,пайыз,Ақмола,,,,23.3
2015,пайыз,Ақтөбе,,,,19.3
2015,пайыз,Алматы,,,,26.3
2015,пайыз,Атырау,,,,7.0
2015,пайыз,Батыс Қазақстан,,,,31.0
2015,пайыз,Жамбыл,,,,36.8
2015,пайыз,Қарағанды,,,,22.6
2015,пайыз,Қостанай,,,,38.1
2015,пайыз,Қызылорда,,,,23.1
2015,пайыз,Маңғыстау,,,,5.4
2015,пайыз,Оңтүстік Қазақстан,,,,15.4
2015,пайыз,Павлодар,,,,25.9
2015,пайыз,Солтүстік Қазақстан,,,,35.2
2015,пайыз,Шығыс Қазақстан,,,,26.2
2015,пайыз,Нұр-Сұлтан қаласы,,,,26.4
2015,пайыз,Алматы қаласы,,,,11.4
2015,пайыз,,ерлер,,,22.7
2015,пайыз,Ақмола,ерлер,,,22.2
2015,пайыз,Ақтөбе,ерлер,,,18.1
2015,пайыз,Алматы,ерлер,,,28.6
2015,пайыз,Атырау,ерлер,,,7.6
2015,пайыз,Батыс Қазақстан,ерлер,,,32.1
2015,пайыз,Жамбыл,ерлер,,,38.0
2015,пайыз,Қарағанды,ерлер,,,20.8
2015,пайыз,Қостанай,ерлер,,,33.1
2015,пайыз,Қызылорда,ерлер,,,25.1
2015,пайыз,Маңғыстау,ерлер,,,5.5
2015,пайыз,Оңтүстік Қазақстан,ерлер,,,16.3
2015,пайыз,Павлодар,ерлер,,,23.0
2015,пайыз,Солтүстік Қазақстан,ерлер,,,31.2
2015,пайыз,Шығыс Қазақстан,ерлер,,,25.6
2015,пайыз,Нұр-Сұлтан қаласы,ерлер,,,27.1
2015,пайыз,Алматы қаласы,ерлер,,,11.7
2015,пайыз,,әйелдер,,,23.2
2015,пайыз,Ақмола,әйелдер,,,24.4
2015,пайыз,Ақтөбе,әйелдер,,,20.6
2015,пайыз,Алматы,әйелдер,,,23.9
2015,пайыз,Атырау,әйелдер,,,6.4
2015,пайыз,Батыс Қазақстан,әйелдер,,,29.7
2015,пайыз,Жамбыл,әйелдер,,,35.5
2015,пайыз,Қарағанды,әйелдер,,,24.6
2015,пайыз,Қостанай,әйелдер,,,43.1
2015,пайыз,Қызылорда,әйелдер,,,20.8
2015,пайыз,Маңғыстау,әйелдер,,,5.4
2015,пайыз,Оңтүстік Қазақстан,әйелдер,,,14.3
2015,пайыз,Павлодар,әйелдер,,,28.8
2015,пайыз,Солтүстік Қазақстан,әйелдер,,,39.3
2015,пайыз,Шығыс Қазақстан,әйелдер,,,26.9
2015,пайыз,Нұр-Сұлтан қаласы,әйелдер,,,25.8
2015,пайыз,Алматы қаласы,әйелдер,,,11.1
2015,пайыз,,,қала,,16.9
2015,пайыз,Ақмола,,қала,,16.2
2015,пайыз,Ақтөбе,,қала,,12.2
2015,пайыз,Алматы,,қала,,17.7
2015,пайыз,Атырау,,қала,,3.0
2015,пайыз,Батыс Қазақстан,,қала,,13.1
2015,пайыз,Жамбыл,,қала,,26.3
2015,пайыз,Қарағанды,,қала,,21.4
2015,пайыз,Қостанай,,қала,,30.6
2015,пайыз,Қызылорда,,қала,,16.2
2015,пайыз,Маңғыстау,,қала,,7.4
2015,пайыз,Оңтүстік Қазақстан,,қала,,14.0
2015,пайыз,Павлодар,,қала,,13.2
2015,пайыз,Солтүстік Қазақстан,,қала,,23.7
2015,пайыз,Шығыс Қазақстан,,қала,,15.5
2015,пайыз,Нұр-Сұлтан қаласы,,қала,,26.4
2015,пайыз,Алматы қаласы,,қала,,11.4
2015,пайыз,,,ауыл,,30.8
2015,пайыз,Ақмола,,ауыл,,29.7
2015,пайыз,Ақтөбе,,ауыл,,30.9
2015,пайыз,Алматы,,ауыл,,29.0
2015,пайыз,Атырау,,ауыл,,11.1
2015,пайыз,Батыс Қазақстан,,ауыл,,46.5
2015,пайыз,Жамбыл,,ауыл,,43.6
2015,пайыз,Қарағанды,,ауыл,,27.2
2015,пайыз,Қостанай,,ауыл,,46.0
2015,пайыз,Қызылорда,,ауыл,,27.8
2015,пайыз,Маңғыстау,,ауыл,,3.1
2015,пайыз,Оңтүстік Қазақстан,,ауыл,,16.4
2015,пайыз,Павлодар,,ауыл,,51.7
2015,пайыз,Солтүстік Қазақстан,,ауыл,,43.0
2015,пайыз,Шығыс Қазақстан,,ауыл,,42.0
2015,пайыз,,,,Y15,93.9
2015,пайыз,,,,16-24,25.2
2015,пайыз,,,,25-28,21.7
2015,пайыз,,,,29-34,21.1
2015,пайыз,,,,35-44,21.4
2015,пайыз,,,,45-54,22.2
2015,пайыз,,,,55-64,26.7
2015,пайыз,,,,65 және одан үлкен,72.0
2015,пайыз,Ақмола,,,Y15,84.9
2015,пайыз,Ақмола,,,16-24,25.4
2015,пайыз,Ақмола,,,25-28,21.3
2015,пайыз,Ақмола,,,29-34,22.1
2015,пайыз,Ақмола,,,35-44,22.2
2015,пайыз,Ақмола,,,45-54,20.9
2015,пайыз,Ақмола,,,55-64,23.7
2015,пайыз,Ақмола,,,65 және одан үлкен,83.7
2015,пайыз,Ақтөбе,,,16-24,22.7
2015,пайыз,Ақтөбе,,,25-28,18.2
2015,пайыз,Ақтөбе,,,29-34,20.4
2015,пайыз,Ақтөбе,,,35-44,17.8
2015,пайыз,Ақтөбе,,,45-54,18.8
2015,пайыз,Ақтөбе,,,55-64,18.1
2015,пайыз,Ақтөбе,,,65 және одан үлкен,34.7
2015,пайыз,Алматы,,,Y15,100.0
2015,пайыз,Алматы,,,16-24,27.0
2015,пайыз,Алматы,,,25-28,24.8
2015,пайыз,Алматы,,,29-34,23.6
2015,пайыз,Алматы,,,35-44,27.5
2015,пайыз,Алматы,,,45-54,27.0
2015,пайыз,Алматы,,,55-64,26.7
2015,пайыз,Алматы,,,65 және одан үлкен,33.8
2015,пайыз,Атырау,,,16-24,8.1
2015,пайыз,Атырау,,,25-28,5.8
2015,пайыз,Атырау,,,29-34,6.7
2015,пайыз,Атырау,,,35-44,6.4
2015,пайыз,Атырау,,,45-54,8.5
2015,пайыз,Атырау,,,55-64,5.6
2015,пайыз,Батыс Қазақстан,,,16-24,34.8
2015,пайыз,Батыс Қазақстан,,,25-28,27.9
2015,пайыз,Батыс Қазақстан,,,29-34,27.8
2015,пайыз,Батыс Қазақстан,,,35-44,28.5
2015,пайыз,Батыс Қазақстан,,,45-54,32.0
2015,пайыз,Батыс Қазақстан,,,55-64,36.5
2015,пайыз,Батыс Қазақстан,,,65 және одан үлкен,66.7
2015,пайыз,Жамбыл,,,Y15,80.5
2015,пайыз,Жамбыл,,,16-24,51.7
2015,пайыз,Жамбыл,,,25-28,34.7
2015,пайыз,Жамбыл,,,29-34,32.6
2015,пайыз,Жамбыл,,,35-44,33.1
2015,пайыз,Жамбыл,,,45-54,30.9
2015,пайыз,Жамбыл,,,55-64,43.0
2015,пайыз,Жамбыл,,,65 және одан үлкен,84.1
2015,пайыз,Қарағанды,,,Y15,100.0
2015,пайыз,Қарағанды,,,16-24,30.3
2015,пайыз,Қарағанды,,,25-28,22.1
2015,пайыз,Қарағанды,,,29-34,21.6
2015,пайыз,Қарағанды,,,35-44,20.2
2015,пайыз,Қарағанды,,,45-54,19.1
2015,пайыз,Қарағанды,,,55-64,23.2
2015,пайыз,Қарағанды,,,65 және одан үлкен,73.3
2015,пайыз,Қостанай,,,Y15,100.0
2015,пайыз,Қостанай,,,16-24,41.5
2015,пайыз,Қостанай,,,25-28,35.7
2015,пайыз,Қостанай,,,29-34,37.3
2015,пайыз,Қостанай,,,35-44,34.6
2015,пайыз,Қостанай,,,45-54,34.2
2015,пайыз,Қостанай,,,55-64,44.9
2015,пайыз,Қостанай,,,65 және одан үлкен,87.2
2015,пайыз,Қызылорда,,,16-24,26.6
2015,пайыз,Қызылорда,,,25-28,21.4
2015,пайыз,Қызылорда,,,29-34,20.8
2015,пайыз,Қызылорда,,,35-44,24.4
2015,пайыз,Қызылорда,,,45-54,22.5
2015,пайыз,Қызылорда,,,55-64,20.9
2015,пайыз,Қызылорда,,,65 және одан үлкен,100.0
2015,пайыз,Маңғыстау,,,16-24,9.3
2015,пайыз,Маңғыстау,,,25-28,4.8
2015,пайыз,Маңғыстау,,,29-34,4.0
2015,пайыз,Маңғыстау,,,35-44,6.2
2015,пайыз,Маңғыстау,,,45-54,5.0
2015,пайыз,Маңғыстау,,,55-64,3.0
2015,пайыз,Маңғыстау,,,65 және одан үлкен,7.2
2015,пайыз,Оңтүстік Қазақстан,,,16-24,16.4
2015,пайыз,Оңтүстік Қазақстан,,,25-28,15.2
2015,пайыз,Оңтүстік Қазақстан,,,29-34,12.8
2015,пайыз,Оңтүстік Қазақстан,,,35-44,15.6
2015,пайыз,Оңтүстік Қазақстан,,,45-54,16.0
2015,пайыз,Оңтүстік Қазақстан,,,55-64,19.2
2015,пайыз,Оңтүстік Қазақстан,,,65 және одан үлкен,13.7
2015,пайыз,Павлодар,,,Y15,100.0
2015,пайыз,Павлодар,,,16-24,38.2
2015,пайыз,Павлодар,,,25-28,18.0
2015,пайыз,Павлодар,,,29-34,23.5
2015,пайыз,Павлодар,,,35-44,19.1
2015,пайыз,Павлодар,,,45-54,25.3
2015,пайыз,Павлодар,,,55-64,35.2
2015,пайыз,Павлодар,,,65 және одан үлкен,96.9
2015,пайыз,Солтүстік Қазақстан,,,Y15,100.0
2015,пайыз,Солтүстік Қазақстан,,,16-24,38.7
2015,пайыз,Солтүстік Қазақстан,,,25-28,26.1
2015,пайыз,Солтүстік Қазақстан,,,29-34,29.0
2015,пайыз,Солтүстік Қазақстан,,,35-44,27.7
2015,пайыз,Солтүстік Қазақстан,,,45-54,30.7
2015,пайыз,Солтүстік Қазақстан,,,55-64,48.5
2015,пайыз,Солтүстік Қазақстан,,,65 және одан үлкен,94.4
2015,пайыз,Шығыс Қазақстан,,,Y15,75.7
2015,пайыз,Шығыс Қазақстан,,,16-24,28.3
2015,пайыз,Шығыс Қазақстан,,,25-28,25.2
2015,пайыз,Шығыс Қазақстан,,,29-34,23.0
2015,пайыз,Шығыс Қазақстан,,,35-44,25.6
2015,пайыз,Шығыс Қазақстан,,,45-54,28.9
2015,пайыз,Шығыс Қазақстан,,,55-64,26.9
2015,пайыз,Шығыс Қазақстан,,,65 және одан үлкен,52.8
2015,пайыз,Нұр-Сұлтан қаласы,,,16-24,41.4
2015,пайыз,Нұр-Сұлтан қаласы,,,25-28,28.7
2015,пайыз,Нұр-Сұлтан қаласы,,,29-34,23.5
2015,пайыз,Нұр-Сұлтан қаласы,,,35-44,24.8
2015,пайыз,Нұр-Сұлтан қаласы,,,45-54,23.9
2015,пайыз,Нұр-Сұлтан қаласы,,,55-64,17.9
2015,пайыз,Нұр-Сұлтан қаласы,,,65 және одан үлкен,18.5
2015,пайыз,Алматы қаласы,,,16-24,12.2
2015,пайыз,Алматы қаласы,,,25-28,13.6
2015,пайыз,Алматы қаласы,,,29-34,12.1
2015,пайыз,Алматы қаласы,,,35-44,11.1
2015,пайыз,Алматы қаласы,,,45-54,10.5
2015,пайыз,Алматы қаласы,,,55-64,8.4
2015,пайыз,Алматы қаласы,,,65 және одан үлкен,9.8
2016,пайыз,,,,,18.6
2016,пайыз,Ақмола,,,,17.9
2016,пайыз,Ақтөбе,,,,15.4
2016,пайыз,Алматы,,,,16.2
2016,пайыз,Атырау,,,,5.1
2016,пайыз,Батыс Қазақстан,,,,29.6
2016,пайыз,Жамбыл,,,,33.1
2016,пайыз,Қарағанды,,,,17.4
2016,пайыз,Қостанай,,,,35.6
2016,пайыз,Қызылорда,,,,16.1
2016,пайыз,Маңғыстау,,,,3.0
2016,пайыз,Оңтүстік Қазақстан,,,,10.0
2016,пайыз,Павлодар,,,,25.7
2016,пайыз,Солтүстік Қазақстан,,,,28.6
2016,пайыз,Шығыс Қазақстан,,,,19.4
2016,пайыз,Нұр-Сұлтан қаласы,,,,17.2
2016,пайыз,Алматы қаласы,,,,17.2
2016,пайыз,,ерлер,,,18.3
2016,пайыз,Ақмола,ерлер,,,18.0
2016,пайыз,Ақтөбе,ерлер,,,14.3
2016,пайыз,Алматы,ерлер,,,18.5
2016,пайыз,Атырау,ерлер,,,6.4
2016,пайыз,Батыс Қазақстан,ерлер,,,30.2
2016,пайыз,Жамбыл,ерлер,,,33.5
2016,пайыз,Қарағанды,ерлер,,,15.6
2016,пайыз,Қостанай,ерлер,,,32.3
2016,пайыз,Қызылорда,ерлер,,,15.0
2016,пайыз,Маңғыстау,ерлер,,,3.1
2016,пайыз,Оңтүстік Қазақстан,ерлер,,,11.2
2016,пайыз,Павлодар,ерлер,,,22.6
2016,пайыз,Солтүстік Қазақстан,ерлер,,,24.5
2016,пайыз,Шығыс Қазақстан,ерлер,,,18.1
2016,пайыз,Нұр-Сұлтан қаласы,ерлер,,,18.8
2016,пайыз,Алматы қаласы,ерлер,,,17.5
2016,пайыз,,әйелдер,,,18.9
2016,пайыз,Ақмола,әйелдер,,,17.9
2016,пайыз,Ақтөбе,әйелдер,,,16.6
2016,пайыз,Алматы,әйелдер,,,13.7
2016,пайыз,Атырау,әйелдер,,,3.7
2016,пайыз,Батыс Қазақстан,әйелдер,,,28.9
2016,пайыз,Жамбыл,әйелдер,,,32.7
2016,пайыз,Қарағанды,әйелдер,,,19.5
2016,пайыз,Қостанай,әйелдер,,,38.9
2016,пайыз,Қызылорда,әйелдер,,,17.3
2016,пайыз,Маңғыстау,әйелдер,,,2.8
2016,пайыз,Оңтүстік Қазақстан,әйелдер,,,8.4
2016,пайыз,Павлодар,әйелдер,,,28.6
2016,пайыз,Солтүстік Қазақстан,әйелдер,,,33.0
2016,пайыз,Шығыс Қазақстан,әйелдер,,,20.9
2016,пайыз,Нұр-Сұлтан қаласы,әйелдер,,,15.5
2016,пайыз,Алматы қаласы,әйелдер,,,16.9
2016,пайыз,,,қала,,14.9
2016,пайыз,Ақмола,,қала,,13.7
2016,пайыз,Ақтөбе,,қала,,8.3
2016,пайыз,Алматы,,қала,,14.8
2016,пайыз,Атырау,,қала,,2.2
2016,пайыз,Батыс Қазақстан,,қала,,12.1
2016,пайыз,Жамбыл,,қала,,26.7
2016,пайыз,Қарағанды,,қала,,16.8
2016,пайыз,Қостанай,,қала,,27.5
2016,пайыз,Қызылорда,,қала,,11.8
2016,пайыз,Маңғыстау,,қала,,2.4
2016,пайыз,Оңтүстік Қазақстан,,қала,,11.9
2016,пайыз,Павлодар,,қала,,14.8
2016,пайыз,Солтүстік Қазақстан,,қала,,15.4
2016,пайыз,Шығыс Қазақстан,,қала,,11.0
2016,пайыз,Нұр-Сұлтан қаласы,,қала,,17.2
2016,пайыз,Алматы қаласы,,қала,,17.2
2016,пайыз,,,ауыл,,23.5
2016,пайыз,Ақмола,,ауыл,,21.7
2016,пайыз,Ақтөбе,,ауыл,,27.2
2016,пайыз,Алматы,,ауыл,,16.6
2016,пайыз,Атырау,,ауыл,,7.8
2016,пайыз,Батыс Қазақстан,,ауыл,,45.3
2016,пайыз,Жамбыл,,ауыл,,37.3
2016,пайыз,Қарағанды,,ауыл,,19.7
2016,пайыз,Қостанай,,ауыл,,44.5
2016,пайыз,Қызылорда,,ауыл,,19.4
2016,пайыз,Маңғыстау,,ауыл,,3.6
2016,пайыз,Оңтүстік Қазақстан,,ауыл,,8.5
2016,пайыз,Павлодар,,ауыл,,50.2
2016,пайыз,Солтүстік Қазақстан,,ауыл,,37.8
2016,пайыз,Шығыс Қазақстан,,ауыл,,32.5
2016,пайыз,,,,Y15,88.4
2016,пайыз,,,,16-24,21.9
2016,пайыз,,,,25-28,17.1
2016,пайыз,,,,29-34,16.5
2016,пайыз,,,,35-44,17.2
2016,пайыз,,,,45-54,17.3
2016,пайыз,,,,55-64,23.7
2016,пайыз,,,,65 және одан үлкен,56.0
2016,пайыз,Ақмола,,,Y15,100.0
2016,пайыз,Ақмола,,,16-24,21.0
2016,пайыз,Ақмола,,,25-28,16.8
2016,пайыз,Ақмола,,,29-34,15.3
2016,пайыз,Ақмола,,,35-44,15.9
2016,пайыз,Ақмола,,,45-54,15.8
2016,пайыз,Ақмола,,,55-64,21.9
2016,пайыз,Ақмола,,,65 және одан үлкен,47.1
2016,пайыз,Ақтөбе,,,16-24,20.6
2016,пайыз,Ақтөбе,,,25-28,13.3
2016,пайыз,Ақтөбе,,,29-34,14.1
2016,пайыз,Ақтөбе,,,35-44,14.5
2016,пайыз,Ақтөбе,,,45-54,14.9
2016,пайыз,Ақтөбе,,,55-64,18.9
2016,пайыз,Ақтөбе,,,65 және одан үлкен,60.2
2016,пайыз,Алматы,,,16-24,17.3
2016,пайыз,Алматы,,,25-28,16.0
2016,пайыз,Алматы,,,29-34,15.0
2016,пайыз,Алматы,,,35-44,17.0
2016,пайыз,Алматы,,,45-54,16.9
2016,пайыз,Алматы,,,55-64,13.2
2016,пайыз,Алматы,,,65 және одан үлкен,5.2
2016,пайыз,Атырау,,,16-24,6.2
2016,пайыз,Атырау,,,25-28,4.9
2016,пайыз,Атырау,,,29-34,3.5
2016,пайыз,Атырау,,,35-44,4.5
2016,пайыз,Атырау,,,45-54,5.3
2016,пайыз,Атырау,,,55-64,7.4
2016,пайыз,Атырау,,,65 және одан үлкен,1.2
2016,пайыз,Батыс Қазақстан,,,16-24,29.2
2016,пайыз,Батыс Қазақстан,,,25-28,23.5
2016,пайыз,Батыс Қазақстан,,,29-34,27.7
2016,пайыз,Батыс Қазақстан,,,35-44,29.4
2016,пайыз,Батыс Қазақстан,,,45-54,29.8
2016,пайыз,Батыс Қазақстан,,,55-64,38.4
2016,пайыз,Жамбыл,,,16-24,50.4
2016,пайыз,Жамбыл,,,25-28,29.6
2016,пайыз,Жамбыл,,,29-34,28.1
2016,пайыз,Жамбыл,,,35-44,26.9
2016,пайыз,Жамбыл,,,45-54,25.5
2016,пайыз,Жамбыл,,,55-64,45.2
2016,пайыз,Жамбыл,,,65 және одан үлкен,82.6
2016,пайыз,Қарағанды,,,Y15,100.0
2016,пайыз,Қарағанды,,,16-24,27.1
2016,пайыз,Қарағанды,,,25-28,20.0
2016,пайыз,Қарағанды,,,29-34,16.8
2016,пайыз,Қарағанды,,,35-44,16.0
2016,пайыз,Қарағанды,,,45-54,12.4
2016,пайыз,Қарағанды,,,55-64,16.4
2016,пайыз,Қарағанды,,,65 және одан үлкен,54.3
2016,пайыз,Қостанай,,,Y15,100.0
2016,пайыз,Қостанай,,,16-24,43.9
2016,пайыз,Қостанай,,,25-28,35.8
2016,пайыз,Қостанай,,,29-34,33.5
2016,пайыз,Қостанай,,,35-44,31.1
2016,пайыз,Қостанай,,,45-54,30.4
2016,пайыз,Қостанай,,,55-64,39.3
2016,пайыз,Қостанай,,,65 және одан үлкен,87.1
2016,пайыз,Қызылорда,,,Y15,100.0
2016,пайыз,Қызылорда,,,16-24,16.5
2016,пайыз,Қызылорда,,,25-28,15.4
2016,пайыз,Қызылорда,,,29-34,17.0
2016,пайыз,Қызылорда,,,35-44,15.7
2016,пайыз,Қызылорда,,,45-54,15.9
2016,пайыз,Қызылорда,,,55-64,15.8
2016,пайыз,Қызылорда,,,65 және одан үлкен,64.1
2016,пайыз,Маңғыстау,,,16-24,2.4
2016,пайыз,Маңғыстау,,,25-28,2.4
2016,пайыз,Маңғыстау,,,29-34,2.2
2016,пайыз,Маңғыстау,,,35-44,3.6
2016,пайыз,Маңғыстау,,,45-54,3.0
2016,пайыз,Маңғыстау,,,55-64,4.8
2016,пайыз,Оңтүстік Қазақстан,,,16-24,13.5
2016,пайыз,Оңтүстік Қазақстан,,,25-28,9.0
2016,пайыз,Оңтүстік Қазақстан,,,29-34,8.3
2016,пайыз,Оңтүстік Қазақстан,,,35-44,10.6
2016,пайыз,Оңтүстік Қазақстан,,,45-54,9.4
2016,пайыз,Оңтүстік Қазақстан,,,55-64,10.2
2016,пайыз,Оңтүстік Қазақстан,,,65 және одан үлкен,53.9
2016,пайыз,Павлодар,,,16-24,37.3
2016,пайыз,Павлодар,,,25-28,24.1
2016,пайыз,Павлодар,,,29-34,21.7
2016,пайыз,Павлодар,,,35-44,20.3
2016,пайыз,Павлодар,,,45-54,24.0
2016,пайыз,Павлодар,,,55-64,36.5
2016,пайыз,Павлодар,,,65 және одан үлкен,97.8
2016,пайыз,Солтүстік Қазақстан,,,Y15,100.0
2016,пайыз,Солтүстік Қазақстан,,,16-24,30.0
2016,пайыз,Солтүстік Қазақстан,,,25-28,22.8
2016,пайыз,Солтүстік Қазақстан,,,29-34,22.1
2016,пайыз,Солтүстік Қазақстан,,,35-44,22.9
2016,пайыз,Солтүстік Қазақстан,,,45-54,26.6
2016,пайыз,Солтүстік Қазақстан,,,55-64,41.9
2016,пайыз,Солтүстік Қазақстан,,,65 және одан үлкен,93.8
2016,пайыз,Шығыс Қазақстан,,,Y15,23.6
2016,пайыз,Шығыс Қазақстан,,,16-24,19.6
2016,пайыз,Шығыс Қазақстан,,,25-28,15.6
2016,пайыз,Шығыс Қазақстан,,,29-34,16.2
2016,пайыз,Шығыс Қазақстан,,,35-44,20.5
2016,пайыз,Шығыс Қазақстан,,,45-54,21.6
2016,пайыз,Шығыс Қазақстан,,,55-64,21.8
2016,пайыз,Шығыс Қазақстан,,,65 және одан үлкен,61.4
2016,пайыз,Нұр-Сұлтан қаласы,,,16-24,18.5
2016,пайыз,Нұр-Сұлтан қаласы,,,25-28,18.5
2016,пайыз,Нұр-Сұлтан қаласы,,,29-34,18.7
2016,пайыз,Нұр-Сұлтан қаласы,,,35-44,16.5
2016,пайыз,Нұр-Сұлтан қаласы,,,45-54,14.1
2016,пайыз,Нұр-Сұлтан қаласы,,,55-64,18.0
2016,пайыз,Нұр-Сұлтан қаласы,,,65 және одан үлкен,5.9
2016,пайыз,Алматы қаласы,,,16-24,19.2
2016,пайыз,Алматы қаласы,,,25-28,19.9
2016,пайыз,Алматы қаласы,,,29-34,17.8
2016,пайыз,Алматы қаласы,,,35-44,16.5
2016,пайыз,Алматы қаласы,,,45-54,14.2
2016,пайыз,Алматы қаласы,,,55-64,16.5
2016,пайыз,Алматы қаласы,,,65 және одан үлкен,21.0
2017,пайыз,,,,,16.2
2017,пайыз,Ақмола,,,,16.5
2017,пайыз,Ақтөбе,,,,8.4
2017,пайыз,Алматы,,,,18.3
2017,пайыз,Атырау,,,,6.8
2017,пайыз,Батыс Қазақстан,,,,29.7
2017,пайыз,Жамбыл,,,,30.8
2017,пайыз,Қарағанды,,,,16.2
2017,пайыз,Қостанай,,,,27.1
