Year,UNIT_MEASURE,Өңірлер,Аймақ,Жасы,Value
2013,пайыз,Жамбыл,,29-34,21.0
2013,пайыз,Жамбыл,,35-44,31.7
2013,пайыз,Жамбыл,,45-54,29.6
2013,пайыз,Жамбыл,,55-64,24.6
2013,пайыз,Қарағанды,,16-24,53.1
2013,пайыз,Қарағанды,,25-28,31.1
2013,пайыз,Қарағанды,,29-34,30.1
2013,пайыз,Қарағанды,,35-44,44.5
2013,пайыз,Қарағанды,,45-54,45.0
2013,пайыз,Қарағанды,,55-64,22.8
2013,пайыз,Қарағанды,,65 және одан үлкен,26.8
2013,пайыз,Қостанай,,16-24,56.2
2013,пайыз,Қостанай,,25-28,44.3
2013,пайыз,Қостанай,,29-34,35.4
2013,пайыз,Қостанай,,35-44,27.3
2013,пайыз,Қостанай,,45-54,37.0
2013,пайыз,Қостанай,,55-64,17.6
2013,пайыз,Қызылорда,,16-24,0.0
2013,пайыз,Қызылорда,,25-28,0.0
2013,пайыз,Қызылорда,,29-34,35.1
2013,пайыз,Қызылорда,,35-44,34.6
2013,пайыз,Қызылорда,,45-54,26.8
2013,пайыз,Қызылорда,,55-64,44.9
2013,пайыз,Маңғыстау,,16-24,0.0
2013,пайыз,Маңғыстау,,25-28,10.3
2013,пайыз,Маңғыстау,,29-34,24.7
2013,пайыз,Маңғыстау,,35-44,43.5
2013,пайыз,Маңғыстау,,45-54,28.1
2013,пайыз,Маңғыстау,,55-64,12.1
2013,пайыз,Оңтүстік Қазақстан,,16-24,32.6
2013,пайыз,Оңтүстік Қазақстан,,25-28,3.0
2013,пайыз,Оңтүстік Қазақстан,,29-34,47.2
2013,пайыз,Оңтүстік Қазақстан,,35-44,34.9
2013,пайыз,Оңтүстік Қазақстан,,45-54,32.3
2013,пайыз,Оңтүстік Қазақстан,,55-64,26.7
2013,пайыз,Павлодар,,16-24,45.9
2013,пайыз,Павлодар,,25-28,17.2
2013,пайыз,Павлодар,,29-34,41.9
2013,пайыз,Павлодар,,35-44,34.4
2013,пайыз,Павлодар,,45-54,47.6
2013,пайыз,Павлодар,,55-64,31.2
2013,пайыз,Солтүстік Қазақстан,,16-24,0.0
2013,пайыз,Солтүстік Қазақстан,,25-28,51.7
2013,пайыз,Солтүстік Қазақстан,,29-34,13.2
2013,пайыз,Солтүстік Қазақстан,,35-44,22.5
2013,пайыз,Солтүстік Қазақстан,,45-54,34.3
2013,пайыз,Солтүстік Қазақстан,,55-64,33.4
2013,пайыз,Шығыс Қазақстан,,16-24,46.1
2013,пайыз,Шығыс Қазақстан,,25-28,23.5
2013,пайыз,Шығыс Қазақстан,,29-34,25.9
2013,пайыз,Шығыс Қазақстан,,35-44,43.0
2013,пайыз,Шығыс Қазақстан,,45-54,38.3
2013,пайыз,Шығыс Қазақстан,,55-64,37.8
2013,пайыз,Нұр-Сұлтан қаласы,,16-24,74.3
2013,пайыз,Нұр-Сұлтан қаласы,,25-28,42.8
2013,пайыз,Нұр-Сұлтан қаласы,,29-34,47.1
2013,пайыз,Нұр-Сұлтан қаласы,,35-44,46.3
2013,пайыз,Нұр-Сұлтан қаласы,,45-54,46.9
2013,пайыз,Нұр-Сұлтан қаласы,,55-64,27.7
2013,пайыз,Нұр-Сұлтан қаласы,,65 және одан үлкен,0.0
2013,пайыз,Алматы қаласы,,16-24,62.3
2013,пайыз,Алматы қаласы,,25-28,53.6
2013,пайыз,Алматы қаласы,,29-34,32.5
2013,пайыз,Алматы қаласы,,35-44,46.4
2013,пайыз,Алматы қаласы,,45-54,32.7
2013,пайыз,Алматы қаласы,,55-64,22.1
2014,пайыз,,,,34.8
2014,пайыз,Ақмола,,,34.8
2014,пайыз,Ақтөбе,,,37.6
2014,пайыз,Алматы,,,26.5
2014,пайыз,Атырау,,,25.4
2014,пайыз,Батыс Қазақстан,,,30.6
2014,пайыз,Жамбыл,,,22.8
2014,пайыз,Қарағанды,,,35.7
2014,пайыз,Қостанай,,,38.6
2014,пайыз,Қызылорда,,,34.0
2014,пайыз,Маңғыстау,,,44.6
2014,пайыз,Оңтүстік Қазақстан,,,32.9
2014,пайыз,Павлодар,,,32.0
2014,пайыз,Солтүстік Қазақстан,,,31.3
2014,пайыз,Шығыс Қазақстан,,,35.0
2014,пайыз,Нұр-Сұлтан қаласы,,,35.9
2014,пайыз,Алматы қаласы,,,38.4
2014,пайыз,,қала,,37.1
2014,пайыз,Ақмола,қала,,37.7
2014,пайыз,Ақтөбе,қала,,39.6
2014,пайыз,Алматы,қала,,30.5
2014,пайыз,Атырау,қала,,23.7
2014,пайыз,Батыс Қазақстан,қала,,32.0
2014,пайыз,Жамбыл,қала,,27.5
2014,пайыз,Қарағанды,қала,,37.0
2014,пайыз,Қостанай,қала,,41.4
2014,пайыз,Қызылорда,қала,,38.1
2014,пайыз,Маңғыстау,қала,,46.4
2014,пайыз,Оңтүстік Қазақстан,қала,,35.5
2014,пайыз,Павлодар,қала,,31.5
2014,пайыз,Солтүстік Қазақстан,қала,,34.0
2014,пайыз,Шығыс Қазақстан,қала,,37.8
2014,пайыз,Нұр-Сұлтан қаласы,қала,,37.6
2014,пайыз,Алматы қаласы,қала,,39.3
2014,пайыз,,ауыл,,30.2
2014,пайыз,Ақмола,ауыл,,29.6
2014,пайыз,Ақтөбе,ауыл,,30.6
2014,пайыз,Алматы,ауыл,,25.3
2014,пайыз,Атырау,ауыл,,32.7
2014,пайыз,Батыс Қазақстан,ауыл,,28.8
2014,пайыз,Жамбыл,ауыл,,16.7
2014,пайыз,Қарағанды,ауыл,,32.0
2014,пайыз,Қостанай,ауыл,,34.4
2014,пайыз,Қызылорда,ауыл,,28.8
2014,пайыз,Маңғыстау,ауыл,,45.5
2014,пайыз,Оңтүстік Қазақстан,ауыл,,30.4
2014,пайыз,Павлодар,ауыл,,38.6
2014,пайыз,Солтүстік Қазақстан,ауыл,,28.0
2014,пайыз,Шығыс Қазақстан,ауыл,,29.2
2014,пайыз,,,16-24,29.6
2014,пайыз,,,25-28,34.8
2014,пайыз,,,29-34,33.2
2014,пайыз,,,35-44,36.5
2014,пайыз,,,45-54,38.3
2014,пайыз,,,55-64,30.2
2014,пайыз,,,65 және одан үлкен,16.0
2014,пайыз,Ақмола,,16-24,25.6
2014,пайыз,Ақмола,,25-28,26.6
2014,пайыз,Ақмола,,29-34,32.1
2014,пайыз,Ақмола,,35-44,36.4
2014,пайыз,Ақмола,,45-54,36.8
2014,пайыз,Ақмола,,55-64,37.8
2014,пайыз,Ақтөбе,,16-24,13.5
2014,пайыз,Ақтөбе,,25-28,43.8
2014,пайыз,Ақтөбе,,29-34,43.3
2014,пайыз,Ақтөбе,,35-44,41.8
2014,пайыз,Ақтөбе,,45-54,36.5
2014,пайыз,Ақтөбе,,55-64,16.7
2014,пайыз,Ақтөбе,,65 және одан үлкен,0.0
2014,пайыз,Алматы,,16-24,17.3
2014,пайыз,Алматы,,25-28,34.2
2014,пайыз,Алматы,,29-34,20.2
2014,пайыз,Алматы,,35-44,27.6
2014,пайыз,Алматы,,45-54,31.1
2014,пайыз,Алматы,,55-64,26.1
2014,пайыз,Алматы,,65 және одан үлкен,25.6
2014,пайыз,Атырау,,16-24,39.1
2014,пайыз,Атырау,,25-28,12.7
2014,пайыз,Атырау,,29-34,18.4
2014,пайыз,Атырау,,35-44,36.2
2014,пайыз,Атырау,,45-54,28.7
2014,пайыз,Атырау,,55-64,13.3
2014,пайыз,Атырау,,65 және одан үлкен,0.0
2014,пайыз,Батыс Қазақстан,,16-24,31.3
2014,пайыз,Батыс Қазақстан,,25-28,27.1
2014,пайыз,Батыс Қазақстан,,29-34,43.2
2014,пайыз,Батыс Қазақстан,,35-44,32.6
2014,пайыз,Батыс Қазақстан,,45-54,27.6
2014,пайыз,Батыс Қазақстан,,55-64,26.9
2014,пайыз,Батыс Қазақстан,,65 және одан үлкен,0.0
2014,пайыз,Жамбыл,,16-24,4.2
2014,пайыз,Жамбыл,,25-28,25.0
2014,пайыз,Жамбыл,,29-34,11.3
2014,пайыз,Жамбыл,,35-44,22.8
2014,пайыз,Жамбыл,,45-54,42.2
2014,пайыз,Жамбыл,,55-64,28.3
2014,пайыз,Жамбыл,,65 және одан үлкен,0.0
2014,пайыз,Қарағанды,,16-24,31.1
2014,пайыз,Қарағанды,,25-28,20.2
2014,пайыз,Қарағанды,,29-34,33.4
2014,пайыз,Қарағанды,,35-44,35.2
2014,пайыз,Қарағанды,,45-54,43.4
2014,пайыз,Қарағанды,,55-64,42.9
2014,пайыз,Қарағанды,,65 және одан үлкен,8.1
2014,пайыз,Қостанай,,16-24,44.5
2014,пайыз,Қостанай,,25-28,35.6
2014,пайыз,Қостанай,,29-34,34.7
2014,пайыз,Қостанай,,35-44,40.3
2014,пайыз,Қостанай,,45-54,43.2
2014,пайыз,Қостанай,,55-64,27.2
2014,пайыз,Қостанай,,65 және одан үлкен,32.5
2014,пайыз,Қызылорда,,16-24,27.7
2014,пайыз,Қызылорда,,25-28,65.2
2014,пайыз,Қызылорда,,29-34,28.9
2014,пайыз,Қызылорда,,35-44,47.7
2014,пайыз,Қызылорда,,45-54,29.2
2014,пайыз,Қызылорда,,55-64,16.2
2014,пайыз,Маңғыстау,,16-24,41.1
2014,пайыз,Маңғыстау,,25-28,47.7
2014,пайыз,Маңғыстау,,29-34,38.5
2014,пайыз,Маңғыстау,,35-44,50.2
2014,пайыз,Маңғыстау,,45-54,48.2
2014,пайыз,Маңғыстау,,55-64,31.6
2014,пайыз,Маңғыстау,,65 және одан үлкен,6.8
2014,пайыз,Оңтүстік Қазақстан,,16-24,22.0
2014,пайыз,Оңтүстік Қазақстан,,25-28,31.6
2014,пайыз,Оңтүстік Қазақстан,,29-34,36.2
2014,пайыз,Оңтүстік Қазақстан,,35-44,36.6
2014,пайыз,Оңтүстік Қазақстан,,45-54,31.5
2014,пайыз,Оңтүстік Қазақстан,,55-64,25.2
2014,пайыз,Павлодар,,16-24,22.1
2014,пайыз,Павлодар,,25-28,33.4
2014,пайыз,Павлодар,,29-34,27.9
2014,пайыз,Павлодар,,35-44,31.9
2014,пайыз,Павлодар,,45-54,37.0
2014,пайыз,Павлодар,,55-64,24.9
2014,пайыз,Павлодар,,65 және одан үлкен,84.8
2014,пайыз,Солтүстік Қазақстан,,16-24,2.1
2014,пайыз,Солтүстік Қазақстан,,25-28,23.0
2014,пайыз,Солтүстік Қазақстан,,29-34,28.0
2014,пайыз,Солтүстік Қазақстан,,35-44,38.0
2014,пайыз,Солтүстік Қазақстан,,45-54,32.2
2014,пайыз,Солтүстік Қазақстан,,55-64,32.2
2014,пайыз,Солтүстік Қазақстан,,65 және одан үлкен,21.9
2014,пайыз,Шығыс Қазақстан,,16-24,25.8
2014,пайыз,Шығыс Қазақстан,,25-28,27.2
2014,пайыз,Шығыс Қазақстан,,29-34,35.2
2014,пайыз,Шығыс Қазақстан,,35-44,30.2
2014,пайыз,Шығыс Қазақстан,,45-54,45.2
2014,пайыз,Шығыс Қазақстан,,55-64,29.0
2014,пайыз,Шығыс Қазақстан,,65 және одан үлкен,10.6
2014,пайыз,Нұр-Сұлтан қаласы,,16-24,20.8
2014,пайыз,Нұр-Сұлтан қаласы,,25-28,47.7
2014,пайыз,Нұр-Сұлтан қаласы,,29-34,43.1
2014,пайыз,Нұр-Сұлтан қаласы,,35-44,38.5
2014,пайыз,Нұр-Сұлтан қаласы,,45-54,28.3
2014,пайыз,Нұр-Сұлтан қаласы,,55-64,28.0
2014,пайыз,Алматы қаласы,,16-24,37.0
2014,пайыз,Алматы қаласы,,25-28,43.4
2014,пайыз,Алматы қаласы,,29-34,32.8
2014,пайыз,Алматы қаласы,,35-44,39.1
2014,пайыз,Алматы қаласы,,45-54,42.3
2014,пайыз,Алматы қаласы,,55-64,35.1
2014,пайыз,Алматы қаласы,,65 және одан үлкен,0.0
2015,пайыз,,,,37.0
2015,пайыз,Ақмола,,,30.0
2015,пайыз,Ақтөбе,,,34.3
2015,пайыз,Алматы,,,31.3
2015,пайыз,Атырау,,,33.8
2015,пайыз,Батыс Қазақстан,,,35.9
2015,пайыз,Жамбыл,,,20.5
2015,пайыз,Қарағанды,,,38.9
2015,пайыз,Қостанай,,,42.9
2015,пайыз,Қызылорда,,,32.6
2015,пайыз,Маңғыстау,,,52.0
2015,пайыз,Оңтүстік Қазақстан,,,28.7
2015,пайыз,Павлодар,,,39.1
2015,пайыз,Солтүстік Қазақстан,,,39.6
2015,пайыз,Шығыс Қазақстан,,,33.0
2015,пайыз,Нұр-Сұлтан қаласы,,,41.9
2015,пайыз,Алматы қаласы,,,35.3
2015,пайыз,,қала,,38.4
2015,пайыз,Ақмола,қала,,29.8
2015,пайыз,Ақтөбе,қала,,33.1
2015,пайыз,Алматы,қала,,34.3
2015,пайыз,Атырау,қала,,33.6
2015,пайыз,Батыс Қазақстан,қала,,38.4
2015,пайыз,Жамбыл,қала,,20.3
2015,пайыз,Қарағанды,қала,,39.9
2015,пайыз,Қостанай,қала,,44.7
2015,пайыз,Қызылорда,қала,,37.6
2015,пайыз,Маңғыстау,қала,,51.6
2015,пайыз,Оңтүстік Қазақстан,қала,,32.8
2015,пайыз,Павлодар,қала,,40.7
2015,пайыз,Солтүстік Қазақстан,қала,,42.1
2015,пайыз,Шығыс Қазақстан,қала,,34.6
2015,пайыз,Нұр-Сұлтан қаласы,қала,,41.9
2015,пайыз,Алматы қаласы,қала,,35.3
2015,пайыз,,ауыл,,32.1
2015,пайыз,Ақмола,ауыл,,30.3
2015,пайыз,Ақтөбе,ауыл,,38.1
2015,пайыз,Алматы,ауыл,,29.3
2015,пайыз,Атырау,ауыл,,34.6
2015,пайыз,Батыс Қазақстан,ауыл,,30.7
2015,пайыз,Жамбыл,ауыл,,21.1
2015,пайыз,Қарағанды,ауыл,,30.9
2015,пайыз,Қостанай,ауыл,,38.4
2015,пайыз,Қызылорда,ауыл,,26.3
2015,пайыз,Маңғыстау,ауыл,,53.0
2015,пайыз,Оңтүстік Қазақстан,ауыл,,23.7
2015,пайыз,Павлодар,ауыл,,31.6
2015,пайыз,Солтүстік Қазақстан,ауыл,,32.9
2015,пайыз,Шығыс Қазақстан,ауыл,,28.5
2015,пайыз,,,16-24,38.3
2015,пайыз,,,25-28,36.7
2015,пайыз,,,29-34,37.1
2015,пайыз,,,35-44,35.9
2015,пайыз,,,45-54,39.4
2015,пайыз,,,55-64,34.3
2015,пайыз,,,65 және одан үлкен,28.4
2015,пайыз,Ақмола,,16-24,45.5
2015,пайыз,Ақмола,,25-28,15.1
2015,пайыз,Ақмола,,29-34,30.7
2015,пайыз,Ақмола,,35-44,29.0
2015,пайыз,Ақмола,,45-54,32.1
2015,пайыз,Ақмола,,55-64,30.3
2015,пайыз,Ақтөбе,,16-24,33.0
2015,пайыз,Ақтөбе,,25-28,42.2
2015,пайыз,Ақтөбе,,29-34,27.3
2015,пайыз,Ақтөбе,,35-44,24.5
2015,пайыз,Ақтөбе,,45-54,52.7
2015,пайыз,Ақтөбе,,55-64,29.9
2015,пайыз,Ақтөбе,,65 және одан үлкен,0.0
2015,пайыз,Алматы,,16-24,44.1
2015,пайыз,Алматы,,25-28,31.1
2015,пайыз,Алматы,,29-34,26.9
2015,пайыз,Алматы,,35-44,28.1
2015,пайыз,Алматы,,45-54,31.0
2015,пайыз,Алматы,,55-64,33.9
2015,пайыз,Алматы,,65 және одан үлкен,9.8
2015,пайыз,Атырау,,16-24,17.1
2015,пайыз,Атырау,,25-28,0.0
2015,пайыз,Атырау,,29-34,39.3
2015,пайыз,Атырау,,35-44,50.5
2015,пайыз,Атырау,,45-54,29.7
2015,пайыз,Атырау,,55-64,18.5
2015,пайыз,Атырау,,65 және одан үлкен,0.0
2015,пайыз,Батыс Қазақстан,,16-24,48.1
2015,пайыз,Батыс Қазақстан,,25-28,43.0
2015,пайыз,Батыс Қазақстан,,29-34,31.9
2015,пайыз,Батыс Қазақстан,,35-44,24.9
2015,пайыз,Батыс Қазақстан,,45-54,41.8
2015,пайыз,Батыс Қазақстан,,55-64,36.7
2015,пайыз,Жамбыл,,16-24,4.1
2015,пайыз,Жамбыл,,25-28,32.7
2015,пайыз,Жамбыл,,29-34,13.6
2015,пайыз,Жамбыл,,35-44,18.4
2015,пайыз,Жамбыл,,45-54,37.4
2015,пайыз,Жамбыл,,55-64,10.4
2015,пайыз,Қарағанды,,16-24,49.8
2015,пайыз,Қарағанды,,25-28,34.3
2015,пайыз,Қарағанды,,29-34,36.7
2015,пайыз,Қарағанды,,35-44,34.4
2015,пайыз,Қарағанды,,45-54,46.8
2015,пайыз,Қарағанды,,55-64,38.1
2015,пайыз,Қарағанды,,65 және одан үлкен,27.8
2015,пайыз,Қостанай,,16-24,45.3
2015,пайыз,Қостанай,,25-28,40.2
2015,пайыз,Қостанай,,29-34,44.0
2015,пайыз,Қостанай,,35-44,42.9
2015,пайыз,Қостанай,,45-54,45.0
2015,пайыз,Қостанай,,55-64,36.0
2015,пайыз,Қостанай,,65 және одан үлкен,17.7
2015,пайыз,Қызылорда,,16-24,0.0
2015,пайыз,Қызылорда,,25-28,33.8
2015,пайыз,Қызылорда,,29-34,33.6
2015,пайыз,Қызылорда,,35-44,44.2
2015,пайыз,Қызылорда,,45-54,30.3
2015,пайыз,Қызылорда,,55-64,13.0
2015,пайыз,Маңғыстау,,16-24,36.3
2015,пайыз,Маңғыстау,,25-28,63.3
2015,пайыз,Маңғыстау,,29-34,47.5
2015,пайыз,Маңғыстау,,35-44,62.3
2015,пайыз,Маңғыстау,,45-54,46.5
2015,пайыз,Маңғыстау,,55-64,41.6
2015,пайыз,Маңғыстау,,65 және одан үлкен,54.5
2015,пайыз,Оңтүстік Қазақстан,,16-24,5.3
2015,пайыз,Оңтүстік Қазақстан,,25-28,12.9
2015,пайыз,Оңтүстік Қазақстан,,29-34,33.9
2015,пайыз,Оңтүстік Қазақстан,,35-44,39.7
2015,пайыз,Оңтүстік Қазақстан,,45-54,21.4
2015,пайыз,Оңтүстік Қазақстан,,55-64,24.3
2015,пайыз,Оңтүстік Қазақстан,,65 және одан үлкен,0.0
2015,пайыз,Павлодар,,16-24,42.0
2015,пайыз,Павлодар,,25-28,32.5
2015,пайыз,Павлодар,,29-34,56.7
2015,пайыз,Павлодар,,35-44,38.6
2015,пайыз,Павлодар,,45-54,35.8
2015,пайыз,Павлодар,,55-64,30.6
2015,пайыз,Павлодар,,65 және одан үлкен,11.8
2015,пайыз,Солтүстік Қазақстан,,16-24,48.7
2015,пайыз,Солтүстік Қазақстан,,25-28,37.7
2015,пайыз,Солтүстік Қазақстан,,29-34,38.0
2015,пайыз,Солтүстік Қазақстан,,35-44,38.2
2015,пайыз,Солтүстік Қазақстан,,45-54,42.2
2015,пайыз,Солтүстік Қазақстан,,55-64,40.6
2015,пайыз,Солтүстік Қазақстан,,65 және одан үлкен,2.8
2015,пайыз,Шығыс Қазақстан,,16-24,29.9
2015,пайыз,Шығыс Қазақстан,,25-28,13.7
2015,пайыз,Шығыс Қазақстан,,29-34,32.2
2015,пайыз,Шығыс Қазақстан,,35-44,34.8
2015,пайыз,Шығыс Қазақстан,,45-54,36.9
2015,пайыз,Шығыс Қазақстан,,55-64,38.3
2015,пайыз,Шығыс Қазақстан,,65 және одан үлкен,0.0
2015,пайыз,Нұр-Сұлтан қаласы,,16-24,41.3
2015,пайыз,Нұр-Сұлтан қаласы,,25-28,52.4
2015,пайыз,Нұр-Сұлтан қаласы,,29-34,37.3
2015,пайыз,Нұр-Сұлтан қаласы,,35-44,37.2
2015,пайыз,Нұр-Сұлтан қаласы,,45-54,46.1
2015,пайыз,Нұр-Сұлтан қаласы,,55-64,41.1
2015,пайыз,Нұр-Сұлтан қаласы,,65 және одан үлкен,55.6
2015,пайыз,Алматы қаласы,,16-24,35.1
2015,пайыз,Алматы қаласы,,25-28,22.9
2015,пайыз,Алматы қаласы,,29-34,43.7
2015,пайыз,Алматы қаласы,,35-44,35.1
2015,пайыз,Алматы қаласы,,45-54,33.8
2015,пайыз,Алматы қаласы,,55-64,35.8
2015,пайыз,Алматы қаласы,,65 және одан үлкен,32.1
2016,пайыз,,,,37.3
2016,пайыз,Ақмола,,,34.6
2016,пайыз,Ақтөбе,,,34.1
2016,пайыз,Алматы,,,35.7
2016,пайыз,Атырау,,,30.0
2016,пайыз,Батыс Қазақстан,,,34.5
2016,пайыз,Жамбыл,,,19.2
2016,пайыз,Қарағанды,,,33.8
2016,пайыз,Қостанай,,,39.6
2016,пайыз,Қызылорда,,,31.1
2016,пайыз,Маңғыстау,,,44.4
2016,пайыз,Оңтүстік Қазақстан,,,40.9
2016,пайыз,Павлодар,,,40.0
2016,пайыз,Солтүстік Қазақстан,,,32.6
2016,пайыз,Шығыс Қазақстан,,,33.7
2016,пайыз,Нұр-Сұлтан қаласы,,,44.2
2016,пайыз,Алматы қаласы,,,39.9
2016,пайыз,,қала,,38.3
2016,пайыз,Ақмола,қала,,31.8
2016,пайыз,Ақтөбе,қала,,36.8
2016,пайыз,Алматы,қала,,42.2
2016,пайыз,Атырау,қала,,30.5
2016,пайыз,Батыс Қазақстан,қала,,35.0
2016,пайыз,Жамбыл,қала,,16.2
2016,пайыз,Қарағанды,қала,,34.2
2016,пайыз,Қостанай,қала,,41.4
2016,пайыз,Қызылорда,қала,,32.2
2016,пайыз,Маңғыстау,қала,,43.8
2016,пайыз,Оңтүстік Қазақстан,қала,,43.0
2016,пайыз,Павлодар,қала,,40.5
2016,пайыз,Солтүстік Қазақстан,қала,,33.5
2016,пайыз,Шығыс Қазақстан,қала,,35.2
2016,пайыз,Нұр-Сұлтан қаласы,қала,,44.2
2016,пайыз,Алматы қаласы,қала,,39.9
2016,пайыз,,ауыл,,32.9
2016,пайыз,Ақмола,ауыл,,38.3
2016,пайыз,Ақтөбе,ауыл,,27.0
2016,пайыз,Алматы,ауыл,,31.1
2016,пайыз,Атырау,ауыл,,28.4
2016,пайыз,Батыс Қазақстан,ауыл,,33.5
2016,пайыз,Жамбыл,ауыл,,29.4
2016,пайыз,Қарағанды,ауыл,,30.7
2016,пайыз,Қостанай,ауыл,,35.9
2016,пайыз,Қызылорда,ауыл,,27.3
2016,пайыз,Маңғыстау,ауыл,,47.1
2016,пайыз,Оңтүстік Қазақстан,ауыл,,33.7
2016,пайыз,Павлодар,ауыл,,37.6
2016,пайыз,Солтүстік Қазақстан,ауыл,,30.4
2016,пайыз,Шығыс Қазақстан,ауыл,,25.2
2016,пайыз,,,16-24,37.9
2016,пайыз,,,25-28,36.1
2016,пайыз,,,29-34,35.6
2016,пайыз,,,35-44,35.4
2016,пайыз,,,45-54,41.5
2016,пайыз,,,55-64,36.7
2016,пайыз,,,65 және одан үлкен,29.8
2016,пайыз,Ақмола,,16-24,45.0
2016,пайыз,Ақмола,,25-28,15.8
2016,пайыз,Ақмола,,29-34,45.4
2016,пайыз,Ақмола,,35-44,28.7
2016,пайыз,Ақмола,,45-54,35.8
2016,пайыз,Ақмола,,55-64,44.0
2016,пайыз,Ақтөбе,,16-24,25.1
2016,пайыз,Ақтөбе,,25-28,35.2
2016,пайыз,Ақтөбе,,29-34,42.9
2016,пайыз,Ақтөбе,,35-44,32.2
2016,пайыз,Ақтөбе,,45-54,47.6
2016,пайыз,Ақтөбе,,55-64,24.0
2016,пайыз,Ақтөбе,,65 және одан үлкен,4.7
2016,пайыз,Алматы,,16-24,25.1
2016,пайыз,Алматы,,25-28,35.2
2016,пайыз,Алматы,,29-34,42.9
2016,пайыз,Алматы,,35-44,32.2
2016,пайыз,Алматы,,45-54,47.6
2016,пайыз,Алматы,,55-64,24.0
2016,пайыз,Алматы,,65 және одан үлкен,4.7
2016,пайыз,Атырау,,16-24,33.8
2016,пайыз,Атырау,,25-28,49.1
2016,пайыз,Атырау,,29-34,7.5
2016,пайыз,Атырау,,35-44,34.1
2016,пайыз,Атырау,,45-54,49.1
2016,пайыз,Атырау,,55-64,23.4
2016,пайыз,Атырау,,65 және одан үлкен,0.0
2016,пайыз,Батыс Қазақстан,,16-24,40.4
2016,пайыз,Батыс Қазақстан,,25-28,47.7
2016,пайыз,Батыс Қазақстан,,29-34,37.3
2016,пайыз,Батыс Қазақстан,,35-44,31.4
2016,пайыз,Батыс Қазақстан,,45-54,34.1
2016,пайыз,Батыс Қазақстан,,55-64,31.1
2016,пайыз,Жамбыл,,16-24,0.0
2016,пайыз,Жамбыл,,25-28,9.7
2016,пайыз,Жамбыл,,29-34,17.8
2016,пайыз,Жамбыл,,35-44,13.3
2016,пайыз,Жамбыл,,45-54,36.7
2016,пайыз,Жамбыл,,55-64,22.5
2016,пайыз,Жамбыл,,65 және одан үлкен,100.0
2016,пайыз,Қарағанды,,16-24,47.9
2016,пайыз,Қарағанды,,25-28,26.9
2016,пайыз,Қарағанды,,29-34,36.3
2016,пайыз,Қарағанды,,35-44,28.6
2016,пайыз,Қарағанды,,45-54,37.2
2016,пайыз,Қарағанды,,55-64,36.3
2016,пайыз,Қарағанды,,65 және одан үлкен,14.0
2016,пайыз,Қостанай,,16-24,40.2
2016,пайыз,Қостанай,,25-28,38.2
2016,пайыз,Қостанай,,29-34,25.1
2016,пайыз,Қостанай,,35-44,42.5
2016,пайыз,Қостанай,,45-54,51.4
2016,пайыз,Қостанай,,55-64,33.8
2016,пайыз,Қостанай,,65 және одан үлкен,15.9
2016,пайыз,Қызылорда,,16-24,21.7
2016,пайыз,Қызылорда,,25-28,22.9
2016,пайыз,Қызылорда,,29-34,31.0
2016,пайыз,Қызылорда,,35-44,22.8
2016,пайыз,Қызылорда,,45-54,42.5
2016,пайыз,Қызылорда,,55-64,30.8
2016,пайыз,Маңғыстау,,16-24,40.7
2016,пайыз,Маңғыстау,,25-28,46.0
2016,пайыз,Маңғыстау,,29-34,47.4
2016,пайыз,Маңғыстау,,35-44,41.9
2016,пайыз,Маңғыстау,,45-54,47.1
2016,пайыз,Маңғыстау,,55-64,37.6
2016,пайыз,Оңтүстік Қазақстан,,16-24,5.2
2016,пайыз,Оңтүстік Қазақстан,,25-28,10.9
2016,пайыз,Оңтүстік Қазақстан,,29-34,46.9
2016,пайыз,Оңтүстік Қазақстан,,35-44,60.7
2016,пайыз,Оңтүстік Қазақстан,,45-54,39.8
2016,пайыз,Оңтүстік Қазақстан,,55-64,67.2
2016,пайыз,Оңтүстік Қазақстан,,65 және одан үлкен,0.0
2016,пайыз,Павлодар,,16-24,72.0
2016,пайыз,Павлодар,,25-28,32.9
2016,пайыз,Павлодар,,29-34,31.7
2016,пайыз,Павлодар,,35-44,40.3
2016,пайыз,Павлодар,,45-54,44.9
2016,пайыз,Павлодар,,55-64,38.1
2016,пайыз,Павлодар,,65 және одан үлкен,70.3
2016,пайыз,Солтүстік Қазақстан,,16-24,0.0
2016,пайыз,Солтүстік Қазақстан,,25-28,34.2
2016,пайыз,Солтүстік Қазақстан,,29-34,27.1
2016,пайыз,Солтүстік Қазақстан,,35-44,34.8
2016,пайыз,Солтүстік Қазақстан,,45-54,37.3
2016,пайыз,Солтүстік Қазақстан,,55-64,27.3
2016,пайыз,Солтүстік Қазақстан,,65 және одан үлкен,16.5
2016,пайыз,Шығыс Қазақстан,,16-24,1.5
2016,пайыз,Шығыс Қазақстан,,25-28,71.9
2016,пайыз,Шығыс Қазақстан,,29-34,31.7
2016,пайыз,Шығыс Қазақстан,,35-44,29.43
2016,пайыз,Шығыс Қазақстан,,45-54,28.5
2016,пайыз,Шығыс Қазақстан,,55-64,30.7
2016,пайыз,Шығыс Қазақстан,,65 және одан үлкен,17.5
2016,пайыз,Нұр-Сұлтан қаласы,,16-24,61.6
2016,пайыз,Нұр-Сұлтан қаласы,,25-28,46.3
2016,пайыз,Нұр-Сұлтан қаласы,,29-34,40.6
