Year,UNIT_MEASURE,Аймақ,Жынысы,Өңірлер,Value
2011,пайыз,қала,,Оңтүстік Қазақстан,19.1
2012,пайыз,қала,,Оңтүстік Қазақстан,26.6
2013,пайыз,қала,,Оңтүстік Қазақстан,24.0
2014,пайыз,қала,,Оңтүстік Қазақстан,28.9
2015,пайыз,қала,,Оңтүстік Қазақстан,32.5
2016,пайыз,қала,,Оңтүстік Қазақстан,25.4
2017,пайыз,қала,,Оңтүстік Қазақстан,28.6
2010,пайыз,қала,,Павлодар,41.2
2011,пайыз,қала,,Павлодар,43.5
2012,пайыз,қала,,Павлодар,42.9
2013,пайыз,қала,,Павлодар,48.6
2014,пайыз,қала,,Павлодар,45.8
2015,пайыз,қала,,Павлодар,52.8
2016,пайыз,қала,,Павлодар,46.9
2017,пайыз,қала,,Павлодар,50.4
2018,пайыз,қала,,Павлодар,59.7
2010,пайыз,қала,,Солтүстік Қазақстан,29.8
2011,пайыз,қала,,Солтүстік Қазақстан,39.7
2012,пайыз,қала,,Солтүстік Қазақстан,41.0
2013,пайыз,қала,,Солтүстік Қазақстан,40.0
2014,пайыз,қала,,Солтүстік Қазақстан,42.1
2015,пайыз,қала,,Солтүстік Қазақстан,38.9
2016,пайыз,қала,,Солтүстік Қазақстан,31.2
2017,пайыз,қала,,Солтүстік Қазақстан,45.6
2018,пайыз,қала,,Солтүстік Қазақстан,54.3
2018,пайыз,қала,,Түркістан,42.9
2010,пайыз,қала,,Шығыс Қазақстан,32.9
2011,пайыз,қала,,Шығыс Қазақстан,32.3
2012,пайыз,қала,,Шығыс Қазақстан,36.9
2013,пайыз,қала,,Шығыс Қазақстан,35.3
2014,пайыз,қала,,Шығыс Қазақстан,37.1
2015,пайыз,қала,,Шығыс Қазақстан,37.1
2016,пайыз,қала,,Шығыс Қазақстан,38.2
2017,пайыз,қала,,Шығыс Қазақстан,49.2
2018,пайыз,қала,,Шығыс Қазақстан,53.2
2010,пайыз,қала,,Нұр-Сұлтан қаласы,31.6
2011,пайыз,қала,,Нұр-Сұлтан қаласы,23.3
2012,пайыз,қала,,Нұр-Сұлтан қаласы,24.2
2013,пайыз,қала,,Нұр-Сұлтан қаласы,18.0
2014,пайыз,қала,,Нұр-Сұлтан қаласы,33.4
2015,пайыз,қала,,Нұр-Сұлтан қаласы,34.1
2016,пайыз,қала,,Нұр-Сұлтан қаласы,34.6
2017,пайыз,қала,,Нұр-Сұлтан қаласы,32.7
2018,пайыз,қала,,Нұр-Сұлтан қаласы,21.2
2010,пайыз,қала,,Алматы қаласы,18.7
2011,пайыз,қала,,Алматы қаласы,20.2
2012,пайыз,қала,,Алматы қаласы,18.7
2013,пайыз,қала,,Алматы қаласы,17.5
2014,пайыз,қала,,Алматы қаласы,15.6
2015,пайыз,қала,,Алматы қаласы,12.7
2016,пайыз,қала,,Алматы қаласы,25.3
2017,пайыз,қала,,Алматы қаласы,24.2
2018,пайыз,қала,,Алматы қаласы,24.7
2018,пайыз,қала,,Шымкент қаласы,26.9
2010,пайыз,қала,ерлер,,30.7
2011,пайыз,қала,ерлер,,32.0
2012,пайыз,қала,ерлер,,32.4
2013,пайыз,қала,ерлер,,31.2
2014,пайыз,қала,ерлер,,34.8
2015,пайыз,қала,ерлер,,36.2
2016,пайыз,қала,ерлер,,38.2
2017,пайыз,қала,ерлер,,40.8
2018,пайыз,қала,ерлер,,41.1
2010,пайыз,қала,ерлер,Ақмола,33.2
2011,пайыз,қала,ерлер,Ақмола,38.5
2012,пайыз,қала,ерлер,Ақмола,46.7
2013,пайыз,қала,ерлер,Ақмола,47.0
2014,пайыз,қала,ерлер,Ақмола,41.8
2015,пайыз,қала,ерлер,Ақмола,50.7
2016,пайыз,қала,ерлер,Ақмола,46.9
2017,пайыз,қала,ерлер,Ақмола,43.9
2018,пайыз,қала,ерлер,Ақмола,42.6
2010,пайыз,қала,ерлер,Ақтөбе,33.3
2011,пайыз,қала,ерлер,Ақтөбе,45.7
2012,пайыз,қала,ерлер,Ақтөбе,38.9
2013,пайыз,қала,ерлер,Ақтөбе,41.6
2014,пайыз,қала,ерлер,Ақтөбе,66.2
2015,пайыз,қала,ерлер,Ақтөбе,51.1
2016,пайыз,қала,ерлер,Ақтөбе,58.7
2017,пайыз,қала,ерлер,Ақтөбе,55.1
2018,пайыз,қала,ерлер,Ақтөбе,58.7
2010,пайыз,қала,ерлер,Алматы,15.1
2011,пайыз,қала,ерлер,Алматы,25.7
2012,пайыз,қала,ерлер,Алматы,23.2
2013,пайыз,қала,ерлер,Алматы,21.5
2014,пайыз,қала,ерлер,Алматы,31.6
2015,пайыз,қала,ерлер,Алматы,30.3
2016,пайыз,қала,ерлер,Алматы,29.3
2017,пайыз,қала,ерлер,Алматы,34.6
2018,пайыз,қала,ерлер,Алматы,42.8
2010,пайыз,қала,ерлер,Атырау,40.3
2011,пайыз,қала,ерлер,Атырау,41.2
2012,пайыз,қала,ерлер,Атырау,32.8
2013,пайыз,қала,ерлер,Атырау,31.4
2014,пайыз,қала,ерлер,Атырау,32.8
2015,пайыз,қала,ерлер,Атырау,53.4
2016,пайыз,қала,ерлер,Атырау,34.9
2017,пайыз,қала,ерлер,Атырау,45.5
2018,пайыз,қала,ерлер,Атырау,37.6
2010,пайыз,қала,ерлер,Батыс Қазақстан,37.5
2011,пайыз,қала,ерлер,Батыс Қазақстан,38.3
2012,пайыз,қала,ерлер,Батыс Қазақстан,56.9
2013,пайыз,қала,ерлер,Батыс Қазақстан,43.0
2014,пайыз,қала,ерлер,Батыс Қазақстан,40.5
2015,пайыз,қала,ерлер,Батыс Қазақстан,42.3
2016,пайыз,қала,ерлер,Батыс Қазақстан,47.5
2017,пайыз,қала,ерлер,Батыс Қазақстан,44.8
2018,пайыз,қала,ерлер,Батыс Қазақстан,50.2
2010,пайыз,қала,ерлер,Жамбыл,44.9
2011,пайыз,қала,ерлер,Жамбыл,44.2
2012,пайыз,қала,ерлер,Жамбыл,29.2
2013,пайыз,қала,ерлер,Жамбыл,51.7
2014,пайыз,қала,ерлер,Жамбыл,25.2
2015,пайыз,қала,ерлер,Жамбыл,33.7
2016,пайыз,қала,ерлер,Жамбыл,45.1
2017,пайыз,қала,ерлер,Жамбыл,33.7
2018,пайыз,қала,ерлер,Жамбыл,37.7
2010,пайыз,қала,ерлер,Қарағанды,32.5
2011,пайыз,қала,ерлер,Қарағанды,31.2
2012,пайыз,қала,ерлер,Қарағанды,30.2
2013,пайыз,қала,ерлер,Қарағанды,28.1
2014,пайыз,қала,ерлер,Қарағанды,36.4
2015,пайыз,қала,ерлер,Қарағанды,36.1
2016,пайыз,қала,ерлер,Қарағанды,41.2
2017,пайыз,қала,ерлер,Қарағанды,45.6
2018,пайыз,қала,ерлер,Қарағанды,48.3
2010,пайыз,қала,ерлер,Қостанай,32.4
2011,пайыз,қала,ерлер,Қостанай,40.7
2012,пайыз,қала,ерлер,Қостанай,42.5
2013,пайыз,қала,ерлер,Қостанай,38.2
2014,пайыз,қала,ерлер,Қостанай,41.9
2015,пайыз,қала,ерлер,Қостанай,51.0
2016,пайыз,қала,ерлер,Қостанай,51.6
2017,пайыз,қала,ерлер,Қостанай,52.1
2018,пайыз,қала,ерлер,Қостанай,59.1
2010,пайыз,қала,ерлер,Қызылорда,21.9
2011,пайыз,қала,ерлер,Қызылорда,22.0
2012,пайыз,қала,ерлер,Қызылорда,25.6
2013,пайыз,қала,ерлер,Қызылорда,30.7
2014,пайыз,қала,ерлер,Қызылорда,44.3
2015,пайыз,қала,ерлер,Қызылорда,34.4
2016,пайыз,қала,ерлер,Қызылорда,41.1
2017,пайыз,қала,ерлер,Қызылорда,47.6
2018,пайыз,қала,ерлер,Қызылорда,47.2
2010,пайыз,қала,ерлер,Маңғыстау,50.1
2011,пайыз,қала,ерлер,Маңғыстау,43.9
2012,пайыз,қала,ерлер,Маңғыстау,45.8
2013,пайыз,қала,ерлер,Маңғыстау,32.6
2014,пайыз,қала,ерлер,Маңғыстау,41.8
2015,пайыз,қала,ерлер,Маңғыстау,65.5
2016,пайыз,қала,ерлер,Маңғыстау,63.3
2017,пайыз,қала,ерлер,Маңғыстау,72.2
2018,пайыз,қала,ерлер,Маңғыстау,64.0
2010,пайыз,қала,ерлер,Оңтүстік Қазақстан,20.3
2011,пайыз,қала,ерлер,Оңтүстік Қазақстан,19.6
2012,пайыз,қала,ерлер,Оңтүстік Қазақстан,28.7
2013,пайыз,қала,ерлер,Оңтүстік Қазақстан,24.8
2014,пайыз,қала,ерлер,Оңтүстік Қазақстан,27.1
2015,пайыз,қала,ерлер,Оңтүстік Қазақстан,34.8
2016,пайыз,қала,ерлер,Оңтүстік Қазақстан,20.9
2017,пайыз,қала,ерлер,Оңтүстік Қазақстан,31.1
2010,пайыз,қала,ерлер,Павлодар,40.6
2011,пайыз,қала,ерлер,Павлодар,45.6
2012,пайыз,қала,ерлер,Павлодар,44.3
2013,пайыз,қала,ерлер,Павлодар,50.0
2014,пайыз,қала,ерлер,Павлодар,49.7
2015,пайыз,қала,ерлер,Павлодар,60.3
2016,пайыз,қала,ерлер,Павлодар,48.9
2017,пайыз,қала,ерлер,Павлодар,56.4
2018,пайыз,қала,ерлер,Павлодар,62.9
2010,пайыз,қала,ерлер,Солтүстік Қазақстан,28.0
2011,пайыз,қала,ерлер,Солтүстік Қазақстан,43.2
2012,пайыз,қала,ерлер,Солтүстік Қазақстан,50.8
2013,пайыз,қала,ерлер,Солтүстік Қазақстан,44.0
2014,пайыз,қала,ерлер,Солтүстік Қазақстан,45.4
2015,пайыз,қала,ерлер,Солтүстік Қазақстан,44.1
2016,пайыз,қала,ерлер,Солтүстік Қазақстан,32.6
2017,пайыз,қала,ерлер,Солтүстік Қазақстан,47.3
2018,пайыз,қала,ерлер,Солтүстік Қазақстан,54.3
2018,пайыз,қала,ерлер,Түркістан,41.9
2010,пайыз,қала,ерлер,Шығыс Қазақстан,35.7
2011,пайыз,қала,ерлер,Шығыс Қазақстан,33.4
2012,пайыз,қала,ерлер,Шығыс Қазақстан,41.3
2013,пайыз,қала,ерлер,Шығыс Қазақстан,42.0
2014,пайыз,қала,ерлер,Шығыс Қазақстан,42.5
2015,пайыз,қала,ерлер,Шығыс Қазақстан,43.6
2016,пайыз,қала,ерлер,Шығыс Қазақстан,39.0
2017,пайыз,қала,ерлер,Шығыс Қазақстан,55.6
2018,пайыз,қала,ерлер,Шығыс Қазақстан,58.4
2010,пайыз,қала,ерлер,Нұр-Сұлтан қаласы,36.2
2011,пайыз,қала,ерлер,Нұр-Сұлтан қаласы,23.6
2012,пайыз,қала,ерлер,Нұр-Сұлтан қаласы,26.9
2013,пайыз,қала,ерлер,Нұр-Сұлтан қаласы,19.4
2014,пайыз,қала,ерлер,Нұр-Сұлтан қаласы,32.5
2015,пайыз,қала,ерлер,Нұр-Сұлтан қаласы,36.2
2016,пайыз,қала,ерлер,Нұр-Сұлтан қаласы,38.1
2017,пайыз,қала,ерлер,Нұр-Сұлтан қаласы,37.0
2018,пайыз,қала,ерлер,Нұр-Сұлтан қаласы,23.9
2010,пайыз,қала,ерлер,Алматы қаласы,21.1
2011,пайыз,қала,ерлер,Алматы қаласы,25.0
2012,пайыз,қала,ерлер,Алматы қаласы,17.5
2013,пайыз,қала,ерлер,Алматы қаласы,19.4
2014,пайыз,қала,ерлер,Алматы қаласы,16.2
2015,пайыз,қала,ерлер,Алматы қаласы,13.3
2016,пайыз,қала,ерлер,Алматы қаласы,28.5
2017,пайыз,қала,ерлер,Алматы қаласы,24.9
2018,пайыз,қала,ерлер,Алматы қаласы,25.6
2018,пайыз,қала,ерлер,Шымкент қаласы,20.7
2010,пайыз,қала,әйелдер,,25.7
2011,пайыз,қала,әйелдер,,26.1
2012,пайыз,қала,әйелдер,,28.7
2013,пайыз,қала,әйелдер,,27.2
2014,пайыз,қала,әйелдер,,30.5
2015,пайыз,қала,әйелдер,,29.1
2016,пайыз,қала,әйелдер,,32.8
2017,пайыз,қала,әйелдер,,33.8
2018,пайыз,қала,әйелдер,,35.6
2010,пайыз,қала,әйелдер,Ақмола,31.6
2011,пайыз,қала,әйелдер,Ақмола,35.2
2012,пайыз,қала,әйелдер,Ақмола,43.0
2013,пайыз,қала,әйелдер,Ақмола,38.9
2014,пайыз,қала,әйелдер,Ақмола,39.1
2015,пайыз,қала,әйелдер,Ақмола,37.5
2016,пайыз,қала,әйелдер,Ақмола,46.5
2017,пайыз,қала,әйелдер,Ақмола,45.4
2018,пайыз,қала,әйелдер,Ақмола,39.7
2010,пайыз,қала,әйелдер,Ақтөбе,37.7
2011,пайыз,қала,әйелдер,Ақтөбе,27.1
2012,пайыз,қала,әйелдер,Ақтөбе,38.6
2013,пайыз,қала,әйелдер,Ақтөбе,24.4
2014,пайыз,қала,әйелдер,Ақтөбе,44.5
2015,пайыз,қала,әйелдер,Ақтөбе,43.1
2016,пайыз,қала,әйелдер,Ақтөбе,43.4
2017,пайыз,қала,әйелдер,Ақтөбе,39.0
2018,пайыз,қала,әйелдер,Ақтөбе,48.5
2010,пайыз,қала,әйелдер,Алматы,14.9
2011,пайыз,қала,әйелдер,Алматы,20.7
2012,пайыз,қала,әйелдер,Алматы,32.5
2013,пайыз,қала,әйелдер,Алматы,24.6
2014,пайыз,қала,әйелдер,Алматы,28.1
2015,пайыз,қала,әйелдер,Алматы,25.8
2016,пайыз,қала,әйелдер,Алматы,26.0
2017,пайыз,қала,әйелдер,Алматы,35.7
2018,пайыз,қала,әйелдер,Алматы,34.4
2010,пайыз,қала,әйелдер,Атырау,35.1
2011,пайыз,қала,әйелдер,Атырау,34.4
2012,пайыз,қала,әйелдер,Атырау,21.7
2013,пайыз,қала,әйелдер,Атырау,27.6
2014,пайыз,қала,әйелдер,Атырау,28.0
2015,пайыз,қала,әйелдер,Атырау,44.8
2016,пайыз,қала,әйелдер,Атырау,34.9
2017,пайыз,қала,әйелдер,Атырау,38.6
2018,пайыз,қала,әйелдер,Атырау,33.9
2010,пайыз,қала,әйелдер,Батыс Қазақстан,28.5
2011,пайыз,қала,әйелдер,Батыс Қазақстан,31.8
2012,пайыз,қала,әйелдер,Батыс Қазақстан,30.5
2013,пайыз,қала,әйелдер,Батыс Қазақстан,42.5
2014,пайыз,қала,әйелдер,Батыс Қазақстан,30.5
2015,пайыз,қала,әйелдер,Батыс Қазақстан,37.7
2016,пайыз,қала,әйелдер,Батыс Қазақстан,34.9
2017,пайыз,қала,әйелдер,Батыс Қазақстан,33.0
2018,пайыз,қала,әйелдер,Батыс Қазақстан,37.2
2010,пайыз,қала,әйелдер,Жамбыл,22.8
2011,пайыз,қала,әйелдер,Жамбыл,26.3
2012,пайыз,қала,әйелдер,Жамбыл,21.2
2013,пайыз,қала,әйелдер,Жамбыл,32.9
2014,пайыз,қала,әйелдер,Жамбыл,22.3
2015,пайыз,қала,әйелдер,Жамбыл,23.4
2016,пайыз,қала,әйелдер,Жамбыл,35.7
2017,пайыз,қала,әйелдер,Жамбыл,27.3
2018,пайыз,қала,әйелдер,Жамбыл,28.4
2010,пайыз,қала,әйелдер,Қарағанды,28.8
2011,пайыз,қала,әйелдер,Қарағанды,28.8
2012,пайыз,қала,әйелдер,Қарағанды,30.7
2013,пайыз,қала,әйелдер,Қарағанды,25.2
2014,пайыз,қала,әйелдер,Қарағанды,34.6
2015,пайыз,қала,әйелдер,Қарағанды,26.7
2016,пайыз,қала,әйелдер,Қарағанды,34.8
2017,пайыз,қала,әйелдер,Қарағанды,37.9
2018,пайыз,қала,әйелдер,Қарағанды,39.0
2010,пайыз,қала,әйелдер,Қостанай,22.8
2011,пайыз,қала,әйелдер,Қостанай,30.2
2012,пайыз,қала,әйелдер,Қостанай,41.1
2013,пайыз,қала,әйелдер,Қостанай,42.6
2014,пайыз,қала,әйелдер,Қостанай,41.0
2015,пайыз,қала,әйелдер,Қостанай,46.5
2016,пайыз,қала,әйелдер,Қостанай,39.2
2017,пайыз,қала,әйелдер,Қостанай,42.0
2018,пайыз,қала,әйелдер,Қостанай,50.8
2010,пайыз,қала,әйелдер,Қызылорда,18.3
2011,пайыз,қала,әйелдер,Қызылорда,26.1
2012,пайыз,қала,әйелдер,Қызылорда,34.0
2013,пайыз,қала,әйелдер,Қызылорда,33.2
2014,пайыз,қала,әйелдер,Қызылорда,43.6
2015,пайыз,қала,әйелдер,Қызылорда,32.7
2016,пайыз,қала,әйелдер,Қызылорда,35.5
2017,пайыз,қала,әйелдер,Қызылорда,39.7
2018,пайыз,қала,әйелдер,Қызылорда,42.9
2010,пайыз,қала,әйелдер,Маңғыстау,41.0
2011,пайыз,қала,әйелдер,Маңғыстау,30.6
2012,пайыз,қала,әйелдер,Маңғыстау,29.9
2013,пайыз,қала,әйелдер,Маңғыстау,59.0
2014,пайыз,қала,әйелдер,Маңғыстау,36.4
2015,пайыз,қала,әйелдер,Маңғыстау,52.9
2016,пайыз,қала,әйелдер,Маңғыстау,44.6
2017,пайыз,қала,әйелдер,Маңғыстау,59.9
2018,пайыз,қала,әйелдер,Маңғыстау,57.1
2010,пайыз,қала,әйелдер,Оңтүстік Қазақстан,16.9
2011,пайыз,қала,әйелдер,Оңтүстік Қазақстан,18.6
2012,пайыз,қала,әйелдер,Оңтүстік Қазақстан,24.2
2013,пайыз,қала,әйелдер,Оңтүстік Қазақстан,23.0
2014,пайыз,қала,әйелдер,Оңтүстік Қазақстан,30.8
2015,пайыз,қала,әйелдер,Оңтүстік Қазақстан,30.2
2016,пайыз,қала,әйелдер,Оңтүстік Қазақстан,31.1
2017,пайыз,қала,әйелдер,Оңтүстік Қазақстан,25.0
2010,пайыз,қала,әйелдер,Павлодар,41.8
2011,пайыз,қала,әйелдер,Павлодар,41.0
2012,пайыз,қала,әйелдер,Павлодар,41.2
2013,пайыз,қала,әйелдер,Павлодар,46.9
2014,пайыз,қала,әйелдер,Павлодар,41.6
2015,пайыз,қала,әйелдер,Павлодар,44.4
2016,пайыз,қала,әйелдер,Павлодар,44.7
2017,пайыз,қала,әйелдер,Павлодар,43.9
2018,пайыз,қала,әйелдер,Павлодар,56.7
2010,пайыз,қала,әйелдер,Солтүстік Қазақстан,32.0
2011,пайыз,қала,әйелдер,Солтүстік Қазақстан,36.1
2012,пайыз,қала,әйелдер,Солтүстік Қазақстан,32.4
2013,пайыз,қала,әйелдер,Солтүстік Қазақстан,36.3
2014,пайыз,қала,әйелдер,Солтүстік Қазақстан,37.8
2015,пайыз,қала,әйелдер,Солтүстік Қазақстан,33.0
2016,пайыз,қала,әйелдер,Солтүстік Қазақстан,29.6
2017,пайыз,қала,әйелдер,Солтүстік Қазақстан,43.5
2018,пайыз,қала,әйелдер,Солтүстік Қазақстан,54.2
2018,пайыз,қала,әйелдер,Түркістан,44.2
2010,пайыз,қала,әйелдер,Шығыс Қазақстан,30.3
2011,пайыз,қала,әйелдер,Шығыс Қазақстан,31.2
2012,пайыз,қала,әйелдер,Шығыс Қазақстан,32.0
2013,пайыз,қала,әйелдер,Шығыс Қазақстан,27.9
2014,пайыз,қала,әйелдер,Шығыс Қазақстан,30.9
2015,пайыз,қала,әйелдер,Шығыс Қазақстан,30.7
2016,пайыз,қала,әйелдер,Шығыс Қазақстан,37.5
2017,пайыз,қала,әйелдер,Шығыс Қазақстан,42.4
2018,пайыз,қала,әйелдер,Шығыс Қазақстан,47.7
2010,пайыз,қала,әйелдер,Нұр-Сұлтан қаласы,26.9
2011,пайыз,қала,әйелдер,Нұр-Сұлтан қаласы,23.1
2012,пайыз,қала,әйелдер,Нұр-Сұлтан қаласы,21.2
2013,пайыз,қала,әйелдер,Нұр-Сұлтан қаласы,16.7
2014,пайыз,қала,әйелдер,Нұр-Сұлтан қаласы,34.3
2015,пайыз,қала,әйелдер,Нұр-Сұлтан қаласы,31.9
2016,пайыз,қала,әйелдер,Нұр-Сұлтан қаласы,31.0
2017,пайыз,қала,әйелдер,Нұр-Сұлтан қаласы,28.0
2018,пайыз,қала,әйелдер,Нұр-Сұлтан қаласы,18.5
2010,пайыз,қала,әйелдер,Алматы қаласы,16.2
2011,пайыз,қала,әйелдер,Алматы қаласы,15.4
2012,пайыз,қала,әйелдер,Алматы қаласы,19.8
2013,пайыз,қала,әйелдер,Алматы қаласы,15.7
2014,пайыз,қала,әйелдер,Алматы қаласы,14.9
2015,пайыз,қала,әйелдер,Алматы қаласы,12.2
2016,пайыз,қала,әйелдер,Алматы қаласы,22.2
2017,пайыз,қала,әйелдер,Алматы қаласы,23.6
2018,пайыз,қала,әйелдер,Алматы қаласы,23.9
2018,пайыз,қала,әйелдер,Шымкент қаласы,32.2
2010,пайыз,ауыл,,,18.9
2011,пайыз,ауыл,,,20.8
2012,пайыз,ауыл,,,24.5
2013,пайыз,ауыл,,,25.3
2014,пайыз,ауыл,,,32.0
2015,пайыз,ауыл,,,32.3
2016,пайыз,ауыл,,,33.3
2017,пайыз,ауыл,,,35.4
2018,пайыз,ауыл,,,42.1
2010,пайыз,ауыл,,Ақмола,24.2
2011,пайыз,ауыл,,Ақмола,25.2
2012,пайыз,ауыл,,Ақмола,24.3
2013,пайыз,ауыл,,Ақмола,24.4
2014,пайыз,ауыл,,Ақмола,32.1
2015,пайыз,ауыл,,Ақмола,39.9
2016,пайыз,ауыл,,Ақмола,38.8
2017,пайыз,ауыл,,Ақмола,39.2
2018,пайыз,ауыл,,Ақмола,43.7
2010,пайыз,ауыл,,Ақтөбе,26.4
2011,пайыз,ауыл,,Ақтөбе,32.3
2012,пайыз,ауыл,,Ақтөбе,42.6
2013,пайыз,ауыл,,Ақтөбе,44.3
2014,пайыз,ауыл,,Ақтөбе,48.8
2015,пайыз,ауыл,,Ақтөбе,45.2
2016,пайыз,ауыл,,Ақтөбе,48.0
2017,пайыз,ауыл,,Ақтөбе,50.8
2018,пайыз,ауыл,,Ақтөбе,49.4
2010,пайыз,ауыл,,Алматы,16.7
2011,пайыз,ауыл,,Алматы,18.9
2012,пайыз,ауыл,,Алматы,26.5
2013,пайыз,ауыл,,Алматы,18.9
2014,пайыз,ауыл,,Алматы,29.0
2015,пайыз,ауыл,,Алматы,25.2
2016,пайыз,ауыл,,Алматы,25.9
2017,пайыз,ауыл,,Алматы,25.6
2018,пайыз,ауыл,,Алматы,37.7
2010,пайыз,ауыл,,Атырау,30.0
2011,пайыз,ауыл,,Атырау,33.9
2012,пайыз,ауыл,,Атырау,26.2
2013,пайыз,ауыл,,Атырау,26.7
2014,пайыз,ауыл,,Атырау,30.1
2015,пайыз,ауыл,,Атырау,31.1
2016,пайыз,ауыл,,Атырау,29.7
2017,пайыз,ауыл,,Атырау,38.2
2018,пайыз,ауыл,,Атырау,32.3
2010,пайыз,ауыл,,Батыс Қазақстан,19.8
2011,пайыз,ауыл,,Батыс Қазақстан,24.5
2012,пайыз,ауыл,,Батыс Қазақстан,39.5
2013,пайыз,ауыл,,Батыс Қазақстан,50.0
2014,пайыз,ауыл,,Батыс Қазақстан,34.2
2015,пайыз,ауыл,,Батыс Қазақстан,35.9
2016,пайыз,ауыл,,Батыс Қазақстан,38.4
2017,пайыз,ауыл,,Батыс Қазақстан,50.3
2018,пайыз,ауыл,,Батыс Қазақстан,55.1
2010,пайыз,ауыл,,Жамбыл,10.3
2011,пайыз,ауыл,,Жамбыл,15.2
2012,пайыз,ауыл,,Жамбыл,23.5
2013,пайыз,ауыл,,Жамбыл,35.4
2014,пайыз,ауыл,,Жамбыл,23.4
2015,пайыз,ауыл,,Жамбыл,23.6
2016,пайыз,ауыл,,Жамбыл,26.8
2017,пайыз,ауыл,,Жамбыл,21.7
2018,пайыз,ауыл,,Жамбыл,29.7
2010,пайыз,ауыл,,Қарағанды,20.8
2011,пайыз,ауыл,,Қарағанды,24.3
2012,пайыз,ауыл,,Қарағанды,26.5
2013,пайыз,ауыл,,Қарағанды,25.0
2014,пайыз,ауыл,,Қарағанды,41.5
2015,пайыз,ауыл,,Қарағанды,42.3
2016,пайыз,ауыл,,Қарағанды,41.5
2017,пайыз,ауыл,,Қарағанды,41.6
2018,пайыз,ауыл,,Қарағанды,48.2
2010,пайыз,ауыл,,Қостанай,26.9
2011,пайыз,ауыл,,Қостанай,31.8
2012,пайыз,ауыл,,Қостанай,34.0
2013,пайыз,ауыл,,Қостанай,35.8
2014,пайыз,ауыл,,Қостанай,35.9
2015,пайыз,ауыл,,Қостанай,42.4
2016,пайыз,ауыл,,Қостанай,41.2
2017,пайыз,ауыл,,Қостанай,42.1
2018,пайыз,ауыл,,Қостанай,45.9
2010,пайыз,ауыл,,Қызылорда,20.5
2011,пайыз,ауыл,,Қызылорда,23.0
2012,пайыз,ауыл,,Қызылорда,28.1
2013,пайыз,ауыл,,Қызылорда,23.5
2014,пайыз,ауыл,,Қызылорда,37.5
2015,пайыз,ауыл,,Қызылорда,42.9
2016,пайыз,ауыл,,Қызылорда,38.9
2017,пайыз,ауыл,,Қызылорда,42.8
2018,пайыз,ауыл,,Қызылорда,42.9
2010,пайыз,ауыл,,Маңғыстау,37.6
2011,пайыз,ауыл,,Маңғыстау,34.3
2012,пайыз,ауыл,,Маңғыстау,32.0
2013,пайыз,ауыл,,Маңғыстау,39.7
2014,пайыз,ауыл,,Маңғыстау,51.6
2015,пайыз,ауыл,,Маңғыстау,62.6
2016,пайыз,ауыл,,Маңғыстау,64.3
2017,пайыз,ауыл,,Маңғыстау,73.1
2018,пайыз,ауыл,,Маңғыстау,71.0
2010,пайыз,ауыл,,Оңтүстік Қазақстан,8.8
2011,пайыз,ауыл,,Оңтүстік Қазақстан,9.4
2012,пайыз,ауыл,,Оңтүстік Қазақстан,11.7
2013,пайыз,ауыл,,Оңтүстік Қазақстан,9.9
2014,пайыз,ауыл,,Оңтүстік Қазақстан,26.8
2015,пайыз,ауыл,,Оңтүстік Қазақстан,23.5
2016,пайыз,ауыл,,Оңтүстік Қазақстан,25.7
2017,пайыз,ауыл,,Оңтүстік Қазақстан,29.6
2010,пайыз,ауыл,,Павлодар,36.1
2011,пайыз,ауыл,,Павлодар,24.8
2012,пайыз,ауыл,,Павлодар,30.5
2013,пайыз,ауыл,,Павлодар,40.9
2014,пайыз,ауыл,,Павлодар,35.3
2015,пайыз,ауыл,,Павлодар,40.0
2016,пайыз,ауыл,,Павлодар,39.8
2017,пайыз,ауыл,,Павлодар,49.0
2018,пайыз,ауыл,,Павлодар,55.9
2010,пайыз,ауыл,,Солтүстік Қазақстан,26.1
2011,пайыз,ауыл,,Солтүстік Қазақстан,24.7
2012,пайыз,ауыл,,Солтүстік Қазақстан,23.3
2013,пайыз,ауыл,,Солтүстік Қазақстан,21.1
2014,пайыз,ауыл,,Солтүстік Қазақстан,39.7
2015,пайыз,ауыл,,Солтүстік Қазақстан,36.6
2016,пайыз,ауыл,,Солтүстік Қазақстан,39.7
2017,пайыз,ауыл,,Солтүстік Қазақстан,38.8
2018,пайыз,ауыл,,Солтүстік Қазақстан,46.2
2018,пайыз,ауыл,,Түркістан,36.4
2010,пайыз,ауыл,,Шығыс Қазақстан,18.9
2011,пайыз,ауыл,,Шығыс Қазақстан,22.7
2012,пайыз,ауыл,,Шығыс Қазақстан,24.8
2013,пайыз,ауыл,,Шығыс Қазақстан,30.8
2014,пайыз,ауыл,,Шығыс Қазақстан,37.3
2015,пайыз,ауыл,,Шығыс Қазақстан,41.8
2016,пайыз,ауыл,,Шығыс Қазақстан,42.9
2017,пайыз,ауыл,,Шығыс Қазақстан,41.3
2018,пайыз,ауыл,,Шығыс Қазақстан,46.7
2010,пайыз,ауыл,ерлер,,17.6
2011,пайыз,ауыл,ерлер,,20.3
2012,пайыз,ауыл,ерлер,,23.5
2013,пайыз,ауыл,ерлер,,25.4
2014,пайыз,ауыл,ерлер,,32.3
2015,пайыз,ауыл,ерлер,,32.6
