Year,UNIT_MEASURE,Өңірлер,Аймақ,Жынысы,Жасы,Value
2012,пайыз,Солтүстік Қазақстан,,,16-24,4.3
2012,пайыз,Солтүстік Қазақстан,,,25-28,8.9
2012,пайыз,Солтүстік Қазақстан,,,29-34,3.9
2012,пайыз,Солтүстік Қазақстан,,,35-44,5.9
2012,пайыз,Солтүстік Қазақстан,,,45-54,5.0
2012,пайыз,Солтүстік Қазақстан,,,55-64,4.8
2012,пайыз,Шығыс Қазақстан,,,16-24,5.7
2012,пайыз,Шығыс Қазақстан,,,25-28,6.3
2012,пайыз,Шығыс Қазақстан,,,29-34,8.7
2012,пайыз,Шығыс Қазақстан,,,35-44,4.5
2012,пайыз,Шығыс Қазақстан,,,45-54,3.0
2012,пайыз,Шығыс Қазақстан,,,55-64,2.5
2012,пайыз,Нұр-Сұлтан қаласы,,,16-24,8.9
2012,пайыз,Нұр-Сұлтан қаласы,,,25-28,5.2
2012,пайыз,Нұр-Сұлтан қаласы,,,29-34,5.9
2012,пайыз,Нұр-Сұлтан қаласы,,,35-44,4.3
2012,пайыз,Нұр-Сұлтан қаласы,,,45-54,5.3
2012,пайыз,Нұр-Сұлтан қаласы,,,55-64,4.7
2012,пайыз,Алматы қаласы,,,16-24,6.0
2012,пайыз,Алматы қаласы,,,25-28,4.9
2012,пайыз,Алматы қаласы,,,29-34,3.7
2012,пайыз,Алматы қаласы,,,35-44,6.8
2012,пайыз,Алматы қаласы,,,45-54,6.7
2012,пайыз,Алматы қаласы,,,55-64,5.6
2013,пайыз,,,,,5.2
2013,пайыз,Ақмола,,,,5.2
2013,пайыз,Ақтөбе,,,,4.9
2013,пайыз,Алматы,,,,4.9
2013,пайыз,Атырау,,,,5.0
2013,пайыз,Батыс Қазақстан,,,,5.1
2013,пайыз,Жамбыл,,,,5.2
2013,пайыз,Қарағанды,,,,5.0
2013,пайыз,Қостанай,,,,5.2
2013,пайыз,Қызылорда,,,,5.2
2013,пайыз,Маңғыстау,,,,5.5
2013,пайыз,Оңтүстік Қазақстан,,,,5.5
2013,пайыз,Павлодар,,,,5.0
2013,пайыз,Солтүстік Қазақстан,,,,5.1
2013,пайыз,Шығыс Қазақстан,,,,5.1
2013,пайыз,Нұр-Сұлтан қаласы,,,,5.5
2013,пайыз,Алматы қаласы,,,,5.6
2013,пайыз,,,ерлер,,4.6
2013,пайыз,Ақмола,,ерлер,,4.7
2013,пайыз,Ақтөбе,,ерлер,,3.3
2013,пайыз,Алматы,,ерлер,,5.9
2013,пайыз,Атырау,,ерлер,,4.7
2013,пайыз,Батыс Қазақстан,,ерлер,,4.2
2013,пайыз,Жамбыл,,ерлер,,5.1
2013,пайыз,Қарағанды,,ерлер,,4.8
2013,пайыз,Қостанай,,ерлер,,4.4
2013,пайыз,Қызылорда,,ерлер,,4.1
2013,пайыз,Маңғыстау,,ерлер,,2.7
2013,пайыз,Оңтүстік Қазақстан,,ерлер,,3.9
2013,пайыз,Павлодар,,ерлер,,4.2
2013,пайыз,Солтүстік Қазақстан,,ерлер,,5.1
2013,пайыз,Шығыс Қазақстан,,ерлер,,4.7
2013,пайыз,Нұр-Сұлтан қаласы,,ерлер,,4.7
2013,пайыз,Алматы қаласы,,ерлер,,4.7
2013,пайыз,,,әйелдер,,5.9
2013,пайыз,Ақмола,,әйелдер,,5.6
2013,пайыз,Ақтөбе,,әйелдер,,6.6
2013,пайыз,Алматы,,әйелдер,,3.9
2013,пайыз,Атырау,,әйелдер,,5.3
2013,пайыз,Батыс Қазақстан,,әйелдер,,6.0
2013,пайыз,Жамбыл,,әйелдер,,5.3
2013,пайыз,Қарағанды,,әйелдер,,5.2
2013,пайыз,Қостанай,,әйелдер,,5.9
2013,пайыз,Қызылорда,,әйелдер,,6.4
2013,пайыз,Маңғыстау,,әйелдер,,8.8
2013,пайыз,Оңтүстік Қазақстан,,әйелдер,,7.4
2013,пайыз,Павлодар,,әйелдер,,5.8
2013,пайыз,Солтүстік Қазақстан,,әйелдер,,5.1
2013,пайыз,Шығыс Қазақстан,,әйелдер,,5.4
2013,пайыз,Нұр-Сұлтан қаласы,,әйелдер,,6.3
2013,пайыз,Алматы қаласы,,әйелдер,,6.5
2013,пайыз,,қала,,,5.4
2013,пайыз,Ақмола,қала,,,4.8
2013,пайыз,Ақтөбе,қала,,,5.4
2013,пайыз,Алматы,қала,,,4.7
2013,пайыз,Атырау,қала,,,4.7
2013,пайыз,Батыс Қазақстан,қала,,,4.9
2013,пайыз,Жамбыл,қала,,,6.5
2013,пайыз,Қарағанды,қала,,,4.9
2013,пайыз,Қостанай,қала,,,6.7
2013,пайыз,Қызылорда,қала,,,5.0
2013,пайыз,Маңғыстау,қала,,,4.9
2013,пайыз,Оңтүстік Қазақстан,қала,,,6.1
2013,пайыз,Павлодар,қала,,,5.4
2013,пайыз,Солтүстік Қазақстан,қала,,,5.1
2013,пайыз,Шығыс Қазақстан,қала,,,5.4
2013,пайыз,Нұр-Сұлтан қаласы,қала,,,5.5
2013,пайыз,Алматы қаласы,қала,,,5.6
2013,пайыз,,ауыл,,,4.9
2013,пайыз,Ақмола,ауыл,,,5.5
2013,пайыз,Ақтөбе,ауыл,,,4.2
2013,пайыз,Алматы,ауыл,,,5.0
2013,пайыз,Атырау,ауыл,,,5.3
2013,пайыз,Батыс Қазақстан,ауыл,,,5.2
2013,пайыз,Жамбыл,ауыл,,,4.4
2013,пайыз,Қарағанды,ауыл,,,5.2
2013,пайыз,Қостанай,ауыл,,,3.7
2013,пайыз,Қызылорда,ауыл,,,5.3
2013,пайыз,Маңғыстау,ауыл,,,6.3
2013,пайыз,Оңтүстік Қазақстан,ауыл,,,5.2
2013,пайыз,Павлодар,ауыл,,,4.2
2013,пайыз,Солтүстік Қазақстан,ауыл,,,5.0
2013,пайыз,Шығыс Қазақстан,ауыл,,,4.6
2013,пайыз,,,,16-24,3.9
2013,пайыз,,,,25-28,7.1
2013,пайыз,,,,29-34,7.0
2013,пайыз,,,,35-44,4.8
2013,пайыз,,,,45-54,4.3
2013,пайыз,,,,55-64,4.2
2013,пайыз,Ақмола,,,16-24,3.8
2013,пайыз,Ақмола,,,25-28,6.6
2013,пайыз,Ақмола,,,29-34,3.5
2013,пайыз,Ақмола,,,35-44,5.9
2013,пайыз,Ақмола,,,45-54,4.6
2013,пайыз,Ақмола,,,55-64,6.9
2013,пайыз,Ақтөбе,,,16-24,2.5
2013,пайыз,Ақтөбе,,,25-28,3.8
2013,пайыз,Ақтөбе,,,29-34,4.8
2013,пайыз,Ақтөбе,,,35-44,6.2
2013,пайыз,Ақтөбе,,,45-54,7.0
2013,пайыз,Ақтөбе,,,55-64,0.4
2013,пайыз,Алматы,,,16-24,2.4
2013,пайыз,Алматы,,,25-28,11.6
2013,пайыз,Алматы,,,29-34,11.7
2013,пайыз,Алматы,,,35-44,2.2
2013,пайыз,Алматы,,,45-54,1.7
2013,пайыз,Алматы,,,55-64,0.1
2013,пайыз,Атырау,,,16-24,1.0
2013,пайыз,Атырау,,,25-28,6.8
2013,пайыз,Атырау,,,29-34,6.8
2013,пайыз,Атырау,,,35-44,4.1
2013,пайыз,Атырау,,,45-54,6.4
2013,пайыз,Атырау,,,55-64,5.6
2013,пайыз,Батыс Қазақстан,,,16-24,4.5
2013,пайыз,Батыс Қазақстан,,,25-28,5.5
2013,пайыз,Батыс Қазақстан,,,29-34,6.5
2013,пайыз,Батыс Қазақстан,,,35-44,5.6
2013,пайыз,Батыс Қазақстан,,,45-54,4.7
2013,пайыз,Батыс Қазақстан,,,55-64,3.7
2013,пайыз,Жамбыл,,,16-24,5.2
2013,пайыз,Жамбыл,,,25-28,9.4
2013,пайыз,Жамбыл,,,29-34,3.2
2013,пайыз,Жамбыл,,,35-44,3.7
2013,пайыз,Жамбыл,,,45-54,3.4
2013,пайыз,Жамбыл,,,55-64,9.3
2013,пайыз,Қарағанды,,,16-24,5.2
2013,пайыз,Қарағанды,,,25-28,3.6
2013,пайыз,Қарағанды,,,29-34,8.3
2013,пайыз,Қарағанды,,,35-44,5.1
2013,пайыз,Қарағанды,,,45-54,4.0
2013,пайыз,Қарағанды,,,55-64,3.1
2013,пайыз,Қостанай,,,16-24,4.6
2013,пайыз,Қостанай,,,25-28,2.8
2013,пайыз,Қостанай,,,29-34,6.5
2013,пайыз,Қостанай,,,35-44,5.8
2013,пайыз,Қостанай,,,45-54,6.2
2013,пайыз,Қостанай,,,55-64,3.3
2013,пайыз,Қызылорда,,,16-24,6.7
2013,пайыз,Қызылорда,,,25-28,6.8
2013,пайыз,Қызылорда,,,29-34,4.6
2013,пайыз,Қызылорда,,,35-44,4.6
2013,пайыз,Қызылорда,,,45-54,4.5
2013,пайыз,Қызылорда,,,55-64,3.9
2013,пайыз,Маңғыстау,,,16-24,7.9
2013,пайыз,Маңғыстау,,,25-28,7.1
2013,пайыз,Маңғыстау,,,29-34,4.1
2013,пайыз,Маңғыстау,,,35-44,3.4
2013,пайыз,Маңғыстау,,,45-54,6.7
2013,пайыз,Маңғыстау,,,55-64,7.1
2013,пайыз,Оңтүстік Қазақстан,,,16-24,1.0
2013,пайыз,Оңтүстік Қазақстан,,,25-28,5.4
2013,пайыз,Оңтүстік Қазақстан,,,29-34,10.4
2013,пайыз,Оңтүстік Қазақстан,,,35-44,4.6
2013,пайыз,Оңтүстік Қазақстан,,,45-54,4.8
2013,пайыз,Оңтүстік Қазақстан,,,55-64,5.1
2013,пайыз,Павлодар,,,16-24,3.6
2013,пайыз,Павлодар,,,25-28,7.6
2013,пайыз,Павлодар,,,29-34,4.7
2013,пайыз,Павлодар,,,35-44,4.4
2013,пайыз,Павлодар,,,45-54,4.9
2013,пайыз,Павлодар,,,55-64,5.5
2013,пайыз,Солтүстік Қазақстан,,,16-24,3.7
2013,пайыз,Солтүстік Қазақстан,,,25-28,12.1
2013,пайыз,Солтүстік Қазақстан,,,29-34,5.6
2013,пайыз,Солтүстік Қазақстан,,,35-44,5.9
2013,пайыз,Солтүстік Қазақстан,,,45-54,3.4
2013,пайыз,Солтүстік Қазақстан,,,55-64,3.1
2013,пайыз,Шығыс Қазақстан,,,16-24,3.7
2013,пайыз,Шығыс Қазақстан,,,25-28,8.3
2013,пайыз,Шығыс Қазақстан,,,29-34,8.6
2013,пайыз,Шығыс Қазақстан,,,35-44,4.7
2013,пайыз,Шығыс Қазақстан,,,45-54,2.7
2013,пайыз,Шығыс Қазақстан,,,55-64,2.5
2013,пайыз,Нұр-Сұлтан қаласы,,,16-24,7.7
2013,пайыз,Нұр-Сұлтан қаласы,,,25-28,2.9
2013,пайыз,Нұр-Сұлтан қаласы,,,29-34,3.0
2013,пайыз,Нұр-Сұлтан қаласы,,,35-44,8.2
2013,пайыз,Нұр-Сұлтан қаласы,,,45-54,5.9
2013,пайыз,Нұр-Сұлтан қаласы,,,55-64,6.4
2013,пайыз,Алматы қаласы,,,16-24,5.9
2013,пайыз,Алматы қаласы,,,25-28,10.0
2013,пайыз,Алматы қаласы,,,29-34,4.9
2013,пайыз,Алматы қаласы,,,35-44,5.4
2013,пайыз,Алматы қаласы,,,45-54,3.6
2013,пайыз,Алматы қаласы,,,55-64,4.1
2014,пайыз,,,,,5.0
2014,пайыз,Ақмола,,,,4.9
2014,пайыз,Ақтөбе,,,,4.9
2014,пайыз,Алматы,,,,4.9
2014,пайыз,Атырау,,,,5.0
2014,пайыз,Батыс Қазақстан,,,,5.0
2014,пайыз,Жамбыл,,,,4.9
2014,пайыз,Қарағанды,,,,4.9
2014,пайыз,Қостанай,,,,5.0
2014,пайыз,Қызылорда,,,,5.0
2014,пайыз,Маңғыстау,,,,5.0
2014,пайыз,Оңтүстік Қазақстан,,,,5.4
2014,пайыз,Павлодар,,,,4.8
2014,пайыз,Солтүстік Қазақстан,,,,5.0
2014,пайыз,Шығыс Қазақстан,,,,4.8
2014,пайыз,Нұр-Сұлтан қаласы,,,,5.1
2014,пайыз,Алматы қаласы,,,,5.5
2014,пайыз,,,ерлер,,4.3
2014,пайыз,Ақмола,,ерлер,,4.6
2014,пайыз,Ақтөбе,,ерлер,,3.8
2014,пайыз,Алматы,,ерлер,,4.0
2014,пайыз,Атырау,,ерлер,,5.2
2014,пайыз,Батыс Қазақстан,,ерлер,,4.5
2014,пайыз,Жамбыл,,ерлер,,4.0
2014,пайыз,Қарағанды,,ерлер,,3.6
2014,пайыз,Қостанай,,ерлер,,5.1
2014,пайыз,Қызылорда,,ерлер,,4.5
2014,пайыз,Маңғыстау,,ерлер,,3.9
2014,пайыз,Оңтүстік Қазақстан,,ерлер,,4.5
2014,пайыз,Павлодар,,ерлер,,4.5
2014,пайыз,Солтүстік Қазақстан,,ерлер,,4.9
2014,пайыз,Шығыс Қазақстан,,ерлер,,3.3
2014,пайыз,Нұр-Сұлтан қаласы,,ерлер,,5.0
2014,пайыз,Алматы қаласы,,ерлер,,4.5
2014,пайыз,,,әйелдер,,5.8
2014,пайыз,Ақмола,,әйелдер,,5.3
2014,пайыз,Ақтөбе,,әйелдер,,6.0
2014,пайыз,Алматы,,әйелдер,,5.9
2014,пайыз,Атырау,,әйелдер,,4.9
2014,пайыз,Батыс Қазақстан,,әйелдер,,5.6
2014,пайыз,Жамбыл,,әйелдер,,5.9
2014,пайыз,Қарағанды,,әйелдер,,6.2
2014,пайыз,Қостанай,,әйелдер,,5.0
2014,пайыз,Қызылорда,,әйелдер,,5.7
2014,пайыз,Маңғыстау,,әйелдер,,6.3
2014,пайыз,Оңтүстік Қазақстан,,әйелдер,,6.4
2014,пайыз,Павлодар,,әйелдер,,5.0
2014,пайыз,Солтүстік Қазақстан,,әйелдер,,5.1
2014,пайыз,Шығыс Қазақстан,,әйелдер,,6.3
2014,пайыз,Нұр-Сұлтан қаласы,,әйелдер,,5.1
2014,пайыз,Алматы қаласы,,әйелдер,,6.5
2014,пайыз,,қала,,,5.2
2014,пайыз,Ақмола,қала,,,4.6
2014,пайыз,Ақтөбе,қала,,,5.1
2014,пайыз,Алматы,қала,,,5.0
2014,пайыз,Атырау,қала,,,4.4
2014,пайыз,Батыс Қазақстан,қала,,,4.9
2014,пайыз,Жамбыл,қала,,,6.0
2014,пайыз,Қарағанды,қала,,,5.1
2014,пайыз,Қостанай,қала,,,6.0
2014,пайыз,Қызылорда,қала,,,4.7
2014,пайыз,Маңғыстау,қала,,,4.5
2014,пайыз,Оңтүстік Қазақстан,қала,,,5.7
2014,пайыз,Павлодар,қала,,,5.0
2014,пайыз,Солтүстік Қазақстан,қала,,,4.7
2014,пайыз,Шығыс Қазақстан,қала,,,4.8
2014,пайыз,Нұр-Сұлтан қаласы,қала,,,5.1
2014,пайыз,Алматы қаласы,қала,,,5.5
2014,пайыз,,ауыл,,,4.9
2014,пайыз,Ақмола,ауыл,,,5.3
2014,пайыз,Ақтөбе,ауыл,,,4.5
2014,пайыз,Алматы,ауыл,,,4.8
2014,пайыз,Атырау,ауыл,,,5.6
2014,пайыз,Батыс Қазақстан,ауыл,,,5.1
2014,пайыз,Жамбыл,ауыл,,,4.1
2014,пайыз,Қарағанды,ауыл,,,4.1
2014,пайыз,Қостанай,ауыл,,,4.0
2014,пайыз,Қызылорда,ауыл,,,5.2
2014,пайыз,Маңғыстау,ауыл,,,5.6
2014,пайыз,Оңтүстік Қазақстан,ауыл,,,5.3
2014,пайыз,Павлодар,ауыл,,,4.2
2014,пайыз,Солтүстік Қазақстан,ауыл,,,5.2
2014,пайыз,Шығыс Қазақстан,ауыл,,,4.7
2014,пайыз,,,,16-24,3.8
2014,пайыз,,,,25-28,4.7
2014,пайыз,,,,29-34,7.4
2014,пайыз,,,,35-44,4.6
2014,пайыз,,,,45-54,4.6
2014,пайыз,,,,55-64,5.1
2014,пайыз,Ақмола,,,16-24,3.8
2014,пайыз,Ақмола,,,25-28,2.2
2014,пайыз,Ақмола,,,29-34,5.9
2014,пайыз,Ақмола,,,35-44,4.9
2014,пайыз,Ақмола,,,45-54,6.2
2014,пайыз,Ақмола,,,55-64,5.5
2014,пайыз,Ақтөбе,,,16-24,3.0
2014,пайыз,Ақтөбе,,,25-28,3.3
2014,пайыз,Ақтөбе,,,29-34,6.1
2014,пайыз,Ақтөбе,,,35-44,6.1
2014,пайыз,Ақтөбе,,,45-54,5.3
2014,пайыз,Ақтөбе,,,55-64,1.8
2014,пайыз,Алматы,,,16-24,3.0
2014,пайыз,Алматы,,,25-28,3.5
2014,пайыз,Алматы,,,29-34,9.4
2014,пайыз,Алматы,,,35-44,4.6
2014,пайыз,Алматы,,,45-54,4.2
2014,пайыз,Алматы,,,55-64,8.0
2014,пайыз,Атырау,,,16-24,1.3
2014,пайыз,Атырау,,,25-28,4.9
2014,пайыз,Атырау,,,29-34,6.2
2014,пайыз,Атырау,,,35-44,5.6
2014,пайыз,Атырау,,,45-54,5.5
2014,пайыз,Атырау,,,55-64,5.8
2014,пайыз,Батыс Қазақстан,,,16-24,4.1
2014,пайыз,Батыс Қазақстан,,,25-28,4.7
2014,пайыз,Батыс Қазақстан,,,29-34,7.4
2014,пайыз,Батыс Қазақстан,,,35-44,4.4
2014,пайыз,Батыс Қазақстан,,,45-54,5.5
2014,пайыз,Батыс Қазақстан,,,55-64,4.6
2014,пайыз,Жамбыл,,,16-24,4.8
2014,пайыз,Жамбыл,,,25-28,5.7
2014,пайыз,Жамбыл,,,29-34,5.9
2014,пайыз,Жамбыл,,,35-44,3.4
2014,пайыз,Жамбыл,,,45-54,4.6
2014,пайыз,Жамбыл,,,55-64,7.2
2014,пайыз,Қарағанды,,,16-24,5.1
2014,пайыз,Қарағанды,,,25-28,3.6
2014,пайыз,Қарағанды,,,29-34,6.9
2014,пайыз,Қарағанды,,,35-44,4.8
2014,пайыз,Қарағанды,,,45-54,4.8
2014,пайыз,Қарағанды,,,55-64,3.3
2014,пайыз,Қостанай,,,16-24,3.8
2014,пайыз,Қостанай,,,25-28,3.5
2014,пайыз,Қостанай,,,29-34,10.0
2014,пайыз,Қостанай,,,35-44,5.2
2014,пайыз,Қостанай,,,45-54,3.6
2014,пайыз,Қостанай,,,55-64,2.5
2014,пайыз,Қызылорда,,,16-24,5.8
2014,пайыз,Қызылорда,,,25-28,3.9
2014,пайыз,Қызылорда,,,29-34,7.3
2014,пайыз,Қызылорда,,,35-44,5.0
2014,пайыз,Қызылорда,,,45-54,3.6
2014,пайыз,Қызылорда,,,55-64,2.6
2014,пайыз,Маңғыстау,,,16-24,6.4
2014,пайыз,Маңғыстау,,,25-28,4.9
2014,пайыз,Маңғыстау,,,29-34,9.4
2014,пайыз,Маңғыстау,,,35-44,2.5
2014,пайыз,Маңғыстау,,,45-54,2.3
2014,пайыз,Маңғыстау,,,55-64,5.1
2014,пайыз,Оңтүстік Қазақстан,,,16-24,1.5
2014,пайыз,Оңтүстік Қазақстан,,,25-28,4.1
2014,пайыз,Оңтүстік Қазақстан,,,29-34,9.8
2014,пайыз,Оңтүстік Қазақстан,,,35-44,4.9
2014,пайыз,Оңтүстік Қазақстан,,,45-54,5.9
2014,пайыз,Оңтүстік Қазақстан,,,55-64,4.7
2014,пайыз,Павлодар,,,16-24,2.3
2014,пайыз,Павлодар,,,25-28,3.0
2014,пайыз,Павлодар,,,29-34,6.7
2014,пайыз,Павлодар,,,35-44,4.4
2014,пайыз,Павлодар,,,45-54,5.5
2014,пайыз,Павлодар,,,55-64,5.2
2014,пайыз,Солтүстік Қазақстан,,,16-24,5.0
2014,пайыз,Солтүстік Қазақстан,,,25-28,2.7
2014,пайыз,Солтүстік Қазақстан,,,29-34,8.8
2014,пайыз,Солтүстік Қазақстан,,,35-44,5.7
2014,пайыз,Солтүстік Қазақстан,,,45-54,4.0
2014,пайыз,Солтүстік Қазақстан,,,55-64,3.3
2014,пайыз,Шығыс Қазақстан,,,16-24,3.9
2014,пайыз,Шығыс Қазақстан,,,25-28,4.8
2014,пайыз,Шығыс Қазақстан,,,29-34,7.9
2014,пайыз,Шығыс Қазақстан,,,35-44,4.2
2014,пайыз,Шығыс Қазақстан,,,45-54,3.4
2014,пайыз,Шығыс Қазақстан,,,55-64,4.2
2014,пайыз,Нұр-Сұлтан қаласы,,,16-24,8.0
2014,пайыз,Нұр-Сұлтан қаласы,,,25-28,5.3
2014,пайыз,Нұр-Сұлтан қаласы,,,29-34,4.4
2014,пайыз,Нұр-Сұлтан қаласы,,,35-44,5.0
2014,пайыз,Нұр-Сұлтан қаласы,,,45-54,4.3
2014,пайыз,Нұр-Сұлтан қаласы,,,55-64,3.6
2014,пайыз,Алматы қаласы,,,16-24,5.6
2014,пайыз,Алматы қаласы,,,25-28,12.7
2014,пайыз,Алматы қаласы,,,29-34,4.5
2014,пайыз,Алматы қаласы,,,35-44,3.4
2014,пайыз,Алматы қаласы,,,45-54,4.0
2014,пайыз,Алматы қаласы,,,55-64,9.1
2015,пайыз,,,,,5.1
2015,пайыз,Ақмола,,,,5.1
2015,пайыз,Ақтөбе,,,,5.1
2015,пайыз,Алматы,,,,5.0
2015,пайыз,Атырау,,,,5.0
2015,пайыз,Батыс Қазақстан,,,,5.1
2015,пайыз,Жамбыл,,,,5.1
2015,пайыз,Қарағанды,,,,5.3
2015,пайыз,Қостанай,,,,5.1
2015,пайыз,Қызылорда,,,,5.1
2015,пайыз,Маңғыстау,,,,5.1
2015,пайыз,Оңтүстік Қазақстан,,,,5.3
2015,пайыз,Павлодар,,,,4.9
2015,пайыз,Солтүстік Қазақстан,,,,5.1
2015,пайыз,Шығыс Қазақстан,,,,5.0
2015,пайыз,Нұр-Сұлтан қаласы,,,,4.7
2015,пайыз,Алматы қаласы,,,,5.3
2015,пайыз,,,ерлер,,4.4
2015,пайыз,Ақмола,,ерлер,,5.0
2015,пайыз,Ақтөбе,,ерлер,,4.3
2015,пайыз,Алматы,,ерлер,,4.0
2015,пайыз,Атырау,,ерлер,,5.4
2015,пайыз,Батыс Қазақстан,,ерлер,,4.3
2015,пайыз,Жамбыл,,ерлер,,4.1
2015,пайыз,Қарағанды,,ерлер,,3.8
2015,пайыз,Қостанай,,ерлер,,4.5
2015,пайыз,Қызылорда,,ерлер,,4.7
2015,пайыз,Маңғыстау,,ерлер,,2.6
2015,пайыз,Оңтүстік Қазақстан,,ерлер,,4.7
2015,пайыз,Павлодар,,ерлер,,4.7
2015,пайыз,Солтүстік Қазақстан,,ерлер,,4.4
2015,пайыз,Шығыс Қазақстан,,ерлер,,4.3
2015,пайыз,Нұр-Сұлтан қаласы,,ерлер,,4.1
2015,пайыз,Алматы қаласы,,ерлер,,4.8
2015,пайыз,,,әйелдер,,5.9
2015,пайыз,Ақмола,,әйелдер,,5.1
2015,пайыз,Ақтөбе,,әйелдер,,6.0
2015,пайыз,Алматы,,әйелдер,,6.1
2015,пайыз,Атырау,,әйелдер,,4.7
2015,пайыз,Батыс Қазақстан,,әйелдер,,6.0
2015,пайыз,Жамбыл,,әйелдер,,6.1
2015,пайыз,Қарағанды,,әйелдер,,6.9
2015,пайыз,Қостанай,,әйелдер,,5.7
2015,пайыз,Қызылорда,,әйелдер,,5.6
2015,пайыз,Маңғыстау,,әйелдер,,7.9
2015,пайыз,Оңтүстік Қазақстан,,әйелдер,,6.1
2015,пайыз,Павлодар,,әйелдер,,5.1
2015,пайыз,Солтүстік Қазақстан,,әйелдер,,5.8
2015,пайыз,Шығыс Қазақстан,,әйелдер,,5.8
2015,пайыз,Нұр-Сұлтан қаласы,,әйелдер,,5.3
2015,пайыз,Алматы қаласы,,әйелдер,,5.6
2015,пайыз,,қала,,,5.0
2015,пайыз,Ақмола,қала,,,4.5
2015,пайыз,Ақтөбе,қала,,,4.9
2015,пайыз,Алматы,қала,,,5.0
2015,пайыз,Атырау,қала,,,4.1
2015,пайыз,Батыс Қазақстан,қала,,,4.8
2015,пайыз,Жамбыл,қала,,,5.7
2015,пайыз,Қарағанды,қала,,,5.1
2015,пайыз,Қостанай,қала,,,5.6
2015,пайыз,Қызылорда,қала,,,4.8
2015,пайыз,Маңғыстау,қала,,,4.5
2015,пайыз,Оңтүстік Қазақстан,қала,,,5.2
2015,пайыз,Павлодар,қала,,,5.0
2015,пайыз,Солтүстік Қазақстан,қала,,,4.5
2015,пайыз,Шығыс Қазақстан,қала,,,5.1
2015,пайыз,Нұр-Сұлтан қаласы,қала,,,4.7
2015,пайыз,Алматы қаласы,қала,,,5.3
2015,пайыз,,ауыл,,,4.9
2015,пайыз,Ақмола,ауыл,,,5.2
2015,пайыз,Ақтөбе,ауыл,,,4.9
2015,пайыз,Алматы,ауыл,,,4.7
2015,пайыз,Атырау,ауыл,,,6.0
2015,пайыз,Батыс Қазақстан,ауыл,,,5.0
2015,пайыз,Жамбыл,ауыл,,,4.5
2015,пайыз,Қарағанды,ауыл,,,4.2
2015,пайыз,Қостанай,ауыл,,,4.2
2015,пайыз,Қызылорда,ауыл,,,5.1
2015,пайыз,Маңғыстау,ауыл,,,5.8
2015,пайыз,Оңтүстік Қазақстан,ауыл,,,5.3
2015,пайыз,Павлодар,ауыл,,,4.2
2015,пайыз,Солтүстік Қазақстан,ауыл,,,5.2
2015,пайыз,Шығыс Қазақстан,ауыл,,,4.6
2015,пайыз,,,,16-24,4.2
2015,пайыз,,,,25-28,4.6
2015,пайыз,,,,29-34,7.6
2015,пайыз,,,,35-44,4.5
2015,пайыз,,,,45-54,4.6
2015,пайыз,,,,55-64,5.4
2015,пайыз,Ақмола,,,16-24,3.6
2015,пайыз,Ақмола,,,25-28,2.7
2015,пайыз,Ақмола,,,29-34,6.0
2015,пайыз,Ақмола,,,35-44,5.3
2015,пайыз,Ақмола,,,45-54,5.8
2015,пайыз,Ақмола,,,55-64,5.8
2015,пайыз,Ақтөбе,,,16-24,3.5
2015,пайыз,Ақтөбе,,,25-28,3.0
2015,пайыз,Ақтөбе,,,29-34,7.8
2015,пайыз,Ақтөбе,,,35-44,5.1
2015,пайыз,Ақтөбе,,,45-54,4.2
2015,пайыз,Ақтөбе,,,55-64,5.9
2015,пайыз,Алматы,,,16-24,2.7
2015,пайыз,Алматы,,,25-28,2.4
2015,пайыз,Алматы,,,29-34,7.7
2015,пайыз,Алматы,,,35-44,5.2
2015,пайыз,Алматы,,,45-54,5.0
2015,пайыз,Алматы,,,55-64,9.3
2015,пайыз,Атырау,,,16-24,1.4
2015,пайыз,Атырау,,,25-28,3.9
2015,пайыз,Атырау,,,29-34,5.8
2015,пайыз,Атырау,,,35-44,4.4
2015,пайыз,Атырау,,,45-54,5.1
2015,пайыз,Атырау,,,55-64,11.9
2015,пайыз,Батыс Қазақстан,,,16-24,4.3
2015,пайыз,Батыс Қазақстан,,,25-28,4.1
2015,пайыз,Батыс Қазақстан,,,29-34,5.6
2015,пайыз,Батыс Қазақстан,,,35-44,5.5
2015,пайыз,Батыс Қазақстан,,,45-54,5.1
2015,пайыз,Батыс Қазақстан,,,55-64,5.7
2015,пайыз,Жамбыл,,,16-24,5.5
2015,пайыз,Жамбыл,,,25-28,4.5
2015,пайыз,Жамбыл,,,29-34,6.7
2015,пайыз,Жамбыл,,,35-44,4.4
2015,пайыз,Жамбыл,,,45-54,5.4
2015,пайыз,Жамбыл,,,55-64,3.5
2015,пайыз,Қарағанды,,,16-24,6.4
2015,пайыз,Қарағанды,,,25-28,4.4
2015,пайыз,Қарағанды,,,29-34,7.0
2015,пайыз,Қарағанды,,,35-44,4.4
2015,пайыз,Қарағанды,,,45-54,5.7
2015,пайыз,Қарағанды,,,55-64,3.9
2015,пайыз,Қостанай,,,16-24,3.3
2015,пайыз,Қостанай,,,25-28,3.4
2015,пайыз,Қостанай,,,29-34,9.3
2015,пайыз,Қостанай,,,35-44,5.3
2015,пайыз,Қостанай,,,45-54,4.2
2015,пайыз,Қостанай,,,55-64,3.8
2015,пайыз,Қызылорда,,,16-24,5.6
