Year,UNIT_MEASURE,Аймақ,Жынысы,Өңірлер,Value
2011,пайыз,қала,,Оңтүстік Қазақстан,41.4
2012,пайыз,қала,,Оңтүстік Қазақстан,46.0
2013,пайыз,қала,,Оңтүстік Қазақстан,49.6
2014,пайыз,қала,,Оңтүстік Қазақстан,52.1
2015,пайыз,қала,,Оңтүстік Қазақстан,48.1
2016,пайыз,қала,,Оңтүстік Қазақстан,59.1
2017,пайыз,қала,,Оңтүстік Қазақстан,61.0
2010,пайыз,қала,,Павлодар,32.0
2011,пайыз,қала,,Павлодар,32.9
2012,пайыз,қала,,Павлодар,37.7
2013,пайыз,қала,,Павлодар,29.6
2014,пайыз,қала,,Павлодар,44.0
2015,пайыз,қала,,Павлодар,38.2
2016,пайыз,қала,,Павлодар,38.5
2017,пайыз,қала,,Павлодар,45.4
2018,пайыз,қала,,Павлодар,39.9
2010,пайыз,қала,,Солтүстік Қазақстан,34.5
2011,пайыз,қала,,Солтүстік Қазақстан,37.3
2012,пайыз,қала,,Солтүстік Қазақстан,39.3
2013,пайыз,қала,,Солтүстік Қазақстан,35.9
2014,пайыз,қала,,Солтүстік Қазақстан,41.3
2015,пайыз,қала,,Солтүстік Қазақстан,47.1
2016,пайыз,қала,,Солтүстік Қазақстан,54.9
2017,пайыз,қала,,Солтүстік Қазақстан,47.0
2018,пайыз,қала,,Солтүстік Қазақстан,36.2
2018,пайыз,қала,,Түркістан,43.9
2010,пайыз,қала,,Шығыс Қазақстан,37.8
2011,пайыз,қала,,Шығыс Қазақстан,37.8
2012,пайыз,қала,,Шығыс Қазақстан,42.4
2013,пайыз,қала,,Шығыс Қазақстан,37.6
2014,пайыз,қала,,Шығыс Қазақстан,48.5
2015,пайыз,қала,,Шығыс Қазақстан,43.1
2016,пайыз,қала,,Шығыс Қазақстан,43.3
2017,пайыз,қала,,Шығыс Қазақстан,46.4
2018,пайыз,қала,,Шығыс Қазақстан,46.3
2010,пайыз,қала,,Нұр-Сұлтан қаласы,61.4
2011,пайыз,қала,,Нұр-Сұлтан қаласы,68.3
2012,пайыз,қала,,Нұр-Сұлтан қаласы,60.4
2013,пайыз,қала,,Нұр-Сұлтан қаласы,75.8
2014,пайыз,қала,,Нұр-Сұлтан қаласы,61.8
2015,пайыз,қала,,Нұр-Сұлтан қаласы,64.1
2016,пайыз,қала,,Нұр-Сұлтан қаласы,64.6
2017,пайыз,қала,,Нұр-Сұлтан қаласы,68.4
2018,пайыз,қала,,Нұр-Сұлтан қаласы,77.0
2010,пайыз,қала,,Алматы қаласы,61.1
2011,пайыз,қала,,Алматы қаласы,60.0
2012,пайыз,қала,,Алматы қаласы,71.4
2013,пайыз,қала,,Алматы қаласы,66.9
2014,пайыз,қала,,Алматы қаласы,73.1
2015,пайыз,қала,,Алматы қаласы,79.9
2016,пайыз,қала,,Алматы қаласы,68.5
2017,пайыз,қала,,Алматы қаласы,67.2
2018,пайыз,қала,,Алматы қаласы,67.9
2018,пайыз,қала,,Шымкент қаласы,60.0
2010,пайыз,қала,ерлер,,37.6
2011,пайыз,қала,ерлер,,38.6
2012,пайыз,қала,ерлер,,41.9
2013,пайыз,қала,ерлер,,43.8
2014,пайыз,қала,ерлер,,48.3
2015,пайыз,қала,ерлер,,48.2
2016,пайыз,қала,ерлер,,47.8
2017,пайыз,қала,ерлер,,48.4
2018,пайыз,қала,ерлер,,49.5
2010,пайыз,қала,ерлер,Ақмола,43.3
2011,пайыз,қала,ерлер,Ақмола,31.7
2012,пайыз,қала,ерлер,Ақмола,19.8
2013,пайыз,қала,ерлер,Ақмола,29.7
2014,пайыз,қала,ерлер,Ақмола,38.8
2015,пайыз,қала,ерлер,Ақмола,32.8
2016,пайыз,қала,ерлер,Ақмола,37.9
2017,пайыз,қала,ерлер,Ақмола,35.0
2018,пайыз,қала,ерлер,Ақмола,41.5
2010,пайыз,қала,ерлер,Ақтөбе,19.3
2011,пайыз,қала,ерлер,Ақтөбе,41.5
2012,пайыз,қала,ерлер,Ақтөбе,37.5
2013,пайыз,қала,ерлер,Ақтөбе,47.0
2014,пайыз,қала,ерлер,Ақтөбе,27.2
2015,пайыз,қала,ерлер,Ақтөбе,32.1
2016,пайыз,қала,ерлер,Ақтөбе,38.0
2017,пайыз,қала,ерлер,Ақтөбе,36.2
2018,пайыз,қала,ерлер,Ақтөбе,31.0
2010,пайыз,қала,ерлер,Алматы,22.9
2011,пайыз,қала,ерлер,Алматы,17.9
2012,пайыз,қала,ерлер,Алматы,24.0
2013,пайыз,қала,ерлер,Алматы,27.5
2014,пайыз,қала,ерлер,Алматы,35.4
2015,пайыз,қала,ерлер,Алматы,35.9
2016,пайыз,қала,ерлер,Алматы,35.7
2017,пайыз,қала,ерлер,Алматы,37.8
2018,пайыз,қала,ерлер,Алматы,35.5
2010,пайыз,қала,ерлер,Атырау,30.4
2011,пайыз,қала,ерлер,Атырау,34.3
2012,пайыз,қала,ерлер,Атырау,43.3
2013,пайыз,қала,ерлер,Атырау,40.5
2014,пайыз,қала,ерлер,Атырау,59.8
2015,пайыз,қала,ерлер,Атырау,36.3
2016,пайыз,қала,ерлер,Атырау,55.7
2017,пайыз,қала,ерлер,Атырау,43.2
2018,пайыз,қала,ерлер,Атырау,55.1
2010,пайыз,қала,ерлер,Батыс Қазақстан,49.2
2011,пайыз,қала,ерлер,Батыс Қазақстан,46.6
2012,пайыз,қала,ерлер,Батыс Қазақстан,40.1
2013,пайыз,қала,ерлер,Батыс Қазақстан,36.6
2014,пайыз,қала,ерлер,Батыс Қазақстан,48.2
2015,пайыз,қала,ерлер,Батыс Қазақстан,46.1
2016,пайыз,қала,ерлер,Батыс Қазақстан,38.1
2017,пайыз,қала,ерлер,Батыс Қазақстан,45.5
2018,пайыз,қала,ерлер,Батыс Қазақстан,36.6
2010,пайыз,қала,ерлер,Жамбыл,17.8
2011,пайыз,қала,ерлер,Жамбыл,21.8
2012,пайыз,қала,ерлер,Жамбыл,38.2
2013,пайыз,қала,ерлер,Жамбыл,33.6
2014,пайыз,қала,ерлер,Жамбыл,35.3
2015,пайыз,қала,ерлер,Жамбыл,36.1
2016,пайыз,қала,ерлер,Жамбыл,36.1
2017,пайыз,қала,ерлер,Жамбыл,42.2
2018,пайыз,қала,ерлер,Жамбыл,39.6
2010,пайыз,қала,ерлер,Қарағанды,32.7
2011,пайыз,қала,ерлер,Қарағанды,34.9
2012,пайыз,қала,ерлер,Қарағанды,32.3
2013,пайыз,қала,ерлер,Қарағанды,35.1
2014,пайыз,қала,ерлер,Қарағанды,40.2
2015,пайыз,қала,ерлер,Қарағанды,35.8
2016,пайыз,қала,ерлер,Қарағанды,41.6
2017,пайыз,қала,ерлер,Қарағанды,37.5
2018,пайыз,қала,ерлер,Қарағанды,38.6
2010,пайыз,қала,ерлер,Қостанай,35.8
2011,пайыз,қала,ерлер,Қостанай,26.8
2012,пайыз,қала,ерлер,Қостанай,26.9
2013,пайыз,қала,ерлер,Қостанай,33.3
2014,пайыз,қала,ерлер,Қостанай,44.7
2015,пайыз,қала,ерлер,Қостанай,32.5
2016,пайыз,қала,ерлер,Қостанай,34.6
2017,пайыз,қала,ерлер,Қостанай,38.6
2018,пайыз,қала,ерлер,Қостанай,32.3
2010,пайыз,қала,ерлер,Қызылорда,37.5
2011,пайыз,қала,ерлер,Қызылорда,40.0
2012,пайыз,қала,ерлер,Қызылорда,39.2
2013,пайыз,қала,ерлер,Қызылорда,38.7
2014,пайыз,қала,ерлер,Қызылорда,38.2
2015,пайыз,қала,ерлер,Қызылорда,43.0
2016,пайыз,қала,ерлер,Қызылорда,37.6
2017,пайыз,қала,ерлер,Қызылорда,36.1
2018,пайыз,қала,ерлер,Қызылорда,39.1
2010,пайыз,қала,ерлер,Маңғыстау,22.0
2011,пайыз,қала,ерлер,Маңғыстау,26.8
2012,пайыз,қала,ерлер,Маңғыстау,34.0
2013,пайыз,қала,ерлер,Маңғыстау,34.9
2014,пайыз,қала,ерлер,Маңғыстау,45.4
2015,пайыз,қала,ерлер,Маңғыстау,29.3
2016,пайыз,қала,ерлер,Маңғыстау,33.6
2017,пайыз,қала,ерлер,Маңғыстау,30.2
2018,пайыз,қала,ерлер,Маңғыстау,37.3
2010,пайыз,қала,ерлер,Оңтүстік Қазақстан,31.7
2011,пайыз,қала,ерлер,Оңтүстік Қазақстан,35.9
2012,пайыз,қала,ерлер,Оңтүстік Қазақстан,37.2
2013,пайыз,қала,ерлер,Оңтүстік Қазақстан,45.5
2014,пайыз,қала,ерлер,Оңтүстік Қазақстан,47.0
2015,пайыз,қала,ерлер,Оңтүстік Қазақстан,43.3
2016,пайыз,қала,ерлер,Оңтүстік Қазақстан,59.6
2017,пайыз,қала,ерлер,Оңтүстік Қазақстан,57.9
2010,пайыз,қала,ерлер,Павлодар,31.5
2011,пайыз,қала,ерлер,Павлодар,26.1
2012,пайыз,қала,ерлер,Павлодар,32.7
2013,пайыз,қала,ерлер,Павлодар,25.9
2014,пайыз,қала,ерлер,Павлодар,38.0
2015,пайыз,қала,ерлер,Павлодар,32.5
2016,пайыз,қала,ерлер,Павлодар,34.3
2017,пайыз,қала,ерлер,Павлодар,37.9
2018,пайыз,қала,ерлер,Павлодар,36.8
2010,пайыз,қала,ерлер,Солтүстік Қазақстан,27.7
2011,пайыз,қала,ерлер,Солтүстік Қазақстан,26.6
2012,пайыз,қала,ерлер,Солтүстік Қазақстан,20.7
2013,пайыз,қала,ерлер,Солтүстік Қазақстан,26.2
2014,пайыз,қала,ерлер,Солтүстік Қазақстан,35.4
2015,пайыз,қала,ерлер,Солтүстік Қазақстан,36.6
2016,пайыз,қала,ерлер,Солтүстік Қазақстан,49.5
2017,пайыз,қала,ерлер,Солтүстік Қазақстан,43.1
2018,пайыз,қала,ерлер,Солтүстік Қазақстан,35.4
2018,пайыз,қала,ерлер,Түркістан,40.1
2010,пайыз,қала,ерлер,Шығыс Қазақстан,30.9
2011,пайыз,қала,ерлер,Шығыс Қазақстан,32.7
2012,пайыз,қала,ерлер,Шығыс Қазақстан,40.1
2013,пайыз,қала,ерлер,Шығыс Қазақстан,19.1
2014,пайыз,қала,ерлер,Шығыс Қазақстан,41.1
2015,пайыз,қала,ерлер,Шығыс Қазақстан,36.3
2016,пайыз,қала,ерлер,Шығыс Қазақстан,34.9
2017,пайыз,қала,ерлер,Шығыс Қазақстан,38.7
2018,пайыз,қала,ерлер,Шығыс Қазақстан,40.8
2010,пайыз,қала,ерлер,Нұр-Сұлтан қаласы,51.8
2011,пайыз,қала,ерлер,Нұр-Сұлтан қаласы,64.8
2012,пайыз,қала,ерлер,Нұр-Сұлтан қаласы,54.3
2013,пайыз,қала,ерлер,Нұр-Сұлтан қаласы,73.8
2014,пайыз,қала,ерлер,Нұр-Сұлтан қаласы,61.1
2015,пайыз,қала,ерлер,Нұр-Сұлтан қаласы,61.3
2016,пайыз,қала,ерлер,Нұр-Сұлтан қаласы,59.9
2017,пайыз,қала,ерлер,Нұр-Сұлтан қаласы,63.0
2018,пайыз,қала,ерлер,Нұр-Сұлтан қаласы,73.7
2010,пайыз,қала,ерлер,Алматы қаласы,57.7
2011,пайыз,қала,ерлер,Алматы қаласы,53.6
2012,пайыз,қала,ерлер,Алматы қаласы,71.4
2013,пайыз,қала,ерлер,Алматы қаласы,64.7
2014,пайыз,қала,ерлер,Алматы қаласы,74.2
2015,пайыз,қала,ерлер,Алматы қаласы,78.9
2016,пайыз,қала,ерлер,Алматы қаласы,65.2
2017,пайыз,қала,ерлер,Алматы қаласы,65.1
2018,пайыз,қала,ерлер,Алматы қаласы,66.4
2018,пайыз,қала,ерлер,Шымкент қаласы,62.4
2010,пайыз,қала,әйелдер,,48.3
2011,пайыз,қала,әйелдер,,51.2
2012,пайыз,қала,әйелдер,,54.3
2013,пайыз,қала,әйелдер,,55.2
2014,пайыз,қала,әйелдер,,57.0
2015,пайыз,қала,әйелдер,,59.6
2016,пайыз,қала,әйелдер,,58.2
2017,пайыз,қала,әйелдер,,60.0
2018,пайыз,қала,әйелдер,,58.1
2010,пайыз,қала,әйелдер,Ақмола,36.5
2011,пайыз,қала,әйелдер,Ақмола,33.9
2012,пайыз,қала,әйелдер,Ақмола,36.8
2013,пайыз,қала,әйелдер,Ақмола,33.1
2014,пайыз,қала,әйелдер,Ақмола,47.9
2015,пайыз,қала,әйелдер,Ақмола,42.3
2016,пайыз,қала,әйелдер,Ақмола,42.1
2017,пайыз,қала,әйелдер,Ақмола,42.3
2018,пайыз,қала,әйелдер,Ақмола,48.8
2010,пайыз,қала,әйелдер,Ақтөбе,45.9
2011,пайыз,қала,әйелдер,Ақтөбе,66.9
2012,пайыз,қала,әйелдер,Ақтөбе,54.9
2013,пайыз,қала,әйелдер,Ақтөбе,68.4
2014,пайыз,қала,әйелдер,Ақтөбе,50.0
2015,пайыз,қала,әйелдер,Ақтөбе,49.2
2016,пайыз,қала,әйелдер,Ақтөбе,48.3
2017,пайыз,қала,әйелдер,Ақтөбе,65.0
2018,пайыз,қала,әйелдер,Ақтөбе,48.3
2010,пайыз,қала,әйелдер,Алматы,38.5
2011,пайыз,қала,әйелдер,Алматы,38.2
2012,пайыз,қала,әйелдер,Алматы,32.5
2013,пайыз,қала,әйелдер,Алматы,35.1
2014,пайыз,қала,әйелдер,Алматы,45.4
2015,пайыз,қала,әйелдер,Алматы,51.0
2016,пайыз,қала,әйелдер,Алматы,49.9
2017,пайыз,қала,әйелдер,Алматы,46.2
2018,пайыз,қала,әйелдер,Алматы,52.0
2010,пайыз,қала,әйелдер,Атырау,36.9
2011,пайыз,қала,әйелдер,Атырау,43.8
2012,пайыз,қала,әйелдер,Атырау,64.9
2013,пайыз,қала,әйелдер,Атырау,58.1
2014,пайыз,қала,әйелдер,Атырау,68.0
2015,пайыз,қала,әйелдер,Атырау,48.0
2016,пайыз,қала,әйелдер,Атырау,62.2
2017,пайыз,қала,әйелдер,Атырау,57.3
2018,пайыз,қала,әйелдер,Атырау,61.6
2010,пайыз,қала,әйелдер,Батыс Қазақстан,47.0
2011,пайыз,қала,әйелдер,Батыс Қазақстан,48.7
2012,пайыз,қала,әйелдер,Батыс Қазақстан,58.9
2013,пайыз,қала,әйелдер,Батыс Қазақстан,52.2
2014,пайыз,қала,әйелдер,Батыс Қазақстан,63.5
2015,пайыз,қала,әйелдер,Батыс Қазақстан,58.3
2016,пайыз,қала,әйелдер,Батыс Қазақстан,59.4
2017,пайыз,қала,әйелдер,Батыс Қазақстан,57.0
2018,пайыз,қала,әйелдер,Батыс Қазақстан,55.4
2010,пайыз,қала,әйелдер,Жамбыл,33.4
2011,пайыз,қала,әйелдер,Жамбыл,38.9
2012,пайыз,қала,әйелдер,Жамбыл,50.8
2013,пайыз,қала,әйелдер,Жамбыл,34.5
2014,пайыз,қала,әйелдер,Жамбыл,42.5
2015,пайыз,қала,әйелдер,Жамбыл,51.7
2016,пайыз,қала,әйелдер,Жамбыл,55.4
2017,пайыз,қала,әйелдер,Жамбыл,54.3
2018,пайыз,қала,әйелдер,Жамбыл,47.2
2010,пайыз,қала,әйелдер,Қарағанды,39.2
2011,пайыз,қала,әйелдер,Қарағанды,41.2
2012,пайыз,қала,әйелдер,Қарағанды,46.7
2013,пайыз,қала,әйелдер,Қарағанды,48.0
2014,пайыз,қала,әйелдер,Қарағанды,50.4
2015,пайыз,қала,әйелдер,Қарағанды,58.8
2016,пайыз,қала,әйелдер,Қарағанды,47.9
2017,пайыз,қала,әйелдер,Қарағанды,52.5
2018,пайыз,қала,әйелдер,Қарағанды,51.5
2010,пайыз,қала,әйелдер,Қостанай,56.4
2011,пайыз,қала,әйелдер,Қостанай,40.1
2012,пайыз,қала,әйелдер,Қостанай,36.3
2013,пайыз,қала,әйелдер,Қостанай,38.1
2014,пайыз,қала,әйелдер,Қостанай,49.2
2015,пайыз,қала,әйелдер,Қостанай,43.0
2016,пайыз,қала,әйелдер,Қостанай,50.1
2017,пайыз,қала,әйелдер,Қостанай,47.9
2018,пайыз,қала,әйелдер,Қостанай,41.8
2010,пайыз,қала,әйелдер,Қызылорда,53.7
2011,пайыз,қала,әйелдер,Қызылорда,54.6
2012,пайыз,қала,әйелдер,Қызылорда,48.7
2013,пайыз,қала,әйелдер,Қызылорда,44.5
2014,пайыз,қала,әйелдер,Қызылорда,46.1
2015,пайыз,қала,әйелдер,Қызылорда,55.1
2016,пайыз,қала,әйелдер,Қызылорда,52.0
2017,пайыз,қала,әйелдер,Қызылорда,51.6
2018,пайыз,қала,әйелдер,Қызылорда,51.8
2010,пайыз,қала,әйелдер,Маңғыстау,33.1
2011,пайыз,қала,әйелдер,Маңғыстау,47.8
2012,пайыз,қала,әйелдер,Маңғыстау,48.7
2013,пайыз,қала,әйелдер,Маңғыстау,30.5
2014,пайыз,қала,әйелдер,Маңғыстау,49.4
2015,пайыз,қала,әйелдер,Маңғыстау,37.6
2016,пайыз,қала,әйелдер,Маңғыстау,55.9
2017,пайыз,қала,әйелдер,Маңғыстау,44.1
2018,пайыз,қала,әйелдер,Маңғыстау,44.5
2010,пайыз,қала,әйелдер,Оңтүстік Қазақстан,44.7
2011,пайыз,қала,әйелдер,Оңтүстік Қазақстан,48.2
2012,пайыз,қала,әйелдер,Оңтүстік Қазақстан,56.2
2013,пайыз,қала,әйелдер,Оңтүстік Қазақстан,54.7
2014,пайыз,қала,әйелдер,Оңтүстік Қазақстан,57.5
2015,пайыз,қала,әйелдер,Оңтүстік Қазақстан,52.5
2016,пайыз,қала,әйелдер,Оңтүстік Қазақстан,58.5
2017,пайыз,қала,әйелдер,Оңтүстік Қазақстан,65.6
2010,пайыз,қала,әйелдер,Павлодар,32.6
2011,пайыз,қала,әйелдер,Павлодар,40.8
2012,пайыз,қала,әйелдер,Павлодар,43.2
2013,пайыз,қала,әйелдер,Павлодар,34.2
2014,пайыз,қала,әйелдер,Павлодар,50.1
2015,пайыз,қала,әйелдер,Павлодар,45.1
2016,пайыз,қала,әйелдер,Павлодар,43.1
2017,пайыз,қала,әйелдер,Павлодар,53.1
2018,пайыз,қала,әйелдер,Павлодар,42.9
2010,пайыз,қала,әйелдер,Солтүстік Қазақстан,41.9
2011,пайыз,қала,әйелдер,Солтүстік Қазақстан,47.8
2012,пайыз,қала,әйелдер,Солтүстік Қазақстан,55.2
2013,пайыз,қала,әйелдер,Солтүстік Қазақстан,44.4
2014,пайыз,қала,әйелдер,Солтүстік Қазақстан,48.9
2015,пайыз,қала,әйелдер,Солтүстік Қазақстан,58.2
2016,пайыз,қала,әйелдер,Солтүстік Қазақстан,61.0
2017,пайыз,қала,әйелдер,Солтүстік Қазақстан,51.7
2018,пайыз,қала,әйелдер,Солтүстік Қазақстан,37.2
2018,пайыз,қала,әйелдер,Түркістан,49.1
2010,пайыз,қала,әйелдер,Шығыс Қазақстан,44.1
2011,пайыз,қала,әйелдер,Шығыс Қазақстан,43.3
2012,пайыз,қала,әйелдер,Шығыс Қазақстан,45.0
2013,пайыз,қала,әйелдер,Шығыс Қазақстан,58.0
2014,пайыз,қала,әйелдер,Шығыс Қазақстан,56.9
2015,пайыз,қала,әйелдер,Шығыс Қазақстан,49.9
2016,пайыз,қала,әйелдер,Шығыс Қазақстан,51.4
2017,пайыз,қала,әйелдер,Шығыс Қазақстан,55.1
2018,пайыз,қала,әйелдер,Шығыс Қазақстан,52.0
2010,пайыз,қала,әйелдер,Нұр-Сұлтан қаласы,72.2
2011,пайыз,қала,әйелдер,Нұр-Сұлтан қаласы,71.8
2012,пайыз,қала,әйелдер,Нұр-Сұлтан қаласы,67.3
2013,пайыз,қала,әйелдер,Нұр-Сұлтан қаласы,77.8
2014,пайыз,қала,әйелдер,Нұр-Сұлтан қаласы,62.6
2015,пайыз,қала,әйелдер,Нұр-Сұлтан қаласы,66.9
2016,пайыз,қала,әйелдер,Нұр-Сұлтан қаласы,69.6
2017,пайыз,қала,әйелдер,Нұр-Сұлтан қаласы,74.5
2018,пайыз,қала,әйелдер,Нұр-Сұлтан қаласы,80.5
2010,пайыз,қала,әйелдер,Алматы қаласы,64.6
2011,пайыз,қала,әйелдер,Алматы қаласы,66.2
2012,пайыз,қала,әйелдер,Алматы қаласы,71.3
2013,пайыз,қала,әйелдер,Алматы қаласы,68.8
2014,пайыз,қала,әйелдер,Алматы қаласы,72.1
2015,пайыз,қала,әйелдер,Алматы қаласы,80.8
2016,пайыз,қала,әйелдер,Алматы қаласы,71.8
2017,пайыз,қала,әйелдер,Алматы қаласы,69.3
2018,пайыз,қала,әйелдер,Алматы қаласы,69.2
2018,пайыз,қала,әйелдер,Шымкент қаласы,57.7
2010,пайыз,ауыл,,,19.1
2011,пайыз,ауыл,,,21.4
2012,пайыз,ауыл,,,24.7
2013,пайыз,ауыл,,,22.6
2014,пайыз,ауыл,,,28.5
2015,пайыз,ауыл,,,28.8
2016,пайыз,ауыл,,,29.9
2017,пайыз,ауыл,,,31.9
2018,пайыз,ауыл,,,32.5
2010,пайыз,ауыл,,Ақмола,18.2
2011,пайыз,ауыл,,Ақмола,17.8
2012,пайыз,ауыл,,Ақмола,21.2
2013,пайыз,ауыл,,Ақмола,22.3
2014,пайыз,ауыл,,Ақмола,24.0
2015,пайыз,ауыл,,Ақмола,26.2
2016,пайыз,ауыл,,Ақмола,32.5
2017,пайыз,ауыл,,Ақмола,30.1
2018,пайыз,ауыл,,Ақмола,33.1
2010,пайыз,ауыл,,Ақтөбе,26.9
2011,пайыз,ауыл,,Ақтөбе,24.3
2012,пайыз,ауыл,,Ақтөбе,27.0
2013,пайыз,ауыл,,Ақтөбе,25.2
2014,пайыз,ауыл,,Ақтөбе,27.6
2015,пайыз,ауыл,,Ақтөбе,28.7
2016,пайыз,ауыл,,Ақтөбе,29.2
2017,пайыз,ауыл,,Ақтөбе,32.6
2018,пайыз,ауыл,,Ақтөбе,30.2
2010,пайыз,ауыл,,Алматы,27.7
2011,пайыз,ауыл,,Алматы,26.8
2012,пайыз,ауыл,,Алматы,26.3
2013,пайыз,ауыл,,Алматы,23.7
2014,пайыз,ауыл,,Алматы,25.6
2015,пайыз,ауыл,,Алматы,26.3
2016,пайыз,ауыл,,Алматы,26.0
2017,пайыз,ауыл,,Алматы,33.2
2018,пайыз,ауыл,,Алматы,32.4
2010,пайыз,ауыл,,Атырау,18.1
2011,пайыз,ауыл,,Атырау,21.7
2012,пайыз,ауыл,,Атырау,34.8
2013,пайыз,ауыл,,Атырау,31.8
2014,пайыз,ауыл,,Атырау,30.6
2015,пайыз,ауыл,,Атырау,31.2
2016,пайыз,ауыл,,Атырау,39.2
2017,пайыз,ауыл,,Атырау,32.7
2018,пайыз,ауыл,,Атырау,46.9
2010,пайыз,ауыл,,Батыс Қазақстан,21.6
2011,пайыз,ауыл,,Батыс Қазақстан,20.8
2012,пайыз,ауыл,,Батыс Қазақстан,20.6
2013,пайыз,ауыл,,Батыс Қазақстан,26.6
2014,пайыз,ауыл,,Батыс Қазақстан,26.0
2015,пайыз,ауыл,,Батыс Қазақстан,25.7
2016,пайыз,ауыл,,Батыс Қазақстан,24.9
2017,пайыз,ауыл,,Батыс Қазақстан,22.3
2018,пайыз,ауыл,,Батыс Қазақстан,25.3
2010,пайыз,ауыл,,Жамбыл,13.8
2011,пайыз,ауыл,,Жамбыл,18.9
2012,пайыз,ауыл,,Жамбыл,21.7
2013,пайыз,ауыл,,Жамбыл,17.7
2014,пайыз,ауыл,,Жамбыл,23.9
2015,пайыз,ауыл,,Жамбыл,25.4
2016,пайыз,ауыл,,Жамбыл,22.5
2017,пайыз,ауыл,,Жамбыл,28.7
2018,пайыз,ауыл,,Жамбыл,32.11
2010,пайыз,ауыл,,Қарағанды,20.6
2011,пайыз,ауыл,,Қарағанды,26.3
2012,пайыз,ауыл,,Қарағанды,44.6
2013,пайыз,ауыл,,Қарағанды,34.5
2014,пайыз,ауыл,,Қарағанды,23.0
2015,пайыз,ауыл,,Қарағанды,28.1
2016,пайыз,ауыл,,Қарағанды,28.5
2017,пайыз,ауыл,,Қарағанды,30.7
2018,пайыз,ауыл,,Қарағанды,26.8
2010,пайыз,ауыл,,Қостанай,17.8
2011,пайыз,ауыл,,Қостанай,19.6
2012,пайыз,ауыл,,Қостанай,26.2
2013,пайыз,ауыл,,Қостанай,21.3
2014,пайыз,ауыл,,Қостанай,25.6
2015,пайыз,ауыл,,Қостанай,27.3
2016,пайыз,ауыл,,Қостанай,25.6
2017,пайыз,ауыл,,Қостанай,28.1
2018,пайыз,ауыл,,Қостанай,25.8
2010,пайыз,ауыл,,Қызылорда,21.8
2011,пайыз,ауыл,,Қызылорда,27.9
2012,пайыз,ауыл,,Қызылорда,32.7
2013,пайыз,ауыл,,Қызылорда,31.4
2014,пайыз,ауыл,,Қызылорда,29.3
2015,пайыз,ауыл,,Қызылорда,31.8
2016,пайыз,ауыл,,Қызылорда,37.5
2017,пайыз,ауыл,,Қызылорда,36.5
2018,пайыз,ауыл,,Қызылорда,32.4
2010,пайыз,ауыл,,Маңғыстау,21.9
2011,пайыз,ауыл,,Маңғыстау,29.4
2012,пайыз,ауыл,,Маңғыстау,44.1
2013,пайыз,ауыл,,Маңғыстау,30.5
2014,пайыз,ауыл,,Маңғыстау,37.6
2015,пайыз,ауыл,,Маңғыстау,28.6
2016,пайыз,ауыл,,Маңғыстау,30.9
2017,пайыз,ауыл,,Маңғыстау,27.0
2018,пайыз,ауыл,,Маңғыстау,27.5
2010,пайыз,ауыл,,Оңтүстік Қазақстан,15.9
2011,пайыз,ауыл,,Оңтүстік Қазақстан,18.3
2012,пайыз,ауыл,,Оңтүстік Қазақстан,19.5
2013,пайыз,ауыл,,Оңтүстік Қазақстан,18.7
2014,пайыз,ауыл,,Оңтүстік Қазақстан,37.2
2015,пайыз,ауыл,,Оңтүстік Қазақстан,36.0
2016,пайыз,ауыл,,Оңтүстік Қазақстан,37.8
2017,пайыз,ауыл,,Оңтүстік Қазақстан,39.9
2010,пайыз,ауыл,,Павлодар,14.1
2011,пайыз,ауыл,,Павлодар,13.8
2012,пайыз,ауыл,,Павлодар,14.4
2013,пайыз,ауыл,,Павлодар,19.1
2014,пайыз,ауыл,,Павлодар,22.6
2015,пайыз,ауыл,,Павлодар,22.1
2016,пайыз,ауыл,,Павлодар,21.7
2017,пайыз,ауыл,,Павлодар,21.6
2018,пайыз,ауыл,,Павлодар,25.5
2010,пайыз,ауыл,,Солтүстік Қазақстан,11.2
2011,пайыз,ауыл,,Солтүстік Қазақстан,18.5
2012,пайыз,ауыл,,Солтүстік Қазақстан,18.0
2013,пайыз,ауыл,,Солтүстік Қазақстан,14.9
2014,пайыз,ауыл,,Солтүстік Қазақстан,24.0
2015,пайыз,ауыл,,Солтүстік Қазақстан,23.5
2016,пайыз,ауыл,,Солтүстік Қазақстан,17.6
2017,пайыз,ауыл,,Солтүстік Қазақстан,21.2
2018,пайыз,ауыл,,Солтүстік Қазақстан,20.5
2018,пайыз,ауыл,,Түркістан,40.4
2010,пайыз,ауыл,,Шығыс Қазақстан,15.8
2011,пайыз,ауыл,,Шығыс Қазақстан,17.1
2012,пайыз,ауыл,,Шығыс Қазақстан,18.6
2013,пайыз,ауыл,,Шығыс Қазақстан,17.8
2014,пайыз,ауыл,,Шығыс Қазақстан,22.0
2015,пайыз,ауыл,,Шығыс Қазақстан,26.0
2016,пайыз,ауыл,,Шығыс Қазақстан,29.6
2017,пайыз,ауыл,,Шығыс Қазақстан,27.9
2018,пайыз,ауыл,,Шығыс Қазақстан,27.7
2010,пайыз,ауыл,ерлер,,14.9
2011,пайыз,ауыл,ерлер,,17.3
2012,пайыз,ауыл,ерлер,,22.7
2013,пайыз,ауыл,ерлер,,19.5
2014,пайыз,ауыл,ерлер,,23.9
2015,пайыз,ауыл,ерлер,,23.3
