Year,UNIT_MEASURE,Регионы,Пол,Местность,Возраст,Value
2014,процент,Северо-Казахстанская,,,35-44,31.1
2014,процент,Северо-Казахстанская,,,45-54,32.2
2014,процент,Северо-Казахстанская,,,55-64,48.2
2014,процент,Северо-Казахстанская,,,65 и старше,92.7
2014,процент,Восточно-Казахстанская,,,15,100.0
2014,процент,Восточно-Казахстанская,,,16-24,42.0
2014,процент,Восточно-Казахстанская,,,25-28,28.6
2014,процент,Восточно-Казахстанская,,,29-34,28.2
2014,процент,Восточно-Казахстанская,,,35-44,29.2
2014,процент,Восточно-Казахстанская,,,45-54,33.0
2014,процент,Восточно-Казахстанская,,,55-64,41.3
2014,процент,Восточно-Казахстанская,,,65 и старше,80.3
2014,процент,г_Нур-Султан,,,16-24,36.9
2014,процент,г_Нур-Султан,,,25-28,22.9
2014,процент,г_Нур-Султан,,,29-34,20.7
2014,процент,г_Нур-Султан,,,35-44,21.8
2014,процент,г_Нур-Султан,,,45-54,21.2
2014,процент,г_Нур-Султан,,,55-64,11.9
2014,процент,г_Нур-Султан,,,65 и старше,35.6
2014,процент,г_Алматы,,,16-24,16.7
2014,процент,г_Алматы,,,25-28,14.0
2014,процент,г_Алматы,,,29-34,14.5
2014,процент,г_Алматы,,,35-44,16.1
2014,процент,г_Алматы,,,45-54,12.0
2014,процент,г_Алматы,,,55-64,13.2
2014,процент,г_Алматы,,,65 и старше,29.7
2015,процент,,,,,22.9
2015,процент,Акмолинская,,,,23.3
2015,процент,Актюбинская,,,,19.3
2015,процент,Алматинская,,,,26.3
2015,процент,Атырауская,,,,7.0
2015,процент,Западно-Казахстанская,,,,31.0
2015,процент,Жымбылская,,,,36.8
2015,процент,Карагандинская,,,,22.6
2015,процент,Костанайская,,,,38.1
2015,процент,Кызылординская,,,,23.1
2015,процент,Мангистауская,,,,5.4
2015,процент,Южно-Казахстанская,,,,15.4
2015,процент,Павлодарская,,,,25.9
2015,процент,Северо-Казахстанская,,,,35.2
2015,процент,Восточно-Казахстанская,,,,26.2
2015,процент,г_Нур-Султан,,,,26.4
2015,процент,г_Алматы,,,,11.4
2015,процент,,мужчины,,,22.7
2015,процент,Акмолинская,мужчины,,,22.2
2015,процент,Актюбинская,мужчины,,,18.1
2015,процент,Алматинская,мужчины,,,28.6
2015,процент,Атырауская,мужчины,,,7.6
2015,процент,Западно-Казахстанская,мужчины,,,32.1
2015,процент,Жымбылская,мужчины,,,38.0
2015,процент,Карагандинская,мужчины,,,20.8
2015,процент,Костанайская,мужчины,,,33.1
2015,процент,Кызылординская,мужчины,,,25.1
2015,процент,Мангистауская,мужчины,,,5.5
2015,процент,Южно-Казахстанская,мужчины,,,16.3
2015,процент,Павлодарская,мужчины,,,23.0
2015,процент,Северо-Казахстанская,мужчины,,,31.2
2015,процент,Восточно-Казахстанская,мужчины,,,25.6
2015,процент,г_Нур-Султан,мужчины,,,27.1
2015,процент,г_Алматы,мужчины,,,11.7
2015,процент,,женщины,,,23.2
2015,процент,Акмолинская,женщины,,,24.4
2015,процент,Актюбинская,женщины,,,20.6
2015,процент,Алматинская,женщины,,,23.9
2015,процент,Атырауская,женщины,,,6.4
2015,процент,Западно-Казахстанская,женщины,,,29.7
2015,процент,Жымбылская,женщины,,,35.5
2015,процент,Карагандинская,женщины,,,24.6
2015,процент,Костанайская,женщины,,,43.1
2015,процент,Кызылординская,женщины,,,20.8
2015,процент,Мангистауская,женщины,,,5.4
2015,процент,Южно-Казахстанская,женщины,,,14.3
2015,процент,Павлодарская,женщины,,,28.8
2015,процент,Северо-Казахстанская,женщины,,,39.3
2015,процент,Восточно-Казахстанская,женщины,,,26.9
2015,процент,г_Нур-Султан,женщины,,,25.8
2015,процент,г_Алматы,женщины,,,11.1
2015,процент,,,Город,,16.9
2015,процент,Акмолинская,,Город,,16.2
2015,процент,Актюбинская,,Город,,12.2
2015,процент,Алматинская,,Город,,17.7
2015,процент,Атырауская,,Город,,3.0
2015,процент,Западно-Казахстанская,,Город,,13.1
2015,процент,Жымбылская,,Город,,26.3
2015,процент,Карагандинская,,Город,,21.4
2015,процент,Костанайская,,Город,,30.6
2015,процент,Кызылординская,,Город,,16.2
2015,процент,Мангистауская,,Город,,7.4
2015,процент,Южно-Казахстанская,,Город,,14.0
2015,процент,Павлодарская,,Город,,13.2
2015,процент,Северо-Казахстанская,,Город,,23.7
2015,процент,Восточно-Казахстанская,,Город,,15.5
2015,процент,г_Нур-Султан,,Город,,26.4
2015,процент,г_Алматы,,Город,,11.4
2015,процент,,,сельское население,,30.8
2015,процент,Акмолинская,,сельское население,,29.7
2015,процент,Актюбинская,,сельское население,,30.9
2015,процент,Алматинская,,сельское население,,29.0
2015,процент,Атырауская,,сельское население,,11.1
2015,процент,Западно-Казахстанская,,сельское население,,46.5
2015,процент,Жымбылская,,сельское население,,43.6
2015,процент,Карагандинская,,сельское население,,27.2
2015,процент,Костанайская,,сельское население,,46.0
2015,процент,Кызылординская,,сельское население,,27.8
2015,процент,Мангистауская,,сельское население,,3.1
2015,процент,Южно-Казахстанская,,сельское население,,16.4
2015,процент,Павлодарская,,сельское население,,51.7
2015,процент,Северо-Казахстанская,,сельское население,,43.0
2015,процент,Восточно-Казахстанская,,сельское население,,42.0
2015,процент,,,,15,93.9
2015,процент,,,,16-24,25.2
2015,процент,,,,25-28,21.7
2015,процент,,,,29-34,21.1
2015,процент,,,,35-44,21.4
2015,процент,,,,45-54,22.2
2015,процент,,,,55-64,26.7
2015,процент,,,,65 и старше,72.0
2015,процент,Акмолинская,,,15,84.9
2015,процент,Акмолинская,,,16-24,25.4
2015,процент,Акмолинская,,,25-28,21.3
2015,процент,Акмолинская,,,29-34,22.1
2015,процент,Акмолинская,,,35-44,22.2
2015,процент,Акмолинская,,,45-54,20.9
2015,процент,Акмолинская,,,55-64,23.7
2015,процент,Акмолинская,,,65 и старше,83.7
2015,процент,Актюбинская,,,16-24,22.7
2015,процент,Актюбинская,,,25-28,18.2
2015,процент,Актюбинская,,,29-34,20.4
2015,процент,Актюбинская,,,35-44,17.8
2015,процент,Актюбинская,,,45-54,18.8
2015,процент,Актюбинская,,,55-64,18.1
2015,процент,Актюбинская,,,65 и старше,34.7
2015,процент,Алматинская,,,15,100.0
2015,процент,Алматинская,,,16-24,27.0
2015,процент,Алматинская,,,25-28,24.8
2015,процент,Алматинская,,,29-34,23.6
2015,процент,Алматинская,,,35-44,27.5
2015,процент,Алматинская,,,45-54,27.0
2015,процент,Алматинская,,,55-64,26.7
2015,процент,Алматинская,,,65 и старше,33.8
2015,процент,Атырауская,,,16-24,8.1
2015,процент,Атырауская,,,25-28,5.8
2015,процент,Атырауская,,,29-34,6.7
2015,процент,Атырауская,,,35-44,6.4
2015,процент,Атырауская,,,45-54,8.5
2015,процент,Атырауская,,,55-64,5.6
2015,процент,Западно-Казахстанская,,,16-24,34.8
2015,процент,Западно-Казахстанская,,,25-28,27.9
2015,процент,Западно-Казахстанская,,,29-34,27.8
2015,процент,Западно-Казахстанская,,,35-44,28.5
2015,процент,Западно-Казахстанская,,,45-54,32.0
2015,процент,Западно-Казахстанская,,,55-64,36.5
2015,процент,Западно-Казахстанская,,,65 и старше,66.7
2015,процент,Жымбылская,,,15,80.5
2015,процент,Жымбылская,,,16-24,51.7
2015,процент,Жымбылская,,,25-28,34.7
2015,процент,Жымбылская,,,29-34,32.6
2015,процент,Жымбылская,,,35-44,33.1
2015,процент,Жымбылская,,,45-54,30.9
2015,процент,Жымбылская,,,55-64,43.0
2015,процент,Жымбылская,,,65 и старше,84.1
2015,процент,Карагандинская,,,15,100.0
2015,процент,Карагандинская,,,16-24,30.3
2015,процент,Карагандинская,,,25-28,22.1
2015,процент,Карагандинская,,,29-34,21.6
2015,процент,Карагандинская,,,35-44,20.2
2015,процент,Карагандинская,,,45-54,19.1
2015,процент,Карагандинская,,,55-64,23.2
2015,процент,Карагандинская,,,65 и старше,73.3
2015,процент,Костанайская,,,15,100.0
2015,процент,Костанайская,,,16-24,41.5
2015,процент,Костанайская,,,25-28,35.7
2015,процент,Костанайская,,,29-34,37.3
2015,процент,Костанайская,,,35-44,34.6
2015,процент,Костанайская,,,45-54,34.2
2015,процент,Костанайская,,,55-64,44.9
2015,процент,Костанайская,,,65 и старше,87.2
2015,процент,Кызылординская,,,16-24,26.6
2015,процент,Кызылординская,,,25-28,21.4
2015,процент,Кызылординская,,,29-34,20.8
2015,процент,Кызылординская,,,35-44,24.4
2015,процент,Кызылординская,,,45-54,22.5
2015,процент,Кызылординская,,,55-64,20.9
2015,процент,Кызылординская,,,65 и старше,100.0
2015,процент,Мангистауская,,,16-24,9.3
2015,процент,Мангистауская,,,25-28,4.8
2015,процент,Мангистауская,,,29-34,4.0
2015,процент,Мангистауская,,,35-44,6.2
2015,процент,Мангистауская,,,45-54,5.0
2015,процент,Мангистауская,,,55-64,3.0
2015,процент,Мангистауская,,,65 и старше,7.2
2015,процент,Южно-Казахстанская,,,16-24,16.4
2015,процент,Южно-Казахстанская,,,25-28,15.2
2015,процент,Южно-Казахстанская,,,29-34,12.8
2015,процент,Южно-Казахстанская,,,35-44,15.6
2015,процент,Южно-Казахстанская,,,45-54,16.0
2015,процент,Южно-Казахстанская,,,55-64,19.2
2015,процент,Южно-Казахстанская,,,65 и старше,13.7
2015,процент,Павлодарская,,,15,100.0
2015,процент,Павлодарская,,,16-24,38.2
2015,процент,Павлодарская,,,25-28,18.0
2015,процент,Павлодарская,,,29-34,23.5
2015,процент,Павлодарская,,,35-44,19.1
2015,процент,Павлодарская,,,45-54,25.3
2015,процент,Павлодарская,,,55-64,35.2
2015,процент,Павлодарская,,,65 и старше,96.9
2015,процент,Северо-Казахстанская,,,15,100.0
2015,процент,Северо-Казахстанская,,,16-24,38.7
2015,процент,Северо-Казахстанская,,,25-28,26.1
2015,процент,Северо-Казахстанская,,,29-34,29.0
2015,процент,Северо-Казахстанская,,,35-44,27.7
2015,процент,Северо-Казахстанская,,,45-54,30.7
2015,процент,Северо-Казахстанская,,,55-64,48.5
2015,процент,Северо-Казахстанская,,,65 и старше,94.4
2015,процент,Восточно-Казахстанская,,,15,75.7
2015,процент,Восточно-Казахстанская,,,16-24,28.3
2015,процент,Восточно-Казахстанская,,,25-28,25.2
2015,процент,Восточно-Казахстанская,,,29-34,23.0
2015,процент,Восточно-Казахстанская,,,35-44,25.6
2015,процент,Восточно-Казахстанская,,,45-54,28.9
2015,процент,Восточно-Казахстанская,,,55-64,26.9
2015,процент,Восточно-Казахстанская,,,65 и старше,52.8
2015,процент,г_Нур-Султан,,,16-24,41.4
2015,процент,г_Нур-Султан,,,25-28,28.7
2015,процент,г_Нур-Султан,,,29-34,23.5
2015,процент,г_Нур-Султан,,,35-44,24.8
2015,процент,г_Нур-Султан,,,45-54,23.9
2015,процент,г_Нур-Султан,,,55-64,17.9
2015,процент,г_Нур-Султан,,,65 и старше,18.5
2015,процент,г_Алматы,,,16-24,12.2
2015,процент,г_Алматы,,,25-28,13.6
2015,процент,г_Алматы,,,29-34,12.1
2015,процент,г_Алматы,,,35-44,11.1
2015,процент,г_Алматы,,,45-54,10.5
2015,процент,г_Алматы,,,55-64,8.4
2015,процент,г_Алматы,,,65 и старше,9.8
2016,процент,,,,,18.6
2016,процент,Акмолинская,,,,17.9
2016,процент,Актюбинская,,,,15.4
2016,процент,Алматинская,,,,16.2
2016,процент,Атырауская,,,,5.1
2016,процент,Западно-Казахстанская,,,,29.6
2016,процент,Жымбылская,,,,33.1
2016,процент,Карагандинская,,,,17.4
2016,процент,Костанайская,,,,35.6
2016,процент,Кызылординская,,,,16.1
2016,процент,Мангистауская,,,,3.0
2016,процент,Южно-Казахстанская,,,,10.0
2016,процент,Павлодарская,,,,25.7
2016,процент,Северо-Казахстанская,,,,28.6
2016,процент,Восточно-Казахстанская,,,,19.4
2016,процент,г_Нур-Султан,,,,17.2
2016,процент,г_Алматы,,,,17.2
2016,процент,,мужчины,,,18.3
2016,процент,Акмолинская,мужчины,,,18.0
2016,процент,Актюбинская,мужчины,,,14.3
2016,процент,Алматинская,мужчины,,,18.5
2016,процент,Атырауская,мужчины,,,6.4
2016,процент,Западно-Казахстанская,мужчины,,,30.2
2016,процент,Жымбылская,мужчины,,,33.5
2016,процент,Карагандинская,мужчины,,,15.6
2016,процент,Костанайская,мужчины,,,32.3
2016,процент,Кызылординская,мужчины,,,15.0
2016,процент,Мангистауская,мужчины,,,3.1
2016,процент,Южно-Казахстанская,мужчины,,,11.2
2016,процент,Павлодарская,мужчины,,,22.6
2016,процент,Северо-Казахстанская,мужчины,,,24.5
2016,процент,Восточно-Казахстанская,мужчины,,,18.1
2016,процент,г_Нур-Султан,мужчины,,,18.8
2016,процент,г_Алматы,мужчины,,,17.5
2016,процент,,женщины,,,18.9
2016,процент,Акмолинская,женщины,,,17.9
2016,процент,Актюбинская,женщины,,,16.6
2016,процент,Алматинская,женщины,,,13.7
2016,процент,Атырауская,женщины,,,3.7
2016,процент,Западно-Казахстанская,женщины,,,28.9
2016,процент,Жымбылская,женщины,,,32.7
2016,процент,Карагандинская,женщины,,,19.5
2016,процент,Костанайская,женщины,,,38.9
2016,процент,Кызылординская,женщины,,,17.3
2016,процент,Мангистауская,женщины,,,2.8
2016,процент,Южно-Казахстанская,женщины,,,8.4
2016,процент,Павлодарская,женщины,,,28.6
2016,процент,Северо-Казахстанская,женщины,,,33.0
2016,процент,Восточно-Казахстанская,женщины,,,20.9
2016,процент,г_Нур-Султан,женщины,,,15.5
2016,процент,г_Алматы,женщины,,,16.9
2016,процент,,,Город,,14.9
2016,процент,Акмолинская,,Город,,13.7
2016,процент,Актюбинская,,Город,,8.3
2016,процент,Алматинская,,Город,,14.8
2016,процент,Атырауская,,Город,,2.2
2016,процент,Западно-Казахстанская,,Город,,12.1
2016,процент,Жымбылская,,Город,,26.7
2016,процент,Карагандинская,,Город,,16.8
2016,процент,Костанайская,,Город,,27.5
2016,процент,Кызылординская,,Город,,11.8
2016,процент,Мангистауская,,Город,,2.4
2016,процент,Южно-Казахстанская,,Город,,11.9
2016,процент,Павлодарская,,Город,,14.8
2016,процент,Северо-Казахстанская,,Город,,15.4
2016,процент,Восточно-Казахстанская,,Город,,11.0
2016,процент,г_Нур-Султан,,Город,,17.2
2016,процент,г_Алматы,,Город,,17.2
2016,процент,,,сельское население,,23.5
2016,процент,Акмолинская,,сельское население,,21.7
2016,процент,Актюбинская,,сельское население,,27.2
2016,процент,Алматинская,,сельское население,,16.6
2016,процент,Атырауская,,сельское население,,7.8
2016,процент,Западно-Казахстанская,,сельское население,,45.3
2016,процент,Жымбылская,,сельское население,,37.3
2016,процент,Карагандинская,,сельское население,,19.7
2016,процент,Костанайская,,сельское население,,44.5
2016,процент,Кызылординская,,сельское население,,19.4
2016,процент,Мангистауская,,сельское население,,3.6
2016,процент,Южно-Казахстанская,,сельское население,,8.5
2016,процент,Павлодарская,,сельское население,,50.2
2016,процент,Северо-Казахстанская,,сельское население,,37.8
2016,процент,Восточно-Казахстанская,,сельское население,,32.5
2016,процент,,,,15,88.4
2016,процент,,,,16-24,21.9
2016,процент,,,,25-28,17.1
2016,процент,,,,29-34,16.5
2016,процент,,,,35-44,17.2
2016,процент,,,,45-54,17.3
2016,процент,,,,55-64,23.7
2016,процент,,,,65 и старше,56.0
2016,процент,Акмолинская,,,15,100.0
2016,процент,Акмолинская,,,16-24,21.0
2016,процент,Акмолинская,,,25-28,16.8
2016,процент,Акмолинская,,,29-34,15.3
2016,процент,Акмолинская,,,35-44,15.9
2016,процент,Акмолинская,,,45-54,15.8
2016,процент,Акмолинская,,,55-64,21.9
2016,процент,Акмолинская,,,65 и старше,47.1
2016,процент,Актюбинская,,,16-24,20.6
2016,процент,Актюбинская,,,25-28,13.3
2016,процент,Актюбинская,,,29-34,14.1
2016,процент,Актюбинская,,,35-44,14.5
2016,процент,Актюбинская,,,45-54,14.9
2016,процент,Актюбинская,,,55-64,18.9
2016,процент,Актюбинская,,,65 и старше,60.2
2016,процент,Алматинская,,,16-24,17.3
2016,процент,Алматинская,,,25-28,16.0
2016,процент,Алматинская,,,29-34,15.0
2016,процент,Алматинская,,,35-44,17.0
2016,процент,Алматинская,,,45-54,16.9
2016,процент,Алматинская,,,55-64,13.2
2016,процент,Алматинская,,,65 и старше,5.2
2016,процент,Атырауская,,,16-24,6.2
2016,процент,Атырауская,,,25-28,4.9
2016,процент,Атырауская,,,29-34,3.5
2016,процент,Атырауская,,,35-44,4.5
2016,процент,Атырауская,,,45-54,5.3
2016,процент,Атырауская,,,55-64,7.4
2016,процент,Атырауская,,,65 и старше,1.2
2016,процент,Западно-Казахстанская,,,16-24,29.2
2016,процент,Западно-Казахстанская,,,25-28,23.5
2016,процент,Западно-Казахстанская,,,29-34,27.7
2016,процент,Западно-Казахстанская,,,35-44,29.4
2016,процент,Западно-Казахстанская,,,45-54,29.8
2016,процент,Западно-Казахстанская,,,55-64,38.4
2016,процент,Жымбылская,,,16-24,50.4
2016,процент,Жымбылская,,,25-28,29.6
2016,процент,Жымбылская,,,29-34,28.1
2016,процент,Жымбылская,,,35-44,26.9
2016,процент,Жымбылская,,,45-54,25.5
2016,процент,Жымбылская,,,55-64,45.2
2016,процент,Жымбылская,,,65 и старше,82.6
2016,процент,Карагандинская,,,15,100.0
2016,процент,Карагандинская,,,16-24,27.1
2016,процент,Карагандинская,,,25-28,20.0
2016,процент,Карагандинская,,,29-34,16.8
2016,процент,Карагандинская,,,35-44,16.0
2016,процент,Карагандинская,,,45-54,12.4
2016,процент,Карагандинская,,,55-64,16.4
2016,процент,Карагандинская,,,65 и старше,54.3
2016,процент,Костанайская,,,15,100.0
2016,процент,Костанайская,,,16-24,43.9
2016,процент,Костанайская,,,25-28,35.8
2016,процент,Костанайская,,,29-34,33.5
2016,процент,Костанайская,,,35-44,31.1
2016,процент,Костанайская,,,45-54,30.4
2016,процент,Костанайская,,,55-64,39.3
2016,процент,Костанайская,,,65 и старше,87.1
2016,процент,Кызылординская,,,15,100.0
2016,процент,Кызылординская,,,16-24,16.5
2016,процент,Кызылординская,,,25-28,15.4
2016,процент,Кызылординская,,,29-34,17.0
2016,процент,Кызылординская,,,35-44,15.7
2016,процент,Кызылординская,,,45-54,15.9
2016,процент,Кызылординская,,,55-64,15.8
2016,процент,Кызылординская,,,65 и старше,64.1
2016,процент,Мангистауская,,,16-24,2.4
2016,процент,Мангистауская,,,25-28,2.4
2016,процент,Мангистауская,,,29-34,2.2
2016,процент,Мангистауская,,,35-44,3.6
2016,процент,Мангистауская,,,45-54,3.0
2016,процент,Мангистауская,,,55-64,4.8
2016,процент,Южно-Казахстанская,,,16-24,13.5
2016,процент,Южно-Казахстанская,,,25-28,9.0
2016,процент,Южно-Казахстанская,,,29-34,8.3
2016,процент,Южно-Казахстанская,,,35-44,10.6
2016,процент,Южно-Казахстанская,,,45-54,9.4
2016,процент,Южно-Казахстанская,,,55-64,10.2
2016,процент,Южно-Казахстанская,,,65 и старше,53.9
2016,процент,Павлодарская,,,16-24,37.3
2016,процент,Павлодарская,,,25-28,24.1
2016,процент,Павлодарская,,,29-34,21.7
2016,процент,Павлодарская,,,35-44,20.3
2016,процент,Павлодарская,,,45-54,24.0
2016,процент,Павлодарская,,,55-64,36.5
2016,процент,Павлодарская,,,65 и старше,97.8
2016,процент,Северо-Казахстанская,,,15,100.0
2016,процент,Северо-Казахстанская,,,16-24,30.0
2016,процент,Северо-Казахстанская,,,25-28,22.8
2016,процент,Северо-Казахстанская,,,29-34,22.1
2016,процент,Северо-Казахстанская,,,35-44,22.9
2016,процент,Северо-Казахстанская,,,45-54,26.6
2016,процент,Северо-Казахстанская,,,55-64,41.9
2016,процент,Северо-Казахстанская,,,65 и старше,93.8
2016,процент,Восточно-Казахстанская,,,15,23.6
2016,процент,Восточно-Казахстанская,,,16-24,19.6
2016,процент,Восточно-Казахстанская,,,25-28,15.6
2016,процент,Восточно-Казахстанская,,,29-34,16.2
2016,процент,Восточно-Казахстанская,,,35-44,20.5
2016,процент,Восточно-Казахстанская,,,45-54,21.6
2016,процент,Восточно-Казахстанская,,,55-64,21.8
2016,процент,Восточно-Казахстанская,,,65 и старше,61.4
2016,процент,г_Нур-Султан,,,16-24,18.5
2016,процент,г_Нур-Султан,,,25-28,18.5
2016,процент,г_Нур-Султан,,,29-34,18.7
2016,процент,г_Нур-Султан,,,35-44,16.5
2016,процент,г_Нур-Султан,,,45-54,14.1
2016,процент,г_Нур-Султан,,,55-64,18.0
2016,процент,г_Нур-Султан,,,65 и старше,5.9
2016,процент,г_Алматы,,,16-24,19.2
2016,процент,г_Алматы,,,25-28,19.9
2016,процент,г_Алматы,,,29-34,17.8
2016,процент,г_Алматы,,,35-44,16.5
2016,процент,г_Алматы,,,45-54,14.2
2016,процент,г_Алматы,,,55-64,16.5
2016,процент,г_Алматы,,,65 и старше,21.0
2017,процент,,,,,16.2
2017,процент,Акмолинская,,,,16.5
2017,процент,Актюбинская,,,,8.4
2017,процент,Алматинская,,,,18.3
2017,процент,Атырауская,,,,6.8
2017,процент,Западно-Казахстанская,,,,29.7
2017,процент,Жымбылская,,,,30.8
2017,процент,Карагандинская,,,,16.2
2017,процент,Костанайская,,,,27.1
2017,процент,Кызылординская,,,,13.6
2017,процент,Мангистауская,,,,2.4
2017,процент,Южно-Казахстанская,,,,6.4
2017,процент,Павлодарская,,,,20.9
2017,процент,Северо-Казахстанская,,,,23.7
2017,процент,Восточно-Казахстанская,,,,14.9
2017,процент,г_Нур-Султан,,,,24.6
2017,процент,г_Алматы,,,,10.5
2017,процент,,мужчины,,,16.3
2017,процент,Акмолинская,мужчины,,,17.7
2017,процент,Актюбинская,мужчины,,,7.1
2017,процент,Алматинская,мужчины,,,21.5
2017,процент,Атырауская,мужчины,,,5.7
2017,процент,Западно-Казахстанская,мужчины,,,30.2
2017,процент,Жымбылская,мужчины,,,31.7
2017,процент,Карагандинская,мужчины,,,14.9
2017,процент,Костанайская,мужчины,,,25.2
2017,процент,Кызылординская,мужчины,,,14.2
2017,процент,Мангистауская,мужчины,,,2.3
2017,процент,Южно-Казахстанская,мужчины,,,6.8
2017,процент,Павлодарская,мужчины,,,19.7
2017,процент,Северо-Казахстанская,мужчины,,,20.7
2017,процент,Восточно-Казахстанская,мужчины,,,15.1
2017,процент,г_Нур-Султан,мужчины,,,25.2
2017,процент,г_Алматы,мужчины,,,10.5
2017,процент,,женщины,,,16.1
2017,процент,Акмолинская,женщины,,,15.2
2017,процент,Актюбинская,женщины,,,9.7
2017,процент,Алматинская,женщины,,,15.1
2017,процент,Атырауская,женщины,,,7.9
2017,процент,Западно-Казахстанская,женщины,,,29.2
2017,процент,Жымбылская,женщины,,,29.7
2017,процент,Карагандинская,женщины,,,17.7
2017,процент,Костанайская,женщины,,,28.9
2017,процент,Кызылординская,женщины,,,12.9
2017,процент,Мангистауская,женщины,,,2.4
2017,процент,Южно-Казахстанская,женщины,,,5.8
2017,процент,Павлодарская,женщины,,,22.0
2017,процент,Северо-Казахстанская,женщины,,,26.9
2017,процент,Восточно-Казахстанская,женщины,,,14.7
2017,процент,г_Нур-Султан,женщины,,,23.9
2017,процент,г_Алматы,женщины,,,10.5
2017,процент,,,Город,,11.7
2017,процент,Акмолинская,,Город,,11.4
2017,процент,Актюбинская,,Город,,2.3
2017,процент,Алматинская,,Город,,15.1
2017,процент,Атырауская,,Город,,4.5
2017,процент,Западно-Казахстанская,,Город,,13.4
2017,процент,Жымбылская,,Город,,12.3
2017,процент,Карагандинская,,Город,,15.3
2017,процент,Костанайская,,Город,,17.8
2017,процент,Кызылординская,,Город,,9.3
2017,процент,Мангистауская,,Город,,2.0
2017,процент,Южно-Казахстанская,,Город,,5.0
2017,процент,Павлодарская,,Город,,11.4
2017,процент,Северо-Казахстанская,,Город,,8.8
2017,процент,Восточно-Казахстанская,,Город,,9.0
2017,процент,г_Нур-Султан,,Город,,24.6
2017,процент,г_Алматы,,Город,,10.5
2017,процент,,,сельское население,,22.2
2017,процент,Акмолинская,,сельское население,,21.2
2017,процент,Актюбинская,,сельское население,,19.0
2017,процент,Алматинская,,сельское население,,19.3
2017,процент,Атырауская,,сельское население,,9.1
2017,процент,Западно-Казахстанская,,сельское население,,44.8
2017,процент,Жымбылская,,сельское население,,42.3
2017,процент,Карагандинская,,сельское население,,19.6
2017,процент,Костанайская,,сельское население,,36.8
2017,процент,Кызылординская,,сельское население,,16.9
2017,процент,Мангистауская,,сельское население,,2.7
2017,процент,Южно-Казахстанская,,сельское население,,7.4
2017,процент,Павлодарская,,сельское население,,42.4
2017,процент,Северо-Казахстанская,,сельское население,,34.2
2017,процент,Восточно-Казахстанская,,сельское население,,24.0
2017,процент,,,,15,46.5
2017,процент,,,,16-24,19.2
2017,процент,,,,25-28,14.5
2017,процент,,,,29-34,14.7
2017,процент,,,,35-44,15.0
2017,процент,,,,45-54,15.0
2017,процент,,,,55-64,20.9
2017,процент,,,,65 и старше,48.0
2017,процент,Акмолинская,,,15,100.0
2017,процент,Акмолинская,,,16-24,19.8
2017,процент,Акмолинская,,,25-28,15.7
2017,процент,Акмолинская,,,29-34,15.3
2017,процент,Акмолинская,,,35-44,14.8
2017,процент,Акмолинская,,,45-54,16.0
2017,процент,Акмолинская,,,55-64,17.0
2017,процент,Акмолинская,,,65 и старше,27.2
2017,процент,Актюбинская,,,16-24,6.4
2017,процент,Актюбинская,,,25-28,9.3
2017,процент,Актюбинская,,,29-34,9.5
2017,процент,Актюбинская,,,35-44,7.4
2017,процент,Актюбинская,,,45-54,8.6
2017,процент,Актюбинская,,,55-64,8.1
2017,процент,Актюбинская,,,65 и старше,17.6
2017,процент,Алматинская,,,16-24,14.9
2017,процент,Алматинская,,,25-28,16.6
2017,процент,Алматинская,,,29-34,17.2
2017,процент,Алматинская,,,35-44,19.6
2017,процент,Алматинская,,,45-54,19.6
2017,процент,Алматинская,,,55-64,21.5
2017,процент,Алматинская,,,65 и старше,11.7
2017,процент,Атырауская,,,16-24,10.4
2017,процент,Атырауская,,,25-28,4.9
2017,процент,Атырауская,,,29-34,5.3
2017,процент,Атырауская,,,35-44,7.9
2017,процент,Атырауская,,,45-54,5.8
2017,процент,Атырауская,,,55-64,6.6
2017,процент,Атырауская,,,65 и старше,11.7
2017,процент,Западно-Казахстанская,,,16-24,30.7
2017,процент,Западно-Казахстанская,,,25-28,26.5
2017,процент,Западно-Казахстанская,,,29-34,26.5
2017,процент,Западно-Казахстанская,,,35-44,27.0
2017,процент,Западно-Казахстанская,,,45-54,31.6
2017,процент,Западно-Казахстанская,,,55-64,36.7
2017,процент,Жымбылская,,,16-24,38.8
2017,процент,Жымбылская,,,25-28,28.7
2017,процент,Жымбылская,,,29-34,24.7
2017,процент,Жымбылская,,,35-44,23.9
2017,процент,Жымбылская,,,45-54,26.7
2017,процент,Жымбылская,,,55-64,43.6
2017,процент,Жымбылская,,,65 и старше,57.9
2017,процент,Карагандинская,,,15,100.0
2017,процент,Карагандинская,,,16-24,23.1
2017,процент,Карагандинская,,,25-28,16.3
2017,процент,Карагандинская,,,29-34,15.7
2017,процент,Карагандинская,,,35-44,15.1
2017,процент,Карагандинская,,,45-54,14.1
2017,процент,Карагандинская,,,55-64,16.7
2017,процент,Карагандинская,,,65 и старше,47.6
2017,процент,Костанайская,,,15,100.0
2017,процент,Костанайская,,,16-24,35.1
2017,процент,Костанайская,,,25-28,27.9
2017,процент,Костанайская,,,29-34,25.2
2017,процент,Костанайская,,,35-44,19.6
2017,процент,Костанайская,,,45-54,23.1
2017,процент,Костанайская,,,55-64,34.2
2017,процент,Костанайская,,,65 и старше,91.9
2017,процент,Кызылординская,,,16-24,16.9
2017,процент,Кызылординская,,,25-28,14.4
2017,процент,Кызылординская,,,29-34,13.8
