Year,UNIT_MEASURE,Регионы,Местность,Пол,Возраст,Value
2013,процент,Атырауская,,женщины,,5.3
2013,процент,Западно-Казахстанская,,женщины,,6.0
2013,процент,Жымбылская,,женщины,,5.3
2013,процент,Карагандинская,,женщины,,5.2
2013,процент,Костанайская,,женщины,,5.9
2013,процент,Кызылординская,,женщины,,6.4
2013,процент,Мангистауская,,женщины,,8.8
2013,процент,Южно-Казахстанская,,женщины,,7.4
2013,процент,Павлодарская,,женщины,,5.8
2013,процент,Северо-Казахстанская,,женщины,,5.1
2013,процент,Восточно-Казахстанская,,женщины,,5.4
2013,процент,г_Нур-Султан,,женщины,,6.3
2013,процент,г_Алматы,,женщины,,6.5
2013,процент,,Город,,,5.4
2013,процент,Акмолинская,Город,,,4.8
2013,процент,Актюбинская,Город,,,5.4
2013,процент,Алматинская,Город,,,4.7
2013,процент,Атырауская,Город,,,4.7
2013,процент,Западно-Казахстанская,Город,,,4.9
2013,процент,Жымбылская,Город,,,6.5
2013,процент,Карагандинская,Город,,,4.9
2013,процент,Костанайская,Город,,,6.7
2013,процент,Кызылординская,Город,,,5.0
2013,процент,Мангистауская,Город,,,4.9
2013,процент,Южно-Казахстанская,Город,,,6.1
2013,процент,Павлодарская,Город,,,5.4
2013,процент,Северо-Казахстанская,Город,,,5.1
2013,процент,Восточно-Казахстанская,Город,,,5.4
2013,процент,г_Нур-Султан,Город,,,5.5
2013,процент,г_Алматы,Город,,,5.6
2013,процент,,сельское население,,,4.9
2013,процент,Акмолинская,сельское население,,,5.5
2013,процент,Актюбинская,сельское население,,,4.2
2013,процент,Алматинская,сельское население,,,5.0
2013,процент,Атырауская,сельское население,,,5.3
2013,процент,Западно-Казахстанская,сельское население,,,5.2
2013,процент,Жымбылская,сельское население,,,4.4
2013,процент,Карагандинская,сельское население,,,5.2
2013,процент,Костанайская,сельское население,,,3.7
2013,процент,Кызылординская,сельское население,,,5.3
2013,процент,Мангистауская,сельское население,,,6.3
2013,процент,Южно-Казахстанская,сельское население,,,5.2
2013,процент,Павлодарская,сельское население,,,4.2
2013,процент,Северо-Казахстанская,сельское население,,,5.0
2013,процент,Восточно-Казахстанская,сельское население,,,4.6
2013,процент,,,,16-24,3.9
2013,процент,,,,25-28,7.1
2013,процент,,,,29-34,7.0
2013,процент,,,,35-44,4.8
2013,процент,,,,45-54,4.3
2013,процент,,,,55-64,4.2
2013,процент,Акмолинская,,,16-24,3.8
2013,процент,Акмолинская,,,25-28,6.6
2013,процент,Акмолинская,,,29-34,3.5
2013,процент,Акмолинская,,,35-44,5.9
2013,процент,Акмолинская,,,45-54,4.6
2013,процент,Акмолинская,,,55-64,6.9
2013,процент,Актюбинская,,,16-24,2.5
2013,процент,Актюбинская,,,25-28,3.8
2013,процент,Актюбинская,,,29-34,4.8
2013,процент,Актюбинская,,,35-44,6.2
2013,процент,Актюбинская,,,45-54,7.0
2013,процент,Актюбинская,,,55-64,0.4
2013,процент,Алматинская,,,16-24,2.4
2013,процент,Алматинская,,,25-28,11.6
2013,процент,Алматинская,,,29-34,11.7
2013,процент,Алматинская,,,35-44,2.2
2013,процент,Алматинская,,,45-54,1.7
2013,процент,Алматинская,,,55-64,0.1
2013,процент,Атырауская,,,16-24,1.0
2013,процент,Атырауская,,,25-28,6.8
2013,процент,Атырауская,,,29-34,6.8
2013,процент,Атырауская,,,35-44,4.1
2013,процент,Атырауская,,,45-54,6.4
2013,процент,Атырауская,,,55-64,5.6
2013,процент,Западно-Казахстанская,,,16-24,4.5
2013,процент,Западно-Казахстанская,,,25-28,5.5
2013,процент,Западно-Казахстанская,,,29-34,6.5
2013,процент,Западно-Казахстанская,,,35-44,5.6
2013,процент,Западно-Казахстанская,,,45-54,4.7
2013,процент,Западно-Казахстанская,,,55-64,3.7
2013,процент,Жымбылская,,,16-24,5.2
2013,процент,Жымбылская,,,25-28,9.4
2013,процент,Жымбылская,,,29-34,3.2
2013,процент,Жымбылская,,,35-44,3.7
2013,процент,Жымбылская,,,45-54,3.4
2013,процент,Жымбылская,,,55-64,9.3
2013,процент,Карагандинская,,,16-24,5.2
2013,процент,Карагандинская,,,25-28,3.6
2013,процент,Карагандинская,,,29-34,8.3
2013,процент,Карагандинская,,,35-44,5.1
2013,процент,Карагандинская,,,45-54,4.0
2013,процент,Карагандинская,,,55-64,3.1
2013,процент,Костанайская,,,16-24,4.6
2013,процент,Костанайская,,,25-28,2.8
2013,процент,Костанайская,,,29-34,6.5
2013,процент,Костанайская,,,35-44,5.8
2013,процент,Костанайская,,,45-54,6.2
2013,процент,Костанайская,,,55-64,3.3
2013,процент,Кызылординская,,,16-24,6.7
2013,процент,Кызылординская,,,25-28,6.8
2013,процент,Кызылординская,,,29-34,4.6
2013,процент,Кызылординская,,,35-44,4.6
2013,процент,Кызылординская,,,45-54,4.5
2013,процент,Кызылординская,,,55-64,3.9
2013,процент,Мангистауская,,,16-24,7.9
2013,процент,Мангистауская,,,25-28,7.1
2013,процент,Мангистауская,,,29-34,4.1
2013,процент,Мангистауская,,,35-44,3.4
2013,процент,Мангистауская,,,45-54,6.7
2013,процент,Мангистауская,,,55-64,7.1
2013,процент,Южно-Казахстанская,,,16-24,1.0
2013,процент,Южно-Казахстанская,,,25-28,5.4
2013,процент,Южно-Казахстанская,,,29-34,10.4
2013,процент,Южно-Казахстанская,,,35-44,4.6
2013,процент,Южно-Казахстанская,,,45-54,4.8
2013,процент,Южно-Казахстанская,,,55-64,5.1
2013,процент,Павлодарская,,,16-24,3.6
2013,процент,Павлодарская,,,25-28,7.6
2013,процент,Павлодарская,,,29-34,4.7
2013,процент,Павлодарская,,,35-44,4.4
2013,процент,Павлодарская,,,45-54,4.9
2013,процент,Павлодарская,,,55-64,5.5
2013,процент,Северо-Казахстанская,,,16-24,3.7
2013,процент,Северо-Казахстанская,,,25-28,12.1
2013,процент,Северо-Казахстанская,,,29-34,5.6
2013,процент,Северо-Казахстанская,,,35-44,5.9
2013,процент,Северо-Казахстанская,,,45-54,3.4
2013,процент,Северо-Казахстанская,,,55-64,3.1
2013,процент,Восточно-Казахстанская,,,16-24,3.7
2013,процент,Восточно-Казахстанская,,,25-28,8.3
2013,процент,Восточно-Казахстанская,,,29-34,8.6
2013,процент,Восточно-Казахстанская,,,35-44,4.7
2013,процент,Восточно-Казахстанская,,,45-54,2.7
2013,процент,Восточно-Казахстанская,,,55-64,2.5
2013,процент,г_Нур-Султан,,,16-24,7.7
2013,процент,г_Нур-Султан,,,25-28,2.9
2013,процент,г_Нур-Султан,,,29-34,3.0
2013,процент,г_Нур-Султан,,,35-44,8.2
2013,процент,г_Нур-Султан,,,45-54,5.9
2013,процент,г_Нур-Султан,,,55-64,6.4
2013,процент,г_Алматы,,,16-24,5.9
2013,процент,г_Алматы,,,25-28,10.0
2013,процент,г_Алматы,,,29-34,4.9
2013,процент,г_Алматы,,,35-44,5.4
2013,процент,г_Алматы,,,45-54,3.6
2013,процент,г_Алматы,,,55-64,4.1
2014,процент,,,,,5.0
2014,процент,Акмолинская,,,,4.9
2014,процент,Актюбинская,,,,4.9
2014,процент,Алматинская,,,,4.9
2014,процент,Атырауская,,,,5.0
2014,процент,Западно-Казахстанская,,,,5.0
2014,процент,Жымбылская,,,,4.9
2014,процент,Карагандинская,,,,4.9
2014,процент,Костанайская,,,,5.0
2014,процент,Кызылординская,,,,5.0
2014,процент,Мангистауская,,,,5.0
2014,процент,Южно-Казахстанская,,,,5.4
2014,процент,Павлодарская,,,,4.8
2014,процент,Северо-Казахстанская,,,,5.0
2014,процент,Восточно-Казахстанская,,,,4.8
2014,процент,г_Нур-Султан,,,,5.1
2014,процент,г_Алматы,,,,5.5
2014,процент,,,мужчины,,4.3
2014,процент,Акмолинская,,мужчины,,4.6
2014,процент,Актюбинская,,мужчины,,3.8
2014,процент,Алматинская,,мужчины,,4.0
2014,процент,Атырауская,,мужчины,,5.2
2014,процент,Западно-Казахстанская,,мужчины,,4.5
2014,процент,Жымбылская,,мужчины,,4.0
2014,процент,Карагандинская,,мужчины,,3.6
2014,процент,Костанайская,,мужчины,,5.1
2014,процент,Кызылординская,,мужчины,,4.5
2014,процент,Мангистауская,,мужчины,,3.9
2014,процент,Южно-Казахстанская,,мужчины,,4.5
2014,процент,Павлодарская,,мужчины,,4.5
2014,процент,Северо-Казахстанская,,мужчины,,4.9
2014,процент,Восточно-Казахстанская,,мужчины,,3.3
2014,процент,г_Нур-Султан,,мужчины,,5.0
2014,процент,г_Алматы,,мужчины,,4.5
2014,процент,,,женщины,,5.8
2014,процент,Акмолинская,,женщины,,5.3
2014,процент,Актюбинская,,женщины,,6.0
2014,процент,Алматинская,,женщины,,5.9
2014,процент,Атырауская,,женщины,,4.9
2014,процент,Западно-Казахстанская,,женщины,,5.6
2014,процент,Жымбылская,,женщины,,5.9
2014,процент,Карагандинская,,женщины,,6.2
2014,процент,Костанайская,,женщины,,5.0
2014,процент,Кызылординская,,женщины,,5.7
2014,процент,Мангистауская,,женщины,,6.3
2014,процент,Южно-Казахстанская,,женщины,,6.4
2014,процент,Павлодарская,,женщины,,5.0
2014,процент,Северо-Казахстанская,,женщины,,5.1
2014,процент,Восточно-Казахстанская,,женщины,,6.3
2014,процент,г_Нур-Султан,,женщины,,5.1
2014,процент,г_Алматы,,женщины,,6.5
2014,процент,,Город,,,5.2
2014,процент,Акмолинская,Город,,,4.6
2014,процент,Актюбинская,Город,,,5.1
2014,процент,Алматинская,Город,,,5.0
2014,процент,Атырауская,Город,,,4.4
2014,процент,Западно-Казахстанская,Город,,,4.9
2014,процент,Жымбылская,Город,,,6.0
2014,процент,Карагандинская,Город,,,5.1
2014,процент,Костанайская,Город,,,6.0
2014,процент,Кызылординская,Город,,,4.7
2014,процент,Мангистауская,Город,,,4.5
2014,процент,Южно-Казахстанская,Город,,,5.7
2014,процент,Павлодарская,Город,,,5.0
2014,процент,Северо-Казахстанская,Город,,,4.7
2014,процент,Восточно-Казахстанская,Город,,,4.8
2014,процент,г_Нур-Султан,Город,,,5.1
2014,процент,г_Алматы,Город,,,5.5
2014,процент,,сельское население,,,4.9
2014,процент,Акмолинская,сельское население,,,5.3
2014,процент,Актюбинская,сельское население,,,4.5
2014,процент,Алматинская,сельское население,,,4.8
2014,процент,Атырауская,сельское население,,,5.6
2014,процент,Западно-Казахстанская,сельское население,,,5.1
2014,процент,Жымбылская,сельское население,,,4.1
2014,процент,Карагандинская,сельское население,,,4.1
2014,процент,Костанайская,сельское население,,,4.0
2014,процент,Кызылординская,сельское население,,,5.2
2014,процент,Мангистауская,сельское население,,,5.6
2014,процент,Южно-Казахстанская,сельское население,,,5.3
2014,процент,Павлодарская,сельское население,,,4.2
2014,процент,Северо-Казахстанская,сельское население,,,5.2
2014,процент,Восточно-Казахстанская,сельское население,,,4.7
2014,процент,,,,16-24,3.8
2014,процент,,,,25-28,4.7
2014,процент,,,,29-34,7.4
2014,процент,,,,35-44,4.6
2014,процент,,,,45-54,4.6
2014,процент,,,,55-64,5.1
2014,процент,Акмолинская,,,16-24,3.8
2014,процент,Акмолинская,,,25-28,2.2
2014,процент,Акмолинская,,,29-34,5.9
2014,процент,Акмолинская,,,35-44,4.9
2014,процент,Акмолинская,,,45-54,6.2
2014,процент,Акмолинская,,,55-64,5.5
2014,процент,Актюбинская,,,16-24,3.0
2014,процент,Актюбинская,,,25-28,3.3
2014,процент,Актюбинская,,,29-34,6.1
2014,процент,Актюбинская,,,35-44,6.1
2014,процент,Актюбинская,,,45-54,5.3
2014,процент,Актюбинская,,,55-64,1.8
2014,процент,Алматинская,,,16-24,3.0
2014,процент,Алматинская,,,25-28,3.5
2014,процент,Алматинская,,,29-34,9.4
2014,процент,Алматинская,,,35-44,4.6
2014,процент,Алматинская,,,45-54,4.2
2014,процент,Алматинская,,,55-64,8.0
2014,процент,Атырауская,,,16-24,1.3
2014,процент,Атырауская,,,25-28,4.9
2014,процент,Атырауская,,,29-34,6.2
2014,процент,Атырауская,,,35-44,5.6
2014,процент,Атырауская,,,45-54,5.5
2014,процент,Атырауская,,,55-64,5.8
2014,процент,Западно-Казахстанская,,,16-24,4.1
2014,процент,Западно-Казахстанская,,,25-28,4.7
2014,процент,Западно-Казахстанская,,,29-34,7.4
2014,процент,Западно-Казахстанская,,,35-44,4.4
2014,процент,Западно-Казахстанская,,,45-54,5.5
2014,процент,Западно-Казахстанская,,,55-64,4.6
2014,процент,Жымбылская,,,16-24,4.8
2014,процент,Жымбылская,,,25-28,5.7
2014,процент,Жымбылская,,,29-34,5.9
2014,процент,Жымбылская,,,35-44,3.4
2014,процент,Жымбылская,,,45-54,4.6
2014,процент,Жымбылская,,,55-64,7.2
2014,процент,Карагандинская,,,16-24,5.1
2014,процент,Карагандинская,,,25-28,3.6
2014,процент,Карагандинская,,,29-34,6.9
2014,процент,Карагандинская,,,35-44,4.8
2014,процент,Карагандинская,,,45-54,4.8
2014,процент,Карагандинская,,,55-64,3.3
2014,процент,Костанайская,,,16-24,3.8
2014,процент,Костанайская,,,25-28,3.5
2014,процент,Костанайская,,,29-34,10.0
2014,процент,Костанайская,,,35-44,5.2
2014,процент,Костанайская,,,45-54,3.6
2014,процент,Костанайская,,,55-64,2.5
2014,процент,Кызылординская,,,16-24,5.8
2014,процент,Кызылординская,,,25-28,3.9
2014,процент,Кызылординская,,,29-34,7.3
2014,процент,Кызылординская,,,35-44,5.0
2014,процент,Кызылординская,,,45-54,3.6
2014,процент,Кызылординская,,,55-64,2.6
2014,процент,Мангистауская,,,16-24,6.4
2014,процент,Мангистауская,,,25-28,4.9
2014,процент,Мангистауская,,,29-34,9.4
2014,процент,Мангистауская,,,35-44,2.5
2014,процент,Мангистауская,,,45-54,2.3
2014,процент,Мангистауская,,,55-64,5.1
2014,процент,Южно-Казахстанская,,,16-24,1.5
2014,процент,Южно-Казахстанская,,,25-28,4.1
2014,процент,Южно-Казахстанская,,,29-34,9.8
2014,процент,Южно-Казахстанская,,,35-44,4.9
2014,процент,Южно-Казахстанская,,,45-54,5.9
2014,процент,Южно-Казахстанская,,,55-64,4.7
2014,процент,Павлодарская,,,16-24,2.3
2014,процент,Павлодарская,,,25-28,3.0
2014,процент,Павлодарская,,,29-34,6.7
2014,процент,Павлодарская,,,35-44,4.4
2014,процент,Павлодарская,,,45-54,5.5
2014,процент,Павлодарская,,,55-64,5.2
2014,процент,Северо-Казахстанская,,,16-24,5.0
2014,процент,Северо-Казахстанская,,,25-28,2.7
2014,процент,Северо-Казахстанская,,,29-34,8.8
2014,процент,Северо-Казахстанская,,,35-44,5.7
2014,процент,Северо-Казахстанская,,,45-54,4.0
2014,процент,Северо-Казахстанская,,,55-64,3.3
2014,процент,Восточно-Казахстанская,,,16-24,3.9
2014,процент,Восточно-Казахстанская,,,25-28,4.8
2014,процент,Восточно-Казахстанская,,,29-34,7.9
2014,процент,Восточно-Казахстанская,,,35-44,4.2
2014,процент,Восточно-Казахстанская,,,45-54,3.4
2014,процент,Восточно-Казахстанская,,,55-64,4.2
2014,процент,г_Нур-Султан,,,16-24,8.0
2014,процент,г_Нур-Султан,,,25-28,5.3
2014,процент,г_Нур-Султан,,,29-34,4.4
2014,процент,г_Нур-Султан,,,35-44,5.0
2014,процент,г_Нур-Султан,,,45-54,4.3
2014,процент,г_Нур-Султан,,,55-64,3.6
2014,процент,г_Алматы,,,16-24,5.6
2014,процент,г_Алматы,,,25-28,12.7
2014,процент,г_Алматы,,,29-34,4.5
2014,процент,г_Алматы,,,35-44,3.4
2014,процент,г_Алматы,,,45-54,4.0
2014,процент,г_Алматы,,,55-64,9.1
2015,процент,,,,,5.1
2015,процент,Акмолинская,,,,5.1
2015,процент,Актюбинская,,,,5.1
2015,процент,Алматинская,,,,5.0
2015,процент,Атырауская,,,,5.0
2015,процент,Западно-Казахстанская,,,,5.1
2015,процент,Жымбылская,,,,5.1
2015,процент,Карагандинская,,,,5.3
2015,процент,Костанайская,,,,5.1
2015,процент,Кызылординская,,,,5.1
2015,процент,Мангистауская,,,,5.1
2015,процент,Южно-Казахстанская,,,,5.3
2015,процент,Павлодарская,,,,4.9
2015,процент,Северо-Казахстанская,,,,5.1
2015,процент,Восточно-Казахстанская,,,,5.0
2015,процент,г_Нур-Султан,,,,4.7
2015,процент,г_Алматы,,,,5.3
2015,процент,,,мужчины,,4.4
2015,процент,Акмолинская,,мужчины,,5.0
2015,процент,Актюбинская,,мужчины,,4.3
2015,процент,Алматинская,,мужчины,,4.0
2015,процент,Атырауская,,мужчины,,5.4
2015,процент,Западно-Казахстанская,,мужчины,,4.3
2015,процент,Жымбылская,,мужчины,,4.1
2015,процент,Карагандинская,,мужчины,,3.8
2015,процент,Костанайская,,мужчины,,4.5
2015,процент,Кызылординская,,мужчины,,4.7
2015,процент,Мангистауская,,мужчины,,2.6
2015,процент,Южно-Казахстанская,,мужчины,,4.7
2015,процент,Павлодарская,,мужчины,,4.7
2015,процент,Северо-Казахстанская,,мужчины,,4.4
2015,процент,Восточно-Казахстанская,,мужчины,,4.3
2015,процент,г_Нур-Султан,,мужчины,,4.1
2015,процент,г_Алматы,,мужчины,,4.8
2015,процент,,,женщины,,5.9
2015,процент,Акмолинская,,женщины,,5.1
2015,процент,Актюбинская,,женщины,,6.0
2015,процент,Алматинская,,женщины,,6.1
2015,процент,Атырауская,,женщины,,4.7
2015,процент,Западно-Казахстанская,,женщины,,6.0
2015,процент,Жымбылская,,женщины,,6.1
2015,процент,Карагандинская,,женщины,,6.9
2015,процент,Костанайская,,женщины,,5.7
2015,процент,Кызылординская,,женщины,,5.6
2015,процент,Мангистауская,,женщины,,7.9
2015,процент,Южно-Казахстанская,,женщины,,6.1
2015,процент,Павлодарская,,женщины,,5.1
2015,процент,Северо-Казахстанская,,женщины,,5.8
2015,процент,Восточно-Казахстанская,,женщины,,5.8
2015,процент,г_Нур-Султан,,женщины,,5.3
2015,процент,г_Алматы,,женщины,,5.6
2015,процент,,Город,,,5.0
2015,процент,Акмолинская,Город,,,4.5
2015,процент,Актюбинская,Город,,,4.9
2015,процент,Алматинская,Город,,,5.0
2015,процент,Атырауская,Город,,,4.1
2015,процент,Западно-Казахстанская,Город,,,4.8
2015,процент,Жымбылская,Город,,,5.7
2015,процент,Карагандинская,Город,,,5.1
2015,процент,Костанайская,Город,,,5.6
2015,процент,Кызылординская,Город,,,4.8
2015,процент,Мангистауская,Город,,,4.5
2015,процент,Южно-Казахстанская,Город,,,5.2
2015,процент,Павлодарская,Город,,,5.0
2015,процент,Северо-Казахстанская,Город,,,4.5
2015,процент,Восточно-Казахстанская,Город,,,5.1
2015,процент,г_Нур-Султан,Город,,,4.7
2015,процент,г_Алматы,Город,,,5.3
2015,процент,,сельское население,,,4.9
2015,процент,Акмолинская,сельское население,,,5.2
2015,процент,Актюбинская,сельское население,,,4.9
2015,процент,Алматинская,сельское население,,,4.7
2015,процент,Атырауская,сельское население,,,6.0
2015,процент,Западно-Казахстанская,сельское население,,,5.0
2015,процент,Жымбылская,сельское население,,,4.5
2015,процент,Карагандинская,сельское население,,,4.2
2015,процент,Костанайская,сельское население,,,4.2
2015,процент,Кызылординская,сельское население,,,5.1
2015,процент,Мангистауская,сельское население,,,5.8
2015,процент,Южно-Казахстанская,сельское население,,,5.3
2015,процент,Павлодарская,сельское население,,,4.2
2015,процент,Северо-Казахстанская,сельское население,,,5.2
2015,процент,Восточно-Казахстанская,сельское население,,,4.6
2015,процент,,,,16-24,4.2
2015,процент,,,,25-28,4.6
2015,процент,,,,29-34,7.6
2015,процент,,,,35-44,4.5
2015,процент,,,,45-54,4.6
2015,процент,,,,55-64,5.4
2015,процент,Акмолинская,,,16-24,3.6
2015,процент,Акмолинская,,,25-28,2.7
2015,процент,Акмолинская,,,29-34,6.0
2015,процент,Акмолинская,,,35-44,5.3
2015,процент,Акмолинская,,,45-54,5.8
2015,процент,Акмолинская,,,55-64,5.8
2015,процент,Актюбинская,,,16-24,3.5
2015,процент,Актюбинская,,,25-28,3.0
2015,процент,Актюбинская,,,29-34,7.8
2015,процент,Актюбинская,,,35-44,5.1
2015,процент,Актюбинская,,,45-54,4.2
2015,процент,Актюбинская,,,55-64,5.9
2015,процент,Алматинская,,,16-24,2.7
2015,процент,Алматинская,,,25-28,2.4
2015,процент,Алматинская,,,29-34,7.7
2015,процент,Алматинская,,,35-44,5.2
2015,процент,Алматинская,,,45-54,5.0
2015,процент,Алматинская,,,55-64,9.3
2015,процент,Атырауская,,,16-24,1.4
2015,процент,Атырауская,,,25-28,3.9
2015,процент,Атырауская,,,29-34,5.8
2015,процент,Атырауская,,,35-44,4.4
2015,процент,Атырауская,,,45-54,5.1
2015,процент,Атырауская,,,55-64,11.9
2015,процент,Западно-Казахстанская,,,16-24,4.3
2015,процент,Западно-Казахстанская,,,25-28,4.1
2015,процент,Западно-Казахстанская,,,29-34,5.6
2015,процент,Западно-Казахстанская,,,35-44,5.5
2015,процент,Западно-Казахстанская,,,45-54,5.1
2015,процент,Западно-Казахстанская,,,55-64,5.7
2015,процент,Жымбылская,,,16-24,5.5
2015,процент,Жымбылская,,,25-28,4.5
2015,процент,Жымбылская,,,29-34,6.7
2015,процент,Жымбылская,,,35-44,4.4
2015,процент,Жымбылская,,,45-54,5.4
2015,процент,Жымбылская,,,55-64,3.5
2015,процент,Карагандинская,,,16-24,6.4
2015,процент,Карагандинская,,,25-28,4.4
2015,процент,Карагандинская,,,29-34,7.0
2015,процент,Карагандинская,,,35-44,4.4
2015,процент,Карагандинская,,,45-54,5.7
2015,процент,Карагандинская,,,55-64,3.9
2015,процент,Костанайская,,,16-24,3.3
2015,процент,Костанайская,,,25-28,3.4
2015,процент,Костанайская,,,29-34,9.3
2015,процент,Костанайская,,,35-44,5.3
2015,процент,Костанайская,,,45-54,4.2
2015,процент,Костанайская,,,55-64,3.8
2015,процент,Кызылординская,,,16-24,5.6
2015,процент,Кызылординская,,,25-28,3.2
2015,процент,Кызылординская,,,29-34,8.5
2015,процент,Кызылординская,,,35-44,4.9
2015,процент,Кызылординская,,,45-54,3.4
2015,процент,Кызылординская,,,55-64,3.4
2015,процент,Мангистауская,,,16-24,5.4
2015,процент,Мангистауская,,,25-28,3.1
2015,процент,Мангистауская,,,29-34,6.7
2015,процент,Мангистауская,,,35-44,5.2
2015,процент,Мангистауская,,,45-54,4.4
2015,процент,Мангистауская,,,55-64,5.4
2015,процент,Южно-Казахстанская,,,16-24,3.1
2015,процент,Южно-Казахстанская,,,25-28,5.2
2015,процент,Южно-Казахстанская,,,29-34,8.6
2015,процент,Южно-Казахстанская,,,35-44,4.8
2015,процент,Южно-Казахстанская,,,45-54,4.6
2015,процент,Южно-Казахстанская,,,55-64,4.7
2015,процент,Павлодарская,,,16-24,2.9
2015,процент,Павлодарская,,,25-28,3.7
2015,процент,Павлодарская,,,29-34,5.8
2015,процент,Павлодарская,,,35-44,5.3
2015,процент,Павлодарская,,,45-54,4.9
2015,процент,Павлодарская,,,55-64,6.0
2015,процент,Северо-Казахстанская,,,16-24,4.2
2015,процент,Северо-Казахстанская,,,25-28,2.0
2015,процент,Северо-Казахстанская,,,29-34,10.2
2015,процент,Северо-Казахстанская,,,35-44,5.1
2015,процент,Северо-Казахстанская,,,45-54,4.8
2015,процент,Северо-Казахстанская,,,55-64,3.3
2015,процент,Восточно-Казахстанская,,,16-24,4.1
2015,процент,Восточно-Казахстанская,,,25-28,4.6
2015,процент,Восточно-Казахстанская,,,29-34,8.0
2015,процент,Восточно-Казахстанская,,,35-44,3.4
2015,процент,Восточно-Казахстанская,,,45-54,4.5
2015,процент,Восточно-Казахстанская,,,55-64,5.6
2015,процент,г_Нур-Султан,,,16-24,7.2
2015,процент,г_Нур-Султан,,,25-28,4.9
2015,процент,г_Нур-Султан,,,29-34,6.0
2015,процент,г_Нур-Султан,,,35-44,3.1
2015,процент,г_Нур-Султан,,,45-54,3.4
2015,процент,г_Нур-Султан,,,55-64,4.2
2015,процент,г_Алматы,,,16-24,5.3
2015,процент,г_Алматы,,,25-28,15.0
2015,процент,г_Алматы,,,29-34,9.0
2015,процент,г_Алматы,,,35-44,3.0
2015,процент,г_Алматы,,,45-54,3.0
2015,процент,г_Алматы,,,55-64,3.1
2016,процент,,,,,5.0
2016,процент,Акмолинская,,,,4.9
2016,процент,Актюбинская,,,,4.8
2016,процент,Алматинская,,,,4.8
2016,процент,Атырауская,,,,4.9
2016,процент,Западно-Казахстанская,,,,4.9
2016,процент,Жымбылская,,,,4.9
2016,процент,Карагандинская,,,,5.0
2016,процент,Костанайская,,,,4.9
2016,процент,Кызылординская,,,,4.9
2016,процент,Мангистауская,,,,5.0
2016,процент,Южно-Казахстанская,,,,5.2
2016,процент,Павлодарская,,,,4.8
2016,процент,Северо-Казахстанская,,,,5.0
2016,процент,Восточно-Казахстанская,,,,4.9
2016,процент,г_Нур-Султан,,,,4.6
2016,процент,г_Алматы,,,,5.3
2016,процент,,,мужчины,,4.4
2016,процент,Акмолинская,,мужчины,,5.2
2016,процент,Актюбинская,,мужчины,,4.8
2016,процент,Алматинская,,мужчины,,3.8
2016,процент,Атырауская,,мужчины,,4.8
2016,процент,Западно-Казахстанская,,мужчины,,4.6
2016,процент,Жымбылская,,мужчины,,4.0
2016,процент,Карагандинская,,мужчины,,4.2
2016,процент,Костанайская,,мужчины,,4.8
2016,процент,Кызылординская,,мужчины,,4.4
2016,процент,Мангистауская,,мужчины,,2.7
2016,процент,Южно-Казахстанская,,мужчины,,4.4
2016,процент,Павлодарская,,мужчины,,4.6
2016,процент,Северо-Казахстанская,,мужчины,,5.0
2016,процент,Восточно-Казахстанская,,мужчины,,4.2
2016,процент,г_Нур-Султан,,мужчины,,4.4
2016,процент,г_Алматы,,мужчины,,4.9
2016,процент,,,женщины,,5.5
2016,процент,Акмолинская,,женщины,,4.6
2016,процент,Актюбинская,,женщины,,4.9
2016,процент,Алматинская,,женщины,,5.8
2016,процент,Атырауская,,женщины,,5.1
2016,процент,Западно-Казахстанская,,женщины,,5.2
2016,процент,Жымбылская,,женщины,,5.8
2016,процент,Карагандинская,,женщины,,5.8
2016,процент,Костанайская,,женщины,,5.1
2016,процент,Кызылординская,,женщины,,5.5
2016,процент,Мангистауская,,женщины,,7.8
2016,процент,Южно-Казахстанская,,женщины,,6.1
2016,процент,Павлодарская,,женщины,,5.0
2016,процент,Северо-Казахстанская,,женщины,,4.9
2016,процент,Восточно-Казахстанская,,женщины,,5.6
2016,процент,г_Нур-Султан,,женщины,,4.9
2016,процент,г_Алматы,,женщины,,5.7
2016,процент,,Город,,,5.1
2016,процент,Акмолинская,Город,,,4.4
2016,процент,Актюбинская,Город,,,5.1
2016,процент,Алматинская,Город,,,4.8
2016,процент,Атырауская,Город,,,5.9
2016,процент,Западно-Казахстанская,Город,,,4.8
2016,процент,Жымбылская,Город,,,5.5
2016,процент,Карагандинская,Город,,,5.1
2016,процент,Костанайская,Город,,,5.6
2016,процент,Кызылординская,Город,,,4.6
2016,процент,Мангистауская,Город,,,4.9
2016,процент,Южно-Казахстанская,Город,,,5.3
2016,процент,Павлодарская,Город,,,5.0
2016,процент,Северо-Казахстанская,Город,,,4.7
2016,процент,Восточно-Казахстанская,Город,,,5.0
2016,процент,г_Нур-Султан,Город,,,4.6
2016,процент,г_Алматы,Город,,,5.3
2016,процент,,сельское население,,,4.8
2016,процент,Акмолинская,сельское население,,,5.4
2016,процент,Актюбинская,сельское население,,,4.3
2016,процент,Алматинская,сельское население,,,4.8
2016,процент,Атырауская,сельское население,,,4.0
2016,процент,Западно-Казахстанская,сельское население,,,4.9
2016,процент,Жымбылская,сельское население,,,4.4
2016,процент,Карагандинская,сельское население,,,4.3
2016,процент,Костанайская,сельское население,,,4.2
2016,процент,Кызылординская,сельское население,,,5.2
