Year,UNIT_MEASURE,Местность,Пол,Регионы,Value
2012,процент,Город,мужчины,Актюбинская,38.9
2013,процент,Город,мужчины,Актюбинская,41.6
2014,процент,Город,мужчины,Актюбинская,66.2
2015,процент,Город,мужчины,Актюбинская,51.1
2016,процент,Город,мужчины,Актюбинская,58.7
2017,процент,Город,мужчины,Актюбинская,55.1
2018,процент,Город,мужчины,Актюбинская,58.7
2010,процент,Город,мужчины,Алматинская,15.1
2011,процент,Город,мужчины,Алматинская,25.7
2012,процент,Город,мужчины,Алматинская,23.2
2013,процент,Город,мужчины,Алматинская,21.5
2014,процент,Город,мужчины,Алматинская,31.6
2015,процент,Город,мужчины,Алматинская,30.3
2016,процент,Город,мужчины,Алматинская,29.3
2017,процент,Город,мужчины,Алматинская,34.6
2018,процент,Город,мужчины,Алматинская,42.8
2010,процент,Город,мужчины,Атырауская,40.3
2011,процент,Город,мужчины,Атырауская,41.2
2012,процент,Город,мужчины,Атырауская,32.8
2013,процент,Город,мужчины,Атырауская,31.4
2014,процент,Город,мужчины,Атырауская,32.8
2015,процент,Город,мужчины,Атырауская,53.4
2016,процент,Город,мужчины,Атырауская,34.9
2017,процент,Город,мужчины,Атырауская,45.5
2018,процент,Город,мужчины,Атырауская,37.6
2010,процент,Город,мужчины,Западно-Казахстанская,37.5
2011,процент,Город,мужчины,Западно-Казахстанская,38.3
2012,процент,Город,мужчины,Западно-Казахстанская,56.9
2013,процент,Город,мужчины,Западно-Казахстанская,43.0
2014,процент,Город,мужчины,Западно-Казахстанская,40.5
2015,процент,Город,мужчины,Западно-Казахстанская,42.3
2016,процент,Город,мужчины,Западно-Казахстанская,47.5
2017,процент,Город,мужчины,Западно-Казахстанская,44.8
2018,процент,Город,мужчины,Западно-Казахстанская,50.2
2010,процент,Город,мужчины,Жымбылская,44.9
2011,процент,Город,мужчины,Жымбылская,44.2
2012,процент,Город,мужчины,Жымбылская,29.2
2013,процент,Город,мужчины,Жымбылская,51.7
2014,процент,Город,мужчины,Жымбылская,25.2
2015,процент,Город,мужчины,Жымбылская,33.7
2016,процент,Город,мужчины,Жымбылская,45.1
2017,процент,Город,мужчины,Жымбылская,33.7
2018,процент,Город,мужчины,Жымбылская,37.7
2010,процент,Город,мужчины,Карагандинская,32.5
2011,процент,Город,мужчины,Карагандинская,31.2
2012,процент,Город,мужчины,Карагандинская,30.2
2013,процент,Город,мужчины,Карагандинская,28.1
2014,процент,Город,мужчины,Карагандинская,36.4
2015,процент,Город,мужчины,Карагандинская,36.1
2016,процент,Город,мужчины,Карагандинская,41.2
2017,процент,Город,мужчины,Карагандинская,45.6
2018,процент,Город,мужчины,Карагандинская,48.3
2010,процент,Город,мужчины,Костанайская,32.4
2011,процент,Город,мужчины,Костанайская,40.7
2012,процент,Город,мужчины,Костанайская,42.5
2013,процент,Город,мужчины,Костанайская,38.2
2014,процент,Город,мужчины,Костанайская,41.9
2015,процент,Город,мужчины,Костанайская,51.0
2016,процент,Город,мужчины,Костанайская,51.6
2017,процент,Город,мужчины,Костанайская,52.1
2018,процент,Город,мужчины,Костанайская,59.1
2010,процент,Город,мужчины,Кызылординская,21.9
2011,процент,Город,мужчины,Кызылординская,22.0
2012,процент,Город,мужчины,Кызылординская,25.6
2013,процент,Город,мужчины,Кызылординская,30.7
2014,процент,Город,мужчины,Кызылординская,44.3
2015,процент,Город,мужчины,Кызылординская,34.4
2016,процент,Город,мужчины,Кызылординская,41.1
2017,процент,Город,мужчины,Кызылординская,47.6
2018,процент,Город,мужчины,Кызылординская,47.2
2010,процент,Город,мужчины,Мангистауская,50.1
2011,процент,Город,мужчины,Мангистауская,43.9
2012,процент,Город,мужчины,Мангистауская,45.8
2013,процент,Город,мужчины,Мангистауская,32.6
2014,процент,Город,мужчины,Мангистауская,41.8
2015,процент,Город,мужчины,Мангистауская,65.5
2016,процент,Город,мужчины,Мангистауская,63.3
2017,процент,Город,мужчины,Мангистауская,72.2
2018,процент,Город,мужчины,Мангистауская,64.0
2010,процент,Город,мужчины,Южно-Казахстанская,20.3
2011,процент,Город,мужчины,Южно-Казахстанская,19.6
2012,процент,Город,мужчины,Южно-Казахстанская,28.7
2013,процент,Город,мужчины,Южно-Казахстанская,24.8
2014,процент,Город,мужчины,Южно-Казахстанская,27.1
2015,процент,Город,мужчины,Южно-Казахстанская,34.8
2016,процент,Город,мужчины,Южно-Казахстанская,20.9
2017,процент,Город,мужчины,Южно-Казахстанская,31.1
2010,процент,Город,мужчины,Павлодарская,40.6
2011,процент,Город,мужчины,Павлодарская,45.6
2012,процент,Город,мужчины,Павлодарская,44.3
2013,процент,Город,мужчины,Павлодарская,50.0
2014,процент,Город,мужчины,Павлодарская,49.7
2015,процент,Город,мужчины,Павлодарская,60.3
2016,процент,Город,мужчины,Павлодарская,48.9
2017,процент,Город,мужчины,Павлодарская,56.4
2018,процент,Город,мужчины,Павлодарская,62.9
2010,процент,Город,мужчины,Северо-Казахстанская,28.0
2011,процент,Город,мужчины,Северо-Казахстанская,43.2
2012,процент,Город,мужчины,Северо-Казахстанская,50.8
2013,процент,Город,мужчины,Северо-Казахстанская,44.0
2014,процент,Город,мужчины,Северо-Казахстанская,45.4
2015,процент,Город,мужчины,Северо-Казахстанская,44.1
2016,процент,Город,мужчины,Северо-Казахстанская,32.6
2017,процент,Город,мужчины,Северо-Казахстанская,47.3
2018,процент,Город,мужчины,Северо-Казахстанская,54.3
2018,процент,Город,мужчины,Туркестанская,41.9
2010,процент,Город,мужчины,Восточно-Казахстанская,35.7
2011,процент,Город,мужчины,Восточно-Казахстанская,33.4
2012,процент,Город,мужчины,Восточно-Казахстанская,41.3
2013,процент,Город,мужчины,Восточно-Казахстанская,42.0
2014,процент,Город,мужчины,Восточно-Казахстанская,42.5
2015,процент,Город,мужчины,Восточно-Казахстанская,43.6
2016,процент,Город,мужчины,Восточно-Казахстанская,39.0
2017,процент,Город,мужчины,Восточно-Казахстанская,55.6
2018,процент,Город,мужчины,Восточно-Казахстанская,58.4
2010,процент,Город,мужчины,г_Нур-Султан,36.2
2011,процент,Город,мужчины,г_Нур-Султан,23.6
2012,процент,Город,мужчины,г_Нур-Султан,26.9
2013,процент,Город,мужчины,г_Нур-Султан,19.4
2014,процент,Город,мужчины,г_Нур-Султан,32.5
2015,процент,Город,мужчины,г_Нур-Султан,36.2
2016,процент,Город,мужчины,г_Нур-Султан,38.1
2017,процент,Город,мужчины,г_Нур-Султан,37.0
2018,процент,Город,мужчины,г_Нур-Султан,23.9
2010,процент,Город,мужчины,г_Алматы,21.1
2011,процент,Город,мужчины,г_Алматы,25.0
2012,процент,Город,мужчины,г_Алматы,17.5
2013,процент,Город,мужчины,г_Алматы,19.4
2014,процент,Город,мужчины,г_Алматы,16.2
2015,процент,Город,мужчины,г_Алматы,13.3
2016,процент,Город,мужчины,г_Алматы,28.5
2017,процент,Город,мужчины,г_Алматы,24.9
2018,процент,Город,мужчины,г_Алматы,25.6
2018,процент,Город,мужчины,г_Шымкент,20.7
2010,процент,Город,женщины,,25.7
2011,процент,Город,женщины,,26.1
2012,процент,Город,женщины,,28.7
2013,процент,Город,женщины,,27.2
2014,процент,Город,женщины,,30.5
2015,процент,Город,женщины,,29.1
2016,процент,Город,женщины,,32.8
2017,процент,Город,женщины,,33.8
2018,процент,Город,женщины,,35.6
2010,процент,Город,женщины,Акмолинская,31.6
2011,процент,Город,женщины,Акмолинская,35.2
2012,процент,Город,женщины,Акмолинская,43.0
2013,процент,Город,женщины,Акмолинская,38.9
2014,процент,Город,женщины,Акмолинская,39.1
2015,процент,Город,женщины,Акмолинская,37.5
2016,процент,Город,женщины,Акмолинская,46.5
2017,процент,Город,женщины,Акмолинская,45.4
2018,процент,Город,женщины,Акмолинская,39.7
2010,процент,Город,женщины,Актюбинская,37.7
2011,процент,Город,женщины,Актюбинская,27.1
2012,процент,Город,женщины,Актюбинская,38.6
2013,процент,Город,женщины,Актюбинская,24.4
2014,процент,Город,женщины,Актюбинская,44.5
2015,процент,Город,женщины,Актюбинская,43.1
2016,процент,Город,женщины,Актюбинская,43.4
2017,процент,Город,женщины,Актюбинская,39.0
2018,процент,Город,женщины,Актюбинская,48.5
2010,процент,Город,женщины,Алматинская,14.9
2011,процент,Город,женщины,Алматинская,20.7
2012,процент,Город,женщины,Алматинская,32.5
2013,процент,Город,женщины,Алматинская,24.6
2014,процент,Город,женщины,Алматинская,28.1
2015,процент,Город,женщины,Алматинская,25.8
2016,процент,Город,женщины,Алматинская,26.0
2017,процент,Город,женщины,Алматинская,35.7
2018,процент,Город,женщины,Алматинская,34.4
2010,процент,Город,женщины,Атырауская,35.1
2011,процент,Город,женщины,Атырауская,34.4
2012,процент,Город,женщины,Атырауская,21.7
2013,процент,Город,женщины,Атырауская,27.6
2014,процент,Город,женщины,Атырауская,28.0
2015,процент,Город,женщины,Атырауская,44.8
2016,процент,Город,женщины,Атырауская,34.9
2017,процент,Город,женщины,Атырауская,38.6
2018,процент,Город,женщины,Атырауская,33.9
2010,процент,Город,женщины,Западно-Казахстанская,28.5
2011,процент,Город,женщины,Западно-Казахстанская,31.8
2012,процент,Город,женщины,Западно-Казахстанская,30.5
2013,процент,Город,женщины,Западно-Казахстанская,42.5
2014,процент,Город,женщины,Западно-Казахстанская,30.5
2015,процент,Город,женщины,Западно-Казахстанская,37.7
2016,процент,Город,женщины,Западно-Казахстанская,34.9
2017,процент,Город,женщины,Западно-Казахстанская,33.0
2018,процент,Город,женщины,Западно-Казахстанская,37.2
2010,процент,Город,женщины,Жымбылская,22.8
2011,процент,Город,женщины,Жымбылская,26.3
2012,процент,Город,женщины,Жымбылская,21.2
2013,процент,Город,женщины,Жымбылская,32.9
2014,процент,Город,женщины,Жымбылская,22.3
2015,процент,Город,женщины,Жымбылская,23.4
2016,процент,Город,женщины,Жымбылская,35.7
2017,процент,Город,женщины,Жымбылская,27.3
2018,процент,Город,женщины,Жымбылская,28.4
2010,процент,Город,женщины,Карагандинская,28.8
2011,процент,Город,женщины,Карагандинская,28.8
2012,процент,Город,женщины,Карагандинская,30.7
2013,процент,Город,женщины,Карагандинская,25.2
2014,процент,Город,женщины,Карагандинская,34.6
2015,процент,Город,женщины,Карагандинская,26.7
2016,процент,Город,женщины,Карагандинская,34.8
2017,процент,Город,женщины,Карагандинская,37.9
2018,процент,Город,женщины,Карагандинская,39.0
2010,процент,Город,женщины,Костанайская,22.8
2011,процент,Город,женщины,Костанайская,30.2
2012,процент,Город,женщины,Костанайская,41.1
2013,процент,Город,женщины,Костанайская,42.6
2014,процент,Город,женщины,Костанайская,41.0
2015,процент,Город,женщины,Костанайская,46.5
2016,процент,Город,женщины,Костанайская,39.2
2017,процент,Город,женщины,Костанайская,42.0
2018,процент,Город,женщины,Костанайская,50.8
2010,процент,Город,женщины,Кызылординская,18.3
2011,процент,Город,женщины,Кызылординская,26.1
2012,процент,Город,женщины,Кызылординская,34.0
2013,процент,Город,женщины,Кызылординская,33.2
2014,процент,Город,женщины,Кызылординская,43.6
2015,процент,Город,женщины,Кызылординская,32.7
2016,процент,Город,женщины,Кызылординская,35.5
2017,процент,Город,женщины,Кызылординская,39.7
2018,процент,Город,женщины,Кызылординская,42.9
2010,процент,Город,женщины,Мангистауская,41.0
2011,процент,Город,женщины,Мангистауская,30.6
2012,процент,Город,женщины,Мангистауская,29.9
2013,процент,Город,женщины,Мангистауская,59.0
2014,процент,Город,женщины,Мангистауская,36.4
2015,процент,Город,женщины,Мангистауская,52.9
2016,процент,Город,женщины,Мангистауская,44.6
2017,процент,Город,женщины,Мангистауская,59.9
2018,процент,Город,женщины,Мангистауская,57.1
2010,процент,Город,женщины,Южно-Казахстанская,16.9
2011,процент,Город,женщины,Южно-Казахстанская,18.6
2012,процент,Город,женщины,Южно-Казахстанская,24.2
2013,процент,Город,женщины,Южно-Казахстанская,23.0
2014,процент,Город,женщины,Южно-Казахстанская,30.8
2015,процент,Город,женщины,Южно-Казахстанская,30.2
2016,процент,Город,женщины,Южно-Казахстанская,31.1
2017,процент,Город,женщины,Южно-Казахстанская,25.0
2010,процент,Город,женщины,Павлодарская,41.8
2011,процент,Город,женщины,Павлодарская,41.0
2012,процент,Город,женщины,Павлодарская,41.2
2013,процент,Город,женщины,Павлодарская,46.9
2014,процент,Город,женщины,Павлодарская,41.6
2015,процент,Город,женщины,Павлодарская,44.4
2016,процент,Город,женщины,Павлодарская,44.7
2017,процент,Город,женщины,Павлодарская,43.9
2018,процент,Город,женщины,Павлодарская,56.7
2010,процент,Город,женщины,Северо-Казахстанская,32.0
2011,процент,Город,женщины,Северо-Казахстанская,36.1
2012,процент,Город,женщины,Северо-Казахстанская,32.4
2013,процент,Город,женщины,Северо-Казахстанская,36.3
2014,процент,Город,женщины,Северо-Казахстанская,37.8
2015,процент,Город,женщины,Северо-Казахстанская,33.0
2016,процент,Город,женщины,Северо-Казахстанская,29.6
2017,процент,Город,женщины,Северо-Казахстанская,43.5
2018,процент,Город,женщины,Северо-Казахстанская,54.2
2018,процент,Город,женщины,Туркестанская,44.2
2010,процент,Город,женщины,Восточно-Казахстанская,30.3
2011,процент,Город,женщины,Восточно-Казахстанская,31.2
2012,процент,Город,женщины,Восточно-Казахстанская,32.0
2013,процент,Город,женщины,Восточно-Казахстанская,27.9
2014,процент,Город,женщины,Восточно-Казахстанская,30.9
2015,процент,Город,женщины,Восточно-Казахстанская,30.7
2016,процент,Город,женщины,Восточно-Казахстанская,37.5
2017,процент,Город,женщины,Восточно-Казахстанская,42.4
2018,процент,Город,женщины,Восточно-Казахстанская,47.7
2010,процент,Город,женщины,г_Нур-Султан,26.9
2011,процент,Город,женщины,г_Нур-Султан,23.1
2012,процент,Город,женщины,г_Нур-Султан,21.2
2013,процент,Город,женщины,г_Нур-Султан,16.7
2014,процент,Город,женщины,г_Нур-Султан,34.3
2015,процент,Город,женщины,г_Нур-Султан,31.9
2016,процент,Город,женщины,г_Нур-Султан,31.0
2017,процент,Город,женщины,г_Нур-Султан,28.0
2018,процент,Город,женщины,г_Нур-Султан,18.5
2010,процент,Город,женщины,г_Алматы,16.2
2011,процент,Город,женщины,г_Алматы,15.4
2012,процент,Город,женщины,г_Алматы,19.8
2013,процент,Город,женщины,г_Алматы,15.7
2014,процент,Город,женщины,г_Алматы,14.9
2015,процент,Город,женщины,г_Алматы,12.2
2016,процент,Город,женщины,г_Алматы,22.2
2017,процент,Город,женщины,г_Алматы,23.6
2018,процент,Город,женщины,г_Алматы,23.9
2018,процент,Город,женщины,г_Шымкент,32.2
2010,процент,сельское население,,,18.9
2011,процент,сельское население,,,20.8
2012,процент,сельское население,,,24.5
2013,процент,сельское население,,,25.3
2014,процент,сельское население,,,32.0
2015,процент,сельское население,,,32.3
2016,процент,сельское население,,,33.3
2017,процент,сельское население,,,35.4
2018,процент,сельское население,,,42.1
2010,процент,сельское население,,Акмолинская,24.2
2011,процент,сельское население,,Акмолинская,25.2
2012,процент,сельское население,,Акмолинская,24.3
2013,процент,сельское население,,Акмолинская,24.4
2014,процент,сельское население,,Акмолинская,32.1
2015,процент,сельское население,,Акмолинская,39.9
2016,процент,сельское население,,Акмолинская,38.8
2017,процент,сельское население,,Акмолинская,39.2
2018,процент,сельское население,,Акмолинская,43.7
2010,процент,сельское население,,Актюбинская,26.4
2011,процент,сельское население,,Актюбинская,32.3
2012,процент,сельское население,,Актюбинская,42.6
2013,процент,сельское население,,Актюбинская,44.3
2014,процент,сельское население,,Актюбинская,48.8
2015,процент,сельское население,,Актюбинская,45.2
2016,процент,сельское население,,Актюбинская,48.0
2017,процент,сельское население,,Актюбинская,50.8
2018,процент,сельское население,,Актюбинская,49.4
2010,процент,сельское население,,Алматинская,16.7
2011,процент,сельское население,,Алматинская,18.9
2012,процент,сельское население,,Алматинская,26.5
2013,процент,сельское население,,Алматинская,18.9
2014,процент,сельское население,,Алматинская,29.0
2015,процент,сельское население,,Алматинская,25.2
2016,процент,сельское население,,Алматинская,25.9
2017,процент,сельское население,,Алматинская,25.6
2018,процент,сельское население,,Алматинская,37.7
2010,процент,сельское население,,Атырауская,30.0
2011,процент,сельское население,,Атырауская,33.9
2012,процент,сельское население,,Атырауская,26.2
2013,процент,сельское население,,Атырауская,26.7
2014,процент,сельское население,,Атырауская,30.1
2015,процент,сельское население,,Атырауская,31.1
2016,процент,сельское население,,Атырауская,29.7
2017,процент,сельское население,,Атырауская,38.2
2018,процент,сельское население,,Атырауская,32.3
2010,процент,сельское население,,Западно-Казахстанская,19.8
2011,процент,сельское население,,Западно-Казахстанская,24.5
2012,процент,сельское население,,Западно-Казахстанская,39.5
2013,процент,сельское население,,Западно-Казахстанская,50.0
2014,процент,сельское население,,Западно-Казахстанская,34.2
2015,процент,сельское население,,Западно-Казахстанская,35.9
2016,процент,сельское население,,Западно-Казахстанская,38.4
2017,процент,сельское население,,Западно-Казахстанская,50.3
2018,процент,сельское население,,Западно-Казахстанская,55.1
2010,процент,сельское население,,Жымбылская,10.3
2011,процент,сельское население,,Жымбылская,15.2
2012,процент,сельское население,,Жымбылская,23.5
2013,процент,сельское население,,Жымбылская,35.4
2014,процент,сельское население,,Жымбылская,23.4
2015,процент,сельское население,,Жымбылская,23.6
2016,процент,сельское население,,Жымбылская,26.8
2017,процент,сельское население,,Жымбылская,21.7
2018,процент,сельское население,,Жымбылская,29.7
2010,процент,сельское население,,Карагандинская,20.8
2011,процент,сельское население,,Карагандинская,24.3
2012,процент,сельское население,,Карагандинская,26.5
2013,процент,сельское население,,Карагандинская,25.0
2014,процент,сельское население,,Карагандинская,41.5
2015,процент,сельское население,,Карагандинская,42.3
2016,процент,сельское население,,Карагандинская,41.5
2017,процент,сельское население,,Карагандинская,41.6
2018,процент,сельское население,,Карагандинская,48.2
2010,процент,сельское население,,Костанайская,26.9
2011,процент,сельское население,,Костанайская,31.8
2012,процент,сельское население,,Костанайская,34.0
2013,процент,сельское население,,Костанайская,35.8
2014,процент,сельское население,,Костанайская,35.9
2015,процент,сельское население,,Костанайская,42.4
2016,процент,сельское население,,Костанайская,41.2
2017,процент,сельское население,,Костанайская,42.1
2018,процент,сельское население,,Костанайская,45.9
2010,процент,сельское население,,Кызылординская,20.5
2011,процент,сельское население,,Кызылординская,23.0
2012,процент,сельское население,,Кызылординская,28.1
2013,процент,сельское население,,Кызылординская,23.5
2014,процент,сельское население,,Кызылординская,37.5
2015,процент,сельское население,,Кызылординская,42.9
2016,процент,сельское население,,Кызылординская,38.9
2017,процент,сельское население,,Кызылординская,42.8
2018,процент,сельское население,,Кызылординская,42.9
2010,процент,сельское население,,Мангистауская,37.6
2011,процент,сельское население,,Мангистауская,34.3
2012,процент,сельское население,,Мангистауская,32.0
2013,процент,сельское население,,Мангистауская,39.7
2014,процент,сельское население,,Мангистауская,51.6
2015,процент,сельское население,,Мангистауская,62.6
2016,процент,сельское население,,Мангистауская,64.3
2017,процент,сельское население,,Мангистауская,73.1
2018,процент,сельское население,,Мангистауская,71.0
2010,процент,сельское население,,Южно-Казахстанская,8.8
2011,процент,сельское население,,Южно-Казахстанская,9.4
2012,процент,сельское население,,Южно-Казахстанская,11.7
2013,процент,сельское население,,Южно-Казахстанская,9.9
2014,процент,сельское население,,Южно-Казахстанская,26.8
2015,процент,сельское население,,Южно-Казахстанская,23.5
2016,процент,сельское население,,Южно-Казахстанская,25.7
2017,процент,сельское население,,Южно-Казахстанская,29.6
2010,процент,сельское население,,Павлодарская,36.1
2011,процент,сельское население,,Павлодарская,24.8
2012,процент,сельское население,,Павлодарская,30.5
2013,процент,сельское население,,Павлодарская,40.9
2014,процент,сельское население,,Павлодарская,35.3
2015,процент,сельское население,,Павлодарская,40.0
2016,процент,сельское население,,Павлодарская,39.8
2017,процент,сельское население,,Павлодарская,49.0
2018,процент,сельское население,,Павлодарская,55.9
2010,процент,сельское население,,Северо-Казахстанская,26.1
2011,процент,сельское население,,Северо-Казахстанская,24.7
2012,процент,сельское население,,Северо-Казахстанская,23.3
2013,процент,сельское население,,Северо-Казахстанская,21.1
2014,процент,сельское население,,Северо-Казахстанская,39.7
2015,процент,сельское население,,Северо-Казахстанская,36.6
2016,процент,сельское население,,Северо-Казахстанская,39.7
2017,процент,сельское население,,Северо-Казахстанская,38.8
2018,процент,сельское население,,Северо-Казахстанская,46.2
2018,процент,сельское население,,Туркестанская,36.4
2010,процент,сельское население,,Восточно-Казахстанская,18.9
2011,процент,сельское население,,Восточно-Казахстанская,22.7
2012,процент,сельское население,,Восточно-Казахстанская,24.8
2013,процент,сельское население,,Восточно-Казахстанская,30.8
2014,процент,сельское население,,Восточно-Казахстанская,37.3
2015,процент,сельское население,,Восточно-Казахстанская,41.8
2016,процент,сельское население,,Восточно-Казахстанская,42.9
2017,процент,сельское население,,Восточно-Казахстанская,41.3
2018,процент,сельское население,,Восточно-Казахстанская,46.7
2010,процент,сельское население,мужчины,,17.6
2011,процент,сельское население,мужчины,,20.3
2012,процент,сельское население,мужчины,,23.5
2013,процент,сельское население,мужчины,,25.4
2014,процент,сельское население,мужчины,,32.3
2015,процент,сельское население,мужчины,,32.6
2016,процент,сельское население,мужчины,,33.2
2017,процент,сельское население,мужчины,,35.5
2018,процент,сельское население,мужчины,,43.1
2010,процент,сельское население,мужчины,Акмолинская,22.9
2011,процент,сельское население,мужчины,Акмолинская,23.8
2012,процент,сельское население,мужчины,Акмолинская,22.4
2013,процент,сельское население,мужчины,Акмолинская,25.1
2014,процент,сельское население,мужчины,Акмолинская,33.3
2015,процент,сельское население,мужчины,Акмолинская,40.7
2016,процент,сельское население,мужчины,Акмолинская,39.7
2017,процент,сельское население,мужчины,Акмолинская,40.2
2018,процент,сельское население,мужчины,Акмолинская,46.1
2010,процент,сельское население,мужчины,Актюбинская,24.4
2011,процент,сельское население,мужчины,Актюбинская,29.8
2012,процент,сельское население,мужчины,Актюбинская,39.1
2013,процент,сельское население,мужчины,Актюбинская,42.1
2014,процент,сельское население,мужчины,Актюбинская,53.3
2015,процент,сельское население,мужчины,Актюбинская,47.3
2016,процент,сельское население,мужчины,Актюбинская,50.4
2017,процент,сельское население,мужчины,Актюбинская,53.5
2018,процент,сельское население,мужчины,Актюбинская,54.8
2010,процент,сельское население,мужчины,Алматинская,17.4
2011,процент,сельское население,мужчины,Алматинская,20.0
2012,процент,сельское население,мужчины,Алматинская,25.6
2013,процент,сельское население,мужчины,Алматинская,19.7
2014,процент,сельское население,мужчины,Алматинская,28.4
2015,процент,сельское население,мужчины,Алматинская,24.8
2016,процент,сельское население,мужчины,Алматинская,24.5
2017,процент,сельское население,мужчины,Алматинская,24.5
2018,процент,сельское население,мужчины,Алматинская,37.2
2010,процент,сельское население,мужчины,Атырауская,25.9
2011,процент,сельское население,мужчины,Атырауская,34.3
2012,процент,сельское население,мужчины,Атырауская,27.0
2013,процент,сельское население,мужчины,Атырауская,28.0
2014,процент,сельское население,мужчины,Атырауская,31.6
2015,процент,сельское население,мужчины,Атырауская,32.7
2016,процент,сельское население,мужчины,Атырауская,33.6
2017,процент,сельское население,мужчины,Атырауская,42.1
2018,процент,сельское население,мужчины,Атырауская,32.8
2010,процент,сельское население,мужчины,Западно-Казахстанская,14.1
2011,процент,сельское население,мужчины,Западно-Казахстанская,20.0
2012,процент,сельское население,мужчины,Западно-Казахстанская,37.0
2013,процент,сельское население,мужчины,Западно-Казахстанская,52.7
2014,процент,сельское население,мужчины,Западно-Казахстанская,33.4
2015,процент,сельское население,мужчины,Западно-Казахстанская,36.7
2016,процент,сельское население,мужчины,Западно-Казахстанская,39.2
2017,процент,сельское население,мужчины,Западно-Казахстанская,48.7
2018,процент,сельское население,мужчины,Западно-Казахстанская,54.8
2010,процент,сельское население,мужчины,Жымбылская,8.4
2011,процент,сельское население,мужчины,Жымбылская,14.9
2012,процент,сельское население,мужчины,Жымбылская,20.8
2013,процент,сельское население,мужчины,Жымбылская,32.6
2014,процент,сельское население,мужчины,Жымбылская,21.7
2015,процент,сельское население,мужчины,Жымбылская,23.0
2016,процент,сельское население,мужчины,Жымбылская,24.9
2017,процент,сельское население,мужчины,Жымбылская,21.6
2018,процент,сельское население,мужчины,Жымбылская,31.5
2010,процент,сельское население,мужчины,Карагандинская,21.0
2011,процент,сельское население,мужчины,Карагандинская,24.3
2012,процент,сельское население,мужчины,Карагандинская,25.6
2013,процент,сельское население,мужчины,Карагандинская,27.6
2014,процент,сельское население,мужчины,Карагандинская,41.7
2015,процент,сельское население,мужчины,Карагандинская,41.4
2016,процент,сельское население,мужчины,Карагандинская,41.6
2017,процент,сельское население,мужчины,Карагандинская,41.0
2018,процент,сельское население,мужчины,Карагандинская,48.4
2010,процент,сельское население,мужчины,Костанайская,26.4
2011,процент,сельское население,мужчины,Костанайская,32.4
2012,процент,сельское население,мужчины,Костанайская,34.5
2013,процент,сельское население,мужчины,Костанайская,39.8
2014,процент,сельское население,мужчины,Костанайская,37.1
2015,процент,сельское население,мужчины,Костанайская,44.6
2016,процент,сельское население,мужчины,Костанайская,42.3
2017,процент,сельское население,мужчины,Костанайская,44.3
2018,процент,сельское население,мужчины,Костанайская,48.0
2010,процент,сельское население,мужчины,Кызылординская,15.6
2011,процент,сельское население,мужчины,Кызылординская,17.9
2012,процент,сельское население,мужчины,Кызылординская,27.7
2013,процент,сельское население,мужчины,Кызылординская,22.0
2014,процент,сельское население,мужчины,Кызылординская,37.6
2015,процент,сельское население,мужчины,Кызылординская,44.1
2016,процент,сельское население,мужчины,Кызылординская,39.0
2017,процент,сельское население,мужчины,Кызылординская,43.2
2018,процент,сельское население,мужчины,Кызылординская,42.1
2010,процент,сельское население,мужчины,Мангистауская,34.7
2011,процент,сельское население,мужчины,Мангистауская,37.0
2012,процент,сельское население,мужчины,Мангистауская,41.0
2013,процент,сельское население,мужчины,Мангистауская,36.3
2014,процент,сельское население,мужчины,Мангистауская,56.5
2015,процент,сельское население,мужчины,Мангистауская,66.1
2016,процент,сельское население,мужчины,Мангистауская,66.2
2017,процент,сельское население,мужчины,Мангистауская,75.6
2018,процент,сельское население,мужчины,Мангистауская,72.4
2010,процент,сельское население,мужчины,Южно-Казахстанская,9.6
2011,процент,сельское население,мужчины,Южно-Казахстанская,9.6
2012,процент,сельское население,мужчины,Южно-Казахстанская,9.2
2013,процент,сельское население,мужчины,Южно-Казахстанская,9.9
2014,процент,сельское население,мужчины,Южно-Казахстанская,27.1
2015,процент,сельское население,мужчины,Южно-Казахстанская,21.6
2016,процент,сельское население,мужчины,Южно-Казахстанская,24.2
2017,процент,сельское население,мужчины,Южно-Казахстанская,27.9
2010,процент,сельское население,мужчины,Павлодарская,33.1
2011,процент,сельское население,мужчины,Павлодарская,25.5
2012,процент,сельское население,мужчины,Павлодарская,31.9
2013,процент,сельское население,мужчины,Павлодарская,42.5
2014,процент,сельское население,мужчины,Павлодарская,33.0
2015,процент,сельское население,мужчины,Павлодарская,40.3
2016,процент,сельское население,мужчины,Павлодарская,38.9
2017,процент,сельское население,мужчины,Павлодарская,48.5
2018,процент,сельское население,мужчины,Павлодарская,58.8
2010,процент,сельское население,мужчины,Северо-Казахстанская,24.3
2011,процент,сельское население,мужчины,Северо-Казахстанская,24.9
2012,процент,сельское население,мужчины,Северо-Казахстанская,29.1
2013,процент,сельское население,мужчины,Северо-Казахстанская,21.0
2014,процент,сельское население,мужчины,Северо-Казахстанская,41.1
2015,процент,сельское население,мужчины,Северо-Казахстанская,37.5
2016,процент,сельское население,мужчины,Северо-Казахстанская,41.4
2017,процент,сельское население,мужчины,Северо-Казахстанская,37.8
2018,процент,сельское население,мужчины,Северо-Казахстанская,46.8
2018,процент,сельское население,мужчины,Туркестанская,39.0
2010,процент,сельское население,мужчины,Восточно-Казахстанская,15.6
2011,процент,сельское население,мужчины,Восточно-Казахстанская,20.5
