Year,UNIT_MEASURE,Пол,Местность,Регионы,Value
2012,на 1000 родившихся,женщины,Город,Жымбылская,14.71
2012,на 1000 родившихся,женщины,Город,Карагандинская,12.32
2012,на 1000 родившихся,женщины,Город,Костанайская,12.53
2012,на 1000 родившихся,женщины,Город,Кызылординская,17.74
2012,на 1000 родившихся,женщины,Город,Мангистауская,14.98
2012,на 1000 родившихся,женщины,Город,Южно-Казахстанская,16.89
2012,на 1000 родившихся,женщины,Город,Павлодарская,8.4
2012,на 1000 родившихся,женщины,Город,Северо-Казахстанская,13.43
2012,на 1000 родившихся,женщины,Город,Восточно-Казахстанская,16.71
2012,на 1000 родившихся,женщины,Город,г_Нур-Султан,12.13
2012,на 1000 родившихся,женщины,Город,г_Алматы,13.03
2012,на 1000 родившихся,женщины,сельское население,,14.89
2012,на 1000 родившихся,женщины,сельское население,Акмолинская,11.67
2012,на 1000 родившихся,женщины,сельское население,Актюбинская,14.01
2012,на 1000 родившихся,женщины,сельское население,Алматинская,11.4
2012,на 1000 родившихся,женщины,сельское население,Атырауская,18.6
2012,на 1000 родившихся,женщины,сельское население,Западно-Казахстанская,11.94
2012,на 1000 родившихся,женщины,сельское население,Жымбылская,14.18
2012,на 1000 родившихся,женщины,сельское население,Карагандинская,14.47
2012,на 1000 родившихся,женщины,сельское население,Костанайская,15.64
2012,на 1000 родившихся,женщины,сельское население,Кызылординская,23.6
2012,на 1000 родившихся,женщины,сельское население,Мангистауская,14.9
2012,на 1000 родившихся,женщины,сельское население,Южно-Казахстанская,16.53
2012,на 1000 родившихся,женщины,сельское население,Павлодарская,12.23
2012,на 1000 родившихся,женщины,сельское население,Северо-Казахстанская,10.01
2012,на 1000 родившихся,женщины,сельское население,Восточно-Казахстанская,16.29
2013,на 1000 родившихся,мальчики и девочки,,,14.19
2013,на 1000 родившихся,мальчики и девочки,,Акмолинская,14.78
2013,на 1000 родившихся,мальчики и девочки,,Актюбинская,13.54
2013,на 1000 родившихся,мальчики и девочки,,Алматинская,12.25
2013,на 1000 родившихся,мальчики и девочки,,Атырауская,11.89
2013,на 1000 родившихся,мальчики и девочки,,Западно-Казахстанская,9.75
2013,на 1000 родившихся,мальчики и девочки,,Жымбылская,16.58
2013,на 1000 родившихся,мальчики и девочки,,Карагандинская,11.59
2013,на 1000 родившихся,мальчики и девочки,,Костанайская,14.2
2013,на 1000 родившихся,мальчики и девочки,,Кызылординская,19.67
2013,на 1000 родившихся,мальчики и девочки,,Мангистауская,11.79
2013,на 1000 родившихся,мальчики и девочки,,Южно-Казахстанская,17.47
2013,на 1000 родившихся,мальчики и девочки,,Павлодарская,10.38
2013,на 1000 родившихся,мальчики и девочки,,Северо-Казахстанская,13.67
2013,на 1000 родившихся,мальчики и девочки,,Восточно-Казахстанская,15.73
2013,на 1000 родившихся,мальчики и девочки,,г_Нур-Султан,11.6
2013,на 1000 родившихся,мальчики и девочки,,г_Алматы,11.86
2013,на 1000 родившихся,мальчики и девочки,Город,,13.65
2013,на 1000 родившихся,мальчики и девочки,Город,Акмолинская,16.04
2013,на 1000 родившихся,мальчики и девочки,Город,Актюбинская,13.25
2013,на 1000 родившихся,мальчики и девочки,Город,Алматинская,12.78
2013,на 1000 родившихся,мальчики и девочки,Город,Атырауская,11.28
2013,на 1000 родившихся,мальчики и девочки,Город,Западно-Казахстанская,9.29
2013,на 1000 родившихся,мальчики и девочки,Город,Жымбылская,21.21
2013,на 1000 родившихся,мальчики и девочки,Город,Карагандинская,10.91
2013,на 1000 родившихся,мальчики и девочки,Город,Костанайская,13.22
2013,на 1000 родившихся,мальчики и девочки,Город,Кызылординская,17.39
2013,на 1000 родившихся,мальчики и девочки,Город,Мангистауская,10.74
2013,на 1000 родившихся,мальчики и девочки,Город,Южно-Казахстанская,17.76
2013,на 1000 родившихся,мальчики и девочки,Город,Павлодарская,9.84
2013,на 1000 родившихся,мальчики и девочки,Город,Северо-Казахстанская,13.25
2013,на 1000 родившихся,мальчики и девочки,Город,Восточно-Казахстанская,14.64
2013,на 1000 родившихся,мальчики и девочки,Город,г_Нур-Султан,11.6
2013,на 1000 родившихся,мальчики и девочки,Город,г_Алматы,11.86
2013,на 1000 родившихся,мальчики и девочки,сельское население,,14.83
2013,на 1000 родившихся,мальчики и девочки,сельское население,Акмолинская,13.39
2013,на 1000 родившихся,мальчики и девочки,сельское население,Актюбинская,14.09
2013,на 1000 родившихся,мальчики и девочки,сельское население,Алматинская,12.08
2013,на 1000 родившихся,мальчики и девочки,сельское население,Атырауская,12.53
2013,на 1000 родившихся,мальчики и девочки,сельское население,Западно-Казахстанская,10.31
2013,на 1000 родившихся,мальчики и девочки,сельское население,Жымбылская,13.67
2013,на 1000 родившихся,мальчики и девочки,сельское население,Карагандинская,14.2
2013,на 1000 родившихся,мальчики и девочки,сельское население,Костанайская,15.43
2013,на 1000 родившихся,мальчики и девочки,сельское население,Кызылординская,21.6
2013,на 1000 родившихся,мальчики и девочки,сельское население,Мангистауская,12.75
2013,на 1000 родившихся,мальчики и девочки,сельское население,Южно-Казахстанская,17.28
2013,на 1000 родившихся,мальчики и девочки,сельское население,Павлодарская,11.52
2013,на 1000 родившихся,мальчики и девочки,сельское население,Северо-Казахстанская,14.01
2013,на 1000 родившихся,мальчики и девочки,сельское население,Восточно-Казахстанская,17.48
2013,на 1000 родившихся,мужчины,,,15.88
2013,на 1000 родившихся,мужчины,,Акмолинская,17.36
2013,на 1000 родившихся,мужчины,,Актюбинская,15.36
2013,на 1000 родившихся,мужчины,,Алматинская,14.37
2013,на 1000 родившихся,мужчины,,Атырауская,12.63
2013,на 1000 родившихся,мужчины,,Западно-Казахстанская,11.66
2013,на 1000 родившихся,мужчины,,Жымбылская,17.25
2013,на 1000 родившихся,мужчины,,Карагандинская,12.64
2013,на 1000 родившихся,мужчины,,Костанайская,17.03
2013,на 1000 родившихся,мужчины,,Кызылординская,20.74
2013,на 1000 родившихся,мужчины,,Мангистауская,12.98
2013,на 1000 родившихся,мужчины,,Южно-Казахстанская,19.46
2013,на 1000 родившихся,мужчины,,Павлодарская,11.98
2013,на 1000 родившихся,мужчины,,Северо-Казахстанская,13.9
2013,на 1000 родившихся,мужчины,,Восточно-Казахстанская,18.27
2013,на 1000 родившихся,мужчины,,г_Нур-Султан,12.56
2013,на 1000 родившихся,мужчины,,г_Алматы,14.16
2013,на 1000 родившихся,мужчины,Город,,14.99
2013,на 1000 родившихся,мужчины,Город,Акмолинская,16.97
2013,на 1000 родившихся,мужчины,Город,Актюбинская,14.28
2013,на 1000 родившихся,мужчины,Город,Алматинская,15.42
2013,на 1000 родившихся,мужчины,Город,Атырауская,11.61
2013,на 1000 родившихся,мужчины,Город,Западно-Казахстанская,10.79
2013,на 1000 родившихся,мужчины,Город,Жымбылская,20.8
2013,на 1000 родившихся,мужчины,Город,Карагандинская,11.02
2013,на 1000 родившихся,мужчины,Город,Костанайская,17.43
2013,на 1000 родившихся,мужчины,Город,Кызылординская,16.17
2013,на 1000 родившихся,мужчины,Город,Мангистауская,11.46
2013,на 1000 родившихся,мужчины,Город,Южно-Казахстанская,19.83
2013,на 1000 родившихся,мужчины,Город,Павлодарская,10.34
2013,на 1000 родившихся,мужчины,Город,Северо-Казахстанская,15.49
2013,на 1000 родившихся,мужчины,Город,Восточно-Казахстанская,16.99
2013,на 1000 родившихся,мужчины,Город,г_Нур-Султан,12.56
2013,на 1000 родившихся,мужчины,Город,г_Алматы,14.16
2013,на 1000 родившихся,мужчины,сельское население,,16.93
2013,на 1000 родившихся,мужчины,сельское население,Акмолинская,17.78
2013,на 1000 родившихся,мужчины,сельское население,Актюбинская,17.37
2013,на 1000 родившихся,мужчины,сельское население,Алматинская,14.03
2013,на 1000 родившихся,мужчины,сельское население,Атырауская,13.69
2013,на 1000 родившихся,мужчины,сельское население,Западно-Казахстанская,12.74
2013,на 1000 родившихся,мужчины,сельское население,Жымбылская,15.04
2013,на 1000 родившихся,мужчины,сельское население,Карагандинская,18.95
2013,на 1000 родившихся,мужчины,сельское население,Костанайская,16.55
2013,на 1000 родившихся,мужчины,сельское население,Кызылординская,24.54
2013,на 1000 родившихся,мужчины,сельское население,Мангистауская,14.37
2013,на 1000 родившихся,мужчины,сельское население,Южно-Казахстанская,19.23
2013,на 1000 родившихся,мужчины,сельское население,Павлодарская,15.44
2013,на 1000 родившихся,мужчины,сельское население,Северо-Казахстанская,12.61
2013,на 1000 родившихся,мужчины,сельское население,Восточно-Казахстанская,20.38
2013,на 1000 родившихся,женщины,,,12.38
2013,на 1000 родившихся,женщины,,Акмолинская,12.04
2013,на 1000 родившихся,женщины,,Актюбинская,11.59
2013,на 1000 родившихся,женщины,,Алматинская,10.03
2013,на 1000 родившихся,женщины,,Атырауская,11.11
2013,на 1000 родившихся,женщины,,Западно-Казахстанская,7.62
2013,на 1000 родившихся,женщины,,Жымбылская,15.86
2013,на 1000 родившихся,женщины,,Карагандинская,10.48
2013,на 1000 родившихся,женщины,,Костанайская,11.21
2013,на 1000 родившихся,женщины,,Кызылординская,18.51
2013,на 1000 родившихся,женщины,,Мангистауская,10.52
2013,на 1000 родившихся,женщины,,Южно-Казахстанская,15.35
2013,на 1000 родившихся,женщины,,Павлодарская,8.62
2013,на 1000 родившихся,женщины,,Северо-Казахстанская,13.41
2013,на 1000 родившихся,женщины,,Восточно-Казахстанская,13.02
2013,на 1000 родившихся,женщины,,г_Нур-Султан,10.56
2013,на 1000 родившихся,женщины,,г_Алматы,9.43
2013,на 1000 родившихся,женщины,Город,,12.22
2013,на 1000 родившихся,женщины,Город,Акмолинская,15.05
2013,на 1000 родившихся,женщины,Город,Актюбинская,12.15
2013,на 1000 родившихся,женщины,Город,Алматинская,9.98
2013,на 1000 родившихся,женщины,Город,Атырауская,10.93
2013,на 1000 родившихся,женщины,Город,Западно-Казахстанская,7.59
2013,на 1000 родившихся,женщины,Город,Жымбылская,21.63
2013,на 1000 родившихся,женщины,Город,Карагандинская,10.81
2013,на 1000 родившихся,женщины,Город,Костанайская,8.92
2013,на 1000 родившихся,женщины,Город,Кызылординская,18.68
2013,на 1000 родившихся,женщины,Город,Мангистауская,9.96
2013,на 1000 родившихся,женщины,Город,Южно-Казахстанская,15.54
2013,на 1000 родившихся,женщины,Город,Павлодарская,9.31
2013,на 1000 родившихся,женщины,Город,Северо-Казахстанская,10.82
2013,на 1000 родившихся,женщины,Город,Восточно-Казахстанская,12.11
2013,на 1000 родившихся,женщины,Город,г_Нур-Султан,10.56
2013,на 1000 родившихся,женщины,Город,г_Алматы,9.43
2013,на 1000 родившихся,женщины,сельское население,,12.58
2013,на 1000 родившихся,женщины,сельское население,Акмолинская,8.74
2013,на 1000 родившихся,женщины,сельское население,Актюбинская,10.53
2013,на 1000 родившихся,женщины,сельское население,Алматинская,10.04
2013,на 1000 родившихся,женщины,сельское население,Атырауская,11.31
2013,на 1000 родившихся,женщины,сельское население,Западно-Казахстанская,7.66
2013,на 1000 родившихся,женщины,сельское население,Жымбылская,12.17
2013,на 1000 родившихся,женщины,сельское население,Карагандинская,9.25
2013,на 1000 родившихся,женщины,сельское население,Костанайская,14.2
2013,на 1000 родившихся,женщины,сельское население,Кызылординская,18.36
2013,на 1000 родившихся,женщины,сельское население,Мангистауская,11.02
2013,на 1000 родившихся,женщины,сельское население,Южно-Казахстанская,15.22
2013,на 1000 родившихся,женщины,сельское население,Павлодарская,7.13
2013,на 1000 родившихся,женщины,сельское население,Северо-Казахстанская,15.53
2013,на 1000 родившихся,женщины,сельское население,Восточно-Казахстанская,14.46
2014,на 1000 родившихся,мальчики и девочки,,,12.35
2014,на 1000 родившихся,мальчики и девочки,,Акмолинская,11.95
2014,на 1000 родившихся,мальчики и девочки,,Актюбинская,11.77
2014,на 1000 родившихся,мальчики и девочки,,Алматинская,11.27
2014,на 1000 родившихся,мальчики и девочки,,Атырауская,11.72
2014,на 1000 родившихся,мальчики и девочки,,Западно-Казахстанская,10.89
2014,на 1000 родившихся,мальчики и девочки,,Жымбылская,13.29
2014,на 1000 родившихся,мальчики и девочки,,Карагандинская,10.92
2014,на 1000 родившихся,мальчики и девочки,,Костанайская,14.1
2014,на 1000 родившихся,мальчики и девочки,,Кызылординская,16.95
2014,на 1000 родившихся,мальчики и девочки,,Мангистауская,11.36
2014,на 1000 родившихся,мальчики и девочки,,Южно-Казахстанская,15.0
2014,на 1000 родившихся,мальчики и девочки,,Павлодарская,9.89
2014,на 1000 родившихся,мальчики и девочки,,Северо-Казахстанская,10.83
2014,на 1000 родившихся,мальчики и девочки,,Восточно-Казахстанская,13.23
2014,на 1000 родившихся,мальчики и девочки,,г_Нур-Султан,8.3
2014,на 1000 родившихся,мальчики и девочки,,г_Алматы,9.4
2014,на 1000 родившихся,мальчики и девочки,Город,,11.94
2014,на 1000 родившихся,мальчики и девочки,Город,Акмолинская,11.39
2014,на 1000 родившихся,мальчики и девочки,Город,Актюбинская,12.22
2014,на 1000 родившихся,мальчики и девочки,Город,Алматинская,10.3
2014,на 1000 родившихся,мальчики и девочки,Город,Атырауская,10.8
2014,на 1000 родившихся,мальчики и девочки,Город,Западно-Казахстанская,10.76
2014,на 1000 родившихся,мальчики и девочки,Город,Жымбылская,17.59
2014,на 1000 родившихся,мальчики и девочки,Город,Карагандинская,10.06
2014,на 1000 родившихся,мальчики и девочки,Город,Костанайская,13.53
2014,на 1000 родившихся,мальчики и девочки,Город,Кызылординская,16.89
2014,на 1000 родившихся,мальчики и девочки,Город,Мангистауская,11.73
2014,на 1000 родившихся,мальчики и девочки,Город,Южно-Казахстанская,15.67
2014,на 1000 родившихся,мальчики и девочки,Город,Павлодарская,8.8
2014,на 1000 родившихся,мальчики и девочки,Город,Северо-Казахстанская,9.03
2014,на 1000 родившихся,мальчики и девочки,Город,Восточно-Казахстанская,13.12
2014,на 1000 родившихся,мальчики и девочки,Город,г_Нур-Султан,8.3
2014,на 1000 родившихся,мальчики и девочки,Город,г_Алматы,9.4
2014,на 1000 родившихся,мальчики и девочки,сельское население,,12.86
2014,на 1000 родившихся,мальчики и девочки,сельское население,Акмолинская,12.58
2014,на 1000 родившихся,мальчики и девочки,сельское население,Актюбинская,10.91
2014,на 1000 родившихся,мальчики и девочки,сельское население,Алматинская,11.6
2014,на 1000 родившихся,мальчики и девочки,сельское население,Атырауская,12.62
2014,на 1000 родившихся,мальчики и девочки,сельское население,Западно-Казахстанская,11.04
2014,на 1000 родившихся,мальчики и девочки,сельское население,Жымбылская,10.58
2014,на 1000 родившихся,мальчики и девочки,сельское население,Карагандинская,14.24
2014,на 1000 родившихся,мальчики и девочки,сельское население,Костанайская,14.82
2014,на 1000 родившихся,мальчики и девочки,сельское население,Кызылординская,16.99
2014,на 1000 родившихся,мальчики и девочки,сельское население,Мангистауская,11.02
2014,на 1000 родившихся,мальчики и девочки,сельское население,Южно-Казахстанская,14.44
2014,на 1000 родившихся,мальчики и девочки,сельское население,Павлодарская,12.31
2014,на 1000 родившихся,мальчики и девочки,сельское население,Северо-Казахстанская,12.45
2014,на 1000 родившихся,мальчики и девочки,сельское население,Восточно-Казахстанская,13.42
2014,на 1000 родившихся,мужчины,,,13.56
2014,на 1000 родившихся,мужчины,,Акмолинская,13.58
2014,на 1000 родившихся,мужчины,,Актюбинская,12.08
2014,на 1000 родившихся,мужчины,,Алматинская,12.26
2014,на 1000 родившихся,мужчины,,Атырауская,12.49
2014,на 1000 родившихся,мужчины,,Западно-Казахстанская,12.04
2014,на 1000 родившихся,мужчины,,Жымбылская,14.04
2014,на 1000 родившихся,мужчины,,Карагандинская,12.8
2014,на 1000 родившихся,мужчины,,Костанайская,15.01
2014,на 1000 родившихся,мужчины,,Кызылординская,18.38
2014,на 1000 родившихся,мужчины,,Мангистауская,13.49
2014,на 1000 родившихся,мужчины,,Южно-Казахстанская,16.68
2014,на 1000 родившихся,мужчины,,Павлодарская,10.15
2014,на 1000 родившихся,мужчины,,Северо-Казахстанская,11.85
2014,на 1000 родившихся,мужчины,,Восточно-Казахстанская,13.9
2014,на 1000 родившихся,мужчины,,г_Нур-Султан,9.54
2014,на 1000 родившихся,мужчины,,г_Алматы,10.65
2014,на 1000 родившихся,мужчины,Город,,12.99
2014,на 1000 родившихся,мужчины,Город,Акмолинская,12.68
2014,на 1000 родившихся,мужчины,Город,Актюбинская,12.14
2014,на 1000 родившихся,мужчины,Город,Алматинская,9.7
2014,на 1000 родившихся,мужчины,Город,Атырауская,11.32
2014,на 1000 родившихся,мужчины,Город,Западно-Казахстанская,11.01
2014,на 1000 родившихся,мужчины,Город,Жымбылская,18.3
2014,на 1000 родившихся,мужчины,Город,Карагандинская,11.68
2014,на 1000 родившихся,мужчины,Город,Костанайская,13.45
2014,на 1000 родившихся,мужчины,Город,Кызылординская,18.45
2014,на 1000 родившихся,мужчины,Город,Мангистауская,14.02
2014,на 1000 родившихся,мужчины,Город,Южно-Казахстанская,17.77
2014,на 1000 родившихся,мужчины,Город,Павлодарская,8.03
2014,на 1000 родившихся,мужчины,Город,Северо-Казахстанская,8.82
2014,на 1000 родившихся,мужчины,Город,Восточно-Казахстанская,14.22
2014,на 1000 родившихся,мужчины,Город,г_Нур-Султан,9.54
2014,на 1000 родившихся,мужчины,Город,г_Алматы,10.65
2014,на 1000 родившихся,мужчины,сельское население,,14.28
2014,на 1000 родившихся,мужчины,сельское население,Акмолинская,14.6
2014,на 1000 родившихся,мужчины,сельское население,Актюбинская,11.97
2014,на 1000 родившихся,мужчины,сельское население,Алматинская,13.12
2014,на 1000 родившихся,мужчины,сельское население,Атырауская,13.66
2014,на 1000 родившихся,мужчины,сельское население,Западно-Казахстанская,13.19
2014,на 1000 родившихся,мужчины,сельское население,Жымбылская,11.34
2014,на 1000 родившихся,мужчины,сельское население,Карагандинская,17.16
2014,на 1000 родившихся,мужчины,сельское население,Костанайская,16.99
2014,на 1000 родившихся,мужчины,сельское население,Кызылординская,18.32
2014,на 1000 родившихся,мужчины,сельское население,Мангистауская,13.01
2014,на 1000 родившихся,мужчины,сельское население,Южно-Казахстанская,15.75
2014,на 1000 родившихся,мужчины,сельское население,Павлодарская,14.83
2014,на 1000 родившихся,мужчины,сельское население,Северо-Казахстанская,14.69
2014,на 1000 родившихся,мужчины,сельское население,Восточно-Казахстанская,13.41
2014,на 1000 родившихся,женщины,,,11.06
2014,на 1000 родившихся,женщины,,Акмолинская,10.24
2014,на 1000 родившихся,женщины,,Актюбинская,11.43
2014,на 1000 родившихся,женщины,,Алматинская,10.22
2014,на 1000 родившихся,женщины,,Атырауская,10.88
2014,на 1000 родившихся,женщины,,Западно-Казахстанская,9.66
2014,на 1000 родившихся,женщины,,Жымбылская,12.5
2014,на 1000 родившихся,женщины,,Карагандинская,8.92
2014,на 1000 родившихся,женщины,,Костанайская,13.15
2014,на 1000 родившихся,женщины,,Кызылординская,15.43
2014,на 1000 родившихся,женщины,,Мангистауская,9.09
2014,на 1000 родившихся,женщины,,Южно-Казахстанская,13.23
2014,на 1000 родившихся,женщины,,Павлодарская,9.62
2014,на 1000 родившихся,женщины,,Северо-Казахстанская,9.76
2014,на 1000 родившихся,женщины,,Восточно-Казахстанская,12.52
2014,на 1000 родившихся,женщины,,г_Нур-Султан,7.0
2014,на 1000 родившихся,женщины,,г_Алматы,8.06
2014,на 1000 родившихся,женщины,Город,,10.81
2014,на 1000 родившихся,женщины,Город,Акмолинская,10.03
2014,на 1000 родившихся,женщины,Город,Актюбинская,12.32
2014,на 1000 родившихся,женщины,Город,Алматинская,10.93
2014,на 1000 родившихся,женщины,Город,Атырауская,10.24
2014,на 1000 родившихся,женщины,Город,Западно-Казахстанская,10.48
2014,на 1000 родившихся,женщины,Город,Жымбылская,16.85
2014,на 1000 родившихся,женщины,Город,Карагандинская,8.34
2014,на 1000 родившихся,женщины,Город,Костанайская,13.62
2014,на 1000 родившихся,женщины,Город,Кызылординская,15.21
2014,на 1000 родившихся,женщины,Город,Мангистауская,9.34
2014,на 1000 родившихся,женщины,Город,Южно-Казахстанская,13.42
2014,на 1000 родившихся,женщины,Город,Павлодарская,9.61
2014,на 1000 родившихся,женщины,Город,Северо-Казахстанская,9.25
2014,на 1000 родившихся,женщины,Город,Восточно-Казахстанская,11.98
2014,на 1000 родившихся,женщины,Город,г_Нур-Султан,7.0
2014,на 1000 родившихся,женщины,Город,г_Алматы,8.06
2014,на 1000 родившихся,женщины,сельское население,,11.36
2014,на 1000 родившихся,женщины,сельское население,Акмолинская,10.47
2014,на 1000 родившихся,женщины,сельское население,Актюбинская,9.78
2014,на 1000 родившихся,женщины,сельское население,Алматинская,9.98
2014,на 1000 родившихся,женщины,сельское население,Атырауская,11.51
2014,на 1000 родившихся,женщины,сельское население,Западно-Казахстанская,8.74
2014,на 1000 родившихся,женщины,сельское население,Жымбылская,9.78
2014,на 1000 родившихся,женщины,сельское население,Карагандинская,11.18
2014,на 1000 родившихся,женщины,сельское население,Костанайская,12.57
2014,на 1000 родившихся,женщины,сельское население,Кызылординская,15.62
2014,на 1000 родившихся,женщины,сельское население,Мангистауская,8.86
2014,на 1000 родившихся,женщины,сельское население,Южно-Казахстанская,13.07
2014,на 1000 родившихся,женщины,сельское население,Павлодарская,9.64
2014,на 1000 родившихся,женщины,сельское население,Северо-Казахстанская,10.19
2014,на 1000 родившихся,женщины,сельское население,Восточно-Казахстанская,13.43
2015,на 1000 родившихся,мальчики и девочки,,,12.04
2015,на 1000 родившихся,мальчики и девочки,,Акмолинская,10.02
2015,на 1000 родившихся,мальчики и девочки,,Актюбинская,12.26
2015,на 1000 родившихся,мальчики и девочки,,Алматинская,10.77
2015,на 1000 родившихся,мальчики и девочки,,Атырауская,9.56
2015,на 1000 родившихся,мальчики и девочки,,Западно-Казахстанская,10.64
2015,на 1000 родившихся,мальчики и девочки,,Жымбылская,13.87
2015,на 1000 родившихся,мальчики и девочки,,Карагандинская,11.14
2015,на 1000 родившихся,мальчики и девочки,,Костанайская,12.84
2015,на 1000 родившихся,мальчики и девочки,,Кызылординская,15.25
2015,на 1000 родившихся,мальчики и девочки,,Мангистауская,12.33
2015,на 1000 родившихся,мальчики и девочки,,Южно-Казахстанская,14.67
2015,на 1000 родившихся,мальчики и девочки,,Павлодарская,9.08
2015,на 1000 родившихся,мальчики и девочки,,Северо-Казахстанская,10.21
2015,на 1000 родившихся,мальчики и девочки,,Восточно-Казахстанская,12.19
2015,на 1000 родившихся,мальчики и девочки,,г_Нур-Султан,8.95
2015,на 1000 родившихся,мальчики и девочки,,г_Алматы,10.37
2015,на 1000 родившихся,мальчики и девочки,Город,,11.78
2015,на 1000 родившихся,мальчики и девочки,Город,Акмолинская,10.67
2015,на 1000 родившихся,мальчики и девочки,Город,Актюбинская,11.91
2015,на 1000 родившихся,мальчики и девочки,Город,Алматинская,11.2
2015,на 1000 родившихся,мальчики и девочки,Город,Атырауская,8.78
2015,на 1000 родившихся,мальчики и девочки,Город,Западно-Казахстанская,11.17
2015,на 1000 родившихся,мальчики и девочки,Город,Жымбылская,18.17
2015,на 1000 родившихся,мальчики и девочки,Город,Карагандинская,10.7
2015,на 1000 родившихся,мальчики и девочки,Город,Костанайская,13.98
2015,на 1000 родившихся,мальчики и девочки,Город,Кызылординская,16.79
2015,на 1000 родившихся,мальчики и девочки,Город,Мангистауская,10.3
2015,на 1000 родившихся,мальчики и девочки,Город,Южно-Казахстанская,14.24
2015,на 1000 родившихся,мальчики и девочки,Город,Павлодарская,8.83
2015,на 1000 родившихся,мальчики и девочки,Город,Северо-Казахстанская,9.8
2015,на 1000 родившихся,мальчики и девочки,Город,Восточно-Казахстанская,11.81
2015,на 1000 родившихся,мальчики и девочки,Город,г_Нур-Султан,8.95
2015,на 1000 родившихся,мальчики и девочки,Город,г_Алматы,10.37
2015,на 1000 родившихся,мальчики и девочки,сельское население,,12.37
2015,на 1000 родившихся,мальчики и девочки,сельское население,Акмолинская,9.28
2015,на 1000 родившихся,мальчики и девочки,сельское население,Актюбинская,12.95
2015,на 1000 родившихся,мальчики и девочки,сельское население,Алматинская,10.61
2015,на 1000 родившихся,мальчики и девочки,сельское население,Атырауская,10.34
2015,на 1000 родившихся,мальчики и девочки,сельское население,Западно-Казахстанская,10.02
2015,на 1000 родившихся,мальчики и девочки,сельское население,Жымбылская,11.01
2015,на 1000 родившихся,мальчики и девочки,сельское население,Карагандинская,12.87
2015,на 1000 родившихся,мальчики и девочки,сельское население,Костанайская,11.4
2015,на 1000 родившихся,мальчики и девочки,сельское население,Кызылординская,13.88
2015,на 1000 родившихся,мальчики и девочки,сельское население,Мангистауская,13.81
2015,на 1000 родившихся,мальчики и девочки,сельское население,Южно-Казахстанская,15.05
2015,на 1000 родившихся,мальчики и девочки,сельское население,Павлодарская,9.68
2015,на 1000 родившихся,мальчики и девочки,сельское население,Северо-Казахстанская,10.58
2015,на 1000 родившихся,мальчики и девочки,сельское население,Восточно-Казахстанская,12.84
2015,на 1000 родившихся,мужчины,,,13.35
2015,на 1000 родившихся,мужчины,,Акмолинская,10.41
2015,на 1000 родившихся,мужчины,,Актюбинская,13.76
2015,на 1000 родившихся,мужчины,,Алматинская,12.56
2015,на 1000 родившихся,мужчины,,Атырауская,9.22
2015,на 1000 родившихся,мужчины,,Западно-Казахстанская,10.76
2015,на 1000 родившихся,мужчины,,Жымбылская,15.28
2015,на 1000 родившихся,мужчины,,Карагандинская,12.87
2015,на 1000 родившихся,мужчины,,Костанайская,13.95
2015,на 1000 родившихся,мужчины,,Кызылординская,16.75
2015,на 1000 родившихся,мужчины,,Мангистауская,14.59
2015,на 1000 родившихся,мужчины,,Южно-Казахстанская,16.3
2015,на 1000 родившихся,мужчины,,Павлодарская,10.3
2015,на 1000 родившихся,мужчины,,Северо-Казахстанская,10.36
2015,на 1000 родившихся,мужчины,,Восточно-Казахстанская,13.32
2015,на 1000 родившихся,мужчины,,г_Нур-Султан,10.07
2015,на 1000 родившихся,мужчины,,г_Алматы,11.29
2015,на 1000 родившихся,мужчины,Город,,13.01
2015,на 1000 родившихся,мужчины,Город,Акмолинская,11.16
2015,на 1000 родившихся,мужчины,Город,Актюбинская,12.61
2015,на 1000 родившихся,мужчины,Город,Алматинская,12.62
2015,на 1000 родившихся,мужчины,Город,Атырауская,10.42
2015,на 1000 родившихся,мужчины,Город,Западно-Казахстанская,10.59
2015,на 1000 родившихся,мужчины,Город,Жымбылская,20.26
2015,на 1000 родившихся,мужчины,Город,Карагандинская,12.61
2015,на 1000 родившихся,мужчины,Город,Костанайская,15.76
2015,на 1000 родившихся,мужчины,Город,Кызылординская,19.36
2015,на 1000 родившихся,мужчины,Город,Мангистауская,10.87
2015,на 1000 родившихся,мужчины,Город,Южно-Казахстанская,15.75
2015,на 1000 родившихся,мужчины,Город,Павлодарская,9.39
2015,на 1000 родившихся,мужчины,Город,Северо-Казахстанская,10.41
2015,на 1000 родившихся,мужчины,Город,Восточно-Казахстанская,12.36
2015,на 1000 родившихся,мужчины,Город,г_Нур-Султан,10.07
2015,на 1000 родившихся,мужчины,Город,г_Алматы,11.29
2015,на 1000 родившихся,мужчины,сельское население,,13.81
2015,на 1000 родившихся,мужчины,сельское население,Акмолинская,9.56
2015,на 1000 родившихся,мужчины,сельское население,Актюбинская,16.05
2015,на 1000 родившихся,мужчины,сельское население,Алматинская,12.54
2015,на 1000 родившихся,мужчины,сельское население,Атырауская,8.09
2015,на 1000 родившихся,мужчины,сельское население,Западно-Казахстанская,10.96
2015,на 1000 родившихся,мужчины,сельское население,Жымбылская,11.9
2015,на 1000 родившихся,мужчины,сельское население,Карагандинская,13.85
2015,на 1000 родившихся,мужчины,сельское население,Костанайская,11.57
2015,на 1000 родившихся,мужчины,сельское население,Кызылординская,14.42
2015,на 1000 родившихся,мужчины,сельское население,Мангистауская,17.31
