Year,UNIT_MEASURE,Пол,Местность,SERIES,Регионы,Value
2014,процент,,,"3,2 долларов США по ППС в  день",Акмолинская,0.8
2014,процент,,,"3,2 долларов США по ППС в  день",Актюбинская,0.9
2014,процент,,,"3,2 долларов США по ППС в  день",Алматинская,0.3
2014,процент,,,"3,2 долларов США по ППС в  день",Западно-Казахстанская,1.3
2014,процент,,,"3,2 долларов США по ППС в  день",Жымбылская,0.7
2014,процент,,,"3,2 долларов США по ППС в  день",Карагандинская,0.6
2014,процент,,,"3,2 долларов США по ППС в  день",Костанайская,1.2
2014,процент,,,"3,2 долларов США по ППС в  день",Кызылординская,0.6
2014,процент,,,"3,2 долларов США по ППС в  день",Мангистауская,0.1
2014,процент,,,"3,2 долларов США по ППС в  день",Павлодарская,0.2
2014,процент,,,"3,2 долларов США по ППС в  день",Северо-Казахстанская,1.2
2014,процент,,,"3,2 долларов США по ППС в  день",Туркестанская,1.6
2014,процент,,,"3,2 долларов США по ППС в  день",Восточно-Казахстанская,0.6
2014,процент,,,"3,2 долларов США по ППС в  день",г_Алматы,0.1
2014,процент,,,"5,5 долларов США по ППС в  день",Акмолинская,15.8
2014,процент,,,"5,5 долларов США по ППС в  день",Актюбинская,13.0
2014,процент,,,"5,5 долларов США по ППС в  день",Алматинская,5.8
2014,процент,,,"5,5 долларов США по ППС в  день",Атырауская,10.7
2014,процент,,,"5,5 долларов США по ППС в  день",Западно-Казахстанская,21.1
2014,процент,,,"5,5 долларов США по ППС в  день",Жымбылская,24.7
2014,процент,,,"5,5 долларов США по ППС в  день",Карагандинская,9.1
2014,процент,,,"5,5 долларов США по ППС в  день",Костанайская,15.3
2014,процент,,,"5,5 долларов США по ППС в  день",Кызылординская,15.9
2014,процент,,,"5,5 долларов США по ППС в  день",Мангистауская,4.2
2014,процент,,,"5,5 долларов США по ППС в  день",Павлодарская,9.6
2014,процент,,,"5,5 долларов США по ППС в  день",Северо-Казахстанская,19.1
2014,процент,,,"5,5 долларов США по ППС в  день",Туркестанская,41.9
2014,процент,,,"5,5 долларов США по ППС в  день",Восточно-Казахстанская,13.9
2014,процент,,,"5,5 долларов США по ППС в  день",г_Нур-Султан,0.6
2014,процент,,,"5,5 долларов США по ППС в  день",г_Алматы,1.8
2014,процент,,,"5,5 долларов США по ППС в  день",г_Шымкент,13.4
2014,процент,,Город,"1,9 долларов США по ППС в  день",Туркестанская,0.3
2014,процент,,Город,"3,2 долларов США по ППС в  день",Акмолинская,0.3
2014,процент,,Город,"3,2 долларов США по ППС в  день",Актюбинская,0.5
2014,процент,,Город,"3,2 долларов США по ППС в  день",Алматинская,0.5
2014,процент,,Город,"3,2 долларов США по ППС в  день",Западно-Казахстанская,0.3
2014,процент,,Город,"3,2 долларов США по ППС в  день",Жымбылская,0.8
2014,процент,,Город,"3,2 долларов США по ППС в  день",Карагандинская,0.1
2014,процент,,Город,"3,2 долларов США по ППС в  день",Костанайская,0.4
2014,процент,,Город,"3,2 долларов США по ППС в  день",Кызылординская,1.0
2014,процент,,Город,"3,2 долларов США по ППС в  день",Павлодарская,0.2
2014,процент,,Город,"3,2 долларов США по ППС в  день",Северо-Казахстанская,0.5
2014,процент,,Город,"3,2 долларов США по ППС в  день",Туркестанская,1.1
2014,процент,,Город,"3,2 долларов США по ППС в  день",Восточно-Казахстанская,0.2
2014,процент,,Город,"3,2 долларов США по ППС в  день",г_Алматы,0.1
2014,процент,,Город,"5,5 долларов США по ППС в  день",Акмолинская,15.9
2014,процент,,Город,"5,5 долларов США по ППС в  день",Актюбинская,10.8
2014,процент,,Город,"5,5 долларов США по ППС в  день",Алматинская,6.9
2014,процент,,Город,"5,5 долларов США по ППС в  день",Атырауская,3.8
2014,процент,,Город,"5,5 долларов США по ППС в  день",Западно-Казахстанская,11.6
2014,процент,,Город,"5,5 долларов США по ППС в  день",Жымбылская,18.2
2014,процент,,Город,"5,5 долларов США по ППС в  день",Карагандинская,6.2
2014,процент,,Город,"5,5 долларов США по ППС в  день",Костанайская,10.6
2014,процент,,Город,"5,5 долларов США по ППС в  день",Кызылординская,15.3
2014,процент,,Город,"5,5 долларов США по ППС в  день",Мангистауская,1.0
2014,процент,,Город,"5,5 долларов США по ППС в  день",Павлодарская,7.9
2014,процент,,Город,"5,5 долларов США по ППС в  день",Северо-Казахстанская,14.1
2014,процент,,Город,"5,5 долларов США по ППС в  день",Туркестанская,32.6
2014,процент,,Город,"5,5 долларов США по ППС в  день",Восточно-Казахстанская,12.8
2014,процент,,Город,"5,5 долларов США по ППС в  день",г_Нур-Султан,0.6
2014,процент,,Город,"5,5 долларов США по ППС в  день",г_Алматы,1.8
2014,процент,,Город,"5,5 долларов США по ППС в  день",г_Шымкент,13.4
2014,процент,,сельское население,"1,9 долларов США по ППС в  день",Акмолинская,0.2
2014,процент,,сельское население,"1,9 долларов США по ППС в  день",Карагандинская,0.1
2014,процент,,сельское население,"3,2 долларов США по ППС в  день",Акмолинская,1.2
2014,процент,,сельское население,"3,2 долларов США по ППС в  день",Актюбинская,1.6
2014,процент,,сельское население,"3,2 долларов США по ППС в  день",Алматинская,0.3
2014,процент,,сельское население,"3,2 долларов США по ППС в  день",Западно-Казахстанская,2.4
2014,процент,,сельское население,"3,2 долларов США по ППС в  день",Жымбылская,0.6
2014,процент,,сельское население,"3,2 долларов США по ППС в  день",Карагандинская,2.7
2014,процент,,сельское население,"3,2 долларов США по ППС в  день",Костанайская,2.0
2014,процент,,сельское население,"3,2 долларов США по ППС в  день",Кызылординская,0.4
2014,процент,,сельское население,"3,2 долларов США по ППС в  день",Мангистауская,0.1
2014,процент,,сельское население,"3,2 долларов США по ППС в  день",Павлодарская,0.3
2014,процент,,сельское население,"3,2 долларов США по ППС в  день",Северо-Казахстанская,1.8
2014,процент,,сельское население,"3,2 долларов США по ППС в  день",Туркестанская,1.7
2014,процент,,сельское население,"3,2 долларов США по ППС в  день",Восточно-Казахстанская,1.3
2014,процент,,сельское население,"5,5 долларов США по ППС в  день",Акмолинская,15.8
2014,процент,,сельское население,"5,5 долларов США по ППС в  день",Актюбинская,16.5
2014,процент,,сельское население,"5,5 долларов США по ППС в  день",Алматинская,5.5
2014,процент,,сельское население,"5,5 долларов США по ППС в  день",Атырауская,17.0
2014,процент,,сельское население,"5,5 долларов США по ППС в  день",Западно-Казахстанская,30.5
2014,процент,,сельское население,"5,5 долларов США по ППС в  день",Жымбылская,29.1
2014,процент,,сельское население,"5,5 долларов США по ППС в  день",Карагандинская,20.3
2014,процент,,сельское население,"5,5 долларов США по ППС в  день",Костанайская,20.4
2014,процент,,сельское население,"5,5 долларов США по ППС в  день",Кызылординская,16.3
2014,процент,,сельское население,"5,5 долларов США по ППС в  день",Мангистауская,7.4
2014,процент,,сельское население,"5,5 долларов США по ППС в  день",Павлодарская,13.6
2014,процент,,сельское население,"5,5 долларов США по ППС в  день",Северо-Казахстанская,22.9
2014,процент,,сельское население,"5,5 долларов США по ППС в  день",Туркестанская,44.7
2014,процент,,сельское население,"5,5 долларов США по ППС в  день",Восточно-Казахстанская,15.6
2015,процент,,,"1,9 долларов США по ППС в  день",,0.0
2015,процент,,,"3,2 долларов США по ППС в  день",,0.7
2015,процент,,,"5,5 долларов США по ППС в  день",,16.1
2015,процент,мужчины,,"1,9 долларов США по ППС в  день",,0.0
2015,процент,мужчины,,"3,2 долларов США по ППС в  день",,0.7
2015,процент,мужчины,,"5,5 долларов США по ППС в  день",,16.8
2015,процент,женщины,,"1,9 долларов США по ППС в  день",,0.0
2015,процент,женщины,,"3,2 долларов США по ППС в  день",,0.7
2015,процент,женщины,,"5,5 долларов США по ППС в  день",,15.6
2015,процент,,Город,"3,2 долларов США по ППС в  день",,0.3
2015,процент,,Город,"5,5 долларов США по ППС в  день",,10.1
2015,процент,,сельское население,"1,9 долларов США по ППС в  день",,0.1
2015,процент,,сельское население,"3,2 долларов США по ППС в  день",,1.2
2015,процент,,сельское население,"5,5 долларов США по ППС в  день",,24.0
2015,процент,,,"1,9 долларов США по ППС в  день",Акмолинская,0.0
2015,процент,,,"1,9 долларов США по ППС в  день",Алматинская,0.1
2015,процент,,,"1,9 долларов США по ППС в  день",Карагандинская,0.0
2015,процент,,,"1,9 долларов США по ППС в  день",Костанайская,0.1
2015,процент,,,"1,9 долларов США по ППС в  день",Северо-Казахстанская,0.3
2015,процент,,,"1,9 долларов США по ППС в  день",Восточно-Казахстанская,0.0
2015,процент,,,"3,2 долларов США по ППС в  день",Акмолинская,1.3
2015,процент,,,"3,2 долларов США по ППС в  день",Актюбинская,0.8
2015,процент,,,"3,2 долларов США по ППС в  день",Алматинская,0.3
2015,процент,,,"3,2 долларов США по ППС в  день",Западно-Казахстанская,1.7
2015,процент,,,"3,2 долларов США по ППС в  день",Жымбылская,1.0
2015,процент,,,"3,2 долларов США по ППС в  день",Карагандинская,0.7
2015,процент,,,"3,2 долларов США по ППС в  день",Костанайская,1.0
2015,процент,,,"3,2 долларов США по ППС в  день",Кызылординская,0.8
2015,процент,,,"3,2 долларов США по ППС в  день",Мангистауская,0.1
2015,процент,,,"3,2 долларов США по ППС в  день",Павлодарская,0.9
2015,процент,,,"3,2 долларов США по ППС в  день",Северо-Казахстанская,2.0
2015,процент,,,"3,2 долларов США по ППС в  день",Туркестанская,0.7
2015,процент,,,"3,2 долларов США по ППС в  день",Восточно-Казахстанская,1.1
2015,процент,,,"3,2 долларов США по ППС в  день",г_Нур-Султан,0.1
2015,процент,,,"5,5 долларов США по ППС в  день",Акмолинская,16.2
2015,процент,,,"5,5 долларов США по ППС в  день",Актюбинская,17.8
2015,процент,,,"5,5 долларов США по ППС в  день",Алматинская,8.7
2015,процент,,,"5,5 долларов США по ППС в  день",Атырауская,11.8
2015,процент,,,"5,5 долларов США по ППС в  день",Западно-Казахстанская,21.3
2015,процент,,,"5,5 долларов США по ППС в  день",Жымбылская,35.8
2015,процент,,,"5,5 долларов США по ППС в  день",Карагандинская,12.1
2015,процент,,,"5,5 долларов США по ППС в  день",Костанайская,16.3
2015,процент,,,"5,5 долларов США по ППС в  день",Кызылординская,26.7
2015,процент,,,"5,5 долларов США по ППС в  день",Мангистауская,4.8
2015,процент,,,"5,5 долларов США по ППС в  день",Павлодарская,10.9
2015,процент,,,"5,5 долларов США по ППС в  день",Северо-Казахстанская,16.1
2015,процент,,,"5,5 долларов США по ППС в  день",Туркестанская,36.1
2015,процент,,,"5,5 долларов США по ППС в  день",Восточно-Казахстанская,13.1
2015,процент,,,"5,5 долларов США по ППС в  день",г_Нур-Султан,0.8
2015,процент,,,"5,5 долларов США по ППС в  день",г_Алматы,2.1
2015,процент,,,"5,5 долларов США по ППС в  день",г_Шымкент,12.5
2015,процент,,Город,"3,2 долларов США по ППС в  день",Акмолинская,1.2
2015,процент,,Город,"3,2 долларов США по ППС в  день",Актюбинская,0.2
2015,процент,,Город,"3,2 долларов США по ППС в  день",Алматинская,0.7
2015,процент,,Город,"3,2 долларов США по ППС в  день",Западно-Казахстанская,0.1
2015,процент,,Город,"3,2 долларов США по ППС в  день",Жымбылская,1.2
2015,процент,,Город,"3,2 долларов США по ППС в  день",Костанайская,0.2
2015,процент,,Город,"3,2 долларов США по ППС в  день",Кызылординская,0.5
2015,процент,,Город,"3,2 долларов США по ППС в  день",Павлодарская,0.6
2015,процент,,Город,"3,2 долларов США по ППС в  день",Северо-Казахстанская,1.3
2015,процент,,Город,"3,2 долларов США по ППС в  день",Восточно-Казахстанская,0.4
2015,процент,,Город,"3,2 долларов США по ППС в  день",г_Нур-Султан,0.1
2015,процент,,Город,"5,5 долларов США по ППС в  день",Акмолинская,16.6
2015,процент,,Город,"5,5 долларов США по ППС в  день",Актюбинская,14.6
2015,процент,,Город,"5,5 долларов США по ППС в  день",Алматинская,9.0
2015,процент,,Город,"5,5 долларов США по ППС в  день",Атырауская,4.6
2015,процент,,Город,"5,5 долларов США по ППС в  день",Западно-Казахстанская,11.6
2015,процент,,Город,"5,5 долларов США по ППС в  день",Жымбылская,30.2
2015,процент,,Город,"5,5 долларов США по ППС в  день",Карагандинская,10.0
2015,процент,,Город,"5,5 долларов США по ППС в  день",Костанайская,10.9
2015,процент,,Город,"5,5 долларов США по ППС в  день",Кызылординская,21.5
2015,процент,,Город,"5,5 долларов США по ППС в  день",Мангистауская,1.5
2015,процент,,Город,"5,5 долларов США по ППС в  день",Павлодарская,10.9
2015,процент,,Город,"5,5 долларов США по ППС в  день",Северо-Казахстанская,11.7
2015,процент,,Город,"5,5 долларов США по ППС в  день",Туркестанская,25.2
2015,процент,,Город,"5,5 долларов США по ППС в  день",Восточно-Казахстанская,7.2
2015,процент,,Город,"5,5 долларов США по ППС в  день",г_Нур-Султан,0.8
2015,процент,,Город,"5,5 долларов США по ППС в  день",г_Алматы,2.1
2015,процент,,Город,"5,5 долларов США по ППС в  день",г_Шымкент,12.5
2015,процент,,сельское население,"1,9 долларов США по ППС в  день",Акмолинская,0.0
2015,процент,,сельское население,"1,9 долларов США по ППС в  день",Алматинская,0.1
2015,процент,,сельское население,"1,9 долларов США по ППС в  день",Карагандинская,0.1
2015,процент,,сельское население,"1,9 долларов США по ППС в  день",Северо-Казахстанская,0.5
2015,процент,,сельское население,"1,9 долларов США по ППС в  день",Восточно-Казахстанская,0.1
2015,процент,,сельское население,"3,2 долларов США по ППС в  день",Акмолинская,1.5
2015,процент,,сельское население,"3,2 долларов США по ППС в  день",Актюбинская,1.8
2015,процент,,сельское население,"3,2 долларов США по ППС в  день",Алматинская,0.2
2015,процент,,сельское население,"3,2 долларов США по ППС в  день",Западно-Казахстанская,3.2
2015,процент,,сельское население,"3,2 долларов США по ППС в  день",Жымбылская,0.9
2015,процент,,сельское население,"3,2 долларов США по ППС в  день",Карагандинская,3.3
2015,процент,,сельское население,"3,2 долларов США по ППС в  день",Костанайская,2.0
2015,процент,,сельское население,"3,2 долларов США по ППС в  день",Кызылординская,1.0
2015,процент,,сельское население,"3,2 долларов США по ППС в  день",Мангистауская,0.1
2015,процент,,сельское население,"3,2 долларов США по ППС в  день",Павлодарская,1.4
2015,процент,,сельское население,"3,2 долларов США по ППС в  день",Северо-Казахстанская,2.6
2015,процент,,сельское население,"3,2 долларов США по ППС в  день",Туркестанская,1.0
2015,процент,,сельское население,"3,2 долларов США по ППС в  день",Восточно-Казахстанская,2.3
2015,процент,,сельское население,"5,5 долларов США по ППС в  день",Акмолинская,15.9
2015,процент,,сельское население,"5,5 долларов США по ППС в  день",Актюбинская,23.2
2015,процент,,сельское население,"5,5 долларов США по ППС в  день",Алматинская,8.7
2015,процент,,сельское население,"5,5 долларов США по ППС в  день",Атырауская,18.4
2015,процент,,сельское население,"5,5 долларов США по ППС в  день",Западно-Казахстанская,30.9
2015,процент,,сельское население,"5,5 долларов США по ППС в  день",Жымбылская,39.7
2015,процент,,сельское население,"5,5 долларов США по ППС в  день",Карагандинская,20.4
2015,процент,,сельское население,"5,5 долларов США по ППС в  день",Костанайская,22.3
2015,процент,,сельское население,"5,5 долларов США по ППС в  день",Кызылординская,30.3
2015,процент,,сельское население,"5,5 долларов США по ППС в  день",Мангистауская,7.8
2015,процент,,сельское население,"5,5 долларов США по ППС в  день",Павлодарская,10.7
2015,процент,,сельское население,"5,5 долларов США по ППС в  день",Северо-Казахстанская,19.5
2015,процент,,сельское население,"5,5 долларов США по ППС в  день",Туркестанская,40.3
2015,процент,,сельское население,"5,5 долларов США по ППС в  день",Восточно-Казахстанская,21.9
2016,процент,,,"1,9 долларов США по ППС в  день",,0.0
2016,процент,,,"3,2 долларов США по ППС в  день",,0.5
2016,процент,,,"5,5 долларов США по ППС в  день",,13.7
2016,процент,мужчины,,"1,9 долларов США по ППС в  день",,0.0
2016,процент,мужчины,,"3,2 долларов США по ППС в  день",,0.5
2016,процент,мужчины,,"5,5 долларов США по ППС в  день",,14.4
2016,процент,женщины,,"1,9 долларов США по ППС в  день",,0.0
2016,процент,женщины,,"3,2 долларов США по ППС в  день",,0.5
2016,процент,женщины,,"5,5 долларов США по ППС в  день",,13.1
2016,процент,,Город,"1,9 долларов США по ППС в  день",,0.0
2016,процент,,Город,"3,2 долларов США по ППС в  день",,0.2
2016,процент,,Город,"5,5 долларов США по ППС в  день",,7.9
2016,процент,,сельское население,"1,9 долларов США по ППС в  день",,0.0
2016,процент,,сельское население,"3,2 долларов США по ППС в  день",,0.9
2016,процент,,сельское население,"5,5 долларов США по ППС в  день",,21.5
2016,процент,,,"1,9 долларов США по ППС в  день",Карагандинская,0.0
2016,процент,,,"1,9 долларов США по ППС в  день",Северо-Казахстанская,0.4
2016,процент,,,"1,9 долларов США по ППС в  день",Туркестанская,0.1
2016,процент,,,"3,2 долларов США по ППС в  день",Акмолинская,0.8
2016,процент,,,"3,2 долларов США по ППС в  день",Актюбинская,0.2
2016,процент,,,"3,2 долларов США по ППС в  день",Западно-Казахстанская,0.9
2016,процент,,,"3,2 долларов США по ППС в  день",Жымбылская,0.8
2016,процент,,,"3,2 долларов США по ППС в  день",Карагандинская,0.4
2016,процент,,,"3,2 долларов США по ППС в  день",Костанайская,0.9
2016,процент,,,"3,2 долларов США по ППС в  день",Кызылординская,0.4
2016,процент,,,"3,2 долларов США по ППС в  день",Мангистауская,0.1
2016,процент,,,"3,2 долларов США по ППС в  день",Павлодарская,0.3
2016,процент,,,"3,2 долларов США по ППС в  день",Северо-Казахстанская,1.4
2016,процент,,,"3,2 долларов США по ППС в  день",Туркестанская,1.5
2016,процент,,,"3,2 долларов США по ППС в  день",Восточно-Казахстанская,0.3
2016,процент,,,"3,2 долларов США по ППС в  день",г_Алматы,0.1
2016,процент,,,"5,5 долларов США по ППС в  день",Акмолинская,14.7
2016,процент,,,"5,5 долларов США по ППС в  день",Актюбинская,13.2
2016,процент,,,"5,5 долларов США по ППС в  день",Алматинская,5.7
2016,процент,,,"5,5 долларов США по ППС в  день",Атырауская,9.4
2016,процент,,,"5,5 долларов США по ППС в  день",Западно-Казахстанская,17.9
2016,процент,,,"5,5 долларов США по ППС в  день",Жымбылская,33.1
2016,процент,,,"5,5 долларов США по ППС в  день",Карагандинская,9.5
2016,процент,,,"5,5 долларов США по ППС в  день",Костанайская,15.9
2016,процент,,,"5,5 долларов США по ППС в  день",Кызылординская,22.8
2016,процент,,,"5,5 долларов США по ППС в  день",Мангистауская,3.3
2016,процент,,,"5,5 долларов США по ППС в  день",Павлодарская,9.8
2016,процент,,,"5,5 долларов США по ППС в  день",Северо-Казахстанская,13.1
2016,процент,,,"5,5 долларов США по ППС в  день",Туркестанская,34.5
2016,процент,,,"5,5 долларов США по ППС в  день",Восточно-Казахстанская,9.4
2016,процент,,,"5,5 долларов США по ППС в  день",г_Нур-Султан,0.8
2016,процент,,,"5,5 долларов США по ППС в  день",г_Алматы,2.1
2016,процент,,,"5,5 долларов США по ППС в  день",г_Шымкент,5.1
2016,процент,,Город,"1,9 долларов США по ППС в  день",Северо-Казахстанская,0.4
2016,процент,,Город,"3,2 долларов США по ППС в  день",Акмолинская,0.8
2016,процент,,Город,"3,2 долларов США по ППС в  день",Жымбылская,0.8
2016,процент,,Город,"3,2 долларов США по ППС в  день",Карагандинская,0.1
2016,процент,,Город,"3,2 долларов США по ППС в  день",Костанайская,0.3
2016,процент,,Город,"3,2 долларов США по ППС в  день",Кызылординская,0.8
2016,процент,,Город,"3,2 долларов США по ППС в  день",Северо-Казахстанская,1.0
2016,процент,,Город,"3,2 долларов США по ППС в  день",Туркестанская,0.4
2016,процент,,Город,"3,2 долларов США по ППС в  день",Восточно-Казахстанская,0.1
2016,процент,,Город,"3,2 долларов США по ППС в  день",г_Алматы,0.1
2016,процент,,Город,"5,5 долларов США по ППС в  день",Акмолинская,12.8
2016,процент,,Город,"5,5 долларов США по ППС в  день",Актюбинская,11.2
2016,процент,,Город,"5,5 долларов США по ППС в  день",Алматинская,5.6
2016,процент,,Город,"5,5 долларов США по ППС в  день",Атырауская,2.7
2016,процент,,Город,"5,5 долларов США по ППС в  день",Западно-Казахстанская,10.3
2016,процент,,Город,"5,5 долларов США по ППС в  день",Жымбылская,26.3
2016,процент,,Город,"5,5 долларов США по ППС в  день",Карагандинская,7.8
2016,процент,,Город,"5,5 долларов США по ППС в  день",Костанайская,11.5
2016,процент,,Город,"5,5 долларов США по ППС в  день",Кызылординская,20.3
2016,процент,,Город,"5,5 долларов США по ППС в  день",Мангистауская,1.2
2016,процент,,Город,"5,5 долларов США по ППС в  день",Павлодарская,8.3
2016,процент,,Город,"5,5 долларов США по ППС в  день",Северо-Казахстанская,10.2
2016,процент,,Город,"5,5 долларов США по ППС в  день",Туркестанская,20.3
2016,процент,,Город,"5,5 долларов США по ППС в  день",Восточно-Казахстанская,4.3
2016,процент,,Город,"5,5 долларов США по ППС в  день",г_Нур-Султан,0.8
2016,процент,,Город,"5,5 долларов США по ППС в  день",г_Алматы,2.1
2016,процент,,Город,"5,5 долларов США по ППС в  день",г_Шымкент,5.1
2016,процент,,сельское население,"1,9 долларов США по ППС в  день",Карагандинская,0.1
2016,процент,,сельское население,"1,9 долларов США по ППС в  день",Костанайская,0.1
2016,процент,,сельское население,"1,9 долларов США по ППС в  день",Северо-Казахстанская,0.4
2016,процент,,сельское население,"1,9 долларов США по ППС в  день",Туркестанская,0.1
2016,процент,,сельское население,"3,2 долларов США по ППС в  день",Акмолинская,0.9
2016,процент,,сельское население,"3,2 долларов США по ППС в  день",Актюбинская,0.5
2016,процент,,сельское население,"3,2 долларов США по ППС в  день",Западно-Казахстанская,1.7
2016,процент,,сельское население,"3,2 долларов США по ППС в  день",Жымбылская,0.8
2016,процент,,сельское население,"3,2 долларов США по ППС в  день",Карагандинская,1.8
2016,процент,,сельское население,"3,2 долларов США по ППС в  день",Костанайская,1.7
2016,процент,,сельское население,"3,2 долларов США по ППС в  день",Кызылординская,0.1
2016,процент,,сельское население,"3,2 долларов США по ППС в  день",Мангистауская,0.1
2016,процент,,сельское население,"3,2 долларов США по ППС в  день",Павлодарская,1.1
2016,процент,,сельское население,"3,2 долларов США по ППС в  день",Северо-Казахстанская,1.7
2016,процент,,сельское население,"3,2 долларов США по ППС в  день",Туркестанская,1.9
2016,процент,,сельское население,"3,2 долларов США по ППС в  день",Восточно-Казахстанская,0.6
2016,процент,,сельское население,"5,5 долларов США по ППС в  день",Акмолинская,16.4
2016,процент,,сельское население,"5,5 долларов США по ППС в  день",Актюбинская,16.4
2016,процент,,сельское население,"5,5 долларов США по ППС в  день",Алматинская,5.8
2016,процент,,сельское население,"5,5 долларов США по ППС в  день",Атырауская,15.5
2016,процент,,сельское население,"5,5 долларов США по ППС в  день",Западно-Казахстанская,25.7
2016,процент,,сельское население,"5,5 долларов США по ППС в  день",Жымбылская,37.7
2016,процент,,сельское население,"5,5 долларов США по ППС в  день",Карагандинская,16.0
2016,процент,,сельское население,"5,5 долларов США по ППС в  день",Костанайская,21.0
2016,процент,,сельское население,"5,5 долларов США по ППС в  день",Кызылординская,24.5
2016,процент,,сельское население,"5,5 долларов США по ППС в  день",Мангистауская,5.1
2016,процент,,сельское население,"5,5 долларов США по ППС в  день",Павлодарская,13.3
2016,процент,,сельское население,"5,5 долларов США по ППС в  день",Северо-Казахстанская,15.3
2016,процент,,сельское население,"5,5 долларов США по ППС в  день",Туркестанская,40.1
2016,процент,,сельское население,"5,5 долларов США по ППС в  день",Восточно-Казахстанская,17.1
2017,процент,,,"1,9 долларов США по ППС в  день",,0.0
2017,процент,,,"3,2 долларов США по ППС в  день",,0.5
2017,процент,,,"5,5 долларов США по ППС в  день",,11.4
2017,процент,мужчины,,"1,9 долларов США по ППС в  день",,0.0
2017,процент,мужчины,,"3,2 долларов США по ППС в  день",,0.5
2017,процент,мужчины,,"5,5 долларов США по ППС в  день",,11.9
2017,процент,женщины,,"1,9 долларов США по ППС в  день",,0.0
2017,процент,женщины,,"3,2 долларов США по ППС в  день",,0.5
2017,процент,женщины,,"5,5 долларов США по ППС в  день",,11.0
2017,процент,,Город,"1,9 долларов США по ППС в  день",,0.0
2017,процент,,Город,"3,2 долларов США по ППС в  день",,0.2
2017,процент,,Город,"5,5 долларов США по ППС в  день",,7.0
2017,процент,,сельское население,"1,9 долларов США по ППС в  день",,0.1
2017,процент,,сельское население,"3,2 долларов США по ППС в  день",,0.9
2017,процент,,сельское население,"5,5 долларов США по ППС в  день",,17.3
2017,процент,,,"1,9 долларов США по ППС в  день",Карагандинская,0.0
2017,процент,,,"1,9 долларов США по ППС в  день",Северо-Казахстанская,0.1
2017,процент,,,"1,9 долларов США по ППС в  день",Восточно-Казахстанская,0.3
2017,процент,,,"3,2 долларов США по ППС в  день",Акмолинская,0.8
2017,процент,,,"3,2 долларов США по ППС в  день",Актюбинская,0.3
2017,процент,,,"3,2 долларов США по ППС в  день",Западно-Казахстанская,0.7
2017,процент,,,"3,2 долларов США по ППС в  день",Жымбылская,1.4
2017,процент,,,"3,2 долларов США по ППС в  день",Карагандинская,0.5
2017,процент,,,"3,2 долларов США по ППС в  день",Костанайская,0.7
2017,процент,,,"3,2 долларов США по ППС в  день",Кызылординская,0.1
2017,процент,,,"3,2 долларов США по ППС в  день",Павлодарская,0.1
2017,процент,,,"3,2 долларов США по ППС в  день",Северо-Казахстанская,1.1
2017,процент,,,"3,2 долларов США по ППС в  день",Туркестанская,0.9
2017,процент,,,"3,2 долларов США по ППС в  день",Восточно-Казахстанская,1.1
2017,процент,,,"3,2 долларов США по ППС в  день",г_Алматы,0.1
2017,процент,,,"5,5 долларов США по ППС в  день",Акмолинская,11.5
2017,процент,,,"5,5 долларов США по ППС в  день",Актюбинская,13.0
2017,процент,,,"5,5 долларов США по ППС в  день",Алматинская,6.4
2017,процент,,,"5,5 долларов США по ППС в  день",Атырауская,6.8
2017,процент,,,"5,5 долларов США по ППС в  день",Западно-Казахстанская,17.0
2017,процент,,,"5,5 долларов США по ППС в  день",Жымбылская,21.9
2017,процент,,,"5,5 долларов США по ППС в  день",Карагандинская,8.7
2017,процент,,,"5,5 долларов США по ППС в  день",Костанайская,10.4
2017,процент,,,"5,5 долларов США по ППС в  день",Кызылординская,18.7
2017,процент,,,"5,5 долларов США по ППС в  день",Мангистауская,3.2
2017,процент,,,"5,5 долларов США по ППС в  день",Павлодарская,6.6
2017,процент,,,"5,5 долларов США по ППС в  день",Северо-Казахстанская,11.5
2017,процент,,,"5,5 долларов США по ППС в  день",Туркестанская,29.2
2017,процент,,,"5,5 долларов США по ППС в  день",Восточно-Казахстанская,9.0
2017,процент,,,"5,5 долларов США по ППС в  день",г_Нур-Султан,0.8
2017,процент,,,"5,5 долларов США по ППС в  день",г_Алматы,1.5
2017,процент,,,"5,5 долларов США по ППС в  день",г_Шымкент,6.1
2017,процент,,Город,"1,9 долларов США по ППС в  день",Северо-Казахстанская,0.1
2017,процент,,Город,"3,2 долларов США по ППС в  день",Акмолинская,0.6
2017,процент,,Город,"3,2 долларов США по ППС в  день",Актюбинская,0.2
2017,процент,,Город,"3,2 долларов США по ППС в  день",Жымбылская,0.6
2017,процент,,Город,"3,2 долларов США по ППС в  день",Карагандинская,0.3
2017,процент,,Город,"3,2 долларов США по ППС в  день",Костанайская,0.3
2017,процент,,Город,"3,2 долларов США по ППС в  день",Кызылординская,0.3
2017,процент,,Город,"3,2 долларов США по ППС в  день",Северо-Казахстанская,1.1
2017,процент,,Город,"3,2 долларов США по ППС в  день",Восточно-Казахстанская,0.3
2017,процент,,Город,"3,2 долларов США по ППС в  день",г_Алматы,0.1
2017,процент,,Город,"5,5 долларов США по ППС в  день",Акмолинская,10.2
2017,процент,,Город,"5,5 долларов США по ППС в  день",Актюбинская,12.0
2017,процент,,Город,"5,5 долларов США по ППС в  день",Алматинская,4.7
2017,процент,,Город,"5,5 долларов США по ППС в  день",Атырауская,2.5
