Year,UNIT_MEASURE,Местность,Пол,Регионы,Value
2019,процент,Город,мужчины,Костанайская,95.60435676161524
2019,процент,Город,женщины,Костанайская,95.5722646963532
2019,процент,сельское население,,Костанайская,87.35132218470531
2019,процент,сельское население,мужчины,Костанайская,89.21005164745291
2019,процент,сельское население,женщины,Костанайская,85.5550533088285
2019,процент,,,Кызылординская,82.22601708272049
2019,процент,,мужчины,Кызылординская,80.79084543245607
2019,процент,,женщины,Кызылординская,83.65614906687256
2019,процент,Город,,Кызылординская,86.49604702346518
2019,процент,Город,мужчины,Кызылординская,84.11370265381419
2019,процент,Город,женщины,Кызылординская,88.74985847149212
2019,процент,сельское население,,Кызылординская,78.87415835899577
2019,процент,сельское население,мужчины,Кызылординская,78.3011713585915
2019,процент,сельское население,женщины,Кызылординская,79.46889193817745
2019,процент,,,Мангистауская,91.57749868877038
2019,процент,,мужчины,Мангистауская,92.14973329991491
2019,процент,,женщины,Мангистауская,91.01787104469574
2019,процент,Город,,Мангистауская,94.53370247880466
2019,процент,Город,мужчины,Мангистауская,95.27387710603698
2019,процент,Город,женщины,Мангистауская,93.8051508311102
2019,процент,сельское население,,Мангистауская,89.564875553
2019,процент,сельское население,мужчины,Мангистауская,90.01109052904499
2019,процент,сельское население,женщины,Мангистауская,89.13040331429333
2019,процент,,,Павлодарская,86.38593634257899
2019,процент,,мужчины,Павлодарская,86.6105273710394
2019,процент,,женщины,Павлодарская,86.18744912593512
2019,процент,Город,,Павлодарская,89.33343854672616
2019,процент,Город,мужчины,Павлодарская,89.16760233305472
2019,процент,Город,женщины,Павлодарская,89.4723886108148
2019,процент,сельское население,,Павлодарская,79.247199883318
2019,процент,сельское население,мужчины,Павлодарская,80.97787097842283
2019,процент,сельское население,женщины,Павлодарская,77.50780261280384
2019,процент,,,Северо-Казахстанская,86.56174405860921
2019,процент,,мужчины,Северо-Казахстанская,87.12644538101532
2019,процент,,женщины,Северо-Казахстанская,86.05061491059438
2019,процент,Город,,Северо-Казахстанская,91.10871979855236
2019,процент,Город,мужчины,Северо-Казахстанская,91.83205297502576
2019,процент,Город,женщины,Северо-Казахстанская,90.51866820252944
2019,процент,сельское население,,Северо-Казахстанская,82.75007124019653
2019,процент,сельское население,мужчины,Северо-Казахстанская,83.55901115844702
2019,процент,сельское население,женщины,Северо-Казахстанская,81.95153268243772
2019,процент,,,Туркестанская,82.5290445887229
2019,процент,,мужчины,Туркестанская,83.31113544133714
2019,процент,,женщины,Туркестанская,81.72833559389353
2019,процент,Город,,Туркестанская,79.55130816230613
2019,процент,Город,мужчины,Туркестанская,78.20592112250189
2019,процент,Город,женщины,Туркестанская,80.90508489492642
2019,процент,сельское население,,Туркестанская,83.22924940209455
2019,процент,сельское население,мужчины,Туркестанская,84.49895164484562
2019,процент,сельское население,женщины,Туркестанская,81.92401855494651
2019,процент,,,Восточно-Казахстанская,89.73957792581469
2019,процент,,мужчины,Восточно-Казахстанская,89.85391384514374
2019,процент,,женщины,Восточно-Казахстанская,89.63688736152307
2019,процент,Город,,Восточно-Казахстанская,95.3212775852969
2019,процент,Город,мужчины,Восточно-Казахстанская,96.20867247043412
2019,процент,Город,женщины,Восточно-Казахстанская,94.575242849774
2019,процент,сельское население,,Восточно-Казахстанская,80.78333218038777
2019,процент,сельское население,мужчины,Восточно-Казахстанская,80.53133366344112
2019,процент,сельское население,женщины,Восточно-Казахстанская,81.03487997051099
2019,процент,,,г_Нур-Султан,94.68484430376178
2019,процент,,мужчины,г_Нур-Султан,98.0475976650202
2019,процент,,женщины,г_Нур-Султан,91.6567179417714
2019,процент,,,г_Алматы,88.34328696189951
2019,процент,,мужчины,г_Алматы,88.80549458330384
2019,процент,,женщины,г_Алматы,87.96372567704783
2019,процент,,,г_Шымкент,88.62556452748156
2019,процент,,мужчины,г_Шымкент,89.2977641819245
2019,процент,,женщины,г_Шымкент,88.01857636125095
