Year,UNIT_MEASURE,Местность,Пол,Регионы,Value
2012,процент,Город,мужчины,Актюбинская,37.5
2013,процент,Город,мужчины,Актюбинская,47.0
2014,процент,Город,мужчины,Актюбинская,27.2
2015,процент,Город,мужчины,Актюбинская,32.1
2016,процент,Город,мужчины,Актюбинская,38.0
2017,процент,Город,мужчины,Актюбинская,36.2
2018,процент,Город,мужчины,Актюбинская,31.0
2010,процент,Город,мужчины,Алматинская,22.9
2011,процент,Город,мужчины,Алматинская,17.9
2012,процент,Город,мужчины,Алматинская,24.0
2013,процент,Город,мужчины,Алматинская,27.5
2014,процент,Город,мужчины,Алматинская,35.4
2015,процент,Город,мужчины,Алматинская,35.9
2016,процент,Город,мужчины,Алматинская,35.7
2017,процент,Город,мужчины,Алматинская,37.8
2018,процент,Город,мужчины,Алматинская,35.5
2010,процент,Город,мужчины,Атырауская,30.4
2011,процент,Город,мужчины,Атырауская,34.3
2012,процент,Город,мужчины,Атырауская,43.3
2013,процент,Город,мужчины,Атырауская,40.5
2014,процент,Город,мужчины,Атырауская,59.8
2015,процент,Город,мужчины,Атырауская,36.3
2016,процент,Город,мужчины,Атырауская,55.7
2017,процент,Город,мужчины,Атырауская,43.2
2018,процент,Город,мужчины,Атырауская,55.1
2010,процент,Город,мужчины,Западно-Казахстанская,49.2
2011,процент,Город,мужчины,Западно-Казахстанская,46.6
2012,процент,Город,мужчины,Западно-Казахстанская,40.1
2013,процент,Город,мужчины,Западно-Казахстанская,36.6
2014,процент,Город,мужчины,Западно-Казахстанская,48.2
2015,процент,Город,мужчины,Западно-Казахстанская,46.1
2016,процент,Город,мужчины,Западно-Казахстанская,38.1
2017,процент,Город,мужчины,Западно-Казахстанская,45.5
2018,процент,Город,мужчины,Западно-Казахстанская,36.6
2010,процент,Город,мужчины,Жымбылская,17.8
2011,процент,Город,мужчины,Жымбылская,21.8
2012,процент,Город,мужчины,Жымбылская,38.2
2013,процент,Город,мужчины,Жымбылская,33.6
2014,процент,Город,мужчины,Жымбылская,35.3
2015,процент,Город,мужчины,Жымбылская,36.1
2016,процент,Город,мужчины,Жымбылская,36.1
2017,процент,Город,мужчины,Жымбылская,42.2
2018,процент,Город,мужчины,Жымбылская,39.6
2010,процент,Город,мужчины,Карагандинская,32.7
2011,процент,Город,мужчины,Карагандинская,34.9
2012,процент,Город,мужчины,Карагандинская,32.3
2013,процент,Город,мужчины,Карагандинская,35.1
2014,процент,Город,мужчины,Карагандинская,40.2
2015,процент,Город,мужчины,Карагандинская,35.8
2016,процент,Город,мужчины,Карагандинская,41.6
2017,процент,Город,мужчины,Карагандинская,37.5
2018,процент,Город,мужчины,Карагандинская,38.6
2010,процент,Город,мужчины,Костанайская,35.8
2011,процент,Город,мужчины,Костанайская,26.8
2012,процент,Город,мужчины,Костанайская,26.9
2013,процент,Город,мужчины,Костанайская,33.3
2014,процент,Город,мужчины,Костанайская,44.7
2015,процент,Город,мужчины,Костанайская,32.5
2016,процент,Город,мужчины,Костанайская,34.6
2017,процент,Город,мужчины,Костанайская,38.6
2018,процент,Город,мужчины,Костанайская,32.3
2010,процент,Город,мужчины,Кызылординская,37.5
2011,процент,Город,мужчины,Кызылординская,40.0
2012,процент,Город,мужчины,Кызылординская,39.2
2013,процент,Город,мужчины,Кызылординская,38.7
2014,процент,Город,мужчины,Кызылординская,38.2
2015,процент,Город,мужчины,Кызылординская,43.0
2016,процент,Город,мужчины,Кызылординская,37.6
2017,процент,Город,мужчины,Кызылординская,36.1
2018,процент,Город,мужчины,Кызылординская,39.1
2010,процент,Город,мужчины,Мангистауская,22.0
2011,процент,Город,мужчины,Мангистауская,26.8
2012,процент,Город,мужчины,Мангистауская,34.0
2013,процент,Город,мужчины,Мангистауская,34.9
2014,процент,Город,мужчины,Мангистауская,45.4
2015,процент,Город,мужчины,Мангистауская,29.3
2016,процент,Город,мужчины,Мангистауская,33.6
2017,процент,Город,мужчины,Мангистауская,30.2
2018,процент,Город,мужчины,Мангистауская,37.3
2010,процент,Город,мужчины,Южно-Казахстанская,31.7
2011,процент,Город,мужчины,Южно-Казахстанская,35.9
2012,процент,Город,мужчины,Южно-Казахстанская,37.2
2013,процент,Город,мужчины,Южно-Казахстанская,45.5
2014,процент,Город,мужчины,Южно-Казахстанская,47.0
2015,процент,Город,мужчины,Южно-Казахстанская,43.3
2016,процент,Город,мужчины,Южно-Казахстанская,59.6
2017,процент,Город,мужчины,Южно-Казахстанская,57.9
2010,процент,Город,мужчины,Павлодарская,31.5
2011,процент,Город,мужчины,Павлодарская,26.1
2012,процент,Город,мужчины,Павлодарская,32.7
2013,процент,Город,мужчины,Павлодарская,25.9
2014,процент,Город,мужчины,Павлодарская,38.0
2015,процент,Город,мужчины,Павлодарская,32.5
2016,процент,Город,мужчины,Павлодарская,34.3
2017,процент,Город,мужчины,Павлодарская,37.9
2018,процент,Город,мужчины,Павлодарская,36.8
2010,процент,Город,мужчины,Северо-Казахстанская,27.7
2011,процент,Город,мужчины,Северо-Казахстанская,26.6
2012,процент,Город,мужчины,Северо-Казахстанская,20.7
2013,процент,Город,мужчины,Северо-Казахстанская,26.2
2014,процент,Город,мужчины,Северо-Казахстанская,35.4
2015,процент,Город,мужчины,Северо-Казахстанская,36.6
2016,процент,Город,мужчины,Северо-Казахстанская,49.5
2017,процент,Город,мужчины,Северо-Казахстанская,43.1
2018,процент,Город,мужчины,Северо-Казахстанская,35.4
2018,процент,Город,мужчины,Туркестанская,40.1
2010,процент,Город,мужчины,Восточно-Казахстанская,30.9
2011,процент,Город,мужчины,Восточно-Казахстанская,32.7
2012,процент,Город,мужчины,Восточно-Казахстанская,40.1
2013,процент,Город,мужчины,Восточно-Казахстанская,19.1
2014,процент,Город,мужчины,Восточно-Казахстанская,41.1
2015,процент,Город,мужчины,Восточно-Казахстанская,36.3
2016,процент,Город,мужчины,Восточно-Казахстанская,34.9
2017,процент,Город,мужчины,Восточно-Казахстанская,38.7
2018,процент,Город,мужчины,Восточно-Казахстанская,40.8
2010,процент,Город,мужчины,г_Нур-Султан,51.8
2011,процент,Город,мужчины,г_Нур-Султан,64.8
2012,процент,Город,мужчины,г_Нур-Султан,54.3
2013,процент,Город,мужчины,г_Нур-Султан,73.8
2014,процент,Город,мужчины,г_Нур-Султан,61.1
2015,процент,Город,мужчины,г_Нур-Султан,61.3
2016,процент,Город,мужчины,г_Нур-Султан,59.9
2017,процент,Город,мужчины,г_Нур-Султан,63.0
2018,процент,Город,мужчины,г_Нур-Султан,73.7
2010,процент,Город,мужчины,г_Алматы,57.7
2011,процент,Город,мужчины,г_Алматы,53.6
2012,процент,Город,мужчины,г_Алматы,71.4
2013,процент,Город,мужчины,г_Алматы,64.7
2014,процент,Город,мужчины,г_Алматы,74.2
2015,процент,Город,мужчины,г_Алматы,78.9
2016,процент,Город,мужчины,г_Алматы,65.2
2017,процент,Город,мужчины,г_Алматы,65.1
2018,процент,Город,мужчины,г_Алматы,66.4
2018,процент,Город,мужчины,г_Шымкент,62.4
2010,процент,Город,женщины,,48.3
2011,процент,Город,женщины,,51.2
2012,процент,Город,женщины,,54.3
2013,процент,Город,женщины,,55.2
2014,процент,Город,женщины,,57.0
2015,процент,Город,женщины,,59.6
2016,процент,Город,женщины,,58.2
2017,процент,Город,женщины,,60.0
2018,процент,Город,женщины,,58.1
2010,процент,Город,женщины,Акмолинская,36.5
2011,процент,Город,женщины,Акмолинская,33.9
2012,процент,Город,женщины,Акмолинская,36.8
2013,процент,Город,женщины,Акмолинская,33.1
2014,процент,Город,женщины,Акмолинская,47.9
2015,процент,Город,женщины,Акмолинская,42.3
2016,процент,Город,женщины,Акмолинская,42.1
2017,процент,Город,женщины,Акмолинская,42.3
2018,процент,Город,женщины,Акмолинская,48.8
2010,процент,Город,женщины,Актюбинская,45.9
2011,процент,Город,женщины,Актюбинская,66.9
2012,процент,Город,женщины,Актюбинская,54.9
2013,процент,Город,женщины,Актюбинская,68.4
2014,процент,Город,женщины,Актюбинская,50.0
2015,процент,Город,женщины,Актюбинская,49.2
2016,процент,Город,женщины,Актюбинская,48.3
2017,процент,Город,женщины,Актюбинская,65.0
2018,процент,Город,женщины,Актюбинская,48.3
2010,процент,Город,женщины,Алматинская,38.5
2011,процент,Город,женщины,Алматинская,38.2
2012,процент,Город,женщины,Алматинская,32.5
2013,процент,Город,женщины,Алматинская,35.1
2014,процент,Город,женщины,Алматинская,45.4
2015,процент,Город,женщины,Алматинская,51.0
2016,процент,Город,женщины,Алматинская,49.9
2017,процент,Город,женщины,Алматинская,46.2
2018,процент,Город,женщины,Алматинская,52.0
2010,процент,Город,женщины,Атырауская,36.9
2011,процент,Город,женщины,Атырауская,43.8
2012,процент,Город,женщины,Атырауская,64.9
2013,процент,Город,женщины,Атырауская,58.1
2014,процент,Город,женщины,Атырауская,68.0
2015,процент,Город,женщины,Атырауская,48.0
2016,процент,Город,женщины,Атырауская,62.2
2017,процент,Город,женщины,Атырауская,57.3
2018,процент,Город,женщины,Атырауская,61.6
2010,процент,Город,женщины,Западно-Казахстанская,47.0
2011,процент,Город,женщины,Западно-Казахстанская,48.7
2012,процент,Город,женщины,Западно-Казахстанская,58.9
2013,процент,Город,женщины,Западно-Казахстанская,52.2
2014,процент,Город,женщины,Западно-Казахстанская,63.5
2015,процент,Город,женщины,Западно-Казахстанская,58.3
2016,процент,Город,женщины,Западно-Казахстанская,59.4
2017,процент,Город,женщины,Западно-Казахстанская,57.0
2018,процент,Город,женщины,Западно-Казахстанская,55.4
2010,процент,Город,женщины,Жымбылская,33.4
2011,процент,Город,женщины,Жымбылская,38.9
2012,процент,Город,женщины,Жымбылская,50.8
2013,процент,Город,женщины,Жымбылская,34.5
2014,процент,Город,женщины,Жымбылская,42.5
2015,процент,Город,женщины,Жымбылская,51.7
2016,процент,Город,женщины,Жымбылская,55.4
2017,процент,Город,женщины,Жымбылская,54.3
2018,процент,Город,женщины,Жымбылская,47.2
2010,процент,Город,женщины,Карагандинская,39.2
2011,процент,Город,женщины,Карагандинская,41.2
2012,процент,Город,женщины,Карагандинская,46.7
2013,процент,Город,женщины,Карагандинская,48.0
2014,процент,Город,женщины,Карагандинская,50.4
2015,процент,Город,женщины,Карагандинская,58.8
2016,процент,Город,женщины,Карагандинская,47.9
2017,процент,Город,женщины,Карагандинская,52.5
2018,процент,Город,женщины,Карагандинская,51.5
2010,процент,Город,женщины,Костанайская,56.4
2011,процент,Город,женщины,Костанайская,40.1
2012,процент,Город,женщины,Костанайская,36.3
2013,процент,Город,женщины,Костанайская,38.1
2014,процент,Город,женщины,Костанайская,49.2
2015,процент,Город,женщины,Костанайская,43.0
2016,процент,Город,женщины,Костанайская,50.1
2017,процент,Город,женщины,Костанайская,47.9
2018,процент,Город,женщины,Костанайская,41.8
2010,процент,Город,женщины,Кызылординская,53.7
2011,процент,Город,женщины,Кызылординская,54.6
2012,процент,Город,женщины,Кызылординская,48.7
2013,процент,Город,женщины,Кызылординская,44.5
2014,процент,Город,женщины,Кызылординская,46.1
2015,процент,Город,женщины,Кызылординская,55.1
2016,процент,Город,женщины,Кызылординская,52.0
2017,процент,Город,женщины,Кызылординская,51.6
2018,процент,Город,женщины,Кызылординская,51.8
2010,процент,Город,женщины,Мангистауская,33.1
2011,процент,Город,женщины,Мангистауская,47.8
2012,процент,Город,женщины,Мангистауская,48.7
2013,процент,Город,женщины,Мангистауская,30.5
2014,процент,Город,женщины,Мангистауская,49.4
2015,процент,Город,женщины,Мангистауская,37.6
2016,процент,Город,женщины,Мангистауская,55.9
2017,процент,Город,женщины,Мангистауская,44.1
2018,процент,Город,женщины,Мангистауская,44.5
2010,процент,Город,женщины,Южно-Казахстанская,44.7
2011,процент,Город,женщины,Южно-Казахстанская,48.2
2012,процент,Город,женщины,Южно-Казахстанская,56.2
2013,процент,Город,женщины,Южно-Казахстанская,54.7
2014,процент,Город,женщины,Южно-Казахстанская,57.5
2015,процент,Город,женщины,Южно-Казахстанская,52.5
2016,процент,Город,женщины,Южно-Казахстанская,58.5
2017,процент,Город,женщины,Южно-Казахстанская,65.6
2010,процент,Город,женщины,Павлодарская,32.6
2011,процент,Город,женщины,Павлодарская,40.8
2012,процент,Город,женщины,Павлодарская,43.2
2013,процент,Город,женщины,Павлодарская,34.2
2014,процент,Город,женщины,Павлодарская,50.1
2015,процент,Город,женщины,Павлодарская,45.1
2016,процент,Город,женщины,Павлодарская,43.1
2017,процент,Город,женщины,Павлодарская,53.1
2018,процент,Город,женщины,Павлодарская,42.9
2010,процент,Город,женщины,Северо-Казахстанская,41.9
2011,процент,Город,женщины,Северо-Казахстанская,47.8
2012,процент,Город,женщины,Северо-Казахстанская,55.2
2013,процент,Город,женщины,Северо-Казахстанская,44.4
2014,процент,Город,женщины,Северо-Казахстанская,48.9
2015,процент,Город,женщины,Северо-Казахстанская,58.2
2016,процент,Город,женщины,Северо-Казахстанская,61.0
2017,процент,Город,женщины,Северо-Казахстанская,51.7
2018,процент,Город,женщины,Северо-Казахстанская,37.2
2018,процент,Город,женщины,Туркестанская,49.1
2010,процент,Город,женщины,Восточно-Казахстанская,44.1
2011,процент,Город,женщины,Восточно-Казахстанская,43.3
2012,процент,Город,женщины,Восточно-Казахстанская,45.0
2013,процент,Город,женщины,Восточно-Казахстанская,58.0
2014,процент,Город,женщины,Восточно-Казахстанская,56.9
2015,процент,Город,женщины,Восточно-Казахстанская,49.9
2016,процент,Город,женщины,Восточно-Казахстанская,51.4
2017,процент,Город,женщины,Восточно-Казахстанская,55.1
2018,процент,Город,женщины,Восточно-Казахстанская,52.0
2010,процент,Город,женщины,г_Нур-Султан,72.2
2011,процент,Город,женщины,г_Нур-Султан,71.8
2012,процент,Город,женщины,г_Нур-Султан,67.3
2013,процент,Город,женщины,г_Нур-Султан,77.8
2014,процент,Город,женщины,г_Нур-Султан,62.6
2015,процент,Город,женщины,г_Нур-Султан,66.9
2016,процент,Город,женщины,г_Нур-Султан,69.6
2017,процент,Город,женщины,г_Нур-Султан,74.5
2018,процент,Город,женщины,г_Нур-Султан,80.5
2010,процент,Город,женщины,г_Алматы,64.6
2011,процент,Город,женщины,г_Алматы,66.2
2012,процент,Город,женщины,г_Алматы,71.3
2013,процент,Город,женщины,г_Алматы,68.8
2014,процент,Город,женщины,г_Алматы,72.1
2015,процент,Город,женщины,г_Алматы,80.8
2016,процент,Город,женщины,г_Алматы,71.8
2017,процент,Город,женщины,г_Алматы,69.3
2018,процент,Город,женщины,г_Алматы,69.2
2018,процент,Город,женщины,г_Шымкент,57.7
2010,процент,сельское население,,,19.1
2011,процент,сельское население,,,21.4
2012,процент,сельское население,,,24.7
2013,процент,сельское население,,,22.6
2014,процент,сельское население,,,28.5
2015,процент,сельское население,,,28.8
2016,процент,сельское население,,,29.9
2017,процент,сельское население,,,31.9
2018,процент,сельское население,,,32.5
2010,процент,сельское население,,Акмолинская,18.2
2011,процент,сельское население,,Акмолинская,17.8
2012,процент,сельское население,,Акмолинская,21.2
2013,процент,сельское население,,Акмолинская,22.3
2014,процент,сельское население,,Акмолинская,24.0
2015,процент,сельское население,,Акмолинская,26.2
2016,процент,сельское население,,Акмолинская,32.5
2017,процент,сельское население,,Акмолинская,30.1
2018,процент,сельское население,,Акмолинская,33.1
2010,процент,сельское население,,Актюбинская,26.9
2011,процент,сельское население,,Актюбинская,24.3
2012,процент,сельское население,,Актюбинская,27.0
2013,процент,сельское население,,Актюбинская,25.2
2014,процент,сельское население,,Актюбинская,27.6
2015,процент,сельское население,,Актюбинская,28.7
2016,процент,сельское население,,Актюбинская,29.2
2017,процент,сельское население,,Актюбинская,32.6
2018,процент,сельское население,,Актюбинская,30.2
2010,процент,сельское население,,Алматинская,27.7
2011,процент,сельское население,,Алматинская,26.8
2012,процент,сельское население,,Алматинская,26.3
2013,процент,сельское население,,Алматинская,23.7
2014,процент,сельское население,,Алматинская,25.6
2015,процент,сельское население,,Алматинская,26.3
2016,процент,сельское население,,Алматинская,26.0
2017,процент,сельское население,,Алматинская,33.2
2018,процент,сельское население,,Алматинская,32.4
2010,процент,сельское население,,Атырауская,18.1
2011,процент,сельское население,,Атырауская,21.7
2012,процент,сельское население,,Атырауская,34.8
2013,процент,сельское население,,Атырауская,31.8
2014,процент,сельское население,,Атырауская,30.6
2015,процент,сельское население,,Атырауская,31.2
2016,процент,сельское население,,Атырауская,39.2
2017,процент,сельское население,,Атырауская,32.7
2018,процент,сельское население,,Атырауская,46.9
2010,процент,сельское население,,Западно-Казахстанская,21.6
2011,процент,сельское население,,Западно-Казахстанская,20.8
2012,процент,сельское население,,Западно-Казахстанская,20.6
2013,процент,сельское население,,Западно-Казахстанская,26.6
2014,процент,сельское население,,Западно-Казахстанская,26.0
2015,процент,сельское население,,Западно-Казахстанская,25.7
2016,процент,сельское население,,Западно-Казахстанская,24.9
2017,процент,сельское население,,Западно-Казахстанская,22.3
2018,процент,сельское население,,Западно-Казахстанская,25.3
2010,процент,сельское население,,Жымбылская,13.8
2011,процент,сельское население,,Жымбылская,18.9
2012,процент,сельское население,,Жымбылская,21.7
2013,процент,сельское население,,Жымбылская,17.7
2014,процент,сельское население,,Жымбылская,23.9
2015,процент,сельское население,,Жымбылская,25.4
2016,процент,сельское население,,Жымбылская,22.5
2017,процент,сельское население,,Жымбылская,28.7
2018,процент,сельское население,,Жымбылская,32.11
2010,процент,сельское население,,Карагандинская,20.6
2011,процент,сельское население,,Карагандинская,26.3
2012,процент,сельское население,,Карагандинская,44.6
2013,процент,сельское население,,Карагандинская,34.5
2014,процент,сельское население,,Карагандинская,23.0
2015,процент,сельское население,,Карагандинская,28.1
2016,процент,сельское население,,Карагандинская,28.5
2017,процент,сельское население,,Карагандинская,30.7
2018,процент,сельское население,,Карагандинская,26.8
2010,процент,сельское население,,Костанайская,17.8
2011,процент,сельское население,,Костанайская,19.6
2012,процент,сельское население,,Костанайская,26.2
2013,процент,сельское население,,Костанайская,21.3
2014,процент,сельское население,,Костанайская,25.6
2015,процент,сельское население,,Костанайская,27.3
2016,процент,сельское население,,Костанайская,25.6
2017,процент,сельское население,,Костанайская,28.1
2018,процент,сельское население,,Костанайская,25.8
2010,процент,сельское население,,Кызылординская,21.8
2011,процент,сельское население,,Кызылординская,27.9
2012,процент,сельское население,,Кызылординская,32.7
2013,процент,сельское население,,Кызылординская,31.4
2014,процент,сельское население,,Кызылординская,29.3
2015,процент,сельское население,,Кызылординская,31.8
2016,процент,сельское население,,Кызылординская,37.5
2017,процент,сельское население,,Кызылординская,36.5
2018,процент,сельское население,,Кызылординская,32.4
2010,процент,сельское население,,Мангистауская,21.9
2011,процент,сельское население,,Мангистауская,29.4
2012,процент,сельское население,,Мангистауская,44.1
2013,процент,сельское население,,Мангистауская,30.5
2014,процент,сельское население,,Мангистауская,37.6
2015,процент,сельское население,,Мангистауская,28.6
2016,процент,сельское население,,Мангистауская,30.9
2017,процент,сельское население,,Мангистауская,27.0
2018,процент,сельское население,,Мангистауская,27.5
2010,процент,сельское население,,Южно-Казахстанская,15.9
2011,процент,сельское население,,Южно-Казахстанская,18.3
2012,процент,сельское население,,Южно-Казахстанская,19.5
2013,процент,сельское население,,Южно-Казахстанская,18.7
2014,процент,сельское население,,Южно-Казахстанская,37.2
2015,процент,сельское население,,Южно-Казахстанская,36.0
2016,процент,сельское население,,Южно-Казахстанская,37.8
2017,процент,сельское население,,Южно-Казахстанская,39.9
2010,процент,сельское население,,Павлодарская,14.1
2011,процент,сельское население,,Павлодарская,13.8
2012,процент,сельское население,,Павлодарская,14.4
2013,процент,сельское население,,Павлодарская,19.1
2014,процент,сельское население,,Павлодарская,22.6
2015,процент,сельское население,,Павлодарская,22.1
2016,процент,сельское население,,Павлодарская,21.7
2017,процент,сельское население,,Павлодарская,21.6
2018,процент,сельское население,,Павлодарская,25.5
2010,процент,сельское население,,Северо-Казахстанская,11.2
2011,процент,сельское население,,Северо-Казахстанская,18.5
2012,процент,сельское население,,Северо-Казахстанская,18.0
2013,процент,сельское население,,Северо-Казахстанская,14.9
2014,процент,сельское население,,Северо-Казахстанская,24.0
2015,процент,сельское население,,Северо-Казахстанская,23.5
2016,процент,сельское население,,Северо-Казахстанская,17.6
2017,процент,сельское население,,Северо-Казахстанская,21.2
2018,процент,сельское население,,Северо-Казахстанская,20.5
2018,процент,сельское население,,Туркестанская,40.4
2010,процент,сельское население,,Восточно-Казахстанская,15.8
2011,процент,сельское население,,Восточно-Казахстанская,17.1
2012,процент,сельское население,,Восточно-Казахстанская,18.6
2013,процент,сельское население,,Восточно-Казахстанская,17.8
2014,процент,сельское население,,Восточно-Казахстанская,22.0
2015,процент,сельское население,,Восточно-Казахстанская,26.0
2016,процент,сельское население,,Восточно-Казахстанская,29.6
2017,процент,сельское население,,Восточно-Казахстанская,27.9
2018,процент,сельское население,,Восточно-Казахстанская,27.7
2010,процент,сельское население,мужчины,,14.9
2011,процент,сельское население,мужчины,,17.3
2012,процент,сельское население,мужчины,,22.7
2013,процент,сельское население,мужчины,,19.5
2014,процент,сельское население,мужчины,,23.9
2015,процент,сельское население,мужчины,,23.3
2016,процент,сельское население,мужчины,,24.6
2017,процент,сельское население,мужчины,,27.1
2018,процент,сельское население,мужчины,,27.2
2010,процент,сельское население,мужчины,Акмолинская,17.3
2011,процент,сельское население,мужчины,Акмолинская,17.3
2012,процент,сельское население,мужчины,Акмолинская,11.1
2013,процент,сельское население,мужчины,Акмолинская,16.7
2014,процент,сельское население,мужчины,Акмолинская,19.0
2015,процент,сельское население,мужчины,Акмолинская,23.6
2016,процент,сельское население,мужчины,Акмолинская,28.8
2017,процент,сельское население,мужчины,Акмолинская,24.5
2018,процент,сельское население,мужчины,Акмолинская,27.5
2010,процент,сельское население,мужчины,Актюбинская,20.3
2011,процент,сельское население,мужчины,Актюбинская,20.9
2012,процент,сельское население,мужчины,Актюбинская,32.6
2013,процент,сельское население,мужчины,Актюбинская,21.9
2014,процент,сельское население,мужчины,Актюбинская,18.4
2015,процент,сельское население,мужчины,Актюбинская,19.1
2016,процент,сельское население,мужчины,Актюбинская,21.3
2017,процент,сельское население,мужчины,Актюбинская,26.5
2018,процент,сельское население,мужчины,Актюбинская,19.8
2010,процент,сельское население,мужчины,Алматинская,21.9
2011,процент,сельское население,мужчины,Алматинская,20.8
2012,процент,сельское население,мужчины,Алматинская,25.7
2013,процент,сельское население,мужчины,Алматинская,24.8
2014,процент,сельское население,мужчины,Алматинская,21.9
2015,процент,сельское население,мужчины,Алматинская,21.6
2016,процент,сельское население,мужчины,Алматинская,21.5
2017,процент,сельское население,мужчины,Алматинская,30.0
2018,процент,сельское население,мужчины,Алматинская,27.6
2010,процент,сельское население,мужчины,Атырауская,13.6
2011,процент,сельское население,мужчины,Атырауская,16.3
2012,процент,сельское население,мужчины,Атырауская,27.3
2013,процент,сельское население,мужчины,Атырауская,23.4
2014,процент,сельское население,мужчины,Атырауская,21.4
2015,процент,сельское население,мужчины,Атырауская,19.4
2016,процент,сельское население,мужчины,Атырауская,25.4
2017,процент,сельское население,мужчины,Атырауская,19.5
2018,процент,сельское население,мужчины,Атырауская,37.6
2010,процент,сельское население,мужчины,Западно-Казахстанская,17.0
2011,процент,сельское население,мужчины,Западно-Казахстанская,15.8
2012,процент,сельское население,мужчины,Западно-Казахстанская,18.4
2013,процент,сельское население,мужчины,Западно-Казахстанская,20.4
2014,процент,сельское население,мужчины,Западно-Казахстанская,21.7
2015,процент,сельское население,мужчины,Западно-Казахстанская,20.4
2016,процент,сельское население,мужчины,Западно-Казахстанская,18.1
2017,процент,сельское население,мужчины,Западно-Казахстанская,19.0
2018,процент,сельское население,мужчины,Западно-Казахстанская,21.3
2010,процент,сельское население,мужчины,Жымбылская,11.3
2011,процент,сельское население,мужчины,Жымбылская,14.0
2012,процент,сельское население,мужчины,Жымбылская,21.9
2013,процент,сельское население,мужчины,Жымбылская,19.8
2014,процент,сельское население,мужчины,Жымбылская,20.7
2015,процент,сельское население,мужчины,Жымбылская,21.7
2016,процент,сельское население,мужчины,Жымбылская,20.0
2017,процент,сельское население,мужчины,Жымбылская,23.4
2018,процент,сельское население,мужчины,Жымбылская,27.7
2010,процент,сельское население,мужчины,Карагандинская,13.2
2011,процент,сельское население,мужчины,Карагандинская,23.3
2012,процент,сельское население,мужчины,Карагандинская,40.2
2013,процент,сельское население,мужчины,Карагандинская,27.6
2014,процент,сельское население,мужчины,Карагандинская,17.5
2015,процент,сельское население,мужчины,Карагандинская,22.4
2016,процент,сельское население,мужчины,Карагандинская,23.3
2017,процент,сельское население,мужчины,Карагандинская,26.7
2018,процент,сельское население,мужчины,Карагандинская,21.6
2010,процент,сельское население,мужчины,Костанайская,10.4
2011,процент,сельское население,мужчины,Костанайская,13.8
2012,процент,сельское население,мужчины,Костанайская,23.5
2013,процент,сельское население,мужчины,Костанайская,11.6
2014,процент,сельское население,мужчины,Костанайская,22.1
2015,процент,сельское население,мужчины,Костанайская,20.9
2016,процент,сельское население,мужчины,Костанайская,21.5
2017,процент,сельское население,мужчины,Костанайская,23.6
2018,процент,сельское население,мужчины,Костанайская,19.7
2010,процент,сельское население,мужчины,Кызылординская,18.8
2011,процент,сельское население,мужчины,Кызылординская,24.3
2012,процент,сельское население,мужчины,Кызылординская,26.9
2013,процент,сельское население,мужчины,Кызылординская,18.9
2014,процент,сельское население,мужчины,Кызылординская,25.5
2015,процент,сельское население,мужчины,Кызылординская,27.3
2016,процент,сельское население,мужчины,Кызылординская,34.3
2017,процент,сельское население,мужчины,Кызылординская,34.5
2018,процент,сельское население,мужчины,Кызылординская,28.6
2010,процент,сельское население,мужчины,Мангистауская,18.1
2011,процент,сельское население,мужчины,Мангистауская,28.0
2012,процент,сельское население,мужчины,Мангистауская,42.7
2013,процент,сельское население,мужчины,Мангистауская,32.9
2014,процент,сельское население,мужчины,Мангистауская,29.6
2015,процент,сельское население,мужчины,Мангистауская,23.5
2016,процент,сельское население,мужчины,Мангистауская,27.0
2017,процент,сельское население,мужчины,Мангистауская,25.0
2018,процент,сельское население,мужчины,Мангистауская,25.2
2010,процент,сельское население,мужчины,Южно-Казахстанская,13.2
2011,процент,сельское население,мужчины,Южно-Казахстанская,14.6
2012,процент,сельское население,мужчины,Южно-Казахстанская,18.2
2013,процент,сельское население,мужчины,Южно-Казахстанская,16.5
2014,процент,сельское население,мужчины,Южно-Казахстанская,32.4
2015,процент,сельское население,мужчины,Южно-Казахстанская,30.3
2016,процент,сельское население,мужчины,Южно-Казахстанская,30.4
2017,процент,сельское население,мужчины,Южно-Казахстанская,33.9
2010,процент,сельское население,мужчины,Павлодарская,8.0
2011,процент,сельское население,мужчины,Павлодарская,12.7
2012,процент,сельское население,мужчины,Павлодарская,11.2
2013,процент,сельское население,мужчины,Павлодарская,14.8
2014,процент,сельское население,мужчины,Павлодарская,17.7
2015,процент,сельское население,мужчины,Павлодарская,14.5
2016,процент,сельское население,мужчины,Павлодарская,20.5
2017,процент,сельское население,мужчины,Павлодарская,19.6
2018,процент,сельское население,мужчины,Павлодарская,16.7
2010,процент,сельское население,мужчины,Северо-Казахстанская,8.3
2011,процент,сельское население,мужчины,Северо-Казахстанская,14.5
2012,процент,сельское население,мужчины,Северо-Казахстанская,15.2
2013,процент,сельское население,мужчины,Северо-Казахстанская,13.3
2014,процент,сельское население,мужчины,Северо-Казахстанская,21.6
2015,процент,сельское население,мужчины,Северо-Казахстанская,17.8
2016,процент,сельское население,мужчины,Северо-Казахстанская,13.0
2017,процент,сельское население,мужчины,Северо-Казахстанская,18.4
2018,процент,сельское население,мужчины,Северо-Казахстанская,16.2
2018,процент,сельское население,мужчины,Туркестанская,33.4
2010,процент,сельское население,мужчины,Восточно-Казахстанская,11.4
2011,процент,сельское население,мужчины,Восточно-Казахстанская,13.9
